α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.68,0.68,0.47,0.99,0.44,0.86,0.8,0.83,3.780808882772998e7
0.32,0.3,0.71,0.05,0.71,0.63,0.76,0.58,3.783350172418333e7
0.36,0.67,0.95,0.63,0.95,0.92,0.91,0.03,3.7877611054983065e7
0.26,0.35,0.55,0.45,0.91,0.79,0.29,0.9,3.7812040835941546e7
0.55,0.94,0.27,0.13,0.58,0.6,0.88,0.8,3.780645138033716e7
1.0,0.47,0.92,0.69,0.61,0.45,0.04,0.57,3.784569661119005e7
0.68,0.6,0.83,0.19,0.92,0.56,0.8,0.1,3.782429647312214e7
0.19,0.81,0.22,0.46,0.77,0.99,0.55,0.81,3.7927423586411305e7
0.31,0.66,0.58,0.44,0.98,0.23,0.23,0.31,3.7789592491997875e7
0.45,0.78,0.32,1.0,0.55,0.03,0.53,0.05,3.785827345233098e7
0.23,0.14,0.3,0.87,0.19,0.22,0.61,0.29,3.787238816246066e7
0.78,0.73,0.26,0.75,0.82,0.93,0.13,0.97,3.783012145421925e7
0.7,0.71,0.5,0.06,0.88,0.82,0.32,0.89,3.7805390173063554e7
0.32,0.68,0.03,0.47,0.98,0.49,0.52,0.86,3.78020265410482e7
0.47,0.61,0.88,0.54,0.25,0.31,0.95,0.82,3.7787137110575534e7
0.81,0.73,0.39,0.11,0.5,0.75,0.23,0.97,3.780670475529458e7
0.67,0.09,0.81,0.64,0.98,0.48,0.92,0.22,3.791662304200254e7
0.5,0.76,0.5,0.89,0.23,0.61,1.0,0.47,3.7817959916838e7
1.0,0.8,0.64,0.67,0.93,0.39,0.2,0.16,3.7875885771099515e7
0.83,0.55,0.88,0.85,0.83,0.71,0.14,0.97,3.786283777707175e7
0.82,0.12,0.88,0.21,0.85,0.22,0.69,0.12,3.790372039108974e7
0.61,0.09,0.32,0.54,0.36,0.41,0.79,0.71,3.780745908897675e7
0.27,0.63,0.64,0.78,0.18,0.44,0.19,0.21,3.789228922000032e7
0.41,0.41,0.94,0.08,0.57,0.88,0.22,0.13,3.786390828791248e7
0.47,0.89,0.71,0.72,0.73,0.37,0.75,0.82,3.791476358206998e7
0.72,0.45,0.36,0.61,0.24,0.61,0.93,0.75,3.781235439750246e7
0.24,0.51,0.16,0.13,0.33,0.31,0.52,0.43,3.777935223864577e7
0.61,0.91,0.93,0.1,0.96,0.92,0.74,0.17,3.7899383165785715e7
0.79,0.23,0.21,0.65,0.27,0.71,0.29,0.06,3.783690160141107e7
0.72,0.41,0.44,0.5,0.51,0.89,0.48,0.76,3.785639367891571e7
0.25,0.74,0.96,0.78,0.76,0.93,0.95,0.4,3.7857193598276295e7
0.1,0.25,0.41,0.95,0.2,0.29,0.3,0.02,3.7857727626687236e7
0.79,0.55,0.4,0.73,0.24,0.08,0.83,0.37,3.788770470369467e7
0.93,0.32,0.5,0.63,0.07,0.83,0.36,0.69,3.809316591504497e7
0.78,0.37,0.6,0.49,0.3,0.61,0.84,0.45,3.79021802712906e7
0.42,0.27,0.35,0.29,0.54,0.55,0.92,0.37,3.770358763670005e7
0.68,0.99,0.28,0.78,0.43,0.54,0.44,0.15,3.788747921318415e7
0.63,0.65,0.86,0.05,0.44,0.63,0.98,0.8,3.781535906221036e7
0.37,0.91,0.94,0.44,0.41,0.12,0.75,0.7,3.7990210959485605e7
0.49,0.65,0.82,0.6,0.63,0.46,0.18,0.48,3.785575382274473e7
0.83,0.47,0.72,0.66,0.06,0.53,0.61,0.46,3.7990009493041866e7
0.87,0.66,0.44,0.59,0.97,0.64,0.45,0.87,3.7808940104663946e7
0.12,0.65,0.61,0.99,0.83,0.79,0.15,0.62,3.785800869055914e7
0.36,0.48,0.57,0.08,0.49,0.3,0.64,0.88,3.776721805829305e7
0.74,0.1,0.38,0.44,0.56,0.79,0.53,0.76,3.783570135403469e7
0.71,0.38,0.68,0.76,0.15,0.4,0.22,0.17,3.7861273361198895e7
0.94,0.54,0.37,0.16,0.92,0.42,0.87,0.79,3.774647461490403e7
0.71,0.62,0.96,0.08,0.84,0.62,0.41,0.69,3.783954728215952e7
0.75,0.81,1.0,0.91,0.4,0.73,0.57,0.86,3.7946489919142894e7
0.96,0.66,0.67,0.17,0.84,0.75,0.19,0.84,3.781422062439886e7
0.58,0.97,0.28,0.73,0.53,0.74,0.26,1.0,3.778249147955736e7
0.85,0.63,0.37,0.13,0.77,0.39,0.73,0.93,3.775165770606718e7
0.27,0.33,0.9,0.49,0.32,0.95,0.04,0.42,3.7933973555285834e7
0.88,0.18,0.99,0.86,0.67,0.62,0.12,0.39,3.786468142100059e7
0.68,0.34,0.56,0.61,0.43,0.88,0.87,0.18,3.788077340772201e7
0.76,0.09,0.2,0.16,0.31,0.1,0.82,0.63,3.785413304816861e7
0.95,0.43,0.16,0.49,0.18,0.64,0.95,1.0,3.783961263642575e7
0.91,0.78,0.41,0.96,0.94,0.8,0.51,0.44,3.783161723617957e7
0.57,0.28,0.75,0.94,0.24,0.57,0.2,0.56,3.789984690397203e7
0.95,0.75,0.64,0.17,0.34,0.67,0.72,0.7,3.789742686049649e7
0.58,0.78,0.02,0.16,0.58,0.19,0.33,0.03,3.7666557905022755e7
0.36,0.32,0.57,0.43,0.41,0.23,0.83,0.75,3.7790975644922234e7
0.58,0.82,0.98,0.4,0.2,0.14,0.29,0.5,3.798355310766658e7
0.49,1.0,0.93,0.91,0.69,0.5,0.45,0.09,3.7930889247152075e7
0.23,0.82,0.03,0.58,0.9,0.23,0.44,0.92,3.780983438752446e7
0.32,0.71,0.15,0.12,0.21,0.92,0.58,0.67,3.784253463519432e7
0.4,0.41,0.99,0.47,0.24,0.9,0.76,0.47,3.794800895593016e7
0.66,0.08,0.18,0.09,0.62,0.82,1.0,0.7,3.779782012645001e7
0.09,1.0,0.46,0.14,0.71,0.47,0.6,0.44,3.789102462491051e7
0.69,0.52,0.09,0.26,0.48,0.47,0.95,0.97,3.770407783527152e7
0.71,0.09,0.55,0.11,0.35,0.23,0.8,0.24,3.7845849651047625e7
0.5,0.71,0.83,0.07,0.31,0.94,0.35,0.41,3.791285537842694e7
0.32,0.12,0.5,0.7,0.21,0.8,0.13,0.82,3.786465906905664e7
0.47,0.87,0.6,0.32,0.39,0.22,0.97,0.87,3.7807731824120075e7
0.49,0.61,0.39,0.71,0.71,0.3,0.43,0.92,3.7813953881304964e7
0.91,0.77,0.96,0.3,0.73,0.72,0.49,0.24,3.786636036710818e7
0.65,0.7,0.92,0.03,0.49,0.46,0.54,0.89,3.7880671217094496e7
0.55,0.55,0.52,0.65,0.87,0.17,0.1,0.38,3.78431474043184e7
0.79,0.62,0.43,0.57,0.16,0.95,0.96,0.62,3.780259954301246e7
0.64,0.74,0.4,0.17,0.58,0.25,0.28,0.15,3.769394559141511e7
0.19,0.22,0.39,0.41,0.28,0.58,0.23,0.43,3.782725858939932e7
0.31,0.85,0.09,0.4,0.54,0.79,0.66,0.33,3.782007472747031e7
0.07,0.44,0.03,0.72,0.27,0.83,0.3,0.54,3.787831916719065e7
0.31,0.3,0.77,0.01,0.61,0.78,0.7,0.55,3.7901894814109586e7
0.33,0.34,0.41,0.62,0.81,0.36,0.27,0.76,3.780410340489314e7
0.96,0.2,0.39,0.28,0.26,0.03,0.45,0.43,3.792667937373845e7
0.75,0.12,0.26,0.22,0.16,0.73,0.25,0.98,3.782100312429689e7
0.23,0.97,1.0,0.82,0.51,0.65,0.45,0.25,3.796241720192581e7
0.02,0.22,0.36,0.99,0.31,0.38,0.07,0.11,3.786316080836188e7
0.75,0.7,0.76,0.82,0.21,0.19,0.04,0.89,3.786872691703015e7
0.31,0.38,0.99,0.89,0.1,0.78,0.79,0.11,3.7969304472683206e7
0.38,0.78,0.99,0.61,0.38,0.55,0.56,0.88,3.790512471500966e7
0.53,0.67,0.66,0.15,0.13,0.34,0.27,0.37,3.783858148800306e7
0.87,0.65,0.25,0.55,0.76,0.15,0.47,0.47,3.7742828522665754e7
0.85,0.77,0.48,0.31,0.08,0.25,0.93,0.01,3.7865280939849235e7
0.13,0.13,0.19,0.36,0.93,0.4,0.02,0.7,3.7776443500855714e7
0.72,0.25,0.56,0.49,0.18,0.66,0.04,0.93,3.783641687663282e7
0.51,0.94,0.67,0.41,0.1,0.51,0.93,0.92,3.789127839541347e7
0.89,0.16,0.42,0.07,0.74,0.77,0.45,0.02,3.7779570867934085e7
0.61,1.0,0.73,0.39,0.02,0.04,0.62,0.74,3.8100413720433466e7
0.34,0.82,0.83,0.67,0.32,0.27,0.53,0.71,3.7948282414946966e7
0.24,0.44,0.38,0.86,0.66,0.33,0.8,0.47,3.7809623609668e7
0.54,0.19,0.62,0.61,0.87,0.6,0.91,0.72,3.784786513734909e7
0.43,0.16,0.39,0.22,0.6,0.56,0.84,0.61,3.772731109430167e7
0.45,0.44,0.02,0.36,0.7,0.69,0.55,0.86,3.77061237818497e7
0.07,0.01,0.38,0.42,0.33,0.37,0.51,0.53,3.804894151762331e7
0.21,0.91,0.59,0.56,0.82,0.89,0.54,0.89,3.78103621847138e7
0.55,0.67,0.68,0.21,0.99,0.47,0.35,0.62,3.785503559672027e7
0.51,0.89,0.19,0.17,0.6,0.34,0.35,0.26,3.7816350756313995e7
0.49,0.78,0.85,0.51,0.26,0.19,0.27,0.17,3.7868125037720986e7
0.99,0.24,0.77,0.28,0.19,0.14,0.59,0.58,3.799041678837773e7
0.59,0.74,0.83,0.03,0.59,0.11,0.44,0.37,3.787337763102569e7
0.41,0.05,0.41,0.16,0.19,0.57,0.85,0.89,3.7857758364565454e7
0.79,0.07,0.28,0.4,0.54,1.0,0.15,0.83,3.785433030936612e7
0.91,0.98,0.96,0.01,0.5,0.21,0.58,0.05,3.798891829245898e7
0.31,0.74,0.31,0.56,0.18,0.12,0.96,0.09,3.77873160619189e7
0.64,0.58,0.42,0.39,0.6,0.64,0.62,0.98,3.775630354337281e7
0.79,0.24,0.19,0.66,0.26,0.06,0.02,0.54,3.779917764274563e7
0.67,0.9,0.31,0.08,0.61,0.25,0.39,0.55,3.7755205760796845e7
0.01,0.67,1.0,0.89,0.29,0.98,0.61,0.31,3.820129628236203e7
0.54,0.14,0.33,0.39,0.59,0.66,0.64,0.3,3.777300870520135e7
0.11,0.18,0.43,0.8,0.78,0.78,0.11,0.58,3.783398890331039e7
0.79,0.36,0.63,0.99,0.13,0.9,0.17,0.73,3.792179878112953e7
0.05,0.5,0.17,0.31,0.29,0.61,0.69,0.17,3.785742440199371e7
0.3,0.6,0.21,0.02,0.8,0.03,0.76,0.46,3.79708543941621e7
0.85,0.29,0.74,0.51,0.26,0.51,0.23,0.43,3.785403236971472e7
0.28,0.83,0.28,0.37,0.16,0.96,0.12,0.42,3.789685834480944e7
0.92,0.92,0.73,0.5,0.83,0.65,0.07,0.33,3.782065066175506e7
0.28,0.81,0.69,0.15,0.07,0.04,0.31,0.96,3.809205237511645e7
0.37,0.54,0.58,0.51,0.76,0.72,0.68,0.92,3.774610498446482e7
0.95,0.18,0.06,0.5,0.91,0.87,0.55,0.03,3.782554749012128e7
0.14,0.26,0.24,0.33,0.85,0.03,0.93,0.87,3.775316923014763e7
0.81,0.24,0.7,0.28,0.99,0.36,0.06,0.51,3.784574076499497e7
0.06,0.28,0.56,0.36,0.29,0.5,0.06,0.32,3.7773224214385785e7
0.25,0.01,0.66,0.23,0.41,0.31,0.15,0.58,3.791545516574443e7
0.39,0.66,0.93,0.03,0.92,0.54,0.48,0.84,3.786610966859463e7
0.35,0.36,0.91,0.78,0.19,0.92,1.0,0.26,3.786937809172398e7
0.37,0.6,0.03,0.63,0.42,0.85,0.6,0.29,3.780597131501351e7
0.46,0.87,0.53,0.73,0.43,0.09,0.38,0.08,3.805751341685732e7
0.58,0.07,0.44,0.85,0.89,0.45,0.39,0.74,3.7931810237347215e7
0.47,0.51,0.21,0.68,0.65,0.21,0.28,0.12,3.774794478739152e7
0.58,0.56,0.47,0.38,0.21,0.46,0.42,0.78,3.7817159816614896e7
0.92,0.65,0.83,0.89,0.11,0.9,0.19,0.17,3.7981733509432234e7
0.73,0.06,0.94,0.29,0.23,0.65,0.66,0.09,3.8021642987020686e7
0.98,0.46,0.88,0.83,0.39,0.46,0.14,0.91,3.7949686120548554e7
0.3,0.94,0.67,0.73,0.89,0.54,0.19,0.17,3.7887767190554045e7
0.33,0.28,0.58,0.17,0.27,0.6,0.73,0.58,3.7818426958358705e7
0.85,0.55,0.7,0.63,0.21,0.48,0.31,0.25,3.78826204454282e7
0.12,0.21,0.07,0.47,0.73,0.23,0.96,0.44,3.784002013437844e7
0.19,0.1,0.38,0.16,0.73,0.45,0.57,0.5,3.788646230332414e7
0.44,0.97,0.1,0.97,0.17,0.84,0.9,0.65,3.7856793200024374e7
0.85,0.26,0.43,0.3,0.65,0.41,0.49,0.31,3.782512505451876e7
0.79,0.1,0.74,0.83,1.0,0.4,0.31,0.45,3.7970308830066405e7
0.24,0.11,0.21,0.2,0.27,0.73,0.35,0.75,3.779796262091424e7
0.49,0.86,0.11,0.23,0.92,0.4,0.06,0.28,3.773872528390121e7
0.34,0.73,0.02,0.9,0.62,0.69,0.98,0.76,3.779576794527603e7
0.02,0.22,0.61,0.15,0.72,0.92,0.8,0.85,3.816124018935179e7
0.37,0.55,0.86,0.39,0.92,0.43,0.49,0.92,3.786700195522095e7
0.41,0.16,0.18,0.21,0.8,0.76,0.89,0.18,3.7769825192591205e7
0.88,0.04,0.68,0.26,0.43,0.11,0.87,0.6,3.796453269614818e7
0.66,0.91,0.13,0.29,0.64,0.29,0.74,0.58,3.783277193088258e7
0.45,0.73,0.47,0.05,0.55,0.13,0.16,0.74,3.779107860867931e7
0.32,0.43,0.48,0.05,0.99,0.11,0.63,0.52,3.780272767452465e7
0.3,0.85,0.84,0.26,0.59,0.7,0.46,0.1,3.7869838392280415e7
0.71,0.25,0.16,0.02,0.26,0.21,0.35,0.42,3.7728677135100074e7
0.84,0.99,0.86,0.76,0.34,0.48,0.64,0.98,3.798343084168281e7
0.92,0.59,0.93,0.71,0.27,0.55,0.47,0.17,3.79630829428307e7
0.32,0.34,0.96,0.62,0.57,0.31,0.65,0.93,3.7868196310715914e7
0.05,0.61,0.57,0.69,0.19,0.81,0.31,0.24,3.794058714257112e7
0.5,0.66,0.76,0.13,0.75,0.21,0.25,1.0,3.778234575888481e7
0.54,0.6,0.96,0.76,0.33,0.69,0.88,0.73,3.7895631702572666e7
0.67,0.43,0.16,0.33,0.88,0.69,0.47,0.82,3.775767486472643e7
0.33,0.27,0.24,0.39,0.36,0.64,0.73,0.15,3.779261202646227e7
0.37,0.07,0.83,0.27,0.5,0.91,0.39,0.02,3.78874563645114e7
0.3,0.24,0.75,0.47,0.77,0.14,0.84,0.04,3.788717792010846e7
0.92,0.88,0.38,0.71,0.53,0.46,0.6,0.24,3.7892103070908055e7
0.81,0.1,0.74,0.68,0.75,0.12,0.39,0.09,3.787722542707286e7
0.73,0.66,0.62,0.31,0.79,0.53,0.79,0.95,3.778067975451045e7
0.03,0.27,0.97,0.23,0.2,0.57,0.88,0.38,3.812026905187765e7
0.05,0.64,0.99,0.39,0.12,0.57,0.62,0.03,3.8054389575091876e7
0.84,0.3,0.32,0.36,0.28,0.59,0.23,0.14,3.7823262336546645e7
0.95,0.63,0.31,0.64,0.41,0.23,0.86,0.04,3.784452379733988e7
0.44,0.93,0.44,0.36,0.13,0.22,0.64,0.3,3.797112032889537e7
0.73,0.37,0.54,0.52,0.41,0.48,0.47,0.5,3.784769129726771e7
0.69,0.21,0.1,0.01,0.6,0.84,0.98,0.97,3.770679773375935e7
0.93,0.41,0.31,0.65,0.88,0.91,0.02,0.15,3.783001773845417e7
0.04,0.65,0.88,1.0,0.07,0.24,0.37,0.42,3.809536673939887e7
0.34,0.2,0.67,0.34,0.35,0.31,0.4,0.78,3.783621314559447e7
0.75,0.21,0.29,0.38,0.19,0.58,0.26,0.01,3.7864630437156014e7
0.98,0.7,1.0,0.54,0.41,0.49,0.31,0.27,3.796468716166205e7
0.6,0.39,0.76,0.22,0.2,0.72,0.39,0.91,3.782444425586665e7
0.22,0.58,0.29,0.44,0.28,0.18,0.18,0.83,3.783667690523725e7
0.48,0.21,0.27,0.41,0.42,0.18,0.37,0.41,3.779441992925912e7
0.7,0.06,0.2,0.19,0.62,0.83,0.54,0.31,3.7777051523642e7
0.46,0.58,0.47,0.12,0.9,0.57,0.15,0.01,3.777081450406098e7
0.92,0.8,0.91,1.0,0.5,0.55,0.39,0.85,3.7946162061852135e7
0.18,0.82,0.37,0.59,0.62,0.82,0.07,0.98,3.779863041136341e7
0.89,0.48,0.92,0.37,0.43,0.58,0.87,0.54,3.791321720041411e7
0.89,0.89,0.01,0.83,0.23,0.68,0.72,0.27,3.787905246878278e7
0.43,0.15,0.94,0.3,0.71,0.13,0.73,0.18,3.791084133493904e7
0.35,0.07,0.69,0.18,0.41,0.49,0.75,0.58,3.7849985082664944e7
0.31,0.95,0.79,0.99,0.71,0.35,0.81,0.66,3.796226926102103e7
0.11,0.02,0.38,0.14,0.13,0.11,0.97,0.15,3.797387369195762e7
0.78,0.69,0.21,0.68,0.04,0.05,0.78,0.89,3.7922989503734104e7
0.39,0.59,0.95,0.38,0.95,0.35,0.39,0.26,3.790450126492577e7
0.55,0.62,0.91,0.45,0.11,0.71,0.8,0.84,3.79445629664762e7
0.46,0.43,0.69,0.59,0.35,0.95,0.87,0.9,3.7916527721849576e7
0.86,0.1,0.2,0.98,0.96,0.77,0.45,0.67,3.7810012488875985e7
0.21,0.6,0.56,0.56,0.8,0.09,0.13,0.66,3.7823862032066695e7
0.4,0.36,0.96,0.28,0.61,0.11,0.81,0.67,3.7865623105475426e7
0.53,0.97,0.32,0.28,0.4,0.73,0.22,0.9,3.77891201447324e7
0.25,0.53,0.2,0.36,0.5,0.14,0.89,0.25,3.777466816736783e7
0.87,0.22,0.76,0.53,0.13,1.0,0.77,0.63,3.804568138063139e7
0.92,0.62,0.07,1.0,0.1,0.83,0.11,0.43,3.798178130037689e7
0.98,0.29,0.46,0.89,0.53,0.57,0.6,0.82,3.791113362401166e7
0.78,0.69,0.04,0.12,0.76,0.49,0.41,0.73,3.7746013698570244e7
0.77,0.6,0.67,0.62,0.28,0.12,0.5,0.01,3.7921538329343155e7
0.7,0.71,0.39,0.92,0.57,0.36,0.55,0.35,3.785898657740924e7
0.31,0.35,0.51,0.05,0.57,0.84,0.98,0.95,3.776561730781517e7
0.08,0.32,0.01,0.73,0.9,0.74,0.47,0.71,3.7811355026592836e7
0.61,0.16,0.69,0.45,0.92,0.19,0.78,0.02,3.7855126058392406e7
0.86,0.31,0.88,0.34,0.93,0.32,0.62,0.14,3.786763661218681e7
0.68,0.96,0.79,0.8,0.15,0.92,0.4,0.42,3.792672034797296e7
0.98,0.4,0.33,0.87,0.19,0.48,0.05,0.81,3.7801867031236924e7
0.87,0.18,0.98,0.04,0.57,0.8,0.12,0.2,3.7856822398801096e7
0.02,0.92,0.82,0.79,0.35,0.97,0.51,0.08,3.81076621583004e7
0.45,0.29,0.87,1.0,0.09,0.39,0.96,0.68,3.788169054103857e7
0.18,0.98,0.15,0.63,0.71,0.65,0.52,0.03,3.788928074459183e7
0.4,0.61,0.53,0.81,0.23,0.01,0.29,0.8,3.757469022379368e7
0.26,0.86,0.73,0.76,0.94,0.87,0.4,0.58,3.788729189855385e7
0.88,0.59,0.06,0.23,0.43,0.02,0.06,0.06,3.783359245057254e7
0.71,0.28,0.8,0.25,0.99,0.9,0.59,0.02,3.7884956971048765e7
0.35,0.15,0.32,0.81,0.7,0.79,0.62,0.01,3.777338003459137e7
0.44,0.1,0.63,0.66,0.78,0.68,0.68,0.27,3.790472158989458e7
0.06,0.14,0.37,0.68,0.5,0.6,0.26,0.25,3.784219209902704e7
0.29,0.22,0.55,0.11,0.57,0.07,0.38,0.39,3.7870274272925355e7
0.57,0.34,0.89,0.2,0.19,0.2,0.93,0.28,3.788149377103306e7
0.82,0.87,0.03,0.42,0.1,0.93,0.43,0.89,3.791625100867272e7
0.89,0.57,0.42,0.03,0.55,0.24,0.33,0.11,3.782540327503815e7
0.75,0.88,0.24,0.38,0.79,0.88,0.08,0.89,3.779808123499345e7
0.9,0.47,0.17,0.06,0.25,0.4,0.2,0.26,3.77381035814046e7
0.37,0.03,0.51,0.15,0.57,0.13,0.74,0.98,3.7874348832977064e7
0.64,0.45,0.62,0.02,0.18,0.39,0.34,0.66,3.782347086199303e7
0.47,0.46,0.54,0.76,0.36,0.32,0.92,0.96,3.7781562157848135e7
0.15,0.53,0.55,0.02,0.72,0.09,0.65,0.44,3.785900450865491e7
0.4,0.72,0.19,0.77,0.57,0.14,0.64,0.33,3.7774828228799544e7
0.17,0.87,0.77,0.84,1.0,0.78,0.44,0.73,3.788932985353805e7
0.08,0.56,0.18,1.0,0.72,0.42,0.23,0.62,3.78144854967314e7
0.21,0.52,0.87,0.21,0.31,0.58,0.36,0.38,3.784087576193818e7
0.35,0.06,0.71,0.91,0.51,0.28,0.82,0.81,3.7931845214708984e7
0.8,0.14,0.67,0.93,0.94,0.97,0.14,0.6,3.7900338474064685e7
0.19,0.05,0.33,0.38,0.87,0.43,0.49,0.76,3.797353685860261e7
0.75,0.02,0.47,0.41,0.46,0.14,0.28,0.37,3.7866331603985116e7
0.59,0.2,0.38,0.2,0.96,0.54,0.78,0.73,3.777771527502303e7
0.48,0.68,0.01,0.44,0.58,0.71,0.92,0.65,3.773913090609806e7
0.64,0.68,0.45,0.93,0.05,0.76,0.54,1.0,3.797519436320978e7
0.14,0.44,0.88,0.47,0.35,0.64,0.04,0.09,3.7857174749969624e7
0.29,0.12,0.14,0.63,0.6,0.13,0.14,0.39,3.7779036785719514e7
0.77,0.81,0.72,0.82,0.95,0.25,0.26,0.34,3.7806134280114256e7
0.11,0.35,0.84,0.5,0.19,0.72,0.63,0.48,3.789578616959403e7
0.82,0.64,1.0,0.71,0.31,0.63,0.49,0.26,3.7951844999250464e7
0.72,0.82,0.75,0.12,0.86,0.46,0.38,0.75,3.7865796156920016e7
0.26,0.34,0.34,0.37,0.69,0.7,0.58,0.32,3.777523466412863e7
0.63,0.32,0.24,0.42,0.56,0.68,0.63,0.27,3.778082834085302e7
0.28,0.18,0.39,0.21,0.07,0.78,0.68,0.25,3.795777450833306e7
0.06,0.97,0.8,0.27,0.61,0.3,0.82,0.05,3.8055306153441235e7
0.22,0.26,0.95,0.96,0.98,0.58,0.02,0.1,3.7890592040430345e7
0.71,0.32,0.06,0.89,0.12,0.45,0.31,0.88,3.7880931216071844e7
0.56,0.17,0.64,0.15,0.71,0.37,0.79,0.14,3.779389213550522e7
0.49,0.27,0.45,0.3,0.25,0.6,0.4,0.65,3.778747737798059e7
0.82,0.8,0.64,0.07,0.23,0.74,0.83,0.81,3.790668902961652e7
0.05,0.27,0.85,0.34,0.75,0.97,0.12,0.26,3.791188970030071e7
0.82,0.19,0.38,0.42,0.58,0.31,0.32,0.7,3.78275821007507e7
0.63,0.21,0.1,0.94,0.33,0.03,0.97,0.01,3.779016599525998e7
0.82,0.97,0.74,0.73,0.83,0.15,0.48,0.97,3.777837030426251e7
0.77,0.6,0.24,0.3,0.88,0.81,0.64,0.75,3.776772957904982e7
0.24,0.01,0.98,0.1,0.47,0.15,0.65,0.04,3.808699431984559e7
0.96,0.54,0.66,0.35,0.73,0.53,0.89,0.47,3.782457919226252e7
0.8,0.11,0.75,0.87,0.36,0.73,0.67,0.39,3.802977423832294e7
0.8,0.43,0.7,0.09,0.2,0.69,0.03,0.13,3.781913435128625e7
0.85,0.06,0.26,0.96,0.38,0.96,0.32,0.43,3.787408044998688e7
0.28,0.35,0.72,0.4,0.89,0.94,0.04,0.23,3.7879068250754796e7
0.72,0.29,0.1,0.29,0.54,0.14,0.14,0.66,3.777933709113807e7
0.03,0.8,0.33,0.25,0.15,0.8,0.34,0.99,3.7875598282728314e7
0.25,0.62,0.81,0.77,0.24,0.37,0.97,0.7,3.787367437632846e7
0.22,0.85,0.86,0.8,0.62,0.1,0.07,0.12,3.791464147794057e7
0.9,0.17,0.52,0.19,0.86,0.63,0.01,0.34,3.778259845704394e7
0.47,0.08,0.12,0.86,0.69,0.92,0.85,0.81,3.802852140008527e7
0.57,0.97,0.52,0.07,0.63,0.98,0.21,0.58,3.7850877003597215e7
0.3,0.13,0.11,0.96,0.16,0.12,0.33,0.85,3.783576715077889e7
0.71,0.79,0.57,0.15,0.43,0.12,0.08,0.82,3.784726916928699e7
0.34,0.09,0.24,0.76,0.78,0.2,0.56,0.68,3.7846398938515365e7
0.65,0.58,0.55,0.79,0.53,0.2,0.56,0.27,3.78427696891571e7
0.14,0.85,0.8,0.44,0.05,0.6,0.84,0.29,3.796735035510707e7
0.71,0.27,0.97,0.92,0.96,0.12,0.74,0.41,3.791886628245201e7
0.35,0.21,0.01,0.57,0.78,0.66,0.36,0.35,3.774788591652152e7
0.74,0.75,0.09,0.57,0.15,0.95,0.6,0.52,3.7809150706083216e7
0.11,0.11,0.83,0.28,0.62,0.72,0.37,0.69,3.806739742565348e7
0.96,0.24,0.38,0.62,0.16,0.71,0.88,0.79,3.7937984272110075e7
0.75,0.25,0.33,0.37,0.84,0.82,0.12,0.81,3.7795040151746504e7
0.48,0.95,0.25,0.19,0.54,1.0,0.44,0.91,3.7847313437192015e7
0.66,0.76,0.09,0.75,0.24,0.28,0.41,0.47,3.780068392619016e7
0.46,0.3,0.09,0.32,0.06,0.3,0.32,0.01,3.785403023443088e7
0.15,0.42,0.86,0.8,0.31,0.84,0.11,0.46,3.791680209973333e7
