α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.13,0.2,0.03,0.92,0.08,0.22,0.65,0.98,1.9392572483826734e7
0.67,0.81,0.23,0.84,0.05,0.93,0.39,0.06,1.9431871947170723e7
0.4,0.89,0.78,0.91,0.66,0.14,0.49,0.8,1.9560678116874993e7
0.95,0.14,0.47,0.21,0.27,0.12,0.6,0.84,1.940653228385577e7
0.54,0.86,0.68,0.23,0.36,0.11,0.31,0.4,1.9455367139847055e7
0.46,0.25,0.19,0.62,0.46,0.81,0.33,0.31,1.9498062935955144e7
0.5,0.07,0.65,0.41,0.17,0.39,0.24,0.51,1.939671482810221e7
0.28,1.0,0.18,0.56,0.83,0.98,0.19,0.96,1.9555418905001827e7
0.6,0.5,0.77,0.68,0.92,0.72,0.5,0.57,1.955867408382303e7
0.76,0.54,0.82,0.88,0.33,0.95,0.2,0.05,1.948449662660748e7
0.59,0.28,0.71,0.66,0.86,0.52,0.2,0.84,1.9559317245215673e7
0.05,0.08,0.25,0.57,0.79,0.92,0.73,0.78,1.9547607422026858e7
0.06,0.19,0.32,0.89,0.21,0.95,0.27,0.04,1.9490771654871747e7
0.92,0.98,0.43,0.17,0.18,0.49,0.92,0.52,1.944930723573892e7
0.44,0.4,0.12,0.82,0.56,0.96,0.37,0.35,1.9525272013483986e7
0.82,0.59,0.23,0.35,0.85,0.74,0.19,0.29,1.955464930993194e7
0.95,0.62,0.94,0.86,0.46,0.95,0.66,0.8,1.9478515165036846e7
0.37,0.4,0.88,0.67,0.92,0.35,0.41,0.31,1.9567278503077526e7
0.89,0.45,0.1,0.53,0.55,0.51,0.23,0.78,1.948785067527096e7
0.95,0.16,0.82,0.82,0.07,0.61,0.04,0.52,1.9360710455685098e7
0.52,0.1,0.05,0.89,0.39,0.45,0.99,0.26,1.9491624730900317e7
0.34,0.6,0.75,0.5,0.37,0.22,0.66,0.87,1.9495548171608094e7
0.99,0.11,0.65,0.78,0.2,0.32,0.69,0.72,1.938317308400278e7
0.18,0.13,0.29,0.58,0.7,0.52,0.27,0.09,1.9547038100811634e7
0.67,0.37,0.68,0.98,0.94,0.08,0.75,0.38,1.9575517608054288e7
0.35,0.49,0.71,0.46,0.88,0.38,0.85,0.07,1.9553444207277734e7
0.96,0.43,0.9,0.12,0.52,0.26,0.14,0.31,1.9485080277382214e7
0.68,0.25,0.81,0.19,0.4,0.18,0.23,0.65,1.9457293280310024e7
0.88,0.45,0.91,0.89,0.98,0.58,0.92,0.45,1.9566993016418427e7
0.92,0.88,0.45,0.86,0.83,0.19,0.86,0.67,1.956273456352775e7
0.07,0.88,0.37,0.74,0.25,0.9,0.32,0.75,1.9517650134677704e7
0.36,0.38,0.77,0.51,0.59,0.09,0.92,0.35,1.9518323625675924e7
0.65,0.97,0.96,0.79,0.37,0.31,0.48,0.37,1.9481428940815937e7
0.9,0.68,0.17,0.55,0.77,0.75,0.05,0.66,1.9545166979134057e7
0.43,0.13,0.08,0.59,0.79,0.71,0.23,0.34,1.9547502847123623e7
0.67,0.61,0.46,0.5,0.08,0.26,0.84,0.82,1.9387376260270532e7
0.19,0.1,0.2,0.61,0.86,0.49,0.77,0.69,1.9575399843281705e7
0.91,0.13,0.31,0.51,0.47,0.09,0.36,0.2,1.9462689149126165e7
0.87,0.8,0.83,0.07,0.36,0.17,0.2,0.62,1.9441129656117875e7
0.36,0.29,0.16,0.57,0.1,0.34,0.4,0.74,1.9364881351966903e7
0.94,0.7,0.51,0.03,0.21,0.68,0.15,0.89,1.94402853988397e7
0.86,0.99,0.53,0.75,0.39,0.64,0.39,0.5,1.946601122597746e7
0.28,0.95,0.98,0.88,0.31,0.16,0.31,0.93,1.946287604191407e7
0.62,0.48,0.17,0.11,0.03,0.59,0.8,0.37,1.9238000294213448e7
0.25,0.93,0.52,0.4,0.39,0.87,0.88,0.45,1.9477706180921834e7
0.46,0.69,0.85,0.42,0.34,0.96,0.62,0.9,1.948896853888658e7
0.38,0.99,0.45,0.83,0.3,0.72,0.14,0.75,1.9456783259810988e7
0.76,0.8,0.91,0.79,0.47,0.31,0.67,0.54,1.9492677944563095e7
0.32,0.27,0.66,0.72,0.84,0.84,0.36,0.01,1.955433015465147e7
0.42,0.29,0.43,0.91,0.7,0.74,0.42,0.25,1.953757110122723e7
0.21,0.01,0.44,0.02,0.09,0.97,0.96,0.66,1.9378043044796605e7
0.24,0.33,0.99,0.59,0.31,0.19,0.91,0.45,1.9461488151300628e7
0.26,0.03,0.47,0.17,0.8,0.66,0.11,0.91,1.954783350322911e7
0.42,0.57,0.25,0.62,0.41,0.26,0.86,0.9,1.9494729095849145e7
0.73,0.74,0.31,0.7,0.7,0.15,0.55,0.52,1.955009391648154e7
0.91,0.18,0.94,0.1,0.83,0.46,0.02,0.45,1.955508469180525e7
0.68,0.4,0.85,0.26,0.69,0.38,0.39,0.48,1.953885661085872e7
0.24,0.95,0.43,0.17,0.71,0.83,1.0,0.24,1.9463734464375228e7
0.9,0.72,0.09,0.65,0.05,0.01,0.28,0.06,1.935120179311308e7
0.76,0.32,0.82,0.49,0.07,0.42,0.15,0.29,1.937749473468722e7
0.77,0.66,0.62,0.8,0.36,0.08,0.84,0.9,1.9521295662077457e7
0.71,0.19,0.72,0.37,0.09,0.91,0.52,0.21,1.9440300671542134e7
0.26,0.52,0.39,0.75,0.77,0.6,0.61,0.7,1.9557095319492906e7
0.09,0.04,0.02,0.67,0.7,0.82,0.43,0.5,1.958282267707645e7
0.28,0.32,0.29,0.88,0.46,0.4,0.35,0.78,1.9495873837743085e7
0.62,0.59,0.42,0.54,0.11,0.72,0.3,0.58,1.938284507360768e7
0.06,0.78,0.87,0.22,0.08,0.93,0.95,0.43,1.9459434608931072e7
0.2,0.42,0.71,0.95,0.97,0.94,0.25,0.27,1.9567607919961732e7
0.2,0.19,0.69,0.02,0.56,0.97,0.91,0.16,1.9522140521520466e7
0.66,0.56,0.03,0.55,0.38,0.94,0.43,0.26,1.9470660136908725e7
0.87,0.48,0.83,0.54,0.72,0.05,0.59,0.27,1.9541867346776914e7
0.58,0.42,0.81,0.12,0.8,0.67,0.32,0.61,1.9549085251290902e7
0.67,0.03,0.27,0.73,0.63,0.38,0.13,0.56,1.9538302924043477e7
0.98,0.25,0.49,0.87,0.13,0.25,0.09,0.8,1.9344552536562767e7
0.5,0.07,0.33,0.17,0.51,0.38,0.7,0.64,1.9491503679731254e7
0.33,0.33,0.43,0.94,0.77,0.61,0.98,0.84,1.9513572923090503e7
0.4,0.91,0.88,0.24,0.25,0.94,0.14,0.2,1.945977801933217e7
0.09,0.06,0.99,0.76,0.29,0.83,0.2,0.1,1.9501413998206444e7
0.61,0.7,0.42,0.25,0.8,0.45,0.41,0.53,1.955405129264382e7
0.27,0.87,0.59,0.32,0.66,0.39,0.46,0.3,1.954798051558478e7
0.89,0.49,0.03,0.59,0.96,0.18,0.9,0.13,1.9571468652731698e7
0.57,0.38,0.97,0.62,0.28,0.37,0.45,0.75,1.943883543046606e7
0.02,0.43,0.43,0.16,0.41,0.82,0.02,0.08,1.9501018176685438e7
0.22,0.54,0.46,0.73,0.65,0.37,0.32,0.56,1.9547380873066254e7
0.4,0.13,0.06,0.08,0.66,0.1,0.87,0.43,1.9523735744347095e7
0.75,0.2,0.97,0.72,0.25,0.33,0.42,0.47,1.94139515165764e7
0.2,0.98,0.31,0.89,0.84,0.75,0.58,0.15,1.9557855805488426e7
0.9,0.59,0.91,0.5,0.21,0.7,0.91,0.55,1.9426286335819684e7
1.0,0.81,0.64,0.44,0.86,0.88,0.98,0.18,1.9549096937161844e7
0.81,0.36,0.16,0.26,0.98,0.69,0.17,0.16,1.95672440716152e7
0.62,0.32,0.55,0.6,0.07,0.19,0.5,0.11,1.9292381766501274e7
0.1,0.93,0.44,0.2,0.91,0.39,0.43,0.77,1.956854234756847e7
0.57,1.0,0.04,0.84,0.52,0.27,0.69,0.77,1.9530560527778476e7
1.0,0.57,0.65,0.27,0.64,0.37,0.08,0.76,1.9529263627225023e7
0.61,0.33,0.54,0.98,0.15,0.95,0.64,0.94,1.942256001617822e7
0.64,0.32,0.81,0.63,0.25,0.77,0.31,0.75,1.943393164513149e7
0.03,0.53,0.95,0.87,0.48,0.23,0.5,0.69,1.9538274235880535e7
0.53,0.22,0.2,0.17,0.25,0.99,0.74,0.4,1.947361592842548e7
0.55,0.06,0.99,0.72,0.2,0.5,1.0,0.77,1.9503863004283708e7
0.62,0.7,0.83,0.3,0.4,0.29,0.93,0.78,1.951156058197495e7
0.52,0.09,0.05,0.91,0.6,0.29,0.23,0.16,1.9526274329430185e7
0.81,0.75,1.0,0.58,0.65,0.31,0.27,0.9,1.9538145044951934e7
0.13,0.57,0.08,0.51,0.63,0.37,0.22,0.07,1.953414552745429e7
0.65,0.56,0.92,0.72,0.96,0.71,0.32,0.41,1.9565278945743784e7
0.02,0.35,0.6,0.72,0.55,0.56,0.17,0.16,1.9570305392517813e7
0.4,0.12,0.81,0.89,0.51,0.74,0.44,0.18,1.9506319893494055e7
0.92,0.5,0.18,0.46,0.04,0.24,0.4,0.85,1.950288460223815e7
0.21,0.05,0.77,0.54,0.03,0.1,0.59,0.22,1.9257863478434402e7
0.81,0.88,0.94,0.77,0.91,0.73,0.46,0.42,1.956031449670609e7
0.88,0.23,0.02,0.27,0.92,0.48,0.47,0.12,1.9569056371602323e7
0.6,0.75,0.07,0.05,0.42,0.04,0.94,0.2,1.953243978701861e7
0.09,0.5,0.7,0.95,0.43,0.34,0.76,0.7,1.9483635497634698e7
0.54,0.07,0.7,0.3,0.3,0.82,0.35,0.15,1.9446485808639262e7
0.06,0.85,0.61,0.17,0.51,0.21,0.17,0.59,1.9531077882438384e7
0.87,0.44,0.4,0.43,0.79,0.37,0.31,0.61,1.9553690471387602e7
0.02,0.95,0.44,0.27,0.02,0.06,0.65,0.03,1.957459634142519e7
0.06,0.16,0.43,0.36,0.21,0.19,0.45,0.1,1.9406195065601755e7
0.71,0.39,0.34,0.4,0.81,0.31,0.16,0.14,1.9557128190114006e7
0.45,0.67,0.5,0.44,0.08,0.08,0.97,0.31,1.948738786823216e7
0.97,0.62,0.34,0.65,0.7,1.0,0.12,0.07,1.9542741199183777e7
0.04,0.31,0.09,0.64,0.98,0.34,0.59,0.57,1.957327535811638e7
0.36,0.16,0.1,0.96,0.55,0.6,0.42,0.8,1.9496334011564944e7
0.84,0.35,0.26,0.52,0.46,0.51,0.07,0.78,1.9474400695514314e7
0.8,0.17,0.51,0.76,0.69,0.74,0.58,0.62,1.9508772234978702e7
0.45,0.19,0.14,0.28,0.32,0.34,1.0,0.61,1.949480055005867e7
0.24,0.44,0.98,0.21,0.08,0.17,0.75,0.98,1.9392738028602485e7
0.36,0.74,0.15,0.97,0.91,0.73,0.7,0.88,1.956050755114214e7
0.23,0.96,0.82,0.1,0.85,0.01,0.39,0.04,1.9577479485275175e7
0.99,0.23,0.38,0.33,0.67,0.48,0.91,0.76,1.9519115988994654e7
0.29,0.46,0.09,0.5,0.49,0.1,0.11,0.26,1.95211214836607e7
0.82,0.99,0.18,0.75,0.5,0.78,0.37,0.83,1.94822755151598e7
0.6,0.6,0.17,0.75,0.99,0.46,0.86,0.03,1.9570796740312852e7
0.68,0.21,0.49,0.05,0.39,0.44,0.6,0.59,1.9433515147827316e7
0.76,0.26,0.57,0.43,0.83,0.27,0.77,0.77,1.9561074446526747e7
0.41,0.2,0.43,0.27,0.61,0.12,0.88,0.56,1.9523387716135472e7
0.72,0.41,0.66,0.97,0.06,0.57,0.56,0.71,1.9351273234290697e7
0.06,0.1,0.44,0.47,0.45,0.01,0.67,0.82,1.946303822736233e7
0.67,0.53,0.11,0.34,0.29,0.89,0.11,0.82,1.9485450377336185e7
0.32,0.97,0.26,0.73,0.75,0.08,0.58,0.36,1.9570650884811174e7
0.26,0.1,0.61,0.68,0.18,0.61,0.74,0.39,1.940667097492425e7
0.62,0.67,0.51,0.75,0.4,0.18,0.26,0.26,1.9457539742744733e7
0.53,0.89,0.02,0.13,0.25,0.86,0.05,0.11,1.9445106289492827e7
0.12,0.58,0.15,0.2,0.68,0.53,0.56,0.54,1.9566246529799998e7
0.9,0.42,0.99,0.99,0.92,0.29,0.32,0.96,1.956933958864675e7
0.01,0.78,0.73,0.44,0.42,0.85,0.32,0.18,1.957289948153746e7
0.28,0.61,0.66,0.17,0.57,0.28,0.49,0.53,1.954111855555541e7
0.34,0.97,0.67,0.34,0.21,0.88,0.69,0.23,1.9446055407027453e7
0.7,0.02,0.02,0.68,0.82,0.85,0.18,0.15,1.9548549020744417e7
0.48,0.95,0.32,0.76,0.79,0.23,0.06,0.2,1.9543310035110667e7
0.31,1.0,0.23,0.1,0.15,0.08,0.43,0.59,1.9445294012419242e7
0.03,0.45,0.63,0.7,0.15,0.94,0.84,0.93,1.952928602499003e7
0.31,0.08,0.61,0.12,0.3,0.18,0.82,0.36,1.943760586961339e7
0.59,0.76,0.92,0.7,0.47,0.02,0.39,0.73,1.9483174967282314e7
0.95,0.94,0.16,0.82,0.78,0.31,0.47,0.58,1.9558704978605215e7
0.18,0.25,0.22,0.06,0.41,0.37,0.35,0.98,1.950496346403607e7
0.56,0.75,0.26,0.58,0.55,0.18,0.62,0.85,1.9537730792595483e7
0.88,0.47,0.44,0.92,0.83,0.02,0.4,0.86,1.9554989972812176e7
0.34,0.47,0.06,0.43,0.1,0.32,0.03,0.87,1.9379850106774095e7
0.5,0.6,0.8,0.45,0.27,0.4,0.24,0.86,1.9451891168203235e7
0.71,0.69,0.92,0.34,0.84,0.61,0.17,0.16,1.9553775841438007e7
0.15,0.97,0.89,0.27,0.93,0.96,0.08,0.01,1.95640053307776e7
0.23,0.55,0.17,0.35,0.08,0.27,0.3,0.08,1.9378801991799865e7
0.96,0.92,0.54,0.19,0.94,0.4,0.16,0.29,1.9568427031335186e7
0.52,0.01,0.47,0.14,0.56,0.14,0.06,0.11,1.9486379282747317e7
0.95,0.79,0.76,0.9,0.64,0.83,0.18,0.81,1.952845471792776e7
0.05,0.49,0.62,0.68,0.9,0.42,0.31,0.08,1.95640346686721e7
0.34,0.17,0.22,0.18,0.75,0.93,0.35,0.36,1.954665848149931e7
0.9,0.41,0.7,0.17,0.84,0.91,0.17,0.22,1.955591282781193e7
0.5,0.1,0.75,0.51,0.28,0.79,0.7,0.83,1.9453386756307635e7
0.85,0.74,0.14,0.36,0.4,0.34,0.6,0.55,1.946591597681865e7
0.82,0.92,0.22,0.43,0.28,0.1,0.56,0.12,1.944274167561365e7
0.12,0.24,0.31,0.63,0.11,0.62,0.68,0.41,1.9331177278829772e7
0.67,0.07,0.89,0.66,0.37,0.83,0.89,0.73,1.948057091757076e7
1.0,0.59,0.21,0.97,0.56,0.82,0.82,0.78,1.9487397940724693e7
0.54,0.14,0.91,0.29,0.19,0.95,0.92,0.58,1.9478470370751344e7
0.52,0.69,0.69,0.21,0.33,0.98,0.14,0.39,1.9484068165498834e7
0.04,0.69,1.0,0.56,0.83,0.76,0.81,0.32,1.9536949237689275e7
0.82,0.4,0.38,0.57,0.06,0.35,0.71,0.88,1.922970574361497e7
0.06,0.17,0.85,0.4,0.86,0.1,0.39,0.13,1.9561478439059835e7
0.03,0.28,0.6,0.63,0.15,0.42,0.19,0.67,1.9411696338522308e7
0.29,0.52,0.73,0.94,0.99,0.98,0.2,0.03,1.956942887254624e7
0.82,0.11,0.66,0.42,0.11,0.44,0.25,0.93,1.9315557363100767e7
0.5,0.7,0.96,0.75,0.15,0.87,0.72,0.08,1.9407664017552387e7
0.45,0.35,0.48,0.2,0.27,0.88,0.85,0.84,1.9436181603004225e7
0.47,0.3,0.44,0.14,0.49,0.9,0.52,0.55,1.95082475793458e7
0.42,0.23,0.44,0.62,0.79,0.37,0.32,0.36,1.9556594797591735e7
0.54,0.5,0.02,0.26,0.42,0.46,0.06,0.68,1.947851036431818e7
0.23,0.2,0.56,0.59,0.21,0.92,0.08,0.29,1.9456549151801452e7
0.33,0.31,0.86,0.29,0.52,0.37,0.84,0.17,1.9497265058466595e7
0.54,0.78,0.06,0.24,0.31,0.77,0.89,0.75,1.948571768313744e7
0.92,0.16,0.73,0.74,0.83,0.16,0.39,0.41,1.9560586286017116e7
0.39,0.02,0.48,0.46,0.77,0.05,0.25,0.7,1.9557276351815417e7
0.98,0.45,0.51,0.89,0.32,0.79,0.03,0.99,1.9483282407786634e7
0.85,0.13,0.03,0.51,0.89,0.06,0.52,0.82,1.956634372015047e7
0.04,0.02,0.26,0.72,0.1,0.14,0.57,0.85,1.946321911881028e7
0.54,0.64,0.43,0.6,0.76,0.49,0.58,0.95,1.954979403472944e7
0.34,0.99,0.12,0.21,0.69,0.1,0.96,0.59,1.9531244078668747e7
0.33,0.93,0.76,0.56,0.62,0.01,0.09,0.5,1.9566903181643832e7
0.82,0.71,0.94,0.17,0.4,0.44,0.59,0.72,1.946077975444063e7
0.51,0.81,0.4,0.49,0.28,0.7,0.1,0.57,1.945517206110869e7
0.56,0.19,0.34,0.56,0.58,0.05,0.23,0.05,1.9514785481503207e7
0.48,0.98,0.75,0.01,0.4,0.78,0.58,0.77,1.949745430063518e7
0.04,0.51,0.49,0.58,0.67,0.2,0.67,0.41,1.9523166109392628e7
0.78,0.38,0.15,0.64,0.04,0.15,0.41,0.43,1.9303406170394868e7
0.64,0.21,0.04,0.75,0.08,0.69,0.76,0.04,1.9330646553563483e7
0.47,0.45,0.85,0.91,0.69,0.53,0.57,0.84,1.9541161068625957e7
0.04,0.98,0.15,0.16,0.83,0.25,0.79,0.66,1.9559207535844516e7
0.43,0.2,0.75,0.67,0.26,0.67,0.76,0.32,1.939551358231852e7
0.28,0.45,0.62,0.24,0.25,0.93,0.93,0.57,1.9409281937277112e7
0.22,0.33,0.37,0.36,0.3,0.28,0.99,0.23,1.943356004470471e7
0.67,0.73,0.28,0.07,0.42,0.27,0.33,0.69,1.947943632068637e7
0.99,0.95,0.7,0.49,0.17,0.32,0.52,0.98,1.9453313036800984e7
0.6,0.62,0.16,0.14,0.62,0.93,0.09,0.3,1.9529535441585775e7
0.61,0.06,0.14,0.61,0.31,0.67,0.5,0.6,1.9414525338172868e7
0.58,0.86,0.04,0.72,0.33,0.13,0.77,0.97,1.9512527566429462e7
0.23,0.76,0.91,0.34,0.42,0.07,0.99,0.23,1.9474227418001868e7
0.43,0.09,0.62,0.71,0.16,0.95,0.09,0.31,1.943413904580904e7
0.9,0.74,0.16,0.07,0.35,0.23,0.05,0.84,1.945521487711577e7
0.94,0.83,0.78,0.02,0.65,0.58,0.94,0.99,1.9533691339392416e7
0.92,0.71,0.22,0.27,0.59,0.25,0.26,0.02,1.9512394326362576e7
0.12,0.77,0.88,0.21,0.18,0.89,0.79,0.72,1.9433619948749084e7
0.25,0.12,0.68,0.1,0.61,0.98,0.5,0.66,1.9510858643837787e7
1.0,0.51,0.65,0.23,0.27,0.44,0.34,0.75,1.9444328584110126e7
0.32,0.13,0.95,0.09,0.09,0.29,0.45,0.87,1.9346071065632224e7
0.53,0.88,0.47,0.37,0.83,0.12,0.87,0.76,1.955491525450458e7
0.5,0.69,0.55,0.31,0.3,0.52,0.38,0.78,1.944383040936867e7
0.38,0.77,0.91,0.23,0.49,0.49,0.59,0.39,1.9510995983831625e7
0.61,0.93,0.2,0.48,0.1,0.78,0.38,0.56,1.9391485975759055e7
0.68,0.73,0.21,0.82,0.52,0.37,0.5,0.28,1.950477086739809e7
0.81,0.46,0.28,0.41,0.24,0.85,0.85,0.66,1.9418128836072233e7
0.16,0.5,0.59,0.44,0.14,0.26,0.39,0.71,1.942040771573726e7
0.11,0.55,0.51,0.11,0.49,0.66,0.3,0.39,1.9497501288211703e7
0.31,0.04,0.44,0.12,0.78,0.52,0.82,0.06,1.9502864225354772e7
0.48,0.14,0.65,0.66,0.86,0.15,0.18,0.25,1.9563520982505865e7
0.82,0.72,0.89,0.94,0.94,0.25,0.51,0.29,1.9571367939403016e7
0.71,0.97,0.26,0.19,0.28,0.9,0.27,0.14,1.9468766687198468e7
0.49,0.43,0.19,0.91,0.29,0.66,0.77,0.76,1.9451046208455823e7
0.11,0.21,0.96,0.72,0.27,0.03,0.46,0.87,1.9405853218641832e7
0.91,0.57,0.23,0.8,0.77,0.61,0.28,0.89,1.9544085328272615e7
0.35,0.83,0.75,0.77,0.85,0.05,0.67,0.68,1.9570492204666026e7
0.74,0.15,0.28,0.37,0.87,0.51,0.09,0.55,1.9556991404898964e7
0.04,0.43,0.04,0.58,0.62,0.78,0.2,0.74,1.952490981309768e7
0.22,0.92,0.42,0.73,0.24,0.27,0.41,0.38,1.9477042865615312e7
0.39,0.56,0.15,0.39,0.62,0.2,0.55,0.56,1.9546931775834456e7
0.27,0.41,0.28,0.76,0.82,0.13,0.23,0.83,1.95590023061928e7
1.0,0.61,0.14,0.43,0.07,0.91,0.35,0.61,1.9351976911452122e7
0.32,0.41,0.44,0.23,0.17,0.83,0.96,0.73,1.9422793798062522e7
0.8,0.34,0.17,0.92,0.22,0.92,0.78,0.78,1.944498567087412e7
0.04,0.99,0.46,0.71,0.79,0.69,0.81,0.87,1.95456901952768e7
0.36,0.33,0.02,0.14,0.55,0.33,0.67,0.01,1.9518157617511764e7
0.21,0.48,0.08,0.85,0.73,0.85,0.01,0.27,1.9542042853296775e7
0.27,0.13,0.95,0.38,0.37,0.48,0.07,0.31,1.9461045104504153e7
0.87,0.51,0.15,0.11,0.7,0.7,0.77,0.17,1.9520873047341973e7
0.01,0.31,0.28,0.26,0.61,0.72,0.48,0.29,1.9555289410594456e7
0.29,0.78,0.96,0.36,0.24,0.08,0.9,0.69,1.9492638440731484e7
0.4,0.68,0.54,0.49,0.78,0.59,0.2,0.7,1.9548092117311545e7
0.66,0.17,0.41,0.58,0.95,0.63,0.97,0.84,1.95619898419132e7
0.06,0.56,0.97,0.2,0.71,0.44,0.8,0.62,1.9495658905603446e7
0.1,0.19,0.09,0.23,0.64,0.3,0.8,0.06,1.949595972326778e7
0.57,0.1,0.64,0.48,0.71,0.68,0.55,0.08,1.9545512353076458e7
0.23,0.12,0.57,0.47,0.2,0.98,0.81,0.58,1.949028531397453e7
0.03,0.43,0.02,0.91,0.25,0.92,0.14,0.15,1.9494285990224686e7
0.12,0.34,0.8,0.9,0.45,0.55,0.75,0.55,1.943512488514247e7
0.45,0.02,0.72,0.65,0.74,0.87,0.54,0.11,1.9554482795464557e7
0.01,0.43,0.16,0.42,0.46,0.56,0.04,0.63,1.9534601983420826e7
