α_v,α_s,decay,MSE
0.57,0.78,0.95,1.1273500507729864e7
0.4,0.63,0.38,1.1274205966118053e7
0.18,0.96,0.07,1.1275622219071006e7
0.6,0.2,0.37,1.1278637790481953e7
0.06,0.21,0.04,1.1277945437575368e7
0.22,0.52,0.45,1.1276004634562474e7
0.13,0.81,0.43,1.1274556681174453e7
0.63,0.08,0.99,1.1279037937416375e7
0.22,0.2,0.3,1.1279138794811474e7
0.35,0.55,0.11,1.1275028621128693e7
0.34,0.83,0.72,1.127420406005802e7
0.91,0.37,0.67,1.1277229070346126e7
0.04,0.14,0.75,1.127705092416554e7
0.45,0.53,0.07,1.1274814108545152e7
0.59,0.52,0.99,1.1274729220652211e7
0.82,0.96,0.39,1.1274972000927135e7
0.78,1.0,0.98,1.1275134949892757e7
0.93,0.63,0.68,1.1275274547825448e7
0.04,0.56,0.59,1.1261408183575552e7
0.87,0.76,0.11,1.1274529135475494e7
0.29,0.51,0.4,1.1275727666768026e7
0.55,0.07,0.17,1.1278879287588555e7
0.51,0.3,0.16,1.1277463991655888e7
0.24,0.77,0.13,1.1274606332729712e7
0.43,0.79,0.74,1.1273738238411428e7
0.59,0.33,0.17,1.1276976347711233e7
0.12,0.45,0.59,1.1276645094440795e7
0.95,0.51,0.03,1.12761729410423e7
0.03,0.27,0.16,1.1264729083476892e7
0.97,0.27,0.1,1.1278389112900771e7
0.81,0.96,0.42,1.1274928916825213e7
0.34,0.18,0.16,1.1279094856334299e7
0.2,0.8,0.42,1.1274790210636038e7
0.93,0.59,0.51,1.127549569648363e7
0.6,0.54,0.49,1.127454804195724e7
0.6,0.17,0.45,1.1278917489400707e7
0.14,0.5,0.24,1.1276282674443223e7
0.82,0.7,0.69,1.1274331754910544e7
0.85,0.1,0.23,1.127912245489385e7
0.73,0.15,0.01,1.1279047249383036e7
0.52,0.67,0.99,1.1273693815671846e7
0.46,0.21,0.02,1.127868090317051e7
0.2,1.0,0.64,1.1275930017403524e7
0.96,0.99,0.31,1.1275870548123095e7
0.18,0.77,0.64,1.1274798681358181e7
0.7,0.29,0.98,1.1277560725702573e7
0.83,0.4,0.39,1.1276593756776376e7
0.34,0.36,0.8,1.1277201737373186e7
0.15,0.35,1.0,1.1278052820435468e7
0.47,0.61,0.79,1.1274106618090974e7
0.94,0.01,0.65,1.1269796054062614e7
0.98,0.89,0.62,1.127544656239675e7
0.36,0.04,0.2,1.1276778400152253e7
0.86,0.72,0.52,1.1274516191755626e7
0.59,0.27,0.25,1.1277783245975718e7
0.06,0.37,0.94,1.1273776659784406e7
0.83,0.91,0.5,1.127469679506946e7
0.78,0.69,0.33,1.1274152487698976e7
0.15,0.82,0.88,1.127479070747434e7
0.34,0.75,0.63,1.1274088598259322e7
0.78,0.77,0.7,1.1274034171243368e7
0.25,0.53,0.55,1.1275755237523906e7
0.97,0.71,0.76,1.127524484078234e7
0.24,0.56,0.46,1.1275538039515804e7
0.64,0.84,0.31,1.1273707068652015e7
0.04,0.63,0.22,1.1260501086050902e7
0.46,0.19,0.84,1.127887041834215e7
0.09,0.17,0.61,1.1279141165304191e7
0.36,0.67,0.07,1.127417906947656e7
0.52,0.52,0.97,1.1274762029131383e7
0.93,0.19,0.07,1.1278941696386274e7
0.34,0.44,0.33,1.127622493340826e7
0.52,0.15,0.39,1.1279085184893442e7
0.96,0.03,0.69,1.1277198743793203e7
0.8,0.59,0.69,1.1274750487492424e7
0.87,0.24,0.72,1.1278439453831078e7
0.85,0.06,0.61,1.1278806455218341e7
0.49,0.95,0.12,1.1274416066838736e7
0.73,0.15,0.33,1.1279047249383036e7
