α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.17,0.28,0.38,0.74,0.04,0.31,0.72,0.99,2.116560542008449e7
0.36,0.74,0.86,0.7,0.71,0.27,0.54,0.73,2.0651646612903252e7
0.82,0.28,0.74,0.26,0.43,0.51,0.47,0.43,2.0731855117234576e7
0.09,0.86,0.71,0.76,0.67,0.09,0.04,0.76,2.0749995159782723e7
0.9,0.12,0.84,0.03,0.67,0.05,0.01,0.81,2.0654862384863395e7
0.04,0.14,0.13,0.26,0.17,0.79,0.14,0.67,2.139403070783011e7
0.92,0.52,0.33,0.99,0.91,0.93,0.85,0.29,2.087672042663999e7
0.77,0.39,0.8,0.96,0.49,0.09,0.65,0.54,2.069890948933512e7
0.27,0.31,0.38,0.11,0.27,0.75,0.47,0.97,2.0950468047543854e7
0.37,0.35,0.62,0.18,0.7,0.58,0.16,0.53,2.0622175538588233e7
0.5,0.7,0.25,0.44,0.66,0.83,0.04,0.62,2.0803546523831025e7
0.77,0.57,0.14,0.67,0.47,0.22,0.54,0.85,2.0847352839048974e7
0.02,0.37,0.64,0.5,0.49,0.98,0.9,0.18,2.1698273965715908e7
0.7,0.73,0.73,0.29,0.39,0.47,0.7,0.18,2.0726130329722404e7
0.79,0.17,0.45,0.53,0.29,0.06,0.47,0.54,2.0946820368477367e7
0.41,0.28,0.46,0.89,0.55,0.15,0.11,0.43,2.0591288429300413e7
0.88,0.9,0.42,0.17,0.23,0.48,0.77,0.64,2.1032008928210236e7
0.6,0.69,0.45,0.38,0.59,0.94,0.29,0.03,2.0859746060955364e7
0.64,0.3,0.46,0.92,0.44,0.6,0.54,0.33,2.0759507676673234e7
0.81,0.41,0.62,0.69,0.6,0.8,0.91,0.67,2.0714920722903453e7
0.47,0.67,0.02,0.47,0.62,0.58,0.19,0.73,2.073581132957302e7
0.18,0.57,0.87,0.48,0.74,0.38,0.67,0.06,2.0900677253289424e7
0.5,0.01,0.4,0.43,0.16,0.07,0.76,0.37,2.160666482731136e7
0.9,0.35,1.0,0.21,0.77,0.14,0.9,0.47,2.060808897308879e7
0.5,0.45,0.65,0.81,0.24,0.27,0.63,0.6,2.079382435735002e7
0.77,0.23,0.53,0.77,0.51,0.68,0.69,0.6,2.0780595234805726e7
0.13,0.37,0.18,0.64,0.97,0.14,0.2,0.8,2.0650712566446755e7
0.53,0.91,0.24,0.54,0.03,0.72,0.54,0.39,2.1223229580214813e7
0.77,0.19,0.21,0.52,0.26,0.43,0.73,0.07,2.086687942907382e7
0.18,0.6,0.68,0.1,0.1,0.37,0.71,0.22,2.0905427068805307e7
0.06,0.02,0.96,0.72,0.93,0.91,0.64,0.36,2.087235206599684e7
0.84,0.5,0.85,0.62,0.33,0.36,0.39,0.01,2.0818652477990285e7
0.47,0.16,0.15,0.56,0.25,0.9,0.53,0.93,2.1233917719033822e7
0.73,0.66,0.45,0.32,0.88,0.13,0.43,0.05,2.056791373219514e7
0.61,0.87,0.46,0.55,0.74,0.29,0.29,0.11,2.067858273904964e7
0.07,0.77,0.95,0.59,0.02,0.95,0.2,0.29,2.1686532480798412e7
0.74,0.07,0.35,0.68,0.28,0.24,0.41,0.11,2.0929498005487543e7
0.82,0.2,0.4,0.32,0.9,0.56,0.03,0.23,2.0653434372582935e7
0.82,0.37,0.97,0.83,0.95,0.77,0.61,0.71,2.0841954425088454e7
0.47,0.19,0.68,0.17,0.78,0.28,0.21,0.73,2.0542752920669038e7
0.8,0.36,0.75,0.51,0.89,0.53,0.27,0.84,2.0673567173473768e7
0.45,0.62,0.76,0.01,0.19,0.44,0.98,0.81,2.0724334170871247e7
0.42,0.42,0.12,0.29,0.7,0.51,0.27,0.49,2.0640264809869573e7
0.37,0.76,0.88,0.83,0.31,0.02,0.67,0.92,2.08713881466636e7
0.99,0.6,0.3,0.8,0.38,0.25,0.53,0.14,2.094167381175141e7
0.28,0.68,0.92,0.4,0.7,0.21,0.8,0.38,2.075737430027899e7
0.41,0.24,0.45,0.67,0.2,0.82,0.52,0.93,2.1055824387448534e7
0.65,0.42,0.71,0.58,0.27,0.36,0.68,0.76,2.075456988670581e7
0.34,0.68,0.97,0.02,0.59,0.4,0.01,0.1,2.0524477696092427e7
0.66,0.59,0.08,0.48,0.49,0.22,0.39,0.7,2.0772605766033664e7
0.84,0.6,0.92,0.82,0.12,0.13,1.0,0.35,2.071130063046169e7
0.4,0.24,0.37,0.5,0.57,0.95,0.65,0.81,2.092120744617605e7
0.27,0.77,0.07,0.1,0.18,0.96,0.16,0.69,2.131683221421909e7
0.84,0.44,0.99,0.71,0.73,0.99,0.49,0.08,2.0878644771008946e7
0.07,0.46,0.44,0.92,0.93,0.18,0.12,0.66,2.068323380247757e7
0.66,0.22,0.55,0.17,0.97,0.63,0.98,0.13,2.058566269916711e7
0.92,0.81,0.89,0.95,0.96,0.05,0.69,0.86,2.0773447450292945e7
0.9,0.03,0.16,0.23,0.13,0.94,0.75,0.44,2.1561190173855245e7
0.19,0.85,0.06,0.58,0.25,0.83,0.43,0.39,2.1206844826806422e7
0.41,0.38,0.49,0.66,0.16,0.68,0.64,0.04,2.0971581320636064e7
0.48,0.75,0.34,0.1,0.07,0.96,0.74,0.71,2.1172159903612994e7
0.18,0.61,0.92,0.7,0.31,0.42,0.81,0.13,2.080847859096791e7
0.49,0.47,0.82,0.32,0.37,0.09,0.23,0.7,2.0603992638397947e7
0.41,0.53,0.88,0.86,0.77,0.22,0.88,0.73,2.0671009033202652e7
0.16,0.19,0.35,0.22,0.24,0.97,0.22,0.53,2.117863063658648e7
0.05,0.94,0.57,0.64,0.43,0.41,0.71,0.33,2.1381773551396832e7
0.73,0.81,0.8,0.32,0.68,0.85,0.4,0.4,2.0781494440688565e7
0.06,0.82,0.44,0.45,0.14,0.4,0.08,0.97,2.1024101101502426e7
0.08,0.79,0.69,0.81,0.04,0.1,0.89,0.01,2.1253195486689046e7
0.71,0.18,0.84,0.88,0.05,0.1,0.98,0.16,2.0912392305803653e7
0.57,0.87,0.74,0.15,0.48,0.93,0.85,0.06,2.084276817921363e7
0.26,0.88,0.78,0.19,0.53,0.07,0.15,0.12,2.0541750382161915e7
0.6,0.11,0.46,0.28,0.48,0.68,0.01,0.26,2.0727499931014866e7
0.22,0.36,0.52,0.98,0.41,0.74,0.11,0.89,2.0846829337113477e7
0.38,0.47,1.0,0.43,0.25,0.54,0.63,0.31,2.0734142150654577e7
0.25,0.22,0.82,0.57,0.13,0.7,0.55,0.76,2.090724446513979e7
0.23,0.34,0.13,0.81,0.98,0.53,0.11,0.3,2.0690298921418093e7
0.73,0.9,0.28,0.06,0.11,0.45,0.97,0.75,2.0904717903259043e7
0.8,0.8,0.96,0.93,0.42,0.18,0.88,0.86,2.0790732505300894e7
0.69,0.09,0.34,0.47,0.9,0.96,0.32,0.76,2.0903438622449115e7
0.83,0.58,0.32,0.52,0.37,0.11,0.01,0.11,2.0733135020136744e7
0.26,0.14,0.18,0.84,0.5,0.78,0.2,0.24,2.084452940318171e7
0.3,0.48,0.26,0.27,0.84,0.88,0.72,0.89,2.0953815036802452e7
0.94,0.97,0.65,0.78,0.6,0.61,0.39,0.17,2.0854942161824066e7
0.8,0.25,0.21,0.33,0.68,0.98,0.55,0.23,2.0899487518359005e7
0.52,0.62,0.17,0.32,0.22,0.28,0.68,0.81,2.0957839608239494e7
0.9,0.43,0.45,0.1,0.45,0.81,0.82,0.08,2.0905565579541497e7
0.6,0.07,0.71,0.39,0.66,0.51,0.64,0.11,2.0507599967120294e7
0.93,0.99,0.02,0.32,0.19,0.49,0.61,0.32,2.114885116293814e7
0.17,0.36,0.31,0.81,0.09,0.28,0.74,0.77,2.1085539159288816e7
0.76,1.0,0.61,0.58,0.22,0.66,0.71,0.17,2.0958444199895997e7
0.23,0.88,0.61,0.99,0.79,0.6,0.63,0.62,2.096779521275343e7
0.63,1.0,0.55,0.23,0.29,0.71,0.45,0.38,2.0968320040866293e7
0.06,0.83,0.44,0.59,0.85,0.05,0.78,0.01,2.1392376307377126e7
0.72,0.53,0.4,0.13,0.01,0.82,0.4,0.24,2.16361481228648e7
0.52,0.46,0.72,0.08,0.1,0.18,0.2,0.73,2.0834667050965577e7
0.68,0.09,0.64,0.09,0.01,0.22,0.4,0.58,2.1571865464869067e7
0.98,0.98,0.38,0.39,0.93,0.43,0.17,0.4,2.0733069794011153e7
0.12,0.79,0.64,0.03,0.58,0.63,0.63,0.63,2.0990703167743906e7
0.33,0.4,0.49,0.95,0.33,0.93,0.86,0.08,2.1020992852724213e7
0.96,0.28,0.49,0.73,0.4,0.23,0.67,0.23,2.08653556896896e7
0.15,0.56,0.96,0.47,0.95,1.0,0.54,0.09,2.0916642538575623e7
