α_v,α_s,α_v_error,α_s_error,decay,MSE
0.09,0.69,0.18,0.48,0.35,1.5341747903704708e7
0.69,0.93,0.92,0.17,0.29,1.5267987037067765e7
0.4,0.44,0.67,0.94,0.27,1.5322022428021796e7
0.4,0.86,0.62,0.64,0.92,1.5307087138360841e7
0.75,0.39,0.32,0.6,0.64,1.5261013877569873e7
0.68,0.96,0.72,0.27,0.76,1.5264575732559783e7
0.26,0.55,0.24,0.99,0.22,1.533035074629185e7
0.53,0.74,0.81,0.73,0.29,1.5296247506427642e7
0.37,0.73,0.66,0.79,0.23,1.5317195587812137e7
0.87,0.8,0.41,0.08,0.8,1.523734464396344e7
0.96,0.73,0.81,0.55,0.79,1.523845250662776e7
0.19,0.47,0.5,0.77,0.44,1.5344144396611506e7
0.12,0.26,0.97,0.01,0.06,1.5353445490026565e7
0.45,0.54,0.24,0.82,0.44,1.530429607466803e7
0.16,0.59,0.92,0.19,0.69,1.5350092377573514e7
0.48,0.74,0.84,0.32,0.73,1.5304415364247153e7
0.7,0.91,0.48,0.32,0.7,1.52578255745801e7
0.42,0.23,0.55,0.33,0.96,1.530934403667024e7
0.16,0.2,0.47,0.97,0.51,1.5342886872520238e7
0.6,0.18,0.6,0.57,0.88,1.5273781787523475e7
0.11,0.67,0.01,0.66,0.35,1.5337003884053944e7
0.58,0.75,0.67,0.66,0.02,1.528522119814022e7
0.7,0.49,0.3,0.44,0.72,1.5268361164582543e7
0.72,0.98,0.98,0.97,0.92,1.5263929338732878e7
0.34,0.75,0.54,0.9,0.27,1.5318233875311796e7
0.4,0.18,0.58,0.39,0.76,1.5308728009735366e7
0.69,1.0,0.9,0.67,0.91,1.5266153398099937e7
0.72,0.21,0.7,0.68,0.42,1.526010749782988e7
0.07,0.81,0.07,0.16,0.76,1.533607852220159e7
0.04,0.97,0.19,0.34,0.65,1.5338216380399264e7
0.97,0.29,0.2,0.19,0.3,1.522598542797757e7
0.06,0.25,0.82,0.96,0.04,1.5353252128290687e7
0.85,0.79,0.57,0.61,0.75,1.5243358419428635e7
0.49,0.53,0.65,0.31,0.58,1.5306980476221303e7
0.98,0.11,0.6,0.55,0.77,1.520817571554238e7
0.56,0.12,0.65,0.69,0.11,1.527424201455126e7
0.86,0.37,0.88,0.02,0.13,1.5257984263915725e7
0.13,0.52,0.54,0.43,0.96,1.5349172677340973e7
0.49,0.85,0.8,0.58,0.56,1.5297789061295766e7
0.36,0.79,0.79,0.44,0.11,1.5318742856081344e7
0.85,0.88,0.86,0.68,0.23,1.524652630899128e7
0.91,0.79,0.41,0.28,0.28,1.523322882429087e7
0.38,0.47,0.75,0.6,0.24,1.5325950229585541e7
0.96,0.31,0.37,0.62,0.23,1.5232215609734284e7
0.08,0.18,0.21,0.59,0.77,1.5343224762144007e7
0.89,0.04,0.36,0.58,0.28,1.5208006970324729e7
0.84,0.02,0.17,0.12,0.04,1.5221815304491332e7
0.93,0.51,0.39,0.68,0.88,1.524053403553274e7
0.21,0.44,0.57,0.09,0.17,1.5343520716429858e7
0.96,0.48,0.14,0.62,0.02,1.5233011489550225e7
0.29,0.69,0.41,0.23,0.71,1.5324860636480572e7
0.74,0.07,0.52,0.28,0.7,1.5232285293810409e7
0.87,0.44,0.15,0.41,0.45,1.5242631762865053e7
0.14,0.24,0.97,0.26,0.51,1.5352507809109883e7
0.42,0.3,0.24,0.21,0.75,1.5307327892264405e7
0.16,0.32,0.73,0.98,0.45,1.5349889673186313e7
0.07,0.84,0.67,1.0,0.48,1.5349357675641518e7
0.61,0.93,0.93,0.82,0.67,1.5279928501807095e7
0.39,0.65,0.68,0.03,0.97,1.531798196669031e7
0.81,0.37,0.3,0.75,0.9,1.5251615877287e7
0.92,0.54,0.24,0.25,0.46,1.523791260427539e7
0.14,0.37,0.73,0.68,0.15,1.5351511887948636e7
0.21,0.2,0.78,0.33,0.83,1.5342665614232076e7
0.47,0.62,0.47,0.46,0.92,1.5303237674088681e7
0.37,0.74,0.9,0.26,0.89,1.5321408064408055e7
0.8,0.27,0.43,0.77,0.47,1.5248739428896125e7
0.18,0.31,0.54,0.57,0.1,1.5345466606199346e7
0.43,0.83,0.4,0.03,0.53,1.5299258744252346e7
0.83,0.73,0.54,0.15,0.26,1.5247501555856677e7
0.08,0.15,0.44,0.54,0.27,1.534796217896144e7
0.62,0.46,0.62,0.72,0.41,1.528770907919552e7
0.69,0.43,0.75,0.15,0.86,1.5279957566801973e7
0.14,0.5,0.4,0.14,0.97,1.5346699632593403e7
0.84,0.88,0.38,0.11,0.66,1.523789334817893e7
0.67,0.17,0.64,0.56,0.96,1.5261221920337843e7
0.97,0.65,0.68,0.25,0.08,1.5238072021758886e7
0.11,0.86,0.5,0.87,0.81,1.5341952406011969e7
0.73,0.09,0.4,0.03,0.36,1.5232530145834154e7
0.13,0.1,0.36,0.44,0.1,1.5338767349334044e7
0.59,0.02,0.01,0.95,0.41,1.5259727592507131e7
0.5,0.39,0.32,0.46,0.91,1.5299661679419303e7
0.7,0.23,0.96,0.32,0.53,1.5272282236853113e7
0.34,0.36,0.78,0.28,0.83,1.533182015511108e7
0.8,0.23,0.62,0.53,0.02,1.5248640841391692e7
0.48,0.79,0.12,0.39,0.86,1.5287401995504836e7
0.86,0.43,0.48,0.43,0.51,1.5250647900765987e7
0.8,0.03,0.19,0.91,0.42,1.5219534441764578e7
0.17,0.61,0.75,0.48,0.76,1.5346885063833687e7
0.88,0.67,0.81,0.45,0.86,1.524955596435044e7
0.71,0.47,0.71,0.65,0.12,1.5276027616285313e7
0.15,0.96,0.92,0.53,0.89,1.5342404889538035e7
1.0,0.75,0.1,0.98,0.04,1.5220298381624365e7
0.75,0.95,0.88,0.37,0.89,1.5258281107074698e7
0.76,0.34,1.0,0.63,0.36,1.5272953811035244e7
0.09,0.27,0.31,0.04,0.68,1.5348307671193361e7
0.54,0.71,0.09,0.89,0.57,1.5280785685255848e7
0.76,0.56,0.5,0.38,0.75,1.5262457524029989e7
0.21,0.49,0.06,0.32,0.18,1.5334234412729967e7
0.1,0.59,0.25,0.84,0.76,1.5345364092075558e7
0.26,0.24,0.09,0.74,0.04,1.5324495874875117e7
0.79,0.46,0.86,0.84,0.49,1.5268046646794707e7
0.96,0.28,0.95,0.74,0.05,1.524230794300578e7
0.35,0.91,0.76,0.86,0.92,1.5315288279953027e7
0.49,0.7,0.73,0.88,0.69,1.5302318255465345e7
0.12,0.14,0.19,0.68,0.32,1.5337167103443425e7
0.56,1.0,0.52,0.15,0.62,1.5277331728143511e7
0.78,0.74,0.35,0.13,0.76,1.5249612040644964e7
0.81,0.97,0.82,0.14,0.64,1.5248748109548131e7
0.39,0.93,0.85,0.58,0.83,1.5310802425548684e7
0.79,0.14,0.68,0.86,0.32,1.5238249119866414e7
0.14,0.22,0.48,0.58,0.79,1.5345966516094726e7
0.8,0.55,0.76,0.77,0.9,1.5262914450012786e7
0.84,0.37,0.87,0.5,0.01,1.5260306183369583e7
0.49,0.61,0.21,0.25,0.68,1.5295175491829246e7
0.88,0.39,0.26,0.14,0.81,1.5242787961563634e7
0.45,0.24,0.6,0.26,0.42,1.5306395449311085e7
0.49,0.79,0.25,0.55,0.02,1.5288566027697466e7
0.08,0.48,0.16,0.14,0.63,1.5346780523515815e7
0.57,0.52,0.46,0.68,0.59,1.5291002368090054e7
0.82,0.54,0.58,0.41,0.47,1.5256695660735046e7
0.36,0.35,0.2,0.87,0.81,1.5317641104977356e7
0.45,0.11,0.9,0.65,0.12,1.5300812730000926e7
0.63,0.1,0.41,0.73,0.81,1.5251723685635557e7
0.25,0.2,0.44,0.37,0.73,1.533077412499911e7
0.74,0.99,0.2,0.97,0.86,1.5245174036204636e7
0.89,0.23,0.8,0.28,0.59,1.5241132787730362e7
0.72,0.56,0.44,0.23,0.24,1.526683046918825e7
1.0,0.83,0.21,0.47,0.13,1.5219588679316303e7
0.13,0.46,0.8,0.19,0.13,1.5352373822194211e7
0.64,0.74,0.11,0.97,0.61,1.5264610976280808e7
0.34,0.55,0.33,0.2,0.85,1.5321661956579747e7
0.99,0.04,0.56,0.43,0.09,1.5203282763224375e7
0.2,0.79,0.13,0.51,0.68,1.5326923132950205e7
0.71,0.51,0.48,0.02,0.42,1.5270431727125151e7
0.01,0.95,0.89,0.94,0.25,1.5353142925048666e7
0.35,0.79,0.24,0.54,0.29,1.5309269426128661e7
0.78,0.67,0.89,0.79,0.27,1.5263996126012009e7
0.52,0.57,0.63,0.64,0.94,1.5300809627361853e7
0.52,0.91,0.48,0.1,0.09,1.528464212296469e7
0.74,0.77,0.63,0.79,0.89,1.5259838203171274e7
0.84,0.52,0.63,0.25,0.6,1.5255694681078335e7
0.38,0.83,0.94,0.83,0.64,1.5317346007198457e7
0.28,0.41,0.51,0.16,0.83,1.5334912140562974e7
0.94,0.73,0.11,0.35,0.97,1.5226522169814078e7
0.61,0.14,0.47,0.85,0.36,1.5262810984130153e7
0.62,0.12,0.55,0.2,0.1,1.5260256590687277e7
0.58,0.8,0.96,0.39,0.59,1.5289386354339909e7
1.0,0.96,0.28,0.15,0.68,1.5218067102296999e7
0.7,0.23,0.85,0.83,0.71,1.5269536908604885e7
0.14,0.22,0.66,0.91,0.56,1.5348873856303185e7
0.83,0.42,0.49,0.15,0.24,1.5254488283172995e7
0.46,0.3,0.04,0.63,0.98,1.5296466394954031e7
0.27,0.85,0.19,0.23,0.71,1.5317082306347318e7
0.72,0.65,0.01,0.16,0.12,1.5254499967578933e7
0.76,0.63,0.14,0.94,0.77,1.5252389629767025e7
0.41,0.11,0.85,0.92,0.9,1.5306839632932123e7
0.13,0.1,0.76,0.62,0.93,1.5347912813946843e7
0.03,0.56,0.53,0.22,0.23,1.5353665773679035e7
0.34,0.1,0.87,0.26,0.7,1.531905554316629e7
0.29,0.3,0.07,0.17,0.58,1.5323201508393021e7
0.74,0.22,0.02,0.49,0.34,1.5241744388118101e7
0.91,0.44,0.03,0.34,0.18,1.5235770527039051e7
0.86,0.02,0.55,0.17,0.05,1.5229642316805528e7
0.47,0.29,0.16,0.92,0.04,1.5296837584175011e7
0.11,0.21,0.92,0.13,0.11,1.5353266185457189e7
0.57,0.93,0.71,0.64,0.85,1.5281318602467893e7
0.65,0.72,0.26,0.27,0.46,1.5267079071963277e7
0.9,0.88,0.72,0.84,0.18,1.5237802713521965e7
0.59,0.06,0.32,0.84,0.51,1.5253473877355086e7
0.04,0.54,0.86,0.6,0.22,1.5352072936962236e7
0.66,0.49,0.18,0.48,0.52,1.5271766974215055e7
0.61,0.56,0.19,0.12,0.03,1.5277950567765543e7
0.24,0.31,0.19,0.95,0.33,1.5332551839250514e7
0.11,0.14,0.75,0.72,0.82,1.5350628808595551e7
0.08,0.78,0.08,0.59,0.35,1.5336799295416744e7
0.4,0.33,0.13,0.1,0.22,1.5309521160940604e7
0.24,0.64,0.82,0.15,0.2,1.533988967449897e7
0.37,0.88,0.87,0.42,0.37,1.531562292270684e7
0.81,0.67,0.66,0.35,0.81,1.525505477630664e7
0.12,0.62,0.59,0.67,0.47,1.5348825151806256e7
0.48,0.65,0.01,0.2,0.81,1.5290967963131795e7
0.7,0.58,1.0,0.8,0.08,1.5281203204729596e7
0.66,0.48,0.88,0.45,0.51,1.5287068689439276e7
0.11,0.78,0.03,0.67,0.66,1.5333665830588793e7
0.84,0.07,0.27,0.65,0.03,1.5210289201249136e7
0.93,0.06,0.98,0.04,0.65,1.521820359468032e7
0.12,0.28,0.81,0.09,0.34,1.535277493340142e7
0.79,0.31,0.61,0.05,0.21,1.5257845685269902e7
0.03,0.31,0.18,0.95,0.7,1.535143560788555e7
0.57,0.75,0.78,0.34,0.21,1.5289095959094139e7
0.04,0.99,0.67,0.71,0.1,1.5349413124982024e7
0.4,0.48,0.83,0.72,0.98,1.5324572811107377e7
0.46,0.51,0.31,0.89,0.93,1.5305001547950469e7
0.35,0.47,0.96,0.68,0.57,1.5333511126303788e7
0.13,0.62,0.68,0.63,0.84,1.5349213829088742e7
0.12,0.42,0.43,0.4,0.58,1.5349390074326865e7
0.7,0.46,0.54,0.8,0.32,1.5273849467292901e7
0.36,0.99,0.83,0.18,0.46,1.531290726645624e7
0.78,0.44,0.3,0.39,0.81,1.5257218086272642e7
0.62,0.06,0.01,0.7,0.64,1.5238899510440787e7
0.25,0.04,0.62,0.68,0.69,1.5330174854335489e7
0.08,0.2,0.96,0.21,0.21,1.535353435115589e7
0.19,0.69,0.51,0.41,0.18,1.5338891945266224e7
0.16,0.89,0.88,0.28,0.08,1.5342411186865678e7
0.73,0.21,0.46,0.72,0.94,1.5252505031679079e7
0.89,0.61,0.43,0.87,0.12,1.5242821904628249e7
0.3,0.81,0.76,0.65,0.57,1.5325543279717699e7
0.73,0.26,0.16,0.83,0.65,1.525156710450887e7
0.82,0.11,0.36,0.43,0.41,1.5220533099463789e7
0.1,0.55,0.12,0.13,0.51,1.5343581486953322e7
0.39,0.57,0.24,0.34,0.77,1.5312240411563164e7
0.08,0.94,0.26,0.71,0.91,1.5336775720963115e7
0.11,0.91,0.54,0.08,0.6,1.5341369975668164e7
0.93,0.9,0.32,0.85,0.4,1.522621982492019e7
0.31,0.94,0.86,0.44,0.2,1.5321714710425833e7
0.03,0.84,0.67,0.08,0.51,1.5352785194962442e7
0.18,0.45,0.86,0.26,0.84,1.5349786557949834e7
0.51,0.69,0.56,0.14,0.49,1.5296151469962696e7
0.46,0.7,0.02,0.2,0.37,1.5292142405205645e7
0.24,0.04,0.05,0.73,0.82,1.5316383828184264e7
0.3,0.9,0.37,0.84,0.96,1.5314881663078964e7
0.32,0.29,0.31,0.38,0.66,1.5323441073120736e7
0.61,0.98,0.54,0.56,0.03,1.527068739563329e7
0.63,0.56,0.43,0.98,0.35,1.528000707121345e7
0.62,0.37,0.74,0.71,0.03,1.5289468988973103e7
0.61,0.23,0.55,0.51,0.09,1.527699684948379e7
0.32,0.95,0.39,0.32,0.34,1.5310978327695074e7
0.19,0.07,0.73,0.65,0.08,1.5339223656157907e7
0.32,0.61,0.81,0.48,0.7,1.5331178739039829e7
0.54,0.42,0.02,0.11,0.73,1.5287298820690904e7
0.21,0.42,0.51,0.31,0.28,1.5342739175969224e7
0.37,0.82,0.49,0.26,0.79,1.5310269117001405e7
0.64,0.97,0.79,0.66,0.2,1.5271634509165118e7
0.68,0.68,0.18,0.97,0.21,1.5262597749500448e7
0.82,0.09,0.57,0.94,0.16,1.5223267037638543e7
0.87,0.65,0.54,0.86,0.96,1.5245870740581227e7
0.88,0.39,0.38,0.43,0.38,1.5245322063392991e7
0.84,0.01,0.14,0.49,0.86,1.5231786617951388e7
0.09,0.24,0.84,0.44,0.28,1.5353615475856964e7
0.69,0.11,0.13,0.15,0.68,1.523482170870291e7
0.83,0.12,0.28,0.54,0.32,1.5218721110989705e7
0.79,0.79,0.38,0.95,0.57,1.5247009491052354e7
0.11,0.85,0.22,0.73,0.81,1.5336027802353388e7
0.66,0.05,0.11,0.93,0.13,1.5234644220147712e7
0.19,0.59,0.67,0.46,0.46,1.5344328253719248e7
0.35,0.88,0.93,0.23,0.46,1.5319534885311522e7
0.07,0.6,0.42,0.93,0.71,1.5350245696764812e7
0.46,0.09,0.4,0.15,0.81,1.5283082299119884e7
0.38,0.31,0.76,0.74,0.25,1.5324765787941322e7
0.94,0.04,0.75,0.67,0.67,1.521303241138722e7
0.54,0.03,0.32,0.67,0.15,1.5270210494343491e7
0.65,0.45,0.48,0.19,0.11,1.528010334172045e7
0.36,0.92,0.83,0.89,0.45,1.5314936670796234e7
0.32,0.14,0.01,0.71,0.58,1.530407345937797e7
0.51,0.86,0.41,0.4,0.84,1.5286271999151878e7
0.84,0.74,0.8,0.8,0.18,1.5251336627527341e7
0.71,0.02,0.05,0.33,0.29,1.523856595752328e7
0.2,0.93,0.78,0.67,0.9,1.5334787442270832e7
0.66,0.36,0.9,0.7,0.47,1.52865194323421e7
0.23,0.31,0.45,0.28,0.57,1.5338595300277324e7
0.01,0.45,0.73,0.21,0.74,1.5343089967019435e7
0.83,0.56,0.09,0.59,0.35,1.524464226360244e7
0.47,0.76,0.57,0.12,0.52,1.529950795957777e7
1.0,0.41,0.04,0.46,0.29,1.5227200045846475e7
1.0,0.7,0.88,0.96,0.02,1.5237332184789501e7
0.84,0.35,0.15,0.73,0.54,1.5243559622555034e7
0.06,0.64,0.42,0.44,0.32,1.5350212151590673e7
0.41,0.21,0.5,0.39,0.56,1.5308046618858743e7
0.73,0.1,0.89,0.39,0.14,1.5247685236098845e7
0.96,0.64,0.56,0.59,0.12,1.5237001738386052e7
0.5,0.02,0.82,0.42,0.09,1.5301384044796592e7
0.2,0.36,0.52,0.01,0.01,1.5343813571579818e7
0.01,0.55,0.03,0.39,0.13,1.535357237202078e7
0.93,0.98,0.58,0.15,0.01,1.5229936932333853e7
0.22,0.66,0.79,0.9,0.54,1.5341045375549711e7
0.71,0.62,0.12,0.26,0.07,1.5259389950120006e7
0.98,0.78,0.86,0.23,0.83,1.5235613503158122e7
0.38,0.93,0.47,0.92,0.03,1.5304678467137307e7
0.68,0.77,0.77,0.99,0.12,1.5271485515225695e7
0.58,0.18,0.02,0.96,0.24,1.5262522901862588e7
0.37,0.04,0.85,0.8,0.14,1.5315096750856785e7
0.46,0.66,0.89,0.1,0.6,1.5311688431883149e7
0.06,0.2,0.91,0.88,0.25,1.5353001721505648e7
0.91,0.81,0.85,0.96,0.93,1.5241499169619497e7
0.06,0.4,0.56,0.39,0.87,1.5353549092428273e7
0.29,0.85,0.62,0.07,0.26,1.5322807606445557e7
0.21,0.08,0.58,0.91,0.73,1.533261675642511e7
0.06,0.92,0.05,0.22,0.57,1.5332556027144125e7
0.35,0.13,0.26,0.87,0.52,1.5304108819190122e7
0.8,0.84,0.85,0.06,0.62,1.5253854493046869e7
0.64,0.41,0.57,0.54,0.15,1.528341257644226e7
0.47,0.82,0.37,0.68,0.16,1.5292972490728743e7
0.8,0.07,0.58,0.64,0.71,1.5224486242281774e7
0.4,0.07,0.36,0.68,0.01,1.529250812233455e7
0.6,0.68,0.18,0.51,0.88,1.527466609478972e7
0.37,0.99,0.06,0.91,0.66,1.5296329410602063e7
0.46,0.23,0.63,0.11,0.69,1.5304570948909922e7
0.74,0.05,0.96,0.07,0.53,1.5245476460916767e7
0.63,0.13,0.74,0.77,0.17,1.5265144200461501e7
0.77,0.98,0.54,0.96,0.62,1.5248090349196296e7
0.65,0.53,0.24,0.96,0.27,1.5273757787901687e7
0.16,0.41,0.67,0.21,0.5,1.5349488864478542e7
0.68,0.4,0.98,0.1,0.93,1.5286248426300878e7
0.76,0.05,0.44,0.38,0.44,1.5226771987178262e7
0.08,0.38,0.46,0.04,0.88,1.5352132240069982e7
0.1,0.97,0.77,0.04,0.3,1.5345278790041994e7
0.22,0.04,1.0,0.45,0.97,1.534319533063696e7
0.45,0.21,0.65,0.32,0.43,1.5304877458664842e7
0.01,0.64,0.61,0.67,0.47,1.5350323497560222e7
0.98,0.94,0.23,0.88,0.38,1.521911181335585e7
0.56,0.09,0.26,0.93,0.98,1.5259539473340461e7
0.62,0.43,0.65,0.63,0.7,1.5288423568293005e7
0.64,0.39,0.3,0.67,0.78,1.5277085797954362e7
0.45,0.7,0.2,0.49,0.51,1.5297381255282871e7
0.46,0.36,0.33,0.51,0.07,1.5305474025451723e7
0.96,0.01,0.17,0.31,0.63,1.5219095473721027e7
0.47,0.69,0.31,0.82,0.8,1.5297037712132245e7
0.52,0.76,0.03,0.45,0.33,1.5280558902741138e7
0.31,0.81,0.12,0.08,0.04,1.5311725632196091e7
0.03,0.58,0.29,0.81,1.0,1.5352018714525139e7
0.95,0.87,0.89,0.54,0.64,1.5236206204969853e7
0.03,0.21,0.89,0.95,0.55,1.5349584529783044e7
0.58,0.02,0.29,0.63,0.98,1.526980875252794e7
0.53,0.32,0.04,0.08,0.79,1.528615649206504e7
0.38,0.24,0.21,0.24,0.36,1.5308909868403923e7
0.46,0.66,0.37,0.69,0.26,1.530106454272983e7
0.6,0.4,0.71,0.07,0.33,1.5292577160911068e7
0.68,0.88,0.23,0.46,0.35,1.5256302979785254e7
0.01,0.88,0.12,0.06,0.57,1.5352193350052526e7
0.6,0.99,0.67,0.3,0.97,1.5274652724250613e7
0.47,0.31,0.46,0.73,0.53,1.5304728591998408e7
0.52,0.08,0.85,0.24,0.72,1.5283528002606288e7
0.54,0.18,0.34,0.04,0.62,1.5277800993111586e7
0.38,0.51,0.25,0.76,0.58,1.5315588654217258e7
0.64,0.67,0.08,0.93,0.4,1.5266889638594138e7
0.82,0.37,0.49,0.57,0.78,1.5254456930612704e7
0.23,0.63,0.75,0.02,1.0,1.5340221082258677e7
0.62,0.46,0.42,0.5,0.83,1.528336601363293e7
0.09,0.65,0.1,0.37,0.84,1.534102795759087e7
0.65,0.06,0.5,0.58,0.53,1.5247307423745569e7
0.72,0.69,0.28,0.89,0.59,1.5258481115184708e7
0.53,0.79,0.99,0.4,0.76,1.5297974867806058e7
0.96,0.78,0.02,0.12,0.59,1.5221112772033395e7
0.04,0.41,0.19,0.45,0.16,1.5350741444480367e7
0.42,0.55,0.26,0.28,0.39,1.5308891316709818e7
0.61,0.17,0.04,0.75,0.27,1.5256172573051209e7
0.28,0.35,0.48,0.99,0.97,1.5333929771028522e7
0.29,0.36,0.15,0.78,0.7,1.5326617231959065e7
0.59,0.82,0.33,0.47,0.11,1.527373309465723e7
0.56,0.16,0.71,0.25,0.55,1.5281192665318165e7
0.32,0.79,0.91,0.71,0.28,1.532639131265217e7
0.21,0.73,0.57,0.89,0.48,1.5336302766286688e7
0.57,0.7,0.84,0.8,0.75,1.5292475381473068e7
0.81,0.48,0.13,0.26,0.93,1.5249582494730901e7
0.77,0.28,0.83,0.86,0.26,1.5263419879414283e7
0.05,0.06,0.3,0.73,0.05,1.5344672810716914e7
0.8,1.0,0.12,0.86,0.31,1.5235725365747793e7
0.89,0.55,0.9,0.39,0.11,1.5254653623372857e7
0.52,0.91,0.81,0.65,0.46,1.5291501849158423e7
0.94,0.53,0.14,0.91,0.8,1.5234154688857758e7
0.85,0.92,0.83,0.98,0.27,1.524491958259553e7
0.15,0.84,0.21,0.94,0.66,1.5332363956247447e7
0.29,0.95,0.33,0.68,0.09,1.531390710781924e7
0.58,0.57,0.19,0.68,0.16,1.528225908809476e7
0.13,0.64,0.6,0.6,0.45,1.5347715985588705e7
0.22,0.49,0.32,0.95,0.47,1.5337807010027679e7
0.41,0.34,0.1,0.22,0.4,1.5307723478170304e7
0.65,0.54,0.38,0.55,0.8,1.5276488639377506e7
0.26,0.56,0.2,0.55,0.12,1.532932489330918e7
0.68,0.33,0.34,0.94,0.19,1.5269297518832847e7
0.67,0.27,0.87,0.1,0.11,1.5278870740042435e7
0.57,0.87,0.33,0.51,0.39,1.5275099811489249e7
0.62,0.79,0.89,0.96,0.77,1.5282233277262015e7
0.14,0.07,0.7,0.06,0.65,1.5345406220727228e7
0.73,0.97,0.12,0.51,0.58,1.5245196646300374e7
0.82,0.31,0.78,0.02,0.23,1.5257647236274704e7
0.74,0.38,0.43,0.46,0.93,1.5264576014826901e7
0.42,0.42,0.66,0.48,0.62,1.5319061091859527e7
0.79,0.92,0.91,0.94,0.73,1.5254190257341854e7
0.9,0.59,0.62,0.39,0.95,1.5246340676839525e7
0.75,0.27,0.88,0.15,0.19,1.5266667327797415e7
0.77,0.11,0.95,0.3,0.54,1.5244181385819707e7
0.6,0.22,1.0,0.71,0.71,1.5288777078658717e7
0.53,0.44,0.49,0.64,0.46,1.5298960476229403e7
0.53,0.73,0.88,0.14,0.24,1.529813419230625e7
0.07,0.98,0.07,0.07,0.79,1.5330766200958675e7
0.69,0.48,0.68,0.72,0.91,1.5278217404795375e7
0.79,0.54,0.24,0.54,0.02,1.525343062334845e7
0.26,0.14,0.28,0.31,0.61,1.5320821366573129e7
0.88,0.05,0.8,0.36,0.18,1.5219648825118307e7
0.93,0.99,0.36,0.23,0.33,1.5225636258565675e7
0.05,0.14,0.34,0.57,0.72,1.5347806636699345e7
0.15,0.24,0.48,0.79,0.94,1.5345673661518687e7
0.38,0.66,0.01,0.42,0.54,1.5305666954809925e7
0.54,0.2,0.53,0.33,0.88,1.5285165297372492e7
0.96,0.66,0.84,0.84,0.03,1.524190324906496e7
0.86,0.08,0.78,0.73,0.51,1.5222394103809275e7
0.51,0.78,0.79,0.16,0.29,1.5297224275674645e7
0.2,0.06,0.24,0.54,0.29,1.5325346010031968e7
0.45,0.78,0.38,0.58,0.39,1.5297774126488572e7
0.25,0.67,0.07,0.49,0.81,1.5324261798110807e7
0.58,0.5,0.56,0.46,0.28,1.5292034531967664e7
0.52,0.24,0.47,0.28,0.54,1.5291503517589618e7
0.04,0.34,0.81,0.15,0.56,1.5351191701294271e7
0.08,0.9,0.1,0.9,0.48,1.5333433554146336e7
0.99,0.02,0.76,0.51,0.62,1.5221093146928385e7
0.34,0.28,0.24,0.54,0.27,1.5318544599933648e7
0.81,0.89,0.87,0.74,0.44,1.5251493227719408e7
0.99,0.25,0.19,0.31,0.11,1.5219676875005377e7
0.04,0.53,0.96,0.83,0.46,1.5350606900522858e7
