α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.7,0.51,0.73,0.15,0.53,0.36,0.61,0.8,8.852112645818438e6
0.36,0.72,0.4,0.18,0.74,0.22,0.16,0.37,8.915334250969145e6
0.53,0.87,0.06,0.49,0.02,0.9,0.81,0.49,8.806933612398587e6
0.2,0.84,0.71,0.84,0.34,0.98,0.98,0.35,8.835960308074905e6
0.33,0.19,0.07,0.86,0.51,0.8,0.2,0.37,8.84738714648321e6
0.97,0.93,0.36,0.48,0.97,0.52,0.47,0.43,8.862565418380758e6
0.67,0.9,0.09,0.39,0.97,0.28,0.42,0.66,8.916604695354503e6
0.55,0.37,0.92,0.91,0.72,0.81,0.78,0.33,8.890946721934639e6
0.04,0.32,0.97,0.76,0.19,0.39,0.71,0.5,8.893979305170579e6
0.53,0.72,0.07,0.95,0.44,0.5,0.47,0.54,8.817518858763412e6
0.69,0.34,0.97,0.14,0.57,0.7,0.67,0.85,8.855273056926224e6
0.53,0.43,0.77,0.89,0.8,0.49,0.26,0.73,8.888673619993582e6
0.22,0.23,0.92,0.15,0.37,0.05,0.01,0.54,8.929337982345732e6
0.1,0.2,0.99,0.42,0.8,0.98,0.96,0.67,8.94910537236825e6
0.24,0.65,0.3,0.6,0.32,0.22,0.37,0.66,8.90322249494256e6
0.46,0.71,0.18,1.0,0.32,0.67,0.3,0.54,8.81827640582211e6
1.0,0.22,0.19,0.19,0.21,0.53,0.34,0.38,8.867754248416802e6
0.84,0.94,0.88,0.57,0.83,0.98,0.2,0.48,8.855015648377806e6
0.13,0.99,0.77,0.07,0.51,0.8,0.81,0.17,8.801531032528514e6
0.64,0.08,0.03,0.01,0.8,0.46,0.46,0.06,8.923367523328077e6
0.46,0.87,0.78,0.66,0.31,0.98,0.31,0.56,8.817213138236696e6
0.42,0.17,0.63,0.56,0.6,0.75,0.25,0.95,8.837386571814487e6
0.2,0.14,0.6,0.03,0.21,0.93,0.76,0.95,8.823404354034659e6
0.68,0.23,0.88,0.67,0.22,0.32,0.26,0.72,8.855918185013063e6
0.44,0.12,0.74,0.69,0.71,0.13,0.32,0.46,8.924708805423703e6
0.97,0.54,0.53,0.78,0.73,0.04,0.6,0.27,8.908327850917872e6
0.5,0.23,0.49,0.71,0.22,0.24,0.88,0.8,8.853865017506707e6
0.75,0.23,0.28,0.22,0.9,0.21,0.14,0.52,8.911789925730923e6
0.93,0.66,0.61,0.71,0.29,0.9,0.86,0.25,8.824020506966254e6
0.75,0.25,0.6,0.46,0.84,0.89,0.1,0.21,8.838891125135615e6
0.19,0.27,0.44,0.34,0.62,0.79,0.37,0.73,8.902811469709132e6
0.42,0.08,0.04,0.23,0.33,0.17,0.86,0.48,8.896379709220072e6
0.07,0.86,0.99,0.6,0.44,0.25,0.62,0.27,8.882007011417048e6
0.93,0.93,0.54,0.52,0.28,0.56,0.74,0.94,8.81218229695167e6
0.14,0.77,0.75,0.19,0.56,0.84,0.23,0.09,8.876991006632373e6
0.04,0.27,1.0,0.84,0.6,0.85,0.08,0.74,8.86532829288501e6
