α_v,α_s,decay,MSE
0.76,0.32,0.58,2.5362883302349787e7
0.71,0.9,0.17,2.53778829073994e7
0.97,0.52,0.2,2.546203471435469e7
0.23,0.48,0.07,2.516400571187045e7
0.76,0.2,0.9,2.5359973831354856e7
0.41,0.45,0.38,2.5211230486476135e7
0.54,0.27,0.5,2.524882747234577e7
0.6,0.04,0.96,2.5345108035126165e7
0.02,0.33,0.19,2.5402877518272392e7
0.02,0.02,0.17,2.5459996283679705e7
0.03,0.65,0.3,2.5421563964468922e7
0.22,0.82,0.51,2.5229241955082476e7
0.25,0.52,0.62,2.5174279248606898e7
0.39,0.13,0.68,2.5165601970373176e7
0.57,0.08,0.59,2.5283875382656995e7
0.8,0.76,0.57,2.5405061346213225e7
0.2,0.81,0.57,2.5230977563102104e7
0.22,0.88,0.59,2.5239386260639638e7
0.02,0.01,0.95,2.5497641020447444e7
0.73,0.64,0.81,2.5373447283511087e7
0.93,0.47,0.86,2.5444766830508236e7
0.32,0.54,0.44,2.5193476312774822e7
0.45,0.23,0.89,2.5196813139549308e7
0.44,0.62,0.2,2.525118286625279e7
0.13,0.25,0.7,2.5145604805459946e7
0.76,0.68,0.01,2.538718959198289e7
0.68,0.06,0.5,2.5357434776940983e7
0.16,0.42,0.43,2.5166022965609707e7
0.51,0.45,0.9,2.5257961314097386e7
0.27,0.39,0.33,2.514659639461251e7
0.34,0.95,0.31,2.526268345946981e7
0.77,0.7,0.92,2.539183930566007e7
0.26,0.92,0.69,2.5245361490467608e7
0.03,0.67,0.15,2.542383231556412e7
0.31,0.16,0.63,2.512289750765571e7
0.72,0.06,0.67,2.537739795368358e7
0.73,0.81,0.32,2.538083553557773e7
0.43,0.63,0.5,2.5248464676809784e7
0.97,0.19,0.51,2.5454847648761027e7
0.43,0.15,0.77,2.5185803573731024e7
0.58,0.1,0.54,2.52811562155086e7
0.99,0.97,0.74,2.5474232608558606e7
0.96,0.86,0.72,2.546303571365732e7
0.22,0.06,0.25,2.511806613288245e7
0.11,0.13,0.23,2.515573711432649e7
0.68,0.71,0.65,2.5357252197963655e7
0.69,0.56,0.29,2.5351716683887757e7
1.0,0.76,0.3,2.5476202181551702e7
0.16,0.37,0.27,2.5152587339082435e7
0.33,0.75,0.52,2.5230442867513277e7
0.84,0.43,0.17,2.540595956617346e7
0.97,0.4,0.3,2.545732425576345e7
0.41,0.23,0.48,2.5175181121298674e7
0.82,0.64,0.77,2.5408950643682044e7
0.01,0.76,0.2,2.549646515715609e7
0.81,0.07,0.49,2.5411943248641822e7
0.51,0.27,0.89,2.5232790761209108e7
0.07,0.28,0.35,2.5241507884183686e7
0.43,0.39,0.23,2.5209495194067724e7
0.9,0.21,0.77,2.5424140526012436e7
0.81,0.94,0.22,2.5414391957796704e7
0.46,0.52,0.04,2.524552233716452e7
0.86,0.41,0.24,2.5413123782455508e7
0.58,0.13,0.23,2.5273690968193486e7
0.89,0.36,0.43,2.542290668284335e7
0.4,0.7,0.15,2.524603275856789e7
0.64,0.29,0.61,2.5302471073550686e7
0.43,0.96,0.68,2.5288748972772878e7
0.99,0.56,0.14,2.5470549260018595e7
0.27,0.99,0.25,2.525962164340489e7
0.02,0.64,0.23,2.545345159391958e7
0.84,0.85,0.12,2.5421705307134964e7
0.62,0.46,0.27,2.5311030232604623e7
0.15,0.62,0.19,2.5219264608161177e7
0.47,0.85,0.57,2.528796164248743e7
0.85,0.77,0.46,2.5423610695517376e7
0.68,0.2,0.52,2.5320115306348294e7
0.13,0.51,0.44,2.5211410931130197e7
0.63,0.04,0.92,2.536093268822002e7
0.75,0.07,0.99,2.5383948450614624e7
0.4,0.32,0.87,2.518226232931697e7
0.68,0.15,0.07,2.532402537987164e7
0.68,0.79,0.92,2.5361292192648362e7
0.79,0.99,0.83,2.541050168150059e7
0.26,0.2,0.89,2.510697961126457e7
0.12,0.19,0.01,2.5146445564863242e7
0.88,0.77,0.05,2.5434416408677783e7
0.42,0.44,0.65,2.5213930779742625e7
0.25,0.11,0.43,2.5105951323968094e7
0.73,0.08,0.89,2.536834700191155e7
