α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.5,0.95,0.05,0.43,0.26,0.65,1.0,0.35,1.0794269379936157e7
0.52,0.38,0.02,0.53,0.23,0.06,0.04,0.72,1.0815975463659465e7
0.27,0.38,0.58,0.35,0.61,0.17,0.84,0.44,1.0767429414038127e7
0.89,0.1,0.25,0.39,0.02,0.13,0.75,0.06,1.0815939905652527e7
0.95,0.51,0.4,0.97,0.21,0.5,0.26,0.35,1.0810500689607976e7
0.68,0.51,0.88,0.83,0.43,0.42,0.23,0.46,1.0789590736281116e7
0.03,0.77,0.38,0.93,0.61,0.09,0.4,0.47,1.0752107655108111e7
0.38,0.45,0.3,0.04,0.97,0.79,0.41,0.55,1.0800809678152252e7
0.47,0.09,0.09,0.97,0.29,0.04,0.09,0.65,1.0829982393298903e7
0.71,0.23,0.09,0.47,0.29,0.42,0.06,0.38,1.0777751650118176e7
0.52,0.59,0.62,0.92,0.04,0.5,0.53,0.17,1.0799249216970626e7
0.42,0.85,1.0,0.38,0.32,0.74,0.69,0.8,1.0793616670531051e7
0.35,0.43,0.45,0.47,0.7,0.76,0.18,0.86,1.079285142879878e7
0.81,0.7,0.79,0.73,0.67,0.28,0.99,0.97,1.0772755362819713e7
0.82,0.58,1.0,0.45,1.0,0.4,0.71,0.32,1.0801002082733233e7
0.6,0.17,0.83,0.78,0.74,0.35,0.99,0.1,1.0799748113550648e7
0.46,0.15,0.49,0.39,0.97,0.83,0.69,0.77,1.0861233375532875e7
0.28,0.6,0.91,0.12,0.03,0.39,0.14,0.89,1.0778148336855087e7
0.13,0.86,0.46,0.97,0.63,0.79,0.04,0.91,1.0789091489081357e7
0.08,0.86,0.45,0.78,0.43,0.13,0.35,0.67,1.0774978549793217e7
0.63,0.56,0.96,0.95,1.0,0.45,0.95,0.15,1.0793355487595825e7
0.8,0.2,0.33,0.77,0.74,0.19,0.08,0.61,1.0796493197943406e7
0.24,0.28,0.41,0.27,0.4,0.48,0.23,0.57,1.0776168291490486e7
0.89,0.84,0.56,0.08,0.83,0.27,0.42,0.68,1.0802124348617706e7
0.85,0.93,0.99,0.48,0.1,0.22,0.37,0.91,1.069836377280907e7
0.28,0.52,0.47,0.21,0.48,0.8,0.23,0.5,1.0792173580936825e7
0.87,0.73,0.24,0.5,0.69,0.84,0.73,0.82,1.080485061943141e7
0.1,0.15,0.74,0.03,0.56,0.81,0.48,0.92,1.0752226350601338e7
0.24,0.7,0.25,0.12,0.44,0.88,0.1,0.6,1.0792627605585346e7
0.58,0.5,0.55,0.63,0.27,0.64,0.36,0.14,1.0801836987904362e7
0.44,0.97,0.91,0.63,0.96,0.14,0.28,0.68,1.0816033719885716e7
0.33,0.27,0.34,0.19,0.39,0.91,0.92,0.73,1.0819106472033866e7
0.12,0.7,0.76,0.27,0.84,0.52,0.62,0.42,1.0791769145652631e7
0.02,0.64,0.7,0.01,0.61,0.71,0.62,0.41,1.075998585357419e7
0.46,1.0,0.96,0.49,0.13,0.37,0.7,0.11,1.0805963648326127e7
0.87,0.68,0.41,0.25,0.76,0.56,0.23,0.03,1.0792825788194865e7
0.14,0.86,0.12,0.19,0.48,0.14,0.47,0.27,1.071962047725784e7
0.5,0.79,0.31,0.93,0.35,0.62,0.26,0.18,1.0774580533741651e7
0.47,0.19,0.18,0.84,0.89,0.42,0.01,0.41,1.0789320272685684e7
0.35,0.13,0.38,0.18,0.38,0.9,0.95,0.34,1.0803573971627302e7
0.38,0.83,0.66,0.44,0.16,0.96,0.2,0.55,1.079233967183488e7
0.51,0.14,0.14,0.76,0.97,0.88,0.48,0.49,1.0796399782818463e7
0.43,0.18,0.62,0.65,0.17,0.76,0.52,0.37,1.0801393699296383e7
0.83,0.84,1.0,0.04,0.72,0.75,0.71,0.89,1.08022329436375e7
0.49,0.76,0.51,0.28,0.84,0.59,0.8,0.37,1.076921464314287e7
0.57,0.75,0.33,0.7,0.46,0.15,0.01,0.88,1.0786942283439755e7
0.11,0.66,0.05,0.19,0.08,0.39,0.24,0.42,1.075542985359707e7
0.69,0.55,0.48,0.69,0.52,0.82,0.22,0.84,1.0796513949981295e7
0.5,0.73,0.39,0.71,0.4,0.29,0.01,0.91,1.0787191112921152e7
0.73,0.58,0.03,0.9,0.18,0.27,0.72,0.34,1.0812757004429674e7
0.34,0.73,0.36,0.33,0.26,0.64,0.73,0.69,1.0784951540524054e7
0.88,0.83,0.29,1.0,0.82,0.61,0.35,0.71,1.0784627252399918e7
0.18,0.18,0.49,0.83,0.19,0.37,0.27,0.74,1.0777203690370373e7
0.13,0.89,0.89,0.77,0.06,0.61,0.4,0.62,1.077774466256446e7
0.84,0.95,0.15,0.62,0.65,0.69,0.62,0.3,1.0789986568572775e7
0.11,0.15,0.84,0.61,0.27,0.35,0.03,0.8,1.0775912321354311e7
0.91,0.72,0.78,0.28,0.28,0.3,0.32,0.73,1.0797768624849543e7
0.22,0.47,0.7,0.03,0.69,0.61,0.25,0.64,1.0804840474321654e7
0.82,0.96,0.26,0.14,0.85,0.67,0.69,0.63,1.0792841283703534e7
0.12,0.51,0.77,0.52,0.25,0.89,0.72,0.27,1.077606359217559e7
0.02,0.42,0.25,0.35,0.05,0.39,0.17,0.84,1.067687375275443e7
0.97,0.99,0.56,0.12,0.69,0.88,0.9,0.73,1.0804105552297529e7
0.14,0.36,0.74,0.65,0.93,0.93,0.16,0.2,1.0800271069065496e7
0.69,0.14,0.45,0.72,0.35,0.49,0.67,0.18,1.084937326595132e7
0.74,0.49,0.63,0.91,0.53,0.58,0.7,0.86,1.0795181540992789e7
