α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.82,0.71,0.31,0.02,0.63,0.87,0.59,0.24,4.263327226770498e6
0.1,0.45,0.07,0.72,0.27,0.34,0.46,0.57,4.255156192457344e6
0.84,0.25,0.95,0.43,0.67,0.48,0.73,0.55,4.265033546184674e6
0.24,0.59,0.05,0.5,0.57,0.63,0.08,0.8,4.258432412189054e6
1.0,0.07,0.25,0.08,0.33,0.28,0.91,1.0,4.238978467577296e6
0.72,0.57,0.49,0.55,0.83,0.07,0.68,0.3,4.261664351866383e6
0.44,0.07,0.88,0.25,0.9,0.6,0.86,0.59,4.269749905948738e6
0.93,0.14,0.26,0.28,0.84,0.78,0.5,0.31,4.268603536238829e6
0.06,0.74,0.5,0.49,0.17,0.13,0.98,0.95,4.277956575557616e6
0.76,0.7,0.41,0.86,0.8,0.51,0.16,0.3,4.267732982041569e6
0.53,0.73,0.98,0.96,0.09,0.27,0.22,0.25,4.285857541540533e6
0.57,0.72,0.76,0.09,0.71,0.57,0.87,0.05,4.267364411928098e6
0.23,0.9,0.98,0.17,0.07,0.59,0.5,0.48,4.289177461099202e6
0.34,0.06,0.7,0.01,0.28,0.11,0.99,0.39,4.256689939303192e6
0.2,0.32,0.34,0.02,0.22,0.23,0.75,0.89,4.254720603332398e6
0.7,0.18,0.7,0.34,0.84,0.3,0.87,0.63,4.263899470095678e6
0.37,0.86,0.28,0.5,0.1,0.93,0.53,0.58,4.258678566901982e6
0.92,0.88,0.1,0.94,0.77,0.04,0.15,0.97,4.273826116527708e6
0.22,0.15,0.55,0.07,0.43,0.68,0.31,0.65,4.2714735643333625e6
0.06,0.78,0.36,0.52,0.93,0.93,0.02,0.13,4.27081010724667e6
0.05,0.54,0.21,0.56,0.83,0.02,0.05,0.71,4.264144255024023e6
0.24,0.23,0.83,0.37,0.57,0.69,0.37,0.12,4.268157164351981e6
0.29,0.36,0.1,0.37,0.02,0.97,0.03,0.04,4.2762222344562e6
0.91,0.91,0.49,0.65,0.27,0.12,0.19,0.53,4.245960944037025e6
0.11,0.67,0.5,0.92,0.46,0.8,0.19,0.21,4.274142320062664e6
0.9,0.86,0.56,0.8,0.66,0.63,0.41,0.71,4.266821604824766e6
0.52,0.14,0.88,0.32,0.06,0.31,0.4,0.67,4.28492791465848e6
0.13,0.4,0.12,0.77,0.23,0.1,0.83,0.68,4.258341087059248e6
0.84,0.45,0.66,0.34,0.06,0.47,0.9,0.32,4.247936087148749e6
0.33,0.44,0.08,0.38,0.05,0.83,0.65,0.2,4.253991294995654e6
0.82,0.59,0.82,0.4,0.27,0.92,0.54,0.62,4.272522173340251e6
0.49,0.68,0.01,0.01,0.19,0.79,0.54,0.11,4.2496984132888075e6
0.17,0.53,0.72,0.07,0.74,0.71,0.55,0.82,4.27276189501225e6
0.74,0.07,0.37,0.18,0.63,0.91,0.55,0.68,4.272783280701216e6
0.32,0.13,0.35,0.85,0.7,0.47,0.67,0.05,4.265571428480733e6
0.58,0.44,0.98,0.21,0.32,0.28,0.3,0.52,4.261398017321216e6
0.32,0.72,0.37,0.43,0.91,0.21,0.28,0.49,4.259911764279264e6
0.64,0.94,0.56,0.49,0.6,0.88,0.28,0.64,4.268095310488109e6
0.52,0.5,0.46,0.22,0.61,0.28,0.08,0.73,4.257908382023457e6
0.18,0.17,0.26,0.56,1.0,0.94,0.09,0.69,4.27177727995441e6
0.57,0.14,0.45,0.97,0.71,0.55,0.11,0.9,4.262886297756459e6
0.04,0.64,0.37,0.8,0.69,0.41,0.05,0.88,4.260529568812595e6
0.86,0.09,0.43,0.9,0.32,0.9,0.12,0.44,4.266730254975101e6
0.81,0.59,0.24,0.98,0.75,0.76,0.1,0.45,4.266219931006371e6
0.56,0.02,0.29,0.04,0.1,0.91,0.63,0.82,4.230907315526181e6
0.36,0.83,0.11,0.54,0.75,0.22,0.97,0.5,4.266517507947324e6
0.72,0.79,0.24,0.51,0.36,0.61,0.38,0.27,4.260106796170685e6
0.9,0.71,0.47,0.94,0.16,0.35,0.93,0.77,4.252926424847407e6
0.25,0.86,0.12,0.36,0.12,0.5,0.4,0.1,4.260589094141526e6
1.0,0.93,0.01,0.9,0.8,0.53,0.57,0.67,4.270400033971772e6
0.88,0.33,0.05,0.64,0.49,0.24,0.8,0.37,4.253068622536775e6
0.61,0.84,0.87,0.2,0.32,0.53,0.29,0.64,4.270333743935669e6
0.54,0.76,0.56,0.98,0.8,0.23,0.95,0.16,4.2734879852281e6
0.32,0.93,0.95,0.65,1.0,0.31,0.87,0.54,4.276445131205186e6
0.21,0.24,0.42,0.87,0.21,0.07,0.09,0.11,4.269380289615212e6
0.53,0.77,0.81,0.5,0.13,0.11,0.6,0.92,4.2576547940466935e6
0.26,0.7,0.17,0.16,0.34,0.27,0.69,0.2,4.259979621128986e6
0.95,0.36,0.48,0.04,0.27,0.07,0.18,0.56,4.224479596382906e6
0.13,0.17,0.7,0.18,0.12,0.42,0.68,0.03,4.270174861036491e6
0.88,0.29,0.99,0.25,0.69,0.23,0.91,0.16,4.264927097790176e6
0.29,0.17,0.92,0.01,0.14,0.94,0.45,1.0,4.281203126660085e6
0.3,0.47,0.57,0.44,0.88,0.17,1.0,0.42,4.26271537134564e6
0.68,0.86,0.22,0.7,0.82,0.16,0.47,0.87,4.253608697768452e6
0.3,0.7,0.01,0.63,0.81,0.27,0.84,0.36,4.275898807408739e6
0.2,0.41,0.98,0.17,0.85,0.72,0.8,0.5,4.273034141796804e6
0.11,0.88,0.49,0.33,0.15,0.46,0.85,0.01,4.275934505786661e6
0.1,0.54,0.53,0.93,0.1,0.69,0.64,0.25,4.27312340569696e6
0.8,0.42,0.64,0.05,0.38,0.36,0.38,0.62,4.254917817598976e6
0.07,0.51,0.97,0.63,0.25,0.62,0.25,0.89,4.280617538750667e6
0.81,0.94,0.64,0.38,0.64,0.06,0.3,0.69,4.2604005979614295e6
0.08,0.1,0.14,0.99,0.85,0.65,0.43,0.55,4.266809034734101e6
0.73,0.06,0.32,0.4,0.42,0.4,0.6,0.91,4.246126961930863e6
0.58,0.63,0.82,0.12,0.68,0.93,0.8,0.32,4.272764296137214e6
0.11,0.73,0.48,0.32,0.63,0.89,0.61,0.86,4.281446627215692e6
0.97,0.98,0.97,0.51,0.35,0.9,0.3,0.83,4.272123424003337e6
0.46,0.72,0.28,0.77,0.12,0.29,0.01,0.66,4.26033048895482e6
0.57,0.74,0.25,0.06,0.63,0.73,0.07,0.98,4.262853867520713e6
0.39,0.2,0.14,0.18,0.98,0.77,0.51,0.33,4.270667940990508e6
0.73,0.94,0.12,0.42,0.25,0.08,0.56,0.62,4.245285507733827e6
0.1,0.62,0.39,0.06,0.94,0.56,0.47,0.89,4.275247460746649e6
