α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.39,0.12,0.18,0.17,0.24,0.66,0.9,0.53,2.853472582042391e7
0.34,0.42,0.39,0.99,0.66,0.91,0.91,0.03,2.8506529923322663e7
0.52,0.36,0.52,0.3,0.8,0.22,0.86,0.06,2.8573295058032077e7
0.8,0.1,0.92,0.96,0.92,0.84,0.3,0.85,2.8600624725688387e7
0.08,0.65,0.93,0.83,0.49,0.6,0.76,0.06,2.8511200969573196e7
0.04,0.53,0.42,0.8,0.24,0.98,0.03,0.42,2.853496824461027e7
0.93,0.96,0.84,0.64,0.64,0.71,0.53,0.12,2.8579606107681565e7
0.09,0.31,0.54,0.69,0.81,0.84,0.32,0.39,2.8592521956449095e7
0.17,0.45,0.59,0.14,0.34,0.38,0.58,0.43,2.853041928521274e7
0.36,0.07,0.94,0.23,0.79,0.67,0.91,0.93,2.8512971009971324e7
0.69,0.85,0.14,0.92,0.92,0.74,0.4,0.76,2.860328735525389e7
0.93,0.28,0.51,0.67,0.56,0.29,0.7,0.9,2.859967906762283e7
0.76,0.37,0.99,0.86,0.41,0.66,0.81,0.53,2.8552619885495294e7
0.78,0.78,0.91,0.46,0.53,0.94,0.17,0.04,2.8540086958303515e7
0.71,0.43,0.84,0.98,0.65,0.37,0.41,0.25,2.858810546080142e7
0.31,0.64,0.57,0.11,0.95,0.03,0.27,0.8,2.8631577810929038e7
0.56,0.12,0.07,0.41,0.27,0.59,0.46,0.9,2.8566312427623536e7
0.16,0.54,0.93,0.52,0.28,0.07,0.46,0.61,2.8577704729401562e7
0.6,0.71,0.01,0.24,0.5,0.91,0.21,0.94,2.8524739351408873e7
0.5,0.82,0.58,0.68,0.23,0.37,0.57,0.53,2.854939451964246e7
0.27,0.4,0.54,0.56,0.25,0.14,0.1,0.19,2.8576571156403575e7
0.29,0.94,0.25,0.85,0.09,0.41,0.51,0.63,2.8589974554157414e7
0.01,0.08,0.65,0.16,0.54,0.37,0.52,0.93,2.8618229166304957e7
0.55,0.46,0.48,0.59,0.77,0.19,0.42,0.37,2.860715328161135e7
0.33,0.35,0.32,0.81,0.36,0.48,0.83,0.22,2.853729266465385e7
0.84,0.09,0.47,0.86,0.95,0.54,0.3,0.89,2.8623558659518052e7
0.77,0.16,0.02,0.33,0.08,0.79,0.01,0.4,2.853259104864894e7
0.59,0.85,0.53,0.09,0.08,0.42,0.21,0.57,2.8573475240777425e7
0.83,0.96,0.36,0.8,0.59,0.47,0.93,0.63,2.8580648117871195e7
0.52,0.26,0.86,0.13,0.74,0.77,0.12,0.95,2.8560053669672932e7
0.05,0.66,0.92,0.92,0.71,0.02,0.61,0.57,2.8551056687861644e7
0.97,0.02,0.35,0.66,0.37,0.97,0.82,0.75,2.8590713126196865e7
0.86,0.89,0.22,0.78,0.03,0.28,0.25,0.34,2.8473434212314226e7
0.79,0.69,0.81,0.02,0.07,0.24,0.9,0.02,2.855074138993427e7
0.75,0.11,0.07,0.26,0.56,0.55,0.21,0.93,2.8557381294897508e7
0.16,0.01,0.68,0.08,0.41,0.24,0.52,0.19,2.8556356544682443e7
0.87,0.9,0.92,0.24,0.29,0.88,0.61,0.66,2.8542103408729948e7
0.89,1.0,0.08,0.45,0.21,0.27,0.73,0.73,2.8576520869885992e7
0.12,0.95,0.05,0.74,0.1,1.0,0.7,0.67,2.8542094090810783e7
0.3,0.31,0.67,0.83,0.33,0.03,0.66,0.28,2.8566685907177415e7
0.03,0.91,0.21,0.18,0.19,0.6,0.26,0.84,2.854968463604134e7
0.65,0.47,0.54,0.6,0.47,0.04,0.98,0.99,2.8595583384792868e7
0.75,0.56,0.86,0.64,0.95,0.32,0.56,0.17,2.8621617015668433e7
0.22,0.65,0.8,0.27,0.34,0.96,0.82,0.56,2.8497865373623036e7
0.02,0.36,0.82,0.47,0.89,0.42,0.43,0.18,2.8480776168780122e7
0.26,0.35,0.27,0.9,0.4,0.53,0.12,0.63,2.8543337583856035e7
0.6,0.9,0.26,0.72,0.94,0.87,0.14,0.45,2.8598989141177274e7
0.3,0.68,0.91,0.57,0.14,0.98,0.58,0.17,2.8546385976595454e7
1.0,0.51,0.07,0.18,0.12,0.29,0.33,0.45,2.85036480951786e7
0.11,0.5,0.04,0.91,0.28,0.27,0.54,0.77,2.8587781764627196e7
0.64,0.52,0.49,0.73,0.61,0.01,0.62,0.79,2.8621009672722604e7
0.86,0.65,0.62,0.43,0.02,0.7,0.66,0.07,2.861763088368639e7
0.41,0.02,0.71,0.23,0.02,0.11,0.06,0.19,2.8514337137701258e7
0.49,0.41,0.89,0.12,0.44,0.58,0.35,0.91,2.8517715916664276e7
0.12,0.55,0.88,0.79,0.91,0.4,0.37,0.5,2.8622975838752877e7
0.74,0.84,0.67,0.1,0.18,0.04,0.25,0.25,2.8564230976818513e7
0.14,0.54,0.37,0.08,0.85,0.82,0.01,0.05,2.8577138006189205e7
0.02,0.02,0.29,0.71,0.07,0.11,0.73,0.61,2.864951559072313e7
0.36,0.17,0.67,0.71,0.94,0.48,0.01,0.54,2.8609542982218068e7
0.69,0.9,0.05,0.51,0.36,0.56,0.59,0.92,2.855257594103011e7
0.73,0.33,0.38,0.71,0.05,0.21,0.6,0.11,2.8604703018071037e7
0.81,0.36,0.07,0.6,0.16,0.55,0.77,0.22,2.8531410136598743e7
0.76,0.21,0.82,0.95,0.28,0.83,0.55,0.56,2.855413033027766e7
0.42,0.04,0.74,0.55,0.16,0.03,0.08,0.55,2.8616870537806734e7
0.23,0.36,0.97,0.53,0.79,0.39,0.57,0.03,2.8602094944039762e7
0.9,0.05,0.91,0.49,0.32,0.61,0.53,0.81,2.8598234543480456e7
0.84,0.97,0.36,0.27,0.63,0.78,0.41,0.7,2.8562290311831914e7
0.58,0.35,0.78,0.13,0.28,0.41,0.47,0.96,2.85416711301917e7
0.51,0.72,0.28,0.53,0.9,0.73,0.3,0.44,2.8595028180338547e7
0.26,0.85,0.74,0.91,0.59,0.34,0.66,0.28,2.855253230218022e7
0.16,0.79,0.85,0.91,0.17,0.66,0.43,0.95,2.855068560822113e7
0.65,0.58,0.24,0.12,0.88,0.72,0.87,0.22,2.8562910135870997e7
0.15,0.03,0.42,0.46,0.78,0.81,0.47,0.37,2.8569910311181962e7
0.73,0.07,0.84,0.88,0.1,0.11,0.5,0.37,2.862560063414179e7
0.96,0.71,0.32,0.7,0.21,0.12,0.61,0.08,2.8575180058734924e7
0.45,0.8,0.38,0.81,0.34,0.42,0.61,0.17,2.8550566573477108e7
0.53,0.77,0.07,0.35,0.51,0.59,0.47,1.0,2.8536550220870312e7
0.51,0.27,0.75,0.75,0.72,0.59,0.24,0.15,2.8556636641947594e7
0.3,0.21,0.66,0.25,0.37,0.71,0.62,0.21,2.852366959119324e7
0.88,0.1,0.09,0.44,0.89,0.56,0.4,0.85,2.861753477161097e7
0.08,0.83,0.16,0.48,0.86,0.95,0.9,0.03,2.853561728918303e7
0.87,0.43,0.3,0.84,0.44,0.74,0.87,0.75,2.8559669010751765e7
0.53,0.38,0.51,0.91,0.21,0.98,0.94,0.06,2.8551996660761762e7
0.13,0.32,0.91,0.88,0.11,0.59,0.27,0.23,2.8536592154491562e7
0.76,0.85,0.52,0.71,0.99,0.54,0.12,0.59,2.861668535347215e7
0.41,0.02,0.66,0.73,0.17,0.88,0.07,0.95,2.8535030310689498e7
0.51,0.26,0.74,0.3,0.74,0.44,0.81,0.07,2.8567132887706045e7
0.5,0.62,0.84,0.29,0.03,0.98,0.06,0.89,2.8507276619504135e7
0.04,0.9,0.42,0.31,0.82,0.94,0.62,0.86,2.8459886416120317e7
0.26,0.27,0.79,1.0,0.12,0.51,0.29,0.23,2.8580775214510582e7
0.68,0.36,0.27,0.39,0.8,0.27,0.97,0.74,2.858280027738331e7
0.55,0.71,0.79,0.08,0.91,0.56,0.69,0.48,2.8598876453889303e7
0.94,0.55,0.67,0.99,0.05,0.75,0.12,0.05,2.8594362170320716e7
0.29,0.72,0.16,0.76,0.41,0.52,0.27,0.58,2.8541371089057654e7
0.9,0.84,0.43,0.36,0.93,0.97,0.26,0.6,2.8588192350218378e7
0.25,0.75,0.08,0.67,0.45,0.85,0.33,0.69,2.8521913658929527e7
0.36,0.11,0.45,0.95,0.97,0.1,0.44,0.01,2.864064339487278e7
0.5,0.93,0.02,0.98,0.8,0.53,0.67,0.13,2.8588441988440495e7
0.7,0.86,0.46,0.39,0.2,0.71,0.03,0.34,2.8496862783292748e7
0.46,0.81,0.09,0.75,0.97,0.39,0.3,1.0,2.8620804496118765e7
0.4,0.26,0.23,0.12,0.65,0.2,0.67,0.63,2.8563877414704558e7
0.04,0.71,0.62,0.53,0.39,0.87,0.7,0.69,2.8553714728333235e7
0.63,0.64,0.91,0.71,0.76,0.21,0.23,0.62,2.8609439575593214e7
0.78,0.91,0.85,0.16,0.82,0.58,0.53,0.21,2.857703456731273e7
0.12,0.54,0.92,0.84,0.35,0.45,0.02,0.9,2.85501225805111e7
0.33,0.76,0.14,0.5,0.45,0.52,0.87,0.35,2.8530825764698815e7
0.68,0.27,0.02,0.42,0.17,0.92,0.56,0.42,2.851382681782509e7
0.13,0.78,0.22,0.54,0.13,1.0,0.61,0.01,2.853780075770369e7
0.34,0.81,0.02,0.53,0.71,0.07,0.21,0.61,2.8604033889934935e7
0.64,0.41,0.64,0.53,0.73,0.85,0.62,0.28,2.8559416535241846e7
0.69,0.42,0.4,0.09,0.54,0.55,0.99,0.39,2.8563017082324624e7
0.27,0.18,0.21,0.29,0.14,0.78,0.97,0.94,2.8545781298185077e7
0.42,0.11,0.27,0.01,0.95,0.42,0.27,0.86,2.860879537560649e7
0.28,0.77,0.53,0.84,0.34,0.58,1.0,0.52,2.8531631874563158e7
0.53,0.75,0.82,0.47,0.31,0.76,0.53,0.88,2.8521503426203772e7
0.16,0.39,0.54,0.34,0.02,0.24,0.98,0.47,2.8560094306640774e7
0.6,0.42,0.76,0.94,0.59,0.5,0.27,0.44,2.8567099421704747e7
0.81,0.11,0.97,0.36,1.0,0.96,0.46,0.26,2.860337275133315e7
0.75,0.33,0.64,0.53,0.52,0.47,0.72,0.4,2.856010498281502e7
0.49,0.14,0.66,0.03,0.75,0.23,0.89,0.54,2.8547617343820997e7
0.75,0.81,0.64,0.26,0.77,0.59,0.33,0.09,2.8572249619412974e7
0.98,0.56,0.72,0.62,0.89,0.92,0.33,0.04,2.858897089084248e7
0.52,0.1,0.72,0.24,0.12,0.61,0.37,0.56,2.8601510020540334e7
0.49,0.7,0.53,0.55,0.46,0.38,0.13,0.64,2.8559152152350895e7
0.27,0.6,0.52,0.48,0.19,0.47,0.19,0.43,2.8552961938271727e7
0.3,0.03,0.51,0.25,0.23,0.28,0.26,0.44,2.8583203242787607e7
0.05,0.32,0.28,0.47,0.69,0.1,0.48,0.81,2.8607623771607306e7
0.31,0.56,0.34,0.49,0.72,0.49,0.7,0.26,2.853252242529772e7
0.09,0.99,0.68,0.12,0.74,0.66,0.76,0.21,2.854000782672449e7
0.27,0.84,0.87,0.81,0.15,0.05,0.13,0.64,2.859919227299598e7
0.95,0.81,0.6,0.4,0.25,0.68,0.49,0.66,2.8556254129247215e7
0.59,0.73,0.01,0.56,0.76,0.41,0.19,0.16,2.8590734538986586e7
0.3,0.15,0.97,0.28,0.79,0.02,0.58,0.27,2.8612773770051297e7
0.34,0.18,0.46,0.56,0.27,0.59,0.84,0.01,2.8542335576894477e7
0.61,0.67,0.44,0.4,0.96,0.78,0.27,0.99,2.8599793214752503e7
0.08,0.58,0.21,0.46,0.36,0.24,0.24,0.01,2.860015127880011e7
0.29,0.23,0.03,0.57,0.12,0.31,0.25,0.14,2.8583205303975664e7
0.6,0.07,0.08,0.68,0.93,0.53,0.79,0.04,2.8621176697429873e7
0.44,0.69,0.39,0.25,0.11,0.42,0.44,0.88,2.85691895558485e7
0.19,0.09,0.48,0.51,0.3,0.45,0.92,0.32,2.8573655492192555e7
0.1,0.94,0.94,0.54,0.8,0.76,0.9,0.14,2.855708067320024e7
0.36,0.42,0.96,0.34,0.63,0.74,0.4,0.43,2.8532476117393695e7
0.42,0.51,0.89,0.56,0.05,0.85,0.16,0.15,2.8534270673114058e7
0.68,0.17,0.45,0.19,0.29,0.98,0.03,0.4,2.8511238619977597e7
0.62,0.96,0.2,0.78,0.23,0.52,0.98,0.51,2.8587316947630197e7
0.16,0.22,0.78,0.67,0.13,0.87,0.15,0.24,2.854608669896487e7
0.64,0.06,1.0,0.9,0.47,0.08,0.03,0.81,2.8596693109857015e7
0.21,0.62,0.59,0.87,0.43,0.68,0.08,0.17,2.8541441087512333e7
0.94,0.55,0.72,0.64,0.55,0.63,0.91,0.42,2.8576229800362393e7
0.59,0.61,0.62,0.39,0.79,0.72,0.82,0.39,2.855893233901651e7
0.86,0.73,0.49,0.63,0.6,0.4,0.07,0.32,2.857655416781568e7
0.91,0.79,0.74,0.32,0.76,0.6,0.13,0.61,2.8572367780601e7
0.54,0.98,0.86,0.97,0.93,0.83,0.22,0.44,2.860286227664446e7
0.78,0.38,0.79,0.14,0.16,0.84,0.1,0.01,2.8549709396193087e7
0.99,0.49,0.02,0.85,0.4,0.31,0.23,0.36,2.8596141384727474e7
0.87,0.56,0.09,0.83,0.14,0.43,0.85,0.48,2.8558464417650443e7
0.89,0.32,0.83,0.71,0.89,0.61,0.5,0.56,2.8598566090358198e7
0.06,0.11,0.89,0.18,0.56,0.73,0.29,0.81,2.8495358981660634e7
0.3,0.59,0.79,0.22,0.14,0.06,0.14,0.93,2.85646126875659e7
0.95,0.48,0.32,0.16,0.87,0.14,0.15,0.95,2.86165004995971e7
0.15,0.99,0.79,0.53,0.74,0.31,0.39,0.83,2.860157040306462e7
0.34,0.58,0.31,0.42,0.3,0.31,0.57,0.87,2.855247531679638e7
0.95,0.77,0.76,0.42,0.3,0.19,0.38,0.19,2.85797552317189e7
0.08,0.12,0.16,0.58,0.87,0.41,0.32,0.17,2.8625938933241844e7
0.08,0.6,0.77,0.05,0.39,0.91,0.99,0.52,2.852405438579748e7
0.59,0.41,0.7,0.36,0.99,0.82,0.82,0.56,2.8599031675550733e7
0.12,0.63,0.23,0.33,0.39,0.71,0.63,0.53,2.8481010444049552e7
0.23,0.81,0.2,0.5,0.75,0.91,0.06,0.19,2.856633610289008e7
0.82,0.17,0.67,0.33,0.72,1.0,0.78,0.09,2.85645409261708e7
0.21,0.27,0.83,0.76,0.35,0.28,0.92,0.83,2.8562003352978397e7
0.92,0.64,0.41,0.9,0.74,0.18,0.53,0.47,2.862106993810772e7
0.05,0.09,0.36,0.66,0.17,0.92,0.79,0.57,2.8520722924881976e7
0.27,0.6,0.87,0.22,0.03,0.78,0.97,0.54,2.8513940327406026e7
0.21,0.18,0.24,0.21,0.3,0.51,0.93,0.54,2.8524134106062748e7
0.03,0.14,0.77,0.42,0.75,0.7,0.56,0.17,2.8554149144371465e7
0.03,0.28,0.78,0.47,0.68,0.8,0.82,0.72,2.8576627472412113e7
0.82,0.97,0.59,0.29,0.19,0.83,0.87,0.08,2.852418253474908e7
0.79,0.86,0.65,0.8,0.15,0.63,0.45,0.29,2.8540079788440607e7
0.56,0.95,0.8,0.13,0.62,0.54,0.27,0.04,2.854008916766916e7
0.62,0.53,0.35,0.03,0.97,0.81,0.68,0.53,2.858804509709335e7
0.68,0.35,0.2,0.88,1.0,0.14,0.94,0.7,2.863527364913441e7
0.45,0.76,0.43,0.04,0.06,0.1,0.18,0.89,2.8524387183104344e7
0.46,0.36,0.73,0.17,0.69,0.72,0.88,0.96,2.852593883188292e7
0.17,0.25,0.1,0.78,0.87,0.59,0.24,0.13,2.8588784653353296e7
0.4,0.06,0.79,0.08,0.76,0.83,0.46,0.52,2.8562586833662335e7
0.3,0.48,0.91,0.49,0.02,0.96,0.28,0.2,2.84570427381534e7
0.82,0.68,0.38,0.72,0.82,0.77,0.9,0.39,2.8582291465632983e7
0.98,0.91,0.86,0.12,0.93,0.49,0.16,0.96,2.8596737839180563e7
0.14,0.5,0.14,0.59,0.3,0.21,0.92,0.88,2.8590639797632564e7
0.03,0.14,0.09,0.96,0.31,0.93,0.03,0.41,2.8526912197354894e7
0.91,0.85,0.54,0.65,0.19,0.31,0.65,0.6,2.8579581260475572e7
0.76,0.77,0.88,0.15,0.13,0.54,0.36,0.5,2.8539015204237692e7
0.15,0.38,0.84,0.23,0.13,0.4,0.43,0.14,2.8554799977296785e7
0.33,0.17,0.69,0.93,0.87,0.57,0.9,0.46,2.8481735900015976e7
0.37,0.4,0.38,0.6,0.59,0.41,0.41,0.12,2.8559254583246835e7
0.7,0.17,0.5,0.15,0.66,0.25,0.8,0.49,2.8584583466233246e7
0.98,0.77,0.61,0.84,0.25,0.88,0.48,0.59,2.854322318952141e7
0.29,0.87,0.77,0.81,0.6,0.21,0.13,0.15,2.860266571290229e7
0.78,0.43,0.53,0.6,0.97,0.34,0.23,0.69,2.862114291312326e7
0.8,0.07,0.62,0.62,0.58,0.4,0.37,0.41,2.860128400723728e7
0.42,0.53,0.5,0.15,0.75,0.45,0.46,0.99,2.857846735941643e7
0.11,0.54,0.61,0.53,0.42,0.62,0.33,1.0,2.853112067528815e7
0.84,0.7,0.89,0.44,0.14,0.85,0.98,0.22,2.8551669196725138e7
0.57,0.75,0.97,0.69,0.91,0.51,0.02,0.33,2.8608240395670865e7
0.8,0.49,0.95,0.08,0.71,0.98,0.69,0.27,2.8554555448586367e7
0.53,0.84,0.47,0.23,0.43,0.84,0.61,0.24,2.851846978542903e7
0.59,0.57,0.67,0.51,0.7,0.69,0.5,0.06,2.855388621128268e7
0.56,0.92,0.51,0.19,0.73,0.15,0.05,0.29,2.86000039761475e7
0.17,0.99,0.48,0.12,0.94,0.16,0.71,0.83,2.8619326329837594e7
0.28,0.22,0.59,0.85,0.8,0.19,0.5,0.09,2.861899248019248e7
0.88,0.29,0.09,0.47,0.61,0.77,0.01,0.26,2.854275085204208e7
0.59,0.84,0.44,0.22,0.41,0.8,0.46,0.67,2.8528277812719777e7
0.96,0.93,0.54,1.0,1.0,0.56,0.13,0.55,2.862041791301322e7
0.42,0.88,0.1,0.29,0.18,0.18,0.06,0.61,2.855540362201977e7
0.39,0.11,0.5,0.48,0.9,0.56,0.48,0.84,2.8629186286778323e7
0.95,0.02,0.53,0.05,0.98,0.48,0.92,0.77,2.864286896738766e7
0.33,0.9,0.31,0.44,0.32,0.24,0.37,0.91,2.84899590717879e7
0.13,0.44,0.64,0.22,0.66,0.25,0.34,0.8,2.848448589165766e7
0.48,0.18,0.29,0.83,0.93,0.1,0.98,0.31,2.8554891048470635e7
0.09,0.3,0.22,0.99,0.39,0.99,0.62,0.19,2.855233505213437e7
0.13,0.93,0.61,0.37,0.97,0.66,0.35,0.21,2.8607149232162874e7
0.8,0.34,0.34,0.8,0.85,0.51,0.9,0.26,2.860768962773861e7
0.46,0.51,0.8,0.52,0.57,0.31,0.4,0.46,2.8564356862607136e7
0.61,0.83,0.96,1.0,0.29,0.14,0.8,0.87,2.8596354446249172e7
0.48,0.92,0.6,0.13,0.22,0.22,0.53,0.52,2.857495239396983e7
0.04,0.94,0.45,0.23,0.55,0.29,0.68,0.71,2.8582029233481247e7
0.63,0.24,0.19,0.65,0.87,0.75,0.08,0.88,2.8591597723711215e7
0.14,0.82,0.31,0.57,0.77,0.3,0.62,0.81,2.8527297885223918e7
0.76,0.92,0.2,0.38,0.61,0.49,0.94,0.17,2.857604366140391e7
0.01,0.56,0.89,0.47,0.68,0.95,0.87,0.69,2.8574836755583353e7
0.31,0.72,0.81,0.34,0.9,0.35,0.23,0.9,2.861199987983942e7
0.75,0.54,0.32,0.47,0.2,0.77,0.05,0.97,2.8515442031788133e7
0.68,0.6,0.88,0.91,0.4,0.17,0.69,0.23,2.8590479307321623e7
0.65,0.49,0.04,0.14,0.06,0.27,0.64,0.35,2.855535990905383e7
0.4,0.19,0.11,0.95,0.76,0.41,0.31,0.71,2.8607200419876833e7
0.43,0.88,0.38,0.53,0.76,0.06,0.26,0.05,2.8607659140646257e7
0.82,0.65,0.24,0.49,0.89,0.12,0.42,0.62,2.862249788785122e7
0.11,0.75,0.19,0.65,0.52,0.34,0.94,0.12,2.8573017454056073e7
0.72,0.82,0.23,0.87,0.33,0.11,0.71,0.57,2.8592687761759907e7
0.56,0.57,0.72,0.67,0.65,0.79,0.79,0.08,2.85391347133169e7
0.18,0.9,0.12,0.11,0.13,0.48,0.86,1.0,2.8542776746278755e7
0.41,0.65,0.61,0.67,0.14,0.25,0.48,1.0,2.858456788013562e7
0.21,0.23,0.42,0.36,0.9,0.08,0.68,0.08,2.8621704096592743e7
0.21,0.46,0.3,0.67,0.44,0.67,0.71,0.51,2.849048728683192e7
0.24,0.55,0.01,0.02,0.29,0.03,0.8,0.5,2.8566224093342934e7
0.13,0.23,0.62,0.34,0.71,0.19,0.42,0.43,2.8603865744081054e7
0.88,0.08,0.3,0.01,0.76,0.1,0.54,0.8,2.8606401075124275e7
0.11,0.36,0.9,0.95,0.08,0.21,0.39,0.42,2.859848853351699e7
0.66,0.38,1.0,0.68,0.08,0.28,0.9,0.63,2.860181658934181e7
0.22,0.43,0.08,0.02,0.78,0.01,0.69,0.2,2.853701124763534e7
0.48,0.13,0.87,0.66,0.39,0.5,0.81,0.45,2.8565485707199898e7
0.45,0.61,0.32,0.39,0.59,0.18,0.18,0.01,2.8583816127035815e7
0.75,0.68,0.02,0.29,0.99,0.14,0.52,0.49,2.862226973949556e7
0.27,0.47,0.24,0.26,0.13,0.29,0.52,0.38,2.8569314201916166e7
0.74,0.8,0.43,0.7,0.98,0.52,0.52,0.5,2.861510128627532e7
0.42,0.61,0.23,0.66,0.21,0.63,0.89,0.8,2.8547673818851348e7
0.86,0.94,0.67,0.71,0.59,0.2,0.97,0.99,2.859993294747052e7
0.73,0.68,0.33,0.89,0.35,0.28,0.65,0.35,2.8586821666578904e7
0.67,0.61,0.73,0.65,0.44,0.97,0.22,0.98,2.8543318381465238e7
0.33,0.62,0.99,0.18,0.21,0.23,0.26,0.9,2.8552675183374476e7
0.1,0.15,0.36,0.12,0.39,0.31,0.89,0.13,2.855814760119373e7
0.73,0.6,0.14,0.73,0.02,0.4,0.68,0.24,2.8611719634641018e7
0.21,0.28,0.8,0.93,0.15,0.23,0.49,0.56,2.858804835372428e7
0.93,0.8,0.62,0.96,0.2,0.62,0.96,0.73,2.8561989897697147e7
0.89,0.39,0.51,0.5,0.05,0.42,0.92,0.46,2.8547068746225618e7
0.11,0.99,0.41,0.13,0.45,0.08,0.18,1.0,2.8562387728611603e7
0.93,0.85,0.37,0.36,0.09,0.38,0.96,0.71,2.8565165533459634e7
0.03,0.49,0.82,0.06,0.91,0.86,0.39,0.38,2.8616308819585547e7
0.94,0.93,0.15,0.31,0.07,0.93,0.05,0.63,2.859409615570509e7
0.77,0.87,0.91,0.68,0.74,0.61,0.99,0.1,2.858545538387511e7
0.27,0.79,0.58,0.52,0.81,0.65,0.31,0.73,2.858979756379475e7
0.5,0.57,0.06,0.73,0.17,0.63,0.14,0.55,2.853115068765955e7
0.07,0.66,0.93,0.28,0.6,0.94,0.33,0.06,2.848935438526984e7
0.51,0.21,0.47,0.55,0.55,0.24,0.82,0.55,2.857043229150458e7
0.73,0.46,0.39,0.34,0.32,0.34,0.38,0.15,2.8563647602471277e7
0.64,0.89,0.28,0.99,0.74,0.02,0.32,0.07,2.861320989891011e7
0.44,0.23,0.66,0.63,0.7,0.82,0.76,0.37,2.855287636827425e7
0.54,0.43,0.05,0.71,0.28,0.35,0.09,0.25,2.856823735886274e7
0.41,0.57,0.54,0.34,0.48,0.09,0.46,0.48,2.8566418858776886e7
0.1,0.53,0.99,0.97,0.33,0.06,0.77,0.81,2.8601439328219365e7
