α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.4,0.36,0.92,0.29,0.68,0.38,0.4,0.52,3.30624431993049e6
0.86,0.73,0.63,0.82,0.45,0.67,0.47,0.58,3.2791481411990942e6
0.82,0.24,0.99,0.46,0.36,0.55,0.27,0.58,3.3292675792456837e6
0.3,0.01,0.51,0.4,0.88,0.5,0.41,0.39,3.4094217930271677e6
0.2,0.52,0.53,0.75,0.84,0.98,0.13,0.79,3.21721454629042e6
0.55,0.95,0.64,0.51,0.8,0.31,0.73,0.28,3.3459401409113756e6
0.95,0.5,0.69,0.66,0.43,0.87,0.25,0.69,3.2604456665755077e6
0.67,0.22,0.75,0.44,0.86,0.14,0.69,0.6,3.3294934337104177e6
0.49,0.43,0.53,0.83,0.26,0.4,0.99,0.82,3.311192104955559e6
0.41,0.6,0.02,0.47,0.13,0.77,0.33,0.17,3.329496319418516e6
0.82,1.0,0.71,0.14,0.31,0.42,0.81,0.03,3.3555956026364397e6
0.93,0.17,0.89,0.4,0.68,0.37,0.51,0.14,3.307447271860634e6
0.85,0.78,0.92,0.97,0.15,0.44,0.91,0.46,3.3516964754061075e6
0.28,0.63,0.42,0.56,0.1,0.99,0.46,0.35,3.306380664650773e6
0.84,0.61,0.75,0.28,0.11,0.01,0.37,0.2,3.522580774371365e6
0.39,0.27,0.59,0.46,0.27,0.89,0.38,0.05,3.279300554030192e6
0.15,0.23,0.91,0.47,0.9,0.43,0.84,0.9,3.3670724527315395e6
0.88,0.02,0.07,0.04,0.19,0.99,0.88,0.37,3.2854337442838927e6
0.98,0.38,0.64,0.19,0.06,0.21,0.14,0.23,3.4908814482141463e6
0.65,0.71,0.9,0.33,0.41,0.86,0.24,0.73,3.257322735035086e6
0.15,0.73,0.71,0.96,0.16,0.96,0.7,0.07,3.2976152212232687e6
0.49,0.28,0.6,0.13,0.54,0.31,0.29,0.98,3.311244229115298e6
0.67,0.98,0.37,0.59,0.77,0.84,0.15,0.28,3.235620812492898e6
0.16,0.82,0.88,0.38,0.06,0.07,0.89,0.9,3.448361898653065e6
0.77,0.07,0.33,0.53,0.58,0.06,0.66,0.06,3.3848996392684258e6
0.26,0.75,0.96,0.68,0.37,0.61,0.58,0.36,3.301577558301797e6
0.31,0.58,0.79,0.2,0.55,0.19,0.77,0.45,3.358405605990412e6
