α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.59,0.64,0.19,0.43,0.96,0.74,0.25,0.96,1.1272346774275316e7
0.27,0.53,0.68,0.53,0.88,0.79,0.51,0.92,1.1273933529113667e7
0.18,0.44,0.32,0.31,0.37,0.77,0.37,0.97,1.1267487931151066e7
0.72,0.44,0.57,0.97,0.27,0.02,0.04,0.56,1.1271332486225825e7
0.42,0.24,0.46,0.79,0.15,0.75,0.07,0.67,1.1275699314932087e7
0.66,0.68,0.68,0.17,0.64,0.53,0.23,0.29,1.1274569582152564e7
0.24,0.17,0.49,0.08,0.91,0.49,0.79,0.31,1.1278588055720102e7
0.09,0.3,0.08,0.76,0.59,0.04,0.48,0.94,1.127376930079889e7
0.68,0.94,0.7,0.45,0.15,0.2,0.95,0.83,1.1279151652277473e7
0.28,0.03,0.67,0.51,0.38,0.54,0.15,0.13,1.1277129668059647e7
0.93,0.56,0.08,0.36,0.26,0.64,0.28,0.39,1.1275967005692748e7
0.59,0.77,0.78,0.65,0.43,0.12,0.18,0.92,1.1279126745161738e7
0.19,0.79,0.62,0.37,0.97,0.78,0.76,1.0,1.1274151016133811e7
0.5,0.14,0.18,0.68,0.65,0.13,0.82,0.76,1.1278015693337295e7
0.91,0.22,0.61,0.95,0.2,0.13,0.95,0.89,1.1271733944411913e7
0.68,1.0,0.52,0.5,0.1,0.35,0.65,0.42,1.1279130944010261e7
0.01,0.37,0.05,0.63,0.98,0.74,0.86,0.52,1.1230615135755643e7
0.24,0.88,0.34,0.74,0.9,0.3,0.27,0.8,1.1278227899986275e7
0.12,0.37,0.06,0.33,0.68,0.7,0.62,1.0,1.1247337366463885e7
0.34,0.92,0.44,0.81,0.38,0.16,0.59,0.08,1.1278819765126184e7
0.56,0.05,1.0,0.21,0.46,0.04,0.81,0.9,1.1276009382711079e7
0.1,0.05,0.48,0.6,0.75,0.91,0.39,0.3,1.1277587142125065e7
0.99,0.66,0.3,0.64,0.71,0.32,0.38,0.49,1.127736107953237e7
0.42,0.63,0.45,0.38,0.77,0.18,0.34,0.19,1.1278390845924197e7
0.02,0.26,0.48,0.55,0.26,0.04,0.43,0.67,1.1277364350643523e7
0.03,0.44,0.4,0.66,0.07,0.2,0.85,0.17,1.12545729135478e7
0.86,0.43,0.64,0.16,0.98,0.92,1.0,0.4,1.127559267623439e7
0.96,0.66,1.0,0.97,0.34,0.71,0.11,0.36,1.1277196314909589e7
0.24,0.12,0.62,0.36,0.7,0.68,0.86,0.57,1.1278157603577584e7
0.89,0.71,0.7,0.03,0.67,0.33,0.68,0.6,1.1278281883879114e7
0.73,0.54,0.54,0.73,0.37,0.34,0.42,0.23,1.127900795264674e7
0.02,0.91,0.09,0.69,0.1,0.89,0.73,0.42,1.1242754800486084e7
0.77,0.69,0.5,0.06,0.56,0.91,0.41,0.26,1.1275726851575682e7
0.9,0.82,0.14,0.78,0.53,0.54,0.76,0.54,1.1278768618784187e7
0.61,0.19,0.05,0.92,0.15,0.42,0.28,0.87,1.12787114287385e7
0.71,0.26,0.46,0.12,0.5,0.27,0.49,0.37,1.1279067914707012e7
0.2,0.82,0.96,0.94,0.58,0.92,0.23,0.45,1.1272834971527422e7
0.28,0.33,0.44,0.59,0.7,0.36,0.14,0.87,1.1276174657624029e7
0.03,0.17,0.15,0.91,0.27,0.06,0.37,0.84,1.1277797278745294e7
0.64,0.85,0.47,0.86,0.26,0.55,0.38,0.56,1.127908449915472e7
0.64,0.56,0.66,0.93,0.68,0.24,0.41,0.44,1.1278664517410766e7
0.7,0.31,0.33,0.08,0.4,0.85,0.52,0.98,1.1276822324422937e7
0.01,0.06,0.02,0.62,0.97,0.19,0.31,0.27,1.124570035528076e7
0.31,0.67,0.69,1.0,0.58,0.85,0.18,0.18,1.1271703643539174e7
1.0,0.7,0.57,0.85,0.08,0.37,0.17,0.69,1.12754671406851e7
0.89,0.98,0.48,0.1,0.94,0.05,0.49,0.96,1.1279150634666879e7
0.44,0.76,0.48,0.95,1.0,0.23,0.33,0.7,1.1278754824324323e7
0.44,0.79,0.35,0.06,0.69,0.39,0.21,0.96,1.1276169638270844e7
0.02,0.15,0.55,0.29,0.54,0.28,0.89,0.07,1.124865126976836e7
0.69,0.59,0.91,0.71,0.61,0.53,0.53,1.0,1.1276806326867752e7
0.7,0.15,0.45,0.92,0.82,0.57,0.65,0.58,1.1279117640903935e7
0.37,0.37,0.93,0.56,1.0,0.67,0.77,0.88,1.1277839395582624e7
0.1,0.14,0.5,0.77,0.41,0.6,0.1,0.15,1.1269559182263589e7
0.1,0.06,0.79,0.98,0.71,0.66,0.37,0.05,1.1277870007079965e7
0.32,0.23,0.01,0.8,0.17,0.69,0.91,0.87,1.127912737376496e7
0.15,0.19,0.52,0.24,0.53,0.68,0.53,0.31,1.127210051719707e7
0.98,0.78,0.89,0.83,0.95,0.2,0.72,0.23,1.1277753575064901e7
1.0,0.98,0.85,0.78,0.71,0.35,0.74,0.87,1.1279132636930905e7
0.69,0.42,0.1,0.88,0.59,0.38,0.38,0.66,1.1276669760171022e7
0.81,0.56,0.59,0.7,0.75,0.76,0.4,0.81,1.1273193035323977e7
0.01,0.07,0.18,0.36,0.77,0.1,0.02,0.5,1.1279103706465052e7
0.62,0.67,0.83,0.43,0.55,0.11,0.44,0.11,1.1279021960648596e7
0.87,0.23,0.11,0.63,0.56,0.92,0.15,0.96,1.1274876991058346e7
0.7,0.69,0.56,0.88,0.84,0.72,0.92,0.84,1.127100455495881e7
0.26,0.17,0.58,0.46,0.61,0.59,0.74,0.27,1.1276283732587673e7
0.25,0.92,0.16,0.89,0.72,0.68,0.34,0.21,1.1272396977591861e7
0.35,0.53,0.22,0.78,0.18,0.8,0.26,0.33,1.1275658411061555e7
0.97,0.18,0.3,0.47,0.45,0.44,0.67,0.06,1.127576559063733e7
0.85,0.11,0.37,0.48,0.59,0.28,0.78,0.51,1.1277307087384596e7
0.08,0.67,0.78,0.8,0.14,0.94,0.99,0.51,1.126594048380961e7
0.12,0.71,0.88,0.83,0.25,0.11,0.87,0.75,1.127392334792944e7
0.65,0.96,0.26,0.54,0.94,0.77,0.61,0.59,1.1274577957696963e7
0.67,0.86,0.77,0.82,0.94,0.53,0.69,0.12,1.1277338090365043e7
0.35,0.84,0.05,0.91,0.62,0.28,0.56,0.61,1.1273753754345182e7
0.16,0.77,0.91,0.31,0.77,0.34,0.24,0.67,1.1278219273761885e7
0.76,0.86,0.36,0.45,0.96,0.03,0.67,0.28,1.1279058385256264e7
0.7,0.1,0.24,0.4,0.07,0.14,0.61,0.69,1.126390109587572e7
0.7,0.93,0.68,0.95,0.34,0.33,0.79,0.51,1.1278285577571714e7
0.73,0.21,0.94,0.56,0.59,0.94,0.96,0.73,1.127915097582788e7
0.54,0.73,0.92,0.71,0.07,0.68,0.45,0.02,1.1279042943355124e7
0.12,0.62,0.37,0.56,0.06,0.97,0.13,0.16,1.126638499475282e7
0.78,0.94,0.01,0.56,0.16,0.87,0.7,0.97,1.1279060762994573e7
0.94,0.77,0.19,0.93,0.95,0.29,0.38,0.02,1.1277014515727166e7
0.06,0.88,0.94,0.35,0.6,0.33,0.9,0.84,1.1270667325312458e7
0.95,0.1,0.02,0.28,0.02,0.91,0.29,0.49,1.1279130317484397e7
0.48,0.05,0.46,0.61,0.41,0.12,0.37,0.1,1.1276790217151064e7
0.62,0.52,0.37,0.98,0.47,0.99,0.8,0.6,1.1275474805337042e7
0.9,0.15,0.71,0.38,0.15,0.9,0.37,0.84,1.1279149318909701e7
0.11,0.21,0.63,0.1,0.97,0.82,0.69,0.35,1.1277397307182569e7
0.85,0.55,0.28,0.98,0.66,0.86,0.07,0.54,1.1272379180897959e7
0.66,0.02,0.2,0.89,0.42,0.3,0.17,0.26,1.1277756990971984e7
0.27,0.06,0.13,0.28,0.63,0.35,0.21,0.8,1.1277735294603504e7
0.3,0.55,0.51,0.96,0.38,0.78,0.38,0.47,1.1272601074524106e7
0.11,0.43,0.08,0.44,0.47,0.06,0.74,0.05,1.1278424737028053e7
0.34,0.43,0.99,0.62,0.72,0.08,0.56,0.5,1.1274843708721884e7
0.16,0.27,0.75,0.9,0.21,0.2,0.43,0.65,1.1278943979161832e7
0.93,0.59,0.85,0.19,0.43,0.09,0.03,0.07,1.1275261165039454e7
0.6,0.07,0.9,0.68,0.99,0.4,0.66,0.33,1.127626949048297e7
0.92,0.66,0.21,0.95,0.43,0.8,0.23,0.51,1.1278461360801961e7
0.49,0.41,0.68,0.14,0.91,0.97,0.11,0.06,1.1273549232793747e7
0.34,0.78,0.04,0.65,0.08,0.21,0.11,0.84,1.1275881452305572e7
0.65,0.78,0.06,0.29,0.42,0.13,0.6,0.68,1.1279101903524611e7
0.9,0.95,0.13,0.34,0.67,0.51,0.86,0.65,1.1277842315602193e7
0.93,0.92,0.07,0.3,0.47,0.42,0.34,0.93,1.127912532485263e7
0.4,0.35,0.85,0.97,0.42,0.64,0.14,0.57,1.1275744957222963e7
0.84,0.47,0.15,0.1,0.11,0.67,0.38,0.77,1.127761668246911e7
0.07,0.92,0.53,0.29,0.9,0.73,0.85,0.14,1.12680711869313e7
0.51,0.73,0.63,0.26,0.21,0.17,0.73,0.36,1.1279121580618918e7
0.49,0.76,0.62,0.71,0.24,0.97,0.56,0.55,1.1278500293041948e7
0.15,0.05,0.54,0.5,0.74,0.42,0.66,0.85,1.1274458122990932e7
0.75,0.72,0.08,0.25,0.48,0.95,0.92,0.42,1.1273308604343928e7
0.21,0.53,0.06,0.86,0.74,0.22,0.35,0.7,1.1278179857460078e7
0.42,0.6,0.24,0.98,0.26,0.79,0.05,0.21,1.1275141744775873e7
0.63,0.18,0.89,0.44,0.5,0.29,0.48,0.27,1.1279011403784681e7
0.88,0.12,0.16,0.85,0.28,0.63,0.72,0.29,1.1272609546693452e7
0.24,0.12,0.58,0.99,0.62,0.34,0.78,0.04,1.1277693734639281e7
0.46,0.91,0.6,0.1,0.63,0.84,0.17,0.17,1.1272298961596575e7
0.57,0.67,0.74,0.76,0.84,0.61,0.95,0.7,1.126919488780291e7
0.96,0.55,0.15,0.43,0.12,0.67,0.85,0.31,1.127898730976016e7
0.8,0.16,0.94,0.36,0.02,0.1,0.58,0.12,1.1277400973512013e7
0.44,0.04,0.71,0.38,0.94,0.44,0.65,0.32,1.1277108460315758e7
0.22,0.35,0.16,0.11,0.93,0.97,0.86,1.0,1.127431442700936e7
0.31,0.08,0.83,0.25,0.85,0.73,0.06,0.35,1.1273435140270863e7
0.61,0.79,0.18,0.7,0.63,0.17,0.29,0.93,1.127634142827963e7
0.23,0.59,0.53,0.7,0.95,0.45,0.03,0.87,1.1276204461085793e7
0.78,0.09,0.19,0.4,0.7,0.71,0.12,0.89,1.1271151364567904e7
