α_v,α_s,decay,MSE
0.16,0.01,0.81,5.471285303531222e6
0.05,0.41,0.37,5.449481476096555e6
0.38,0.66,0.35,5.426047165358823e6
1.0,0.18,0.5,5.456486605148187e6
0.08,0.69,0.02,5.440950443157744e6
0.72,0.09,0.86,5.45165061285577e6
0.73,0.77,0.98,5.439427348533197e6
0.5,0.92,0.88,5.436207652713539e6
0.33,0.62,0.49,5.424024236723934e6
0.47,0.6,0.37,5.427339980013983e6
0.97,0.68,0.77,5.44981588761206e6
0.07,0.46,0.7,5.439215733546501e6
0.75,0.48,0.05,5.436996828878179e6
0.38,0.26,0.62,5.4218659216908105e6
0.91,0.48,0.48,5.445502706100121e6
0.36,0.86,0.23,5.431343982604528e6
0.23,0.21,0.21,5.419657602546102e6
0.98,0.68,0.84,5.450405781749275e6
0.84,0.61,0.21,5.442268422894856e6
0.89,0.51,0.19,5.444398815625686e6
0.89,0.26,0.18,5.446030930389212e6
0.63,0.87,0.25,5.4381771389504485e6
0.63,0.12,0.22,5.441775136529345e6
0.76,0.36,0.38,5.437402056495976e6
0.15,0.47,0.13,5.422431544855001e6
0.72,0.72,0.45,5.438209248085132e6
0.28,0.46,0.96,5.419962845193859e6
0.27,0.74,0.37,5.426536449121582e6
0.48,0.24,0.16,5.42616860693747e6
0.37,0.32,0.69,5.421000799212681e6
0.79,0.63,0.73,5.440041191810196e6
0.33,0.3,0.3,5.419824214747386e6
0.22,0.06,0.73,5.4461142578117065e6
0.39,0.55,0.67,5.4240208281947635e6
0.56,0.12,0.05,5.43871967383599e6
0.12,0.03,0.93,5.470189541392305e6
0.1,0.99,0.55,5.446579016967699e6
0.29,0.48,0.41,5.42044922473768e6
0.48,0.6,0.69,5.427659282878907e6
0.2,0.13,0.77,5.426580855210442e6
0.35,0.13,0.27,5.429016316338031e6
0.52,0.09,0.86,5.443233070475005e6
0.85,0.62,0.04,5.442852753348069e6
0.07,0.71,0.54,5.4453606876716195e6
0.15,0.98,0.03,5.439344304729991e6
0.07,0.99,0.37,5.455145112333639e6
