α_v,α_s,decay,MSE
0.34,0.92,0.25,1.5308085581165096e7
0.76,0.44,0.96,1.5270024575568227e7
0.19,0.47,0.26,1.5339030737273354e7
0.07,0.78,0.76,1.5337092878399475e7
0.93,0.19,0.69,1.5234121470788004e7
0.94,0.4,0.19,1.5250907431596473e7
0.95,0.7,0.19,1.5243552219441852e7
0.56,0.6,0.84,1.52921372623711e7
0.24,0.32,0.05,1.5333805235492159e7
0.26,0.07,0.13,1.5315753439668035e7
1.0,0.31,0.59,1.5242033605354875e7
0.6,0.69,0.29,1.5283188724966465e7
0.71,0.75,0.39,1.5266620157268768e7
0.02,0.32,0.07,1.5350829709264366e7
0.61,0.3,0.25,1.5284748604283135e7
0.34,0.4,0.54,1.5324011814451281e7
0.76,0.48,0.03,1.5269841005037136e7
0.16,0.47,0.53,1.534135614917399e7
0.51,0.45,0.93,1.5302435283546075e7
0.11,0.15,0.96,1.5336261417768497e7
0.66,0.14,0.8,1.5259035502539178e7
0.03,0.7,0.43,1.5343599509011738e7
0.48,0.85,0.56,1.5292649299840083e7
0.64,0.89,0.32,1.5270461915920196e7
0.02,0.47,0.05,1.5351069196501901e7
0.34,0.29,0.95,1.532116822534179e7
0.43,0.74,0.57,1.5303453877423748e7
0.63,0.45,0.96,1.5286443559885072e7
0.18,0.91,0.12,1.5326137045739535e7
0.77,0.03,0.74,1.5240942629883686e7
0.33,0.53,0.11,1.532357199086928e7
0.17,0.97,0.16,1.5325251618248867e7
0.95,0.88,0.07,1.5237147594713688e7
0.36,0.69,0.21,1.5314321978845742e7
0.68,0.55,0.38,1.5278179015811702e7
0.2,0.7,0.4,1.5331670765595045e7
0.05,0.65,0.44,1.534223291223173e7
0.89,0.11,0.37,1.522537805411297e7
0.67,0.81,0.61,1.5269283681101507e7
0.51,0.31,0.05,1.5299393295177491e7
0.62,0.76,0.77,1.527764132091695e7
0.22,0.94,0.61,1.5321201785162246e7
0.18,0.91,0.39,1.5326137045739535e7
0.12,0.49,0.68,1.5343460291139804e7
0.78,0.84,0.39,1.5255026275024254e7
0.66,0.54,1.0,1.5281022466442348e7
0.19,0.75,0.23,1.5330775243693147e7
0.01,0.77,0.81,1.535290082414428e7
0.53,0.74,0.17,1.5290336592707595e7
0.5,0.72,0.84,1.5295149883468574e7
0.97,0.62,0.15,1.5245165932222996e7
0.82,0.41,0.4,1.5262863245235773e7
1.0,0.27,0.3,1.523859415198412e7
0.62,0.83,0.52,1.527496732036543e7
0.19,0.64,0.29,1.5334717330521407e7
0.47,0.75,0.39,1.5297839662761504e7
0.82,0.58,0.32,1.5260637283746501e7
0.66,0.32,0.24,1.5279174061056128e7
0.54,0.78,0.4,1.528737248299739e7
0.45,0.01,0.71,1.5311038777824266e7
0.68,0.66,0.69,1.5274108977408808e7
0.08,0.21,0.87,1.5340850713895682e7
0.49,0.92,0.61,1.5289103912568325e7
0.83,0.66,0.01,1.5256521157564199e7
0.47,0.41,0.01,1.530773245635111e7
0.51,0.43,0.46,1.5302493566826278e7
0.45,0.5,0.56,1.5309590698710108e7
0.29,0.38,0.64,1.5329564692983467e7
0.61,0.9,0.84,1.527402565150896e7
0.86,0.95,0.63,1.5243731919036966e7
0.95,0.59,0.6,1.524785021456853e7
0.78,0.07,0.81,1.5233301949439015e7
0.97,0.4,0.48,1.5248464800787682e7
0.65,0.64,0.32,1.5278761207836784e7
0.61,0.25,0.6,1.528057478859491e7
0.61,0.66,0.99,1.528313970967062e7
0.63,0.49,0.82,1.5286038307656651e7
0.99,0.52,0.35,1.5246755725367067e7
0.25,0.78,0.7,1.5323499757116847e7
0.71,0.47,0.9,1.5276027616285313e7
0.98,0.18,0.93,1.5228631712672547e7
0.5,0.64,0.66,1.5298506731426159e7
0.04,0.07,0.93,1.533297400979915e7
0.68,0.1,0.87,1.525032843836406e7
0.67,0.51,0.13,1.5280477721843038e7
0.99,0.52,0.13,1.5246755725367067e7
0.41,0.17,0.8,1.5301725787923072e7
0.22,0.27,0.79,1.5334104330193006e7
0.43,0.3,0.45,1.5309896311199168e7
0.91,0.54,0.91,1.5252850160517324e7
0.75,0.41,0.76,1.5270957381789457e7
0.58,0.9,0.86,1.527791717427871e7
0.52,0.26,0.13,1.5294501560243864e7
0.84,0.56,0.9,1.5259150909950694e7
0.31,0.81,0.44,1.5315511983566754e7
0.68,0.72,0.68,1.5271591080790015e7
0.69,0.46,0.42,1.5278619925299907e7
0.97,0.58,0.93,1.5246594747099783e7
0.45,0.14,0.58,1.5292001800427042e7
0.65,0.03,0.66,1.5258548248188226e7
