α_v,α_s,α_v_error,α_s_error,decay,MSE
0.27,0.44,0.43,0.43,0.35,3.015000879818157e7
0.74,0.25,0.31,0.1,0.53,3.0123978552786484e7
0.02,0.47,0.91,0.63,0.61,3.005636695706593e7
0.58,0.88,0.28,0.02,0.74,3.011777500166921e7
0.11,0.63,0.23,0.2,0.06,3.0143895730209008e7
0.48,0.48,1.0,0.99,0.3,3.0138673409680486e7
0.48,0.99,0.29,0.8,0.78,3.006662093476389e7
0.38,0.43,0.09,0.03,0.25,3.0140096132676758e7
0.31,0.63,0.76,0.54,0.94,3.013431230711717e7
0.04,0.24,0.47,0.69,0.87,3.0025790401509013e7
0.96,0.05,0.49,0.02,0.36,3.008200832249647e7
0.47,0.86,0.16,0.63,0.38,3.010718095483968e7
0.05,0.2,0.78,0.22,0.84,2.9981203878203537e7
0.71,0.14,0.94,0.34,0.89,3.014258812429416e7
0.23,0.49,0.66,0.12,0.92,3.0149615007864907e7
0.03,0.22,0.73,0.43,0.74,2.99696463270888e7
0.23,0.32,0.52,0.88,0.53,3.014862421766047e7
0.37,0.18,0.25,0.19,0.08,3.0110765203821596e7
0.74,0.91,0.01,0.74,0.55,3.0111586767140977e7
0.63,0.17,0.2,0.87,0.58,3.0143664035696693e7
0.26,0.41,0.35,0.19,0.09,3.014072284930948e7
0.38,0.75,0.89,0.23,0.9,3.011844865575822e7
0.8,0.83,0.73,0.04,0.81,3.012298983828552e7
0.53,0.29,0.61,0.78,0.59,3.0150680468010515e7
0.87,0.47,0.64,0.66,0.93,3.0150581274135772e7
0.11,0.63,0.69,0.96,0.54,3.01482290296786e7
0.2,0.6,0.14,0.06,0.84,3.0147943943841994e7
0.79,0.29,0.64,0.49,0.64,3.014748448279672e7
0.69,0.33,0.41,0.27,0.28,3.0143202475753162e7
0.55,0.71,0.8,0.88,0.29,3.0112130144413892e7
0.21,0.08,0.44,0.18,0.82,3.0062317924140297e7
0.25,0.57,0.37,0.34,0.5,3.0150726634330105e7
0.59,0.77,0.11,0.41,0.82,3.013277419807601e7
0.02,0.6,0.6,0.02,0.49,3.0115655358962756e7
0.35,0.64,0.2,1.0,0.08,3.0139134915149536e7
0.41,0.37,0.3,0.92,0.98,3.0150934572109878e7
0.37,0.81,0.28,0.82,0.31,3.0110350834260017e7
0.23,0.43,0.54,0.22,0.86,3.0145862652854193e7
0.78,0.56,0.4,0.21,0.76,3.0150997759413943e7
0.22,0.95,0.77,0.48,0.26,3.0070556695197806e7
0.55,0.33,0.01,0.61,0.74,3.014421539318338e7
0.3,0.8,0.44,0.57,0.18,3.0113297113157887e7
0.27,0.55,0.45,0.35,0.37,3.015051887738566e7
0.09,0.15,0.44,0.86,0.65,3.0082595808870777e7
0.37,0.08,0.49,0.18,0.77,3.010086071427487e7
0.37,0.24,0.66,0.87,0.95,3.0150143314170215e7
0.95,0.46,0.77,0.67,0.24,3.0150719008797392e7
0.03,0.73,0.15,0.03,0.82,3.01509672625849e7
0.83,0.55,0.04,0.77,0.64,3.0150904708657056e7
0.28,0.25,0.97,0.31,0.33,3.0144589743819408e7
