α_v,α_s,α_v_error,α_s_error,decay,MSE
0.23,0.29,0.13,0.12,0.53,6.0034346791090295e6
0.08,0.96,0.15,0.89,0.17,6.0361927423897125e6
0.31,0.86,0.94,0.05,0.42,5.992656179397612e6
0.28,0.08,0.3,0.97,0.96,6.062416276174495e6
0.43,0.44,0.73,0.53,0.77,6.026533310141304e6
1.0,0.76,0.37,0.51,0.19,6.031241242272862e6
0.26,0.37,0.12,0.97,0.09,6.028123055946473e6
0.23,0.81,0.85,0.38,0.11,6.001142105656436e6
0.21,0.29,0.98,0.85,1.0,6.06514375511746e6
0.25,0.16,0.92,0.27,0.65,6.057305315208247e6
0.62,0.08,0.33,0.83,0.67,6.077869123871058e6
0.98,0.08,0.23,0.48,0.33,6.090747834369123e6
0.46,0.74,0.6,0.49,0.34,6.001128753280005e6
0.52,0.79,0.97,0.9,0.52,6.033651319444619e6
0.91,0.26,0.51,0.23,0.2,6.065663651979262e6
0.33,0.23,0.73,0.79,0.31,6.0506665184992105e6
0.6,0.44,0.95,0.55,0.15,6.047684421829559e6
0.15,0.96,0.21,0.64,0.49,5.9878590620089825e6
0.66,0.31,0.04,0.12,0.78,6.027270932734947e6
0.44,0.77,0.66,0.72,0.25,6.0103726516813e6
0.87,1.0,0.39,0.95,0.02,6.022475729621608e6
0.05,0.33,0.11,0.7,0.56,6.107548013072325e6
0.37,0.02,0.85,0.77,0.36,6.132995416199119e6
0.77,0.62,0.76,0.84,0.84,6.049401667314567e6
0.25,0.12,0.31,0.08,0.12,6.041623384256642e6
0.65,0.53,0.87,0.65,0.86,6.044334567126747e6
0.89,0.91,0.21,0.59,1.0,6.010867797851547e6
0.61,0.61,0.87,0.81,0.8,6.042905746439224e6
0.15,0.73,0.56,0.42,0.68,6.000710859181451e6
0.99,0.79,0.03,0.5,0.2,6.019740699275416e6
0.85,0.41,0.76,0.38,0.58,6.055445395557009e6
0.7,0.65,0.81,0.71,0.92,6.038827034184041e6
0.56,0.58,0.46,0.9,0.33,6.032609134814184e6
0.24,0.82,0.37,0.35,0.66,5.976786619126018e6
0.25,0.38,0.46,0.3,0.79,6.005365552102955e6
0.93,0.6,0.19,0.84,0.51,6.044549760918073e6
0.27,0.14,0.25,0.95,0.84,6.0459278254567925e6
0.25,0.8,0.84,0.86,0.37,6.020771789199522e6
0.9,0.19,0.28,0.39,0.5,6.068964862382292e6
0.72,0.08,0.39,0.04,0.01,6.08382842839545e6
0.57,0.93,0.49,0.73,0.15,6.0036894951746315e6
0.53,0.89,0.09,0.84,0.62,5.999297409772197e6
0.45,0.3,0.61,0.65,0.27,6.0403887416485315e6
0.09,0.97,0.32,0.11,0.72,6.000045388378874e6
0.76,0.22,0.27,0.73,0.65,6.062780632684285e6
0.36,0.75,0.72,0.87,0.63,6.018205500117857e6
0.53,0.59,0.69,0.59,0.58,6.022424064410307e6
0.5,0.21,0.9,0.25,0.46,6.057710408028873e6
0.91,0.15,0.72,0.07,0.02,6.091798038479376e6
0.17,0.49,0.26,0.28,0.17,5.991973582545139e6
0.34,0.14,0.31,0.44,0.01,6.031406488264042e6
0.4,0.5,0.46,0.55,0.85,6.010471077104429e6
0.51,0.63,0.23,0.01,0.61,5.9869985226249695e6
0.29,0.37,0.25,0.53,0.88,6.007097379340263e6
0.25,0.68,0.78,0.11,0.33,5.995315546484392e6
0.76,0.2,0.55,0.03,0.22,6.066417906101471e6
0.93,0.44,0.15,0.97,0.18,6.062348844761994e6
0.58,1.0,0.17,0.88,0.16,5.999501650729929e6
0.2,0.28,0.15,0.41,0.66,6.00809372760543e6
0.66,0.84,0.88,0.25,0.2,6.011237728463618e6
0.86,0.14,0.72,0.09,0.32,6.089750888641429e6
0.27,0.12,0.15,0.51,0.39,6.024117262824419e6
0.76,0.71,0.79,0.32,0.97,6.0241658492627265e6
0.11,0.42,0.04,0.15,0.45,6.012987158037187e6
0.62,0.26,0.54,0.56,0.62,6.051133313848523e6
0.06,0.61,0.83,0.31,0.51,6.0588400783930505e6
0.43,0.93,0.43,0.97,0.71,6.0064171458404455e6
0.11,0.73,0.93,0.97,0.04,6.059132613350837e6
0.52,0.77,0.49,0.67,0.41,6.006940181353935e6
0.12,0.49,0.9,0.16,0.61,6.037175215555964e6
0.79,0.68,0.32,0.78,0.03,6.029526787828037e6
0.89,0.79,0.42,0.51,0.66,6.021395287025439e6
0.62,0.29,0.59,0.3,0.17,6.043484081361597e6
0.33,0.37,0.42,0.4,0.88,6.009914273796877e6
0.82,0.29,0.73,0.87,0.32,6.080096440098641e6
0.07,0.49,0.86,0.52,0.77,6.0687271190786045e6
0.43,0.07,0.35,0.85,0.06,6.067953491239242e6
0.73,0.1,0.18,0.7,0.74,6.071194826346017e6
0.85,0.96,0.59,0.94,0.25,6.029336603992678e6
0.03,0.04,0.13,0.29,0.52,6.165051840228196e6
0.89,0.66,0.28,0.59,0.9,6.029101223131674e6
0.46,0.44,0.51,0.81,0.57,6.033547303340344e6
0.34,0.69,0.1,0.93,0.25,6.005861756225198e6
0.97,0.45,0.07,0.35,0.48,6.040110261444036e6
0.43,0.08,0.1,0.13,0.54,6.050579322699718e6
0.97,0.99,0.75,0.9,0.78,6.0391888655691445e6
0.38,0.22,0.77,0.13,0.51,6.043969610823443e6
0.28,0.28,0.9,0.14,0.17,6.038448337849803e6
0.55,0.36,0.23,0.86,0.43,6.041194863507245e6
0.67,0.38,0.55,0.5,0.21,6.041028440679642e6
0.11,0.85,0.9,0.23,0.86,6.021051661344414e6
0.51,0.53,0.65,0.79,0.2,6.03351676117459e6
0.24,0.41,0.39,0.43,0.29,6.003548649946088e6
0.07,0.21,0.56,0.37,0.08,6.075721222450519e6
0.81,0.01,0.73,0.24,0.39,6.134753828442052e6
0.49,0.55,0.84,0.86,0.67,6.04161877200133e6
0.96,0.16,0.07,0.58,0.22,6.075490111800837e6
0.12,0.22,0.89,0.88,0.34,6.082494102419813e6
0.22,0.32,0.19,0.02,0.58,6.00121666167848e6
0.8,0.92,0.3,0.68,0.88,6.0099006038289e6
0.17,0.12,0.01,0.05,0.14,6.0419481827704515e6
0.39,0.25,0.07,0.26,0.36,6.016576438232837e6
0.18,0.52,0.11,0.06,0.29,5.980751661033141e6
0.79,0.17,0.3,0.56,0.25,6.0660158028289005e6
0.06,0.49,1.0,0.77,0.46,6.091211198098504e6
0.87,0.86,0.15,0.11,0.2,5.998094302435297e6
0.67,0.58,0.86,0.86,0.58,6.05083839911127e6
0.52,0.26,0.02,0.55,0.37,6.030711331180973e6
0.66,0.43,0.49,0.81,0.12,6.0468972295663785e6
0.1,0.45,0.22,0.87,0.15,6.046117391596308e6
0.36,0.23,0.23,0.43,0.6,6.021533814167781e6
0.21,0.93,0.66,0.63,0.34,5.997662898501018e6
0.68,0.42,0.55,0.55,1.0,6.03980723573425e6
0.34,0.31,0.5,0.62,0.11,6.026999879871434e6
0.8,0.01,0.58,0.31,0.03,6.13545677163827e6
0.84,0.97,0.09,0.26,0.33,5.992249770332265e6
0.78,0.32,0.63,0.4,0.87,6.05510597989124e6
0.93,0.84,0.06,0.13,0.77,6.002393334935711e6
0.48,0.22,0.91,0.49,0.74,6.057758530185718e6
0.38,0.27,0.21,0.21,0.51,6.015324721370305e6
0.05,0.06,0.46,0.06,0.92,6.128637745124235e6
0.69,0.95,0.51,0.49,0.36,6.001120272113774e6
0.74,0.17,0.64,0.88,0.87,6.08310730719279e6
0.38,0.93,0.26,0.44,0.39,5.97602081634509e6
0.28,0.24,0.71,0.05,0.47,6.036005051718207e6
0.54,0.65,0.08,0.87,0.49,6.015949868341659e6
0.47,0.68,0.04,0.16,1.0,5.980434732949016e6
0.3,0.52,0.01,0.05,0.55,5.977825039170835e6
0.57,0.51,0.14,0.91,0.09,6.031268858218414e6
0.26,0.24,0.1,0.64,0.82,6.018191444590237e6
0.18,0.07,0.32,0.2,0.39,6.038192737114493e6
0.46,0.53,0.11,0.46,0.47,5.99985700083736e6
0.77,0.47,0.57,0.77,0.65,6.05141705553066e6
0.91,0.39,1.0,0.93,0.24,6.090192695108652e6
0.51,0.14,0.55,0.81,0.69,6.063741797027981e6
0.51,0.76,0.95,0.48,0.93,6.016174814958248e6
0.27,0.64,0.09,0.42,0.37,5.9798222898217365e6
0.57,0.1,0.28,0.54,0.74,6.056113201633744e6
0.79,0.86,0.77,0.2,0.9,6.013375489707894e6
0.4,0.91,0.33,0.12,0.39,5.971089886816775e6
0.78,0.71,0.51,0.51,0.9,6.021567960243845e6
0.94,0.62,0.74,0.03,0.48,6.036417524654686e6
0.67,0.29,0.99,0.38,0.78,6.06427188090094e6
0.01,0.34,0.98,0.78,0.71,6.134549507366929e6
0.11,0.74,0.32,0.63,0.39,6.01228380427902e6
0.36,0.87,0.63,0.39,0.78,5.987545214730696e6
0.97,0.58,0.63,0.32,0.76,6.044449798519781e6
0.15,0.74,0.67,0.33,0.01,6.003318571303701e6
0.18,0.26,0.38,0.77,0.29,6.032634123567684e6
0.74,0.1,0.81,0.63,0.4,6.089398805503411e6
0.79,1.0,0.69,0.23,0.97,6.003991547391525e6
0.75,0.05,0.35,0.67,0.05,6.091300986714236e6
0.56,0.74,0.46,0.92,0.73,6.022569734395726e6
0.99,0.41,0.23,0.85,0.45,6.0662058785263635e6
0.77,0.55,0.36,0.43,0.57,6.02504270889775e6
0.96,0.32,0.2,0.92,0.06,6.0736488549120985e6
0.5,0.4,0.77,0.57,0.8,6.037759170270994e6
0.85,0.99,0.78,0.79,0.41,6.027884086024743e6
0.8,0.54,0.46,0.92,0.29,6.051257884037303e6
0.79,0.36,0.81,0.52,0.09,6.061748941016531e6
0.33,0.33,0.5,0.31,0.99,6.014806638659964e6
0.72,0.84,0.86,0.93,0.33,6.038532729699876e6
0.41,0.01,0.58,0.73,0.09,6.155657718931299e6
