α_v,α_s,decay,MSE
0.38,0.51,0.81,4.446456654909379e6
0.78,0.87,0.19,4.420697536391478e6
0.64,0.68,0.79,4.430589756813384e6
0.2,0.67,0.47,4.450601304721066e6
0.47,0.79,0.08,4.438791235912126e6
0.61,0.96,0.21,4.431423169568544e6
0.25,0.75,0.47,4.447860197108484e6
0.97,0.43,0.57,4.413880985235764e6
0.39,0.7,0.85,4.4431423171051685e6
0.68,0.26,0.02,4.436628718929718e6
0.03,0.38,0.24,4.458563741581853e6
0.02,0.27,0.85,4.457486980476599e6
0.81,1.0,0.4,4.419884200057392e6
0.87,0.83,0.02,4.41503501875131e6
0.09,0.75,0.46,4.455680677136533e6
0.13,0.38,0.57,4.458211462542204e6
0.06,0.19,0.19,4.464591409536643e6
0.46,0.41,0.7,4.445071595897457e6
0.89,0.36,0.91,4.42000480613679e6
0.14,0.44,0.1,4.45663481112834e6
0.52,0.36,0.08,4.443303066293571e6
0.18,0.87,0.24,4.449911096320357e6
0.85,0.49,0.49,4.419709987931398e6
0.75,0.54,0.34,4.425453054460854e6
0.85,0.84,0.15,4.416257747185969e6
0.14,0.34,0.81,4.458575533044292e6
0.93,0.06,0.31,4.431837273604458e6
0.45,0.9,0.64,4.439265709866688e6
0.89,0.47,0.08,4.417574245942856e6
0.77,0.58,0.59,4.423475971131876e6
0.63,0.11,1.0,4.445958700045514e6
0.41,0.42,0.11,4.44704908309226e6
0.85,0.67,0.49,4.417107662167526e6
0.85,0.96,0.35,4.416948550386332e6
0.46,0.38,0.75,4.4457574171389425e6
0.73,0.22,0.31,4.434638448679652e6
0.97,0.78,0.82,4.409566098908834e6
0.6,0.54,0.77,4.435051190082216e6
0.61,0.1,0.08,4.447790316217676e6
0.1,0.21,0.02,4.463141706870205e6
0.24,0.98,0.89,4.447497668430622e6
0.91,0.46,0.44,4.416568164492839e6
0.24,0.99,0.68,4.44754236463784e6
0.11,0.26,0.13,4.4615837870803885e6
0.28,0.41,0.25,4.452110132754554e6
0.03,0.51,0.75,4.457140314966916e6
0.54,0.8,0.92,4.43525405838933e6
0.41,0.24,0.4,4.4515738548184745e6
0.73,0.67,0.35,4.424950946497539e6
0.54,0.93,0.98,4.435022618275949e6
0.37,0.49,0.38,4.447229754302681e6
0.13,0.65,0.71,4.454049087637829e6
0.4,0.74,0.85,4.442297635634384e6
0.15,0.56,0.3,4.454207966505458e6
0.6,0.5,0.59,4.435786313084886e6
0.15,0.48,0.59,4.455482979519179e6
0.15,0.44,0.28,4.4561915918311775e6
0.94,0.17,0.62,4.423074375037043e6
0.44,0.29,0.2,4.448910869763355e6
0.26,0.45,0.76,4.451969869612463e6
0.29,0.16,0.91,4.458390740683252e6
0.47,0.43,0.8,4.444164757478497e6
0.58,0.82,0.91,4.432985036490105e6
0.3,0.19,0.39,4.457047639483675e6
0.66,0.27,0.16,4.437608545398234e6
0.69,0.88,0.86,4.426388656679676e6
0.77,0.99,0.4,4.422189784878279e6
0.77,0.46,0.35,4.425602989287229e6
0.22,0.62,0.57,4.450492770495417e6
0.62,0.69,0.25,4.4316922300008135e6
0.94,0.44,0.1,4.415258793496074e6
0.85,0.2,0.25,4.4273560282953195e6
0.9,0.39,0.78,4.418673651835353e6
0.97,0.34,0.48,4.415977279044053e6
0.81,0.28,0.99,4.427350082243939e6
0.41,0.89,0.05,4.440983916760695e6
0.72,0.94,0.02,4.424780345084089e6
0.15,0.15,0.73,4.462960810568341e6
0.51,0.92,0.2,4.436494472070108e6
0.34,0.39,0.84,4.450441947996934e6
0.05,0.93,0.83,4.458013868017554e6
0.16,0.16,0.94,4.462302483760668e6
0.69,0.97,0.74,4.426851760899511e6
0.07,0.44,0.7,4.459929371523573e6
0.44,0.17,0.19,4.452658917180263e6
0.52,0.26,0.37,4.445973251951948e6
0.03,0.02,0.53,4.471971897331362e6
0.07,0.52,0.29,4.458847160304997e6
0.61,0.45,0.04,4.43619578706143e6
0.75,0.74,0.61,4.422998452061991e6
0.11,0.54,0.55,4.456543481742822e6
0.39,0.33,0.86,4.449954537323637e6
0.65,0.75,0.55,4.429303938941452e6
0.82,0.17,0.67,4.430539451796521e6
0.65,0.83,0.65,4.428875928986762e6
0.23,0.13,0.24,4.461318713423093e6
0.18,0.19,0.86,4.460733884077325e6
0.9,0.41,0.56,4.41821815408501e6
0.92,0.98,0.18,4.413213276008208e6
0.82,0.56,0.55,4.420463252183869e6
0.66,0.92,0.81,4.4283197422134075e6
0.35,0.33,0.13,4.45147693484292e6
0.4,0.49,0.46,4.446025899993546e6
0.7,0.66,0.52,4.427024726347056e6
0.57,0.89,0.74,4.433385162572924e6
0.56,0.34,0.02,4.441657056660556e6
0.85,0.48,0.59,4.419899313724111e6
0.6,0.69,0.59,4.432876928808813e6
0.54,0.15,0.8,4.448819390116892e6
0.73,0.51,0.26,4.427319801048873e6
0.76,0.2,0.38,4.433349273367769e6
0.25,0.86,0.08,4.4471252363066245e6
0.17,0.6,0.2,4.452741842892344e6
0.31,0.14,0.44,4.458552382038657e6
0.16,0.66,0.28,4.452420742781956e6
0.85,0.3,0.69,4.424130038609324e6
0.02,0.74,0.74,4.454427677754384e6
0.52,0.03,0.15,4.461349742347648e6
0.42,0.71,0.14,4.441772640098332e6
0.44,0.95,0.76,4.439766858553337e6
0.89,0.98,0.08,4.414870937778367e6
0.18,0.34,0.87,4.457017941584573e6
0.17,0.87,0.56,4.450378885393861e6
0.86,0.39,0.98,4.421169119717629e6
0.19,0.52,0.53,4.453162398453412e6
0.45,0.74,0.53,4.44013437446742e6
0.56,0.05,0.23,4.455676768283834e6
0.06,0.99,0.71,4.457949529496056e6
0.94,0.47,0.3,4.414660011992523e6
0.99,0.05,0.34,4.430316661881473e6
0.51,0.66,0.43,4.438170399056273e6
0.1,0.33,0.48,4.460579718486712e6
0.59,0.11,0.14,4.448247890853173e6
0.63,0.86,0.99,4.430010386529424e6
0.93,0.54,0.54,4.413984050634635e6
0.71,0.33,0.7,4.432673082425937e6
0.52,0.57,0.19,4.438994521813052e6
0.87,0.5,0.24,4.418251706661013e6
0.08,0.43,0.61,4.4597190434521865e6
0.21,0.41,0.67,4.4544798082797695e6
0.52,0.41,0.68,4.442128205324344e6
0.67,0.81,0.72,4.427719510736383e6
0.43,0.36,1.0,4.447569419490703e6
0.28,0.05,0.7,4.465497259202482e6
0.81,0.97,0.49,4.419487725699897e6
0.84,0.21,0.93,4.42763858722161e6
0.83,0.99,0.11,4.418530505965817e6
0.76,0.51,0.27,4.425310185616995e6
0.03,0.56,0.93,4.456794958651943e6
0.93,0.51,0.19,4.414484120871217e6
0.56,0.26,0.7,4.443852588398249e6
0.3,0.05,0.21,4.465003443304748e6
0.22,0.74,0.49,4.449070771337398e6
0.37,0.55,0.58,4.446133948436768e6
