α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.15,0.37,0.78,0.72,0.98,0.92,0.6,0.14,1.199342837899258e7
0.53,0.74,0.42,0.83,0.74,0.24,0.59,0.36,1.2187415436641421e7
0.94,1.0,0.09,0.25,0.86,0.27,0.77,0.26,1.217783219109367e7
0.32,0.61,0.03,0.12,0.84,0.33,0.42,0.27,1.2154286188112127e7
0.68,0.3,0.86,0.88,0.09,0.25,0.89,0.29,1.2316536398241417e7
0.11,0.77,0.42,0.76,0.03,0.17,0.88,0.27,1.2347566884391204e7
0.76,0.84,0.55,0.85,0.83,0.68,0.26,0.01,1.2071924502090275e7
0.87,0.24,0.94,0.65,0.22,0.09,0.75,0.5,1.2312761744637078e7
0.82,0.5,0.59,0.23,0.16,0.57,0.08,0.21,1.22871660441575e7
0.72,0.57,0.27,0.04,0.27,0.05,0.46,0.07,1.234540375137224e7
0.68,0.48,0.3,0.98,0.06,0.02,0.48,0.85,1.23688675926535e7
0.12,0.47,0.75,0.85,0.63,0.83,0.12,0.82,1.2123975956483606e7
0.98,0.13,0.25,0.48,0.77,0.19,0.02,0.02,1.2170511224743232e7
0.96,0.65,0.98,0.32,0.3,0.25,0.48,0.12,1.228699822139941e7
0.07,0.26,0.91,0.94,0.35,0.83,0.17,0.73,1.2233916927055795e7
0.92,0.16,0.58,0.37,0.85,0.49,0.22,0.49,1.2107612835686093e7
0.03,0.52,0.06,0.14,0.8,0.76,0.67,0.63,1.2282039122075541e7
0.37,0.2,0.07,0.74,0.09,0.98,0.25,0.02,1.2274533800153038e7
0.61,0.44,0.04,0.41,0.94,0.91,0.85,0.99,1.2036830899906855e7
0.65,0.12,0.36,0.54,0.45,0.47,0.03,0.06,1.221243412605204e7
0.05,0.22,0.63,0.3,0.16,0.58,0.07,0.2,1.2267409714035066e7
0.97,0.53,0.29,0.16,0.51,0.17,0.72,0.8,1.225706086448072e7
0.32,0.3,0.18,0.05,0.31,0.3,0.27,0.02,1.2301467690112282e7
0.88,0.48,0.78,0.51,0.01,0.51,0.54,0.03,1.2389601151352739e7
0.61,0.72,0.3,0.7,0.86,0.83,0.52,0.71,1.2050215587720787e7
0.09,0.25,0.77,0.25,0.61,0.89,0.96,0.79,1.235371613945248e7
0.28,0.01,0.4,0.5,0.53,0.22,0.08,0.95,1.2203715223276906e7
0.19,0.82,0.23,0.36,0.38,0.37,0.04,0.55,1.2260257937799605e7
0.26,0.26,0.53,0.3,0.69,0.23,0.39,0.98,1.2218267504158532e7
0.08,0.39,0.44,0.56,0.82,0.95,0.31,0.41,1.203337232812335e7
0.18,0.33,0.9,0.86,0.77,0.67,0.5,0.81,1.210646548512877e7
0.36,0.29,0.24,0.02,0.62,0.05,0.77,0.98,1.2285259012645856e7
0.21,0.47,0.81,0.76,0.01,0.58,0.87,0.64,1.2308205695197325e7
0.49,0.59,0.88,0.34,0.4,0.27,0.33,0.18,1.2281287568104433e7
0.3,0.31,0.97,0.39,0.07,0.73,0.21,0.2,1.2270060072923083e7
0.59,0.73,0.13,0.28,0.97,0.37,0.87,0.53,1.2101613062215542e7
0.56,0.6,0.53,0.65,0.58,0.55,0.19,0.47,1.2154711005550204e7
0.84,0.09,0.22,0.08,0.46,0.07,0.2,0.84,1.230418728478446e7
0.64,0.73,0.67,0.61,0.21,0.15,0.89,0.81,1.2308978649899991e7
0.26,0.48,0.14,0.97,0.78,0.4,0.62,0.19,1.2161016073951537e7
0.31,0.25,0.81,0.01,0.34,0.02,0.27,0.66,1.2381120423231266e7
0.61,0.15,0.43,0.03,0.78,0.61,0.13,0.61,1.2106685727454504e7
0.43,0.13,0.92,0.69,0.43,0.05,0.18,0.17,1.2284881451560404e7
0.47,0.39,0.52,0.86,0.77,0.19,0.17,0.6,1.214821147563013e7
0.33,0.82,0.34,0.88,0.19,0.81,0.13,0.45,1.2237644661628855e7
0.25,0.87,0.3,0.78,0.35,0.66,0.54,0.07,1.2221812882017652e7
0.86,0.71,0.42,0.96,0.91,0.39,0.2,0.74,1.208548594615037e7
0.02,0.23,0.72,0.37,0.07,0.12,0.14,0.35,1.238868047490938e7
0.11,0.04,0.53,0.43,0.2,0.37,0.29,0.07,1.2310901031612616e7
0.02,0.62,0.43,0.3,0.9,0.83,0.85,0.4,1.2327666630255792e7
0.18,0.63,0.34,0.57,0.03,0.9,0.6,0.3,1.227921142258057e7
0.36,0.7,0.97,0.26,0.59,0.5,0.39,0.49,1.2216454523090674e7
0.34,0.24,0.69,0.7,0.29,0.04,0.31,0.33,1.2322045389943622e7
0.21,0.81,0.45,0.02,0.68,0.32,0.73,0.7,1.2302632767963907e7
0.03,0.78,0.81,0.78,0.43,0.99,0.32,0.63,1.2247217337560719e7
0.83,0.3,0.31,0.19,0.28,0.91,0.07,0.14,1.2189744495108673e7
0.82,0.09,0.81,0.93,0.76,0.21,0.97,0.81,1.2162960028039595e7
0.08,0.52,0.3,0.13,0.41,0.61,0.45,0.65,1.2227110928008711e7
0.67,0.61,0.96,0.55,0.88,0.98,0.7,0.54,1.2050433066642528e7
0.38,0.14,0.54,0.07,0.06,0.16,0.49,0.15,1.2402842225661501e7
0.89,0.03,0.75,0.7,0.51,0.56,0.79,0.2,1.2214987931418333e7
0.83,0.73,0.16,0.03,0.14,0.32,0.36,0.78,1.2341727631879425e7
0.51,0.87,0.59,0.26,0.31,0.27,0.13,0.77,1.229031645847799e7
0.35,0.17,0.03,0.06,0.49,0.64,0.38,0.53,1.2198507070572378e7
0.44,0.64,0.72,0.7,0.29,0.32,0.39,0.94,1.2267545317430345e7
0.86,0.29,0.79,0.13,0.08,0.85,0.49,0.62,1.2291093132949747e7
0.19,0.83,0.87,0.24,0.52,0.22,1.0,0.8,1.2228844996862229e7
0.98,0.25,0.41,0.39,0.89,0.6,0.72,0.95,1.2108729971111294e7
0.5,0.77,0.07,0.23,0.17,0.95,0.32,0.18,1.2233322240555597e7
0.03,0.76,0.48,0.56,0.11,1.0,0.74,0.53,1.2275268309087237e7
0.32,0.47,0.84,0.4,0.36,0.62,0.86,0.47,1.223052759553118e7
0.8,0.78,0.24,0.42,0.49,0.13,0.04,0.13,1.2259302921469007e7
0.73,0.88,0.68,0.14,0.81,0.54,0.33,0.45,1.2127830034077778e7
0.49,0.42,0.05,0.74,0.31,0.38,0.25,0.98,1.2241053789599271e7
0.76,0.13,0.57,0.57,0.28,0.48,0.21,0.03,1.2232942492538806e7
0.92,0.7,0.83,0.82,0.73,0.06,0.24,0.78,1.217537861683808e7
0.27,0.54,0.84,0.47,1.0,0.41,0.83,0.2,1.204989168499137e7
0.73,0.35,0.94,0.49,0.03,0.23,0.47,0.28,1.2347464042184347e7
0.98,0.82,0.92,0.65,0.38,0.18,0.33,0.24,1.2234770769391267e7
0.8,0.44,0.98,0.42,0.14,0.35,0.6,0.18,1.2329015483697554e7
0.49,0.17,0.24,0.2,0.61,0.76,0.06,0.84,1.212724618377763e7
0.58,0.15,0.85,0.72,0.65,0.22,0.36,0.99,1.2190189350915069e7
0.59,0.14,0.95,0.58,0.15,0.62,0.73,0.61,1.2321715872729277e7
0.88,0.63,0.68,0.21,0.65,0.97,0.87,0.94,1.2094902914641457e7
0.3,0.7,0.56,0.42,0.38,0.71,0.81,0.44,1.2204782668691242e7
0.98,0.6,0.3,0.11,0.54,0.1,0.11,0.94,1.226696632124814e7
0.46,0.41,0.73,0.88,0.08,0.23,0.26,0.26,1.2315271586920775e7
0.21,0.66,0.59,0.74,0.23,0.52,0.73,0.52,1.2257859641390624e7
0.76,0.87,0.34,0.31,0.86,0.27,0.37,0.8,1.2162271615146773e7
0.04,0.73,0.26,0.37,0.98,0.67,0.01,0.07,1.204271082208319e7
0.62,0.06,0.25,0.47,0.09,0.99,0.66,0.72,1.2332538317050232e7
0.61,0.1,0.71,0.08,0.14,0.15,0.22,0.36,1.2387224590695972e7
0.53,0.35,0.59,0.31,0.59,0.5,0.15,0.46,1.2176572544725345e7
0.89,0.4,0.73,0.53,0.86,0.03,0.54,0.21,1.2201248365591308e7
0.6,0.56,0.24,0.2,0.31,0.65,0.45,0.3,1.2215656090514822e7
0.9,0.86,0.19,0.5,0.08,0.96,0.77,0.52,1.2237867662250018e7
0.92,0.08,0.13,0.33,0.64,0.04,0.86,0.06,1.223116269578505e7
0.6,0.38,0.49,0.13,0.63,0.61,0.78,0.01,1.216517430390357e7
0.4,0.46,0.46,0.7,1.0,0.1,0.76,0.76,1.2133775137385588e7
0.06,0.22,0.03,0.23,0.43,0.92,0.48,0.64,1.2273042706960773e7
0.8,0.36,0.55,0.07,0.05,0.06,0.36,0.74,1.2409316015742207e7
0.42,0.88,0.87,0.53,0.38,0.38,0.16,0.35,1.2260980396365546e7
0.21,0.99,0.67,0.79,0.24,0.19,0.07,0.33,1.2327617896885436e7
0.63,0.97,1.0,0.28,0.12,0.85,0.35,0.81,1.2238698023365373e7
0.31,0.09,0.55,0.46,0.45,0.95,0.95,0.76,1.2311597852767132e7
0.81,0.75,0.43,0.62,0.89,0.82,0.41,0.37,1.2046683234772522e7
0.99,0.23,0.39,0.15,0.89,0.33,0.11,0.4,1.2136210364523424e7
0.19,0.77,0.28,0.56,0.42,0.8,0.29,0.25,1.2206012859377507e7
0.34,0.74,0.11,0.8,0.39,0.48,0.58,0.28,1.2225497355140312e7
0.54,0.79,0.87,0.25,0.48,0.73,0.84,0.1,1.2169518248329157e7
0.51,0.2,0.08,0.07,0.88,0.83,1.0,0.3,1.2274287916452643e7
0.95,0.3,0.03,0.59,0.53,0.88,0.37,0.23,1.211835078754143e7
0.78,0.19,0.76,0.25,0.22,1.0,0.58,0.01,1.2249131414432667e7
0.82,0.78,0.29,0.43,0.13,0.28,0.65,0.48,1.232659203578813e7
0.14,0.58,0.82,0.73,0.32,0.94,0.46,0.32,1.2225815928311678e7
0.03,0.87,0.84,0.05,0.36,0.98,0.16,0.53,1.2201793753040284e7
0.54,0.16,0.43,0.48,0.7,0.37,0.18,0.08,1.2157795359682966e7
0.42,0.59,0.82,0.42,0.63,0.46,1.0,0.93,1.2205860990902284e7
0.99,0.19,0.47,0.91,0.37,0.5,0.05,0.34,1.221717526728256e7
0.37,0.59,0.92,0.61,0.38,0.17,0.49,0.76,1.2307751633937458e7
0.17,0.26,0.34,0.44,0.22,0.52,0.03,0.94,1.2263632463734955e7
0.82,0.03,0.58,0.02,0.65,0.5,0.24,0.52,1.2195925071805174e7
0.47,0.59,0.56,0.52,0.93,0.78,0.55,0.98,1.2036780612672174e7
0.82,0.65,0.73,0.96,0.07,0.32,0.37,0.79,1.2354653319746815e7
0.42,0.86,0.55,0.96,0.84,0.98,0.92,0.96,1.2149371846932992e7
0.77,0.49,0.62,0.06,0.1,0.03,0.61,0.41,1.2407446963480676e7
0.84,0.24,0.15,0.43,0.86,0.92,0.99,0.7,1.213531705978335e7
0.27,0.56,0.28,0.23,0.35,0.57,0.23,0.42,1.223285221963089e7
0.16,0.03,0.25,0.33,0.73,0.63,0.83,0.03,1.236109371055363e7
0.06,0.13,0.97,0.3,0.17,0.05,0.57,0.85,1.2395596098383784e7
0.04,0.45,0.69,0.28,0.95,0.39,0.68,0.66,1.2148107457164694e7
0.08,0.87,0.73,0.77,0.05,0.58,0.95,0.25,1.2293271708755972e7
0.44,0.71,0.98,0.54,0.96,0.4,0.42,0.76,1.2117238563383685e7
0.46,0.43,0.21,0.34,0.51,0.67,0.8,0.51,1.2184162452457972e7
0.3,0.43,0.16,0.81,0.79,0.18,0.09,0.91,1.2140224239133868e7
0.24,0.52,0.57,0.86,0.59,0.29,0.87,0.1,1.2260210197210567e7
0.54,0.58,0.63,0.85,0.19,0.78,0.29,0.87,1.223827404706331e7
0.13,0.05,0.56,0.24,0.86,0.85,0.28,0.88,1.204553200909132e7
0.9,0.74,0.54,0.38,0.42,0.15,0.41,0.28,1.2273489774474785e7
0.15,0.87,0.74,0.67,0.06,0.62,0.77,0.31,1.2290544393028501e7
0.11,0.58,0.57,0.26,0.94,0.55,0.73,0.43,1.2096922240575394e7
0.47,0.62,0.23,0.59,0.75,0.79,0.94,0.18,1.2134338791376084e7
0.64,0.15,0.15,0.73,0.92,0.1,0.46,0.51,1.2134413464948608e7
0.85,0.81,0.11,0.45,0.9,0.77,0.54,0.77,1.2046336961440926e7
0.38,0.33,0.19,0.53,0.56,0.87,0.71,0.48,1.2146216846812364e7
0.91,0.84,0.9,0.84,0.5,0.48,0.3,0.44,1.218039883395442e7
0.95,0.35,0.37,0.95,0.83,0.54,0.01,0.95,1.2082096311945928e7
0.94,0.2,0.67,0.06,0.96,0.92,0.28,0.61,1.2033457313704142e7
0.87,0.64,0.81,0.71,0.55,0.31,0.16,0.34,1.219230277775127e7
0.58,0.07,0.72,0.1,0.76,0.5,0.33,0.82,1.2219138144373866e7
0.33,0.28,0.7,0.83,0.59,0.5,0.69,0.51,1.221100478633801e7
0.35,0.86,1.0,0.56,0.39,0.33,0.44,0.14,1.2287758285268918e7
0.52,0.2,0.53,0.53,0.14,0.11,0.46,0.81,1.2353042085647443e7
0.32,0.41,0.67,0.67,0.86,0.45,0.38,0.69,1.208115772888414e7
0.8,0.98,0.46,0.06,0.67,0.35,0.83,0.64,1.2206305668809509e7
0.31,0.1,0.59,0.71,0.64,0.24,0.05,0.81,1.2181878358697703e7
0.59,0.74,0.74,0.1,0.71,0.08,0.61,0.29,1.2273409607832488e7
1.0,0.47,0.31,0.53,0.05,0.23,0.56,0.83,1.2382072264123488e7
0.78,0.8,0.08,0.65,0.4,0.55,0.12,1.0,1.218526051229291e7
0.22,0.09,0.91,0.07,0.42,0.47,0.52,0.18,1.2338809558539815e7
0.5,0.7,0.32,0.61,0.33,0.1,0.7,0.28,1.231245026303167e7
0.98,0.24,0.57,0.04,0.62,0.13,0.58,0.92,1.2250441747313486e7
0.06,0.02,0.92,0.43,0.62,0.71,0.19,0.92,1.2128454645564483e7
0.85,0.82,0.47,0.52,0.2,0.82,0.59,0.18,1.2219764954426428e7
0.82,0.64,0.58,0.44,0.66,0.6,0.43,0.6,1.2126280244529005e7
0.66,0.14,0.85,0.51,0.42,0.35,0.04,0.29,1.2234281431127677e7
0.83,0.21,0.68,0.68,0.61,0.6,0.44,0.44,1.2170703360343713e7
0.85,0.73,0.89,0.71,0.51,0.08,0.69,0.42,1.2274305133725107e7
0.83,0.06,0.16,0.32,0.92,0.96,0.78,0.51,1.2176337151145602e7
0.37,0.96,0.89,0.34,0.9,0.92,0.53,0.37,1.2047256612131096e7
0.29,0.23,0.91,0.82,0.18,0.5,0.21,0.88,1.2272638795509435e7
0.07,0.01,0.87,0.59,0.48,0.15,0.23,0.17,1.2399353490978163e7
0.8,0.28,0.91,0.2,0.73,0.93,0.41,0.59,1.209025381987725e7
0.24,0.71,0.47,0.66,0.14,0.69,0.67,0.47,1.2253732472666273e7
0.67,0.54,0.26,0.92,0.47,0.56,0.79,0.21,1.216502933069261e7
0.4,0.12,0.45,0.83,0.36,0.99,0.44,0.86,1.2190652202496467e7
0.87,0.02,0.49,0.97,0.45,0.21,0.43,0.92,1.2268703330269124e7
0.73,0.68,0.74,0.33,0.96,0.52,0.9,0.33,1.206786565449069e7
0.91,0.42,0.52,0.92,0.5,0.23,0.06,0.79,1.2210044417210877e7
0.25,0.53,0.45,0.43,0.89,0.33,1.0,1.0,1.225372135655111e7
0.72,0.95,0.63,0.07,0.14,0.03,0.02,0.51,1.2364762403068474e7
0.2,0.67,0.47,0.61,0.25,0.15,0.39,0.74,1.2339550465603761e7
0.3,0.82,0.51,0.13,0.4,0.48,0.71,0.92,1.2257355367866777e7
0.46,0.54,0.2,0.18,0.88,0.86,0.47,0.61,1.2046926164604569e7
0.96,0.21,0.4,0.81,0.61,0.72,0.51,0.32,1.2090726027215e7
0.13,0.43,0.95,0.57,0.83,0.89,0.62,0.22,1.2065668552204655e7
0.31,0.61,0.69,0.16,0.61,0.09,0.21,0.44,1.2257715732630163e7
0.42,0.46,0.92,0.63,0.13,0.22,0.71,0.75,1.232120589720478e7
0.75,0.5,1.0,0.71,0.79,0.15,0.18,0.95,1.2179767243289206e7
0.83,0.23,0.5,0.6,0.11,0.64,0.49,0.82,1.2356728816842359e7
0.67,0.27,1.0,0.35,0.95,0.92,0.7,0.24,1.2096214021733074e7
0.49,0.5,0.87,0.25,0.49,0.25,0.48,0.92,1.22657430821432e7
0.18,0.46,1.0,0.16,0.6,0.05,0.02,0.87,1.2297985828695796e7
0.14,0.93,0.05,0.27,0.73,0.9,0.8,0.91,1.2208801190138573e7
0.88,0.37,0.01,0.95,0.31,0.97,0.37,0.99,1.2190858765640866e7
0.32,0.71,0.59,0.71,0.34,0.09,0.21,0.55,1.229609208208259e7
0.34,0.22,0.11,0.24,0.14,0.06,0.71,0.45,1.2346536276191207e7
0.73,0.12,0.07,0.13,0.67,0.05,0.74,0.07,1.2241567919178784e7
0.08,0.63,0.14,0.62,0.44,0.42,0.87,0.73,1.2320174101503287e7
0.76,0.94,0.91,0.29,0.23,0.04,0.68,0.53,1.2294841778692776e7
0.34,0.97,0.21,0.47,0.18,0.68,0.71,0.41,1.2252943103008777e7
0.06,0.83,0.55,0.5,0.79,0.54,0.73,0.11,1.2328964437685682e7
0.27,0.57,0.58,0.35,0.52,0.67,0.83,0.79,1.2210872673625026e7
0.53,0.44,0.38,0.42,0.73,0.65,0.31,0.76,1.2099712012602529e7
0.69,0.58,0.01,0.03,0.16,0.92,0.51,0.41,1.2209611264017344e7
0.11,0.97,0.09,0.76,0.71,0.88,0.05,0.86,1.208927856608255e7
0.82,0.41,0.17,0.43,0.01,0.11,0.23,0.21,1.2438969553439923e7
0.41,0.94,0.86,0.13,0.6,0.99,0.54,0.09,1.2143045225899719e7
0.68,0.13,0.29,0.85,0.59,0.4,0.81,0.94,1.2184178429212073e7
0.37,0.38,0.49,0.71,0.89,0.3,0.33,0.18,1.2099251089509033e7
0.8,0.52,0.58,0.27,0.58,0.33,0.96,0.62,1.2171192762459911e7
0.74,0.93,0.28,0.45,0.19,0.71,0.46,0.52,1.2236741834803816e7
0.31,0.89,0.68,0.76,0.98,0.23,0.6,0.49,1.2152670597637461e7
0.6,0.94,0.29,0.74,0.87,0.98,0.4,0.91,1.2050620449727815e7
0.23,0.42,0.34,0.18,0.9,0.76,0.51,0.99,1.2046906156967267e7
0.18,0.35,0.9,0.52,0.38,0.62,0.58,0.59,1.2244410774132444e7
0.8,0.65,0.91,0.87,0.68,0.07,0.93,0.78,1.2226552166897092e7
0.59,0.91,0.9,0.14,0.21,0.39,0.83,0.6,1.2292087295195434e7
0.16,0.47,0.75,0.36,0.23,0.63,0.02,0.98,1.2246397797459692e7
0.14,0.9,0.68,0.08,0.1,0.27,0.45,0.01,1.2348267332004122e7
0.09,0.24,0.27,0.81,0.79,0.5,0.77,0.87,1.231411263873851e7
0.07,0.19,0.23,0.43,0.85,0.4,0.52,0.42,1.2105719693894584e7
0.66,0.23,0.22,0.51,0.49,0.21,0.19,0.45,1.2237349560878482e7
0.74,0.73,0.99,0.45,0.04,0.92,0.32,0.01,1.2221854507443244e7
0.75,0.39,0.17,1.0,0.34,0.04,0.77,0.92,1.2281556127137568e7
0.65,0.34,0.3,0.98,0.29,0.01,0.68,0.06,1.2324995817955852e7
0.8,0.1,0.05,0.03,0.2,0.02,0.24,0.01,1.2408516147673814e7
0.63,0.62,0.72,0.36,0.38,0.89,0.84,0.6,1.2170028757471798e7
0.72,0.41,0.77,0.87,0.61,0.82,0.91,0.74,1.2133668269552529e7
0.67,0.57,0.05,0.34,0.14,0.78,0.92,0.57,1.2243155646342214e7
0.85,0.38,0.38,0.91,0.2,0.44,0.88,0.29,1.2277303500386469e7
0.87,0.78,0.01,0.82,0.98,0.67,0.44,0.27,1.2042553276112037e7
0.06,0.87,0.82,0.92,0.35,0.91,0.11,0.48,1.2221952923459236e7
0.32,0.57,0.18,0.68,0.82,0.97,0.01,0.68,1.2061933004064899e7
0.41,0.24,0.67,1.0,0.99,0.84,0.13,0.25,1.2040994721225819e7
0.68,0.92,0.27,0.48,0.29,0.62,0.9,0.23,1.2216813463819526e7
0.55,0.52,0.73,0.11,0.21,0.76,0.95,0.83,1.2252541600978846e7
0.75,0.8,0.19,0.33,0.16,0.84,0.19,0.83,1.2244846205466637e7
0.69,0.92,0.86,0.53,0.22,1.0,0.71,0.67,1.221304993161016e7
0.51,0.56,0.81,0.25,0.53,0.99,0.37,0.08,1.2140357211795911e7
0.28,0.06,0.25,0.41,0.95,0.71,0.39,0.8,1.2062915777882379e7
0.4,0.2,0.53,0.79,0.84,0.2,0.3,0.31,1.2122888783565547e7
0.93,0.08,0.23,0.69,0.52,0.96,0.85,0.31,1.2224064685350295e7
0.4,0.12,0.89,0.47,0.17,0.31,0.06,0.96,1.230593556708368e7
0.7,0.48,0.49,0.77,0.61,0.39,0.44,0.21,1.2160590418233389e7
0.51,0.34,0.94,0.72,0.97,0.58,0.53,0.13,1.2057959235282473e7
0.62,0.01,0.02,0.34,0.51,0.75,0.75,0.49,1.2283244011804428e7
0.29,0.11,0.36,0.81,0.92,0.36,0.92,0.77,1.2277835210585048e7
0.44,0.34,0.44,0.83,0.74,0.13,0.46,0.83,1.2169228030446932e7
0.36,0.53,1.0,0.98,0.79,0.52,0.24,0.86,1.2103706811741455e7
0.85,0.38,0.76,0.41,0.43,0.6,0.99,0.72,1.2217773924855102e7
0.87,1.0,0.14,0.36,0.36,0.42,0.47,0.66,1.2252295569206111e7
0.11,0.1,0.11,0.87,0.6,0.01,0.55,0.69,1.2346695828268202e7
0.97,0.44,0.9,0.57,0.31,0.37,0.64,0.79,1.2256522159642635e7
0.97,0.83,0.79,0.62,0.04,0.6,0.78,0.4,1.2344633173970401e7
0.15,0.79,0.51,0.95,0.44,0.36,0.61,0.69,1.2266698024622582e7
0.89,0.72,0.91,0.58,0.48,0.67,0.76,0.28,1.2161697564314365e7
0.37,0.83,0.56,0.93,0.24,0.9,0.15,1.0,1.222126808014953e7
0.34,0.64,0.52,0.68,0.46,0.3,0.23,0.05,1.2226339509549096e7
0.07,0.87,0.39,0.14,0.6,0.61,0.59,0.08,1.2252122258634033e7
0.02,0.26,0.98,0.43,0.4,0.02,0.1,0.12,1.2361177915503427e7
0.64,0.09,0.34,0.23,0.75,0.07,0.19,0.64,1.2226206332355488e7
0.77,0.48,0.12,0.11,0.14,0.15,1.0,0.87,1.212803747820195e7
0.54,0.61,0.94,0.07,0.3,0.79,0.24,0.12,1.220791662985874e7
0.3,0.21,0.97,0.39,0.62,0.53,0.33,0.78,1.2194415054454844e7
0.57,0.57,0.95,0.56,0.27,0.9,0.8,0.31,1.218825846780028e7
0.22,0.44,0.06,0.64,0.99,0.47,0.49,0.56,1.2055061976925772e7
0.71,0.08,0.1,0.05,0.25,0.05,0.03,0.04,1.237566755852836e7
0.57,0.85,0.93,0.79,0.86,0.04,0.62,0.64,1.2232589396057688e7
0.82,1.0,0.33,0.79,0.94,0.59,0.66,0.88,1.209613980739018e7
0.99,0.1,0.61,0.91,0.32,0.69,0.96,0.14,1.2279324947811596e7
0.72,0.6,0.03,0.56,0.29,0.01,0.02,0.75,1.2369039304201888e7
0.8,0.1,0.17,0.67,0.41,0.91,0.02,0.23,1.2166707278339973e7
0.91,0.71,0.16,0.34,0.85,0.86,0.1,0.57,1.2050945136626758e7
0.92,0.94,0.99,0.35,0.2,0.02,0.64,0.49,1.2381247968204597e7
0.48,0.55,0.76,0.83,0.62,0.08,0.15,0.78,1.2212376409890134e7
0.88,0.44,0.18,0.56,0.4,0.07,0.88,0.01,1.2280997993321203e7
0.54,0.22,0.4,0.3,0.56,0.82,0.13,0.91,1.2136603485259132e7
