α_v,α_s,α_v_error,α_s_error,decay,MSE
0.36,0.8,0.3,0.99,0.99,3.1730865100806948e7
0.88,0.9,0.09,0.48,0.68,3.1888083460504394e7
0.99,0.02,0.27,0.83,0.58,3.2020473995069567e7
0.34,0.05,0.92,0.74,0.89,3.1870510096688136e7
0.36,0.54,0.74,0.24,0.74,3.164257098224593e7
0.63,0.88,0.83,0.92,0.46,3.1843108542120647e7
0.96,0.59,0.51,0.36,0.04,3.1842574917650376e7
0.83,0.68,0.04,0.52,0.49,3.183328510911133e7
0.09,0.1,0.58,0.9,0.89,3.149141910987091e7
0.78,0.67,0.17,0.97,0.91,3.1821911317609962e7
0.76,0.72,0.33,0.81,0.04,3.1827078366145372e7
0.52,0.6,0.25,0.2,0.73,3.1732756427196834e7
0.28,0.91,0.89,0.92,0.78,3.1745849806317437e7
0.03,0.17,0.97,0.42,0.04,3.1062648890122965e7
0.36,0.12,0.76,0.26,0.68,3.1670977897256e7
0.68,0.02,0.34,0.3,0.15,3.2009014374575306e7
0.13,0.89,0.12,0.31,0.77,3.162720346406986e7
0.2,0.64,0.02,0.74,0.84,3.1548508844214346e7
0.23,0.93,0.43,0.81,0.32,3.172395694089965e7
0.03,0.89,0.35,0.92,0.19,3.154568389228799e7
0.22,0.34,0.15,0.39,0.76,3.1482011611124877e7
0.57,0.51,0.32,0.4,0.37,3.173475683450501e7
0.75,0.44,0.61,0.61,0.02,3.178770872241172e7
0.29,0.11,0.25,0.5,0.2,3.1659716735948484e7
0.24,0.66,0.26,0.92,0.36,3.1596403245833777e7
0.85,0.45,0.19,0.06,0.17,3.1804512886464525e7
0.48,0.96,0.46,0.86,0.96,3.1834838514177885e7
0.31,0.59,0.2,0.15,0.08,3.1619815116367754e7
0.77,0.33,0.06,0.47,0.96,3.1793926057950027e7
0.73,0.92,0.73,0.14,0.54,3.187343739838117e7
0.48,0.62,0.54,0.12,0.31,3.1723680261743467e7
0.56,0.43,0.39,0.34,0.33,3.172148432343017e7
0.86,0.88,0.43,0.96,0.56,3.18789124959936e7
0.87,0.63,0.55,0.43,0.98,3.1831256226592332e7
0.78,0.57,0.19,0.22,0.2,3.1802931176506676e7
0.77,0.7,0.58,0.11,0.2,3.182541467168511e7
0.55,0.72,0.43,0.39,0.63,3.1776497462552983e7
0.28,0.12,0.59,0.59,0.56,3.1658923711615503e7
0.62,0.82,0.71,0.3,0.74,3.1825263122559033e7
0.4,0.13,0.84,0.77,0.39,3.1760675310559604e7
0.76,0.11,0.27,0.26,0.48,3.183916517509615e7
0.58,0.03,0.98,0.97,0.49,3.200207048398736e7
0.57,0.76,0.09,0.34,0.11,3.179345054312375e7
0.66,0.68,0.1,0.38,0.48,3.1795701480765864e7
0.9,0.63,0.59,0.99,0.73,3.183863237505813e7
0.86,0.62,0.54,0.87,0.45,3.182937382026548e7
0.78,0.56,0.08,0.88,0.04,3.1806211645398427e7
0.19,0.2,0.82,0.03,0.62,3.143111106336072e7
0.87,0.71,0.6,0.11,0.67,3.1845742361259796e7
0.95,0.66,0.67,0.09,0.71,3.1850042321120527e7
0.69,0.61,0.73,0.34,0.1,3.1788896087331045e7
0.19,0.13,0.96,0.24,0.17,3.1493403170550384e7
0.78,0.75,0.33,0.35,0.52,3.1838059607438803e7
0.94,0.68,0.72,0.42,0.76,3.185134856772364e7
0.52,0.93,0.29,1.0,0.2,3.1833404858681485e7
0.5,0.86,0.46,0.82,0.01,3.180545741795922e7
0.99,0.18,0.67,0.71,0.96,3.1884749614140052e7
0.66,0.57,0.92,0.14,0.87,3.177347393781966e7
1.0,0.69,0.15,0.47,0.41,3.1865405781663958e7
0.27,0.15,0.17,0.23,0.96,3.1563734510717973e7
0.7,0.23,0.37,0.22,0.52,3.1776654630739193e7
0.85,0.58,0.25,0.03,0.07,3.181931459516293e7
0.59,0.15,0.65,0.48,0.2,3.178972879615788e7
0.39,0.03,1.0,0.15,0.57,3.191477306341807e7
0.27,0.52,0.76,0.54,0.22,3.1575096352186088e7
0.82,0.14,0.1,0.76,0.78,3.1878608083213184e7
0.45,0.62,0.5,0.11,0.28,3.171067063636409e7
0.96,0.23,0.32,0.3,0.3,3.184569082717396e7
0.83,0.5,0.89,0.41,0.4,3.180668407609619e7
0.6,0.18,0.94,0.1,0.19,3.174831983134905e7
0.61,0.16,0.06,0.14,0.75,3.1758444514294624e7
0.17,0.05,0.84,0.35,0.92,3.1648573725703813e7
0.38,0.07,0.84,0.77,0.92,3.1839261262798384e7
0.96,0.11,0.66,0.13,0.28,3.186880186777285e7
0.17,0.51,0.25,0.89,0.09,3.1465728510372162e7
0.96,0.68,0.67,0.48,0.76,3.185482470569019e7
0.06,0.31,0.75,0.59,0.31,3.115806589620575e7
0.19,0.2,0.65,0.54,0.36,3.148867319004774e7
0.16,0.61,0.19,0.79,0.02,3.1489600312762495e7
0.74,0.49,0.99,0.51,0.54,3.1786475984573655e7
0.34,0.27,0.29,0.92,0.8,3.1645426220178884e7
0.8,0.76,0.87,0.69,0.62,3.1843018436085794e7
0.1,0.56,0.25,0.18,0.58,3.136314029064559e7
0.54,0.23,0.57,0.46,0.67,3.173612846794124e7
0.09,0.27,0.35,0.35,0.37,3.123740540064234e7
0.41,0.69,0.44,0.68,0.35,3.171439418541655e7
0.09,0.75,0.97,0.39,0.18,3.1473244582677267e7
0.6,0.87,0.22,0.42,0.3,3.183419792111231e7
0.91,0.3,0.99,0.29,0.55,3.1822496986696426e7
0.48,0.79,0.79,0.45,0.73,3.1778406753568154e7
0.27,0.45,0.52,0.26,0.2,3.154879602854076e7
0.74,0.33,0.87,0.86,0.29,3.180024268606581e7
0.68,0.76,0.09,0.35,0.1,3.1820506924701672e7
0.33,0.39,0.1,0.03,0.37,3.1579945035528224e7
0.03,0.02,0.51,0.88,0.14,3.1792883398436982e7
0.59,0.23,0.2,0.08,0.63,3.1729852642034467e7
0.17,0.43,0.24,0.96,0.34,3.145201330247391e7
0.47,0.01,0.5,0.06,0.96,3.2025936913812477e7
0.6,0.42,0.95,0.19,0.27,3.173520714111635e7
0.6,0.87,0.63,0.52,0.49,3.183473202863726e7
0.09,0.54,0.99,0.87,0.62,3.134119637504131e7
0.65,0.58,0.06,0.88,0.29,3.177521868383726e7
0.58,0.41,0.1,0.91,0.18,3.1742959868864097e7
0.08,0.59,0.55,0.68,0.86,3.1337641352412242e7
0.78,0.75,0.29,0.54,0.52,3.1837680286003422e7
0.47,0.03,0.4,0.81,0.54,3.1975399814982925e7
0.38,0.85,0.08,0.36,0.94,3.176087286604102e7
0.22,0.95,0.77,0.73,0.78,3.1732294716774613e7
0.81,0.38,0.31,0.02,0.79,3.179014875414827e7
0.83,0.75,0.22,0.02,0.79,3.1848254194847338e7
0.63,0.23,0.67,0.46,0.8,3.176994416572068e7
0.52,0.89,0.6,0.06,0.35,3.182507595230491e7
0.83,0.17,0.07,0.57,0.03,3.1851348808981724e7
0.76,0.07,0.95,0.45,0.15,3.1899646856615305e7
0.19,0.76,0.79,0.01,0.02,3.1610896455427263e7
0.63,0.12,0.36,0.9,0.67,3.1865956717599235e7
0.75,0.47,0.91,0.28,0.83,3.1784198979357336e7
0.52,0.37,0.3,0.28,0.08,3.1700151458912503e7
0.44,0.11,0.31,0.92,0.07,3.1818610654873516e7
0.06,0.52,0.55,0.49,0.81,3.1239691261242222e7
0.21,0.85,0.76,0.24,0.64,3.1674769833072502e7
0.32,0.05,0.16,0.41,0.27,3.179366523183685e7
0.92,0.45,0.04,0.47,0.5,3.182671029367649e7
0.15,0.3,0.26,0.65,0.75,3.1400512043252457e7
0.65,0.67,0.49,0.34,0.42,3.1791275863905996e7
0.33,0.79,0.08,0.31,0.73,3.1712600152950022e7
0.2,1.0,0.87,0.96,0.08,3.174756924400809e7
0.97,0.35,0.59,0.98,0.77,3.1851050564273953e7
0.95,0.62,0.68,0.54,0.83,3.1844434613666046e7
0.75,0.16,0.46,0.87,0.55,3.1861155052021496e7
0.23,0.25,0.67,0.05,0.6,3.14792817902916e7
0.63,0.95,0.1,0.17,0.66,3.1865178188545816e7
0.98,0.28,0.07,0.28,0.8,3.1843110636925794e7
0.03,0.13,0.69,0.76,0.75,3.1206811027674332e7
0.04,0.87,0.09,0.88,0.57,3.1556526642901268e7
0.77,0.64,0.76,0.53,0.01,3.1813117880917914e7
0.95,0.01,0.73,0.83,0.32,3.2022950915581368e7
0.84,1.0,0.04,0.18,0.27,3.190735691744445e7
0.25,0.43,0.53,0.76,0.64,3.154130025079534e7
0.86,0.22,0.38,0.67,0.58,3.18453796736632e7
0.19,0.05,0.46,0.33,0.14,3.166369030791185e7
0.83,0.21,0.88,0.7,0.34,3.1843408707060006e7
0.86,0.79,0.33,0.14,0.43,3.186138083864291e7
0.56,0.11,0.43,0.3,0.59,3.178442712410855e7
0.64,0.06,0.78,0.04,0.12,3.1848596894621905e7
0.23,1.0,0.76,0.3,0.12,3.1765977805191908e7
0.51,0.6,0.35,0.48,0.46,3.1730180882984817e7
0.54,0.05,0.75,0.65,0.37,3.1919245927117318e7
1.0,0.92,0.07,0.03,0.9,3.1908956440342266e7
0.45,0.84,0.47,0.44,0.13,3.1784405911831185e7
0.91,0.13,0.99,0.22,0.99,3.185623688036317e7
0.96,0.44,0.07,0.26,0.28,3.183210642161359e7
0.64,0.4,0.42,0.13,0.67,3.174412524206569e7
0.65,0.24,0.31,0.99,0.22,3.1805969447279744e7
0.14,0.82,0.24,0.59,0.83,3.158811633328787e7
0.57,0.55,0.14,0.1,0.07,3.1739057336248215e7
0.6,0.43,0.33,0.88,0.19,3.1749036820087582e7
0.64,0.59,0.31,0.92,0.38,3.1774435314457152e7
0.04,0.83,0.64,0.47,0.51,3.1459251313596535e7
0.68,0.49,0.63,0.41,0.16,3.1768548820691362e7
0.55,0.11,0.7,0.77,0.89,3.1840324214165527e7
0.47,0.4,0.51,0.6,0.76,3.1688112895727135e7
0.4,0.38,0.74,0.54,0.82,3.1649768659821324e7
0.11,0.06,0.1,0.82,0.93,3.1645901286059357e7
0.54,0.08,0.52,0.97,0.72,3.190110432666156e7
0.4,0.29,0.17,0.63,0.65,3.16585019871657e7
0.84,0.74,0.89,0.57,0.83,3.1845566600278933e7
0.29,0.29,0.55,0.46,0.12,3.1566979228492793e7
0.1,0.27,0.55,0.27,0.24,3.1255189798426613e7
0.42,0.45,0.6,0.47,0.86,3.1662037205352806e7
0.39,0.24,0.19,0.99,0.84,3.1696793516429093e7
0.21,0.11,0.56,0.08,0.66,3.1498560951661486e7
0.26,0.65,0.83,0.72,0.31,3.1614273445385754e7
0.8,0.45,0.32,0.87,0.07,3.1805205741091225e7
0.65,0.56,0.41,0.33,0.6,3.176831553950754e7
0.2,0.46,0.13,0.29,0.47,3.147404074470835e7
0.88,0.87,0.94,0.21,0.91,3.1880752793609943e7
0.88,0.89,0.77,0.28,0.38,3.1885209897872597e7
0.54,0.36,0.34,0.45,0.55,3.1714839570473917e7
0.41,0.81,0.03,0.15,0.37,3.1758193807874195e7
0.52,0.75,0.24,0.97,0.52,3.1775008435221434e7
0.32,0.32,0.37,0.82,0.12,3.160959076701907e7
0.75,0.58,0.65,0.34,0.52,3.1797854858609173e7
0.3,0.49,0.83,1.0,0.99,3.160501804058298e7
0.91,0.42,0.92,0.59,0.98,3.1823478195502214e7
0.11,0.75,0.69,0.02,0.54,3.1508286734576162e7
0.7,0.34,0.63,0.98,0.32,3.1792295145569336e7
0.4,0.39,0.26,0.21,0.19,3.1634996475968078e7
0.88,0.5,0.86,0.93,0.86,3.182339425254438e7
0.64,0.32,0.18,0.38,0.62,3.1752377742214918e7
0.41,0.25,0.07,0.78,0.35,3.1686390628374267e7
0.11,0.78,0.38,0.5,0.63,3.1525298424773853e7
0.98,0.53,0.2,0.48,0.55,3.1842638670443792e7
0.68,0.87,0.24,0.13,0.48,3.1851459103293803e7
1.0,0.79,0.46,0.43,0.81,3.1880897196208768e7
0.33,0.56,0.27,0.41,0.75,3.1625458718883593e7
0.66,0.48,0.79,0.47,0.34,3.1763129214230374e7
0.84,0.14,0.46,0.72,0.52,3.187854315696329e7
0.72,0.65,0.57,0.47,0.87,3.18038980743268e7
0.91,0.45,0.25,0.91,0.17,3.183072233791714e7
0.42,0.93,0.53,0.62,0.33,3.1808017720155917e7
0.08,0.24,0.64,0.61,0.09,3.1239134518468685e7
0.66,0.4,0.42,0.84,0.85,3.1768698974103633e7
0.44,0.22,0.94,0.38,0.91,3.1688466018752024e7
0.15,0.72,0.45,0.05,0.69,3.154015216400321e7
0.65,0.23,0.49,0.81,0.6,3.179852996300649e7
0.31,0.95,0.93,0.67,0.91,3.1779266706171818e7
0.51,1.0,0.94,0.24,0.53,3.1860030237987515e7
0.2,0.31,0.07,0.38,0.85,3.1455887935170356e7
0.88,0.86,0.91,0.26,0.69,3.187835184284498e7
