α_v,α_s,decay,MSE
0.18,0.42,0.49,5.998193560679868e6
1.0,0.95,0.69,6.055380945436417e6
0.23,0.48,0.15,5.994802899521482e6
0.2,0.22,0.37,6.015301883688187e6
0.44,0.08,0.44,6.06346314263483e6
0.7,0.13,0.67,6.079180275786971e6
0.77,0.9,0.92,6.0328615124097075e6
0.66,0.11,0.52,6.079545362700839e6
0.91,0.3,0.63,6.076250649726318e6
0.33,0.78,0.22,5.9970213558941595e6
0.46,0.21,0.87,6.037786167858962e6
0.03,0.06,0.21,6.193281147090772e6
0.95,0.79,0.86,6.054833900283645e6
0.51,0.74,0.82,6.011994720964547e6
0.62,0.38,0.56,6.036164888000246e6
0.97,0.2,0.21,6.096209912875596e6
0.05,0.26,0.31,6.107939352911647e6
0.49,0.51,0.24,6.015194473490868e6
0.91,0.11,0.32,6.105468969665809e6
0.89,0.88,0.99,6.045211785222735e6
0.4,0.69,0.57,6.002673672130012e6
0.96,0.91,0.94,6.052014052360084e6
0.27,0.32,0.04,6.005146439020636e6
0.05,0.91,0.86,6.085293822049986e6
0.12,0.94,0.41,6.012391443543055e6
0.11,0.75,0.09,6.0154346654120805e6
0.54,0.61,0.1,6.017272295110207e6
0.81,0.47,0.08,6.051480575776213e6
0.21,0.67,0.62,5.992938710816792e6
0.69,0.12,0.08,6.080353553583215e6
0.85,0.3,0.14,6.069061584497978e6
0.71,0.65,0.87,6.0332547563716285e6
0.55,0.6,0.01,6.018535338180114e6
0.62,0.93,0.25,6.019318593322182e6
0.68,0.68,0.32,6.029395316719633e6
0.09,0.47,1.0,6.032311827471549e6
0.27,0.52,0.1,5.995275919693094e6
0.54,0.34,0.44,6.030564755258357e6
0.64,0.39,0.8,6.0376327384584e6
0.9,0.65,0.51,6.053864182731955e6
0.14,0.54,0.17,6.002421437072231e6
0.53,0.23,0.45,6.042331500489717e6
0.54,0.31,0.26,6.033403032874456e6
0.75,0.72,0.09,6.035306491947493e6
