α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.81,0.78,0.42,0.42,0.72,0.67,0.67,0.54,2.5036358207297064e7
0.37,0.73,0.67,0.11,0.33,0.46,0.59,0.19,2.5018217019422337e7
0.83,0.48,0.32,0.19,0.68,0.94,0.65,0.58,2.506378926093021e7
0.96,0.99,0.99,0.23,0.03,0.77,0.91,0.82,2.517955530150985e7
0.16,0.22,0.12,0.07,0.17,0.57,0.22,0.37,2.512691351631095e7
0.87,0.89,0.6,0.39,0.65,0.59,0.93,0.82,2.504748243118043e7
0.63,0.36,0.59,0.89,0.43,0.11,0.78,0.15,2.5098068215889685e7
0.07,0.16,0.78,0.86,0.24,0.31,0.3,0.5,2.510847302339267e7
0.49,0.76,0.71,0.56,0.73,0.56,0.01,0.87,2.5023526347381976e7
0.34,0.57,0.09,0.79,0.6,0.52,0.74,0.81,2.503636972188194e7
0.12,0.51,0.14,0.28,0.57,0.04,0.5,0.79,2.515584914654031e7
0.24,0.89,0.23,0.35,0.67,0.31,0.29,0.56,2.5101166043923836e7
0.15,0.39,0.62,0.4,0.3,0.4,0.72,0.22,2.5042152496718824e7
0.97,0.51,0.74,0.43,0.35,0.87,0.01,0.17,2.504293774610994e7
0.58,0.59,0.78,0.01,0.05,0.71,0.17,0.05,2.518627838692931e7
0.15,0.54,0.41,0.29,0.96,0.16,0.41,0.09,2.5068451589177698e7
0.93,0.89,0.2,0.37,0.09,0.37,0.94,0.24,2.5176686815539494e7
0.46,0.03,0.32,0.33,0.82,0.34,0.11,0.09,2.5015483270010013e7
0.23,0.54,0.59,0.5,0.83,0.7,0.79,0.35,2.505326202636458e7
0.23,0.6,0.77,0.91,0.64,0.64,0.31,0.2,2.5053048297093526e7
0.41,0.95,0.32,0.75,0.91,0.01,0.21,0.92,2.5180802562888213e7
0.19,0.4,0.23,0.98,0.49,0.94,0.49,0.36,2.5049961415707212e7
0.8,0.13,0.54,0.95,0.09,0.97,0.99,0.45,2.5217280842209287e7
0.27,0.48,0.44,0.01,0.07,0.14,0.48,0.43,2.5181576853036135e7
0.84,0.57,0.66,0.61,0.97,0.26,0.62,0.51,2.5087461064832613e7
0.22,0.23,0.28,0.67,0.1,0.48,0.83,0.79,2.512956960034608e7
0.71,0.05,0.35,0.75,0.5,0.72,0.02,0.5,2.502343485663144e7
0.17,0.1,0.43,0.03,0.18,0.65,0.77,0.26,2.519409669162987e7
0.01,0.31,0.55,0.29,0.83,0.29,0.25,0.32,2.516328469011063e7
0.39,0.15,0.99,0.11,0.89,0.67,0.02,0.28,2.5040545576580834e7
0.14,0.87,0.08,0.79,0.28,0.86,0.41,0.07,2.5075350551652454e7
0.49,0.34,0.59,0.21,0.58,0.65,0.62,0.52,2.5012853951574296e7
0.13,0.8,0.98,0.08,0.22,0.61,0.65,0.42,2.5065142194252115e7
0.04,0.41,0.34,0.88,0.58,0.25,0.2,0.34,2.5214164812592924e7
0.5,0.54,0.57,0.65,0.59,0.13,0.46,0.66,2.505095159507502e7
0.42,0.91,0.48,0.12,0.85,0.49,0.35,0.3,2.505173978937678e7
0.92,0.28,0.97,0.82,0.57,0.22,0.03,0.7,2.502958773570923e7
0.55,0.6,0.47,0.75,0.07,0.36,0.11,0.34,2.5158436088170968e7
0.58,0.65,0.03,0.76,0.53,0.27,0.65,0.84,2.5073643482532524e7
0.63,0.61,0.8,0.45,0.93,0.85,0.83,0.97,2.5045825787298728e7
0.5,0.88,0.12,0.82,0.41,0.56,0.17,0.37,2.5040528570146214e7
0.98,0.61,0.86,0.71,0.75,0.93,0.96,0.7,2.503756539165556e7
0.12,0.69,0.26,0.3,0.97,0.05,0.9,0.39,2.508352380582774e7
0.46,0.71,0.46,0.17,0.99,0.72,1.0,0.63,2.5014267563692108e7
0.87,0.44,0.25,0.24,0.28,0.76,0.24,0.68,2.5172118758019786e7
0.36,0.49,0.46,0.41,0.27,0.59,0.1,0.13,2.501936893746929e7
0.23,0.25,0.18,0.13,0.31,0.32,0.11,0.56,2.5050976477751125e7
0.51,0.9,0.28,0.97,0.32,0.76,0.98,0.03,2.5037539097873017e7
0.05,0.71,0.35,0.42,0.22,0.23,0.64,0.29,2.524611870561393e7
0.99,0.68,0.58,0.35,0.38,0.73,0.64,0.47,2.5095411372009616e7
0.27,0.97,0.35,0.19,0.68,0.31,0.71,0.8,2.5053032647627197e7
0.12,0.24,0.66,0.96,0.8,0.53,0.52,0.75,2.5026572622620072e7
0.37,0.63,0.41,0.62,0.64,0.42,0.96,0.09,2.5021138212655887e7
0.76,0.84,0.13,0.88,0.51,0.32,0.97,0.75,2.5060800876974147e7
0.79,0.42,0.07,0.03,0.04,0.63,0.79,0.99,2.5145196509557717e7
0.55,0.18,0.14,0.64,0.98,0.27,1.0,0.15,2.506289128091479e7
0.66,0.4,0.91,0.54,0.16,0.01,0.4,0.66,2.485016420583614e7
0.24,0.1,0.19,0.81,0.48,0.55,0.68,0.72,2.518160236663698e7
0.8,0.84,0.59,0.4,0.65,0.03,0.95,0.87,2.5126222373321123e7
0.51,0.6,0.9,0.89,0.78,0.17,0.98,0.7,2.503852080235421e7
0.57,0.21,0.75,0.98,0.59,0.54,0.14,0.14,2.5022427164543077e7
0.64,0.54,0.39,0.14,0.94,0.06,0.51,0.73,2.5109102029114924e7
0.78,0.65,0.27,0.94,0.36,0.11,0.28,0.56,2.520119470423929e7
0.64,0.37,0.31,0.35,0.55,0.57,0.7,0.37,2.5035038297103055e7
0.95,0.54,0.39,0.17,0.19,0.56,0.59,0.46,2.506978498985343e7
0.04,0.89,0.91,0.59,0.58,0.21,0.71,0.49,2.5160966988454867e7
0.33,0.05,0.12,0.5,0.49,0.48,0.39,0.61,2.500354096753572e7
0.9,0.32,0.55,0.8,0.3,0.82,0.88,0.1,2.512427524358152e7
0.01,0.23,0.67,0.2,0.68,0.59,0.29,0.67,2.5201565796820264e7
0.89,0.93,0.71,0.84,0.3,0.52,0.42,0.4,2.5083273020960383e7
0.69,0.83,0.23,0.38,0.39,0.97,0.26,0.67,2.512156127900053e7
0.77,0.39,0.91,0.71,0.63,0.29,0.54,0.63,2.5039451503327426e7
0.71,0.05,0.48,0.61,0.46,0.38,0.3,0.5,2.509827042068074e7
0.22,0.29,0.09,0.56,0.28,0.3,0.43,0.97,2.5056525920174874e7
0.96,0.51,0.67,0.06,0.04,0.26,0.91,0.19,2.519234024170257e7
0.36,0.49,0.25,0.51,0.38,0.96,0.44,0.25,2.505249233090143e7
0.88,0.99,0.89,0.84,0.72,0.22,0.93,0.42,2.5070096957540426e7
0.72,0.81,0.65,0.44,0.32,0.48,0.43,0.4,2.5057257566121623e7
0.44,0.93,0.19,0.63,0.97,0.94,0.66,0.52,2.5070529009260036e7
0.6,0.7,0.99,0.56,0.69,0.22,0.75,0.39,2.5057028645410147e7
0.47,0.11,0.58,0.61,0.22,0.68,0.8,0.52,2.518748095997896e7
0.56,0.43,0.17,0.16,0.42,0.77,0.93,0.56,2.5042037979120992e7
0.04,0.2,0.36,0.1,0.12,0.26,0.74,0.36,2.530464840356236e7
0.55,0.8,0.55,0.87,0.77,0.99,0.19,0.59,2.505747981935452e7
0.91,0.84,0.94,0.66,0.46,0.17,0.14,0.11,2.5088802911853537e7
0.82,0.56,0.67,0.05,0.94,0.4,0.82,0.02,2.505982278124222e7
0.2,0.81,0.66,0.83,0.77,0.81,0.47,0.82,2.5025031752876777e7
0.73,0.56,0.12,1.0,0.56,0.49,0.53,0.32,2.5044334585569393e7
0.68,0.5,0.56,0.24,0.21,0.16,0.67,0.22,2.513659263872245e7
0.99,0.03,0.7,0.16,0.77,0.69,0.08,0.51,2.5034537066474184e7
0.01,0.7,0.04,0.39,0.81,0.34,0.68,0.26,2.5311900336288966e7
0.95,0.66,0.96,0.88,0.61,0.88,0.55,1.0,2.5050313526745584e7
0.61,0.67,0.55,0.45,0.07,0.52,0.63,0.42,2.509166263505212e7
0.18,0.87,0.61,0.36,0.45,0.81,0.84,0.82,2.5014076071689792e7
0.83,0.43,0.89,0.28,0.03,0.9,0.4,0.11,2.5210801858849287e7
0.34,0.85,0.07,0.08,1.0,0.77,0.27,0.81,2.506719804563021e7
0.59,0.13,0.46,0.23,0.69,0.88,0.08,0.87,2.5042451124758027e7
0.65,0.88,0.2,0.31,0.55,0.11,0.4,0.38,2.5067497226557463e7
0.83,0.56,0.48,0.18,0.89,0.53,0.95,0.17,2.505015893847713e7
0.35,0.05,0.54,1.0,0.91,0.98,0.42,0.82,2.5042596295745496e7
0.75,0.88,0.13,0.33,0.01,0.82,0.27,0.53,2.5262732406615876e7
0.74,0.23,0.47,0.43,0.9,0.73,0.13,0.33,2.5051010429985315e7
0.43,0.04,0.09,0.12,0.86,0.54,0.71,0.75,2.5036161077785417e7
0.49,0.39,0.98,0.33,0.88,0.77,0.03,0.23,2.50399235578429e7
0.06,0.14,0.36,0.82,0.77,0.25,0.29,0.65,2.510184518330352e7
0.38,0.83,0.5,0.78,0.69,0.31,0.84,0.08,2.505879025552009e7
0.15,0.57,0.98,0.76,0.91,0.24,0.04,0.34,2.5072055780758817e7
0.61,0.77,0.25,0.91,0.65,0.89,0.14,0.4,2.5045604865344286e7
0.42,0.81,0.13,0.64,0.36,0.52,0.39,0.73,2.5036358098786592e7
0.35,0.47,0.36,0.21,0.35,0.7,0.13,0.32,2.5022342623020165e7
0.75,0.91,0.15,0.74,0.65,0.02,0.24,0.22,2.5103174636312686e7
0.57,0.47,1.0,0.42,0.3,0.29,0.84,0.65,2.5062357963263497e7
1.0,0.43,0.18,0.42,0.33,0.22,0.37,0.58,2.5222900123480536e7
0.7,0.6,0.48,0.68,0.27,0.62,0.91,0.29,2.508547329902573e7
0.25,0.67,0.31,0.57,0.81,0.67,0.8,0.55,2.4994346068347797e7
0.18,0.18,0.63,0.08,0.11,0.9,0.95,0.49,2.508595075233773e7
0.51,0.95,0.05,0.78,0.8,0.91,0.07,0.12,2.5059661009799115e7
0.45,0.63,0.88,1.0,0.92,0.4,0.84,0.59,2.504346379371464e7
0.28,0.03,0.41,0.18,0.02,0.34,0.7,0.98,2.531756626803092e7
0.91,0.21,0.72,0.77,0.62,0.02,0.38,0.88,2.5018514110501938e7
0.84,0.86,0.35,0.65,0.42,0.35,0.74,0.92,2.5081927687875886e7
0.71,0.07,0.21,0.46,0.11,0.35,0.6,0.3,2.5168279562684745e7
0.33,0.45,0.57,0.86,0.75,0.63,0.41,0.08,2.5026130066105355e7
0.5,0.82,0.24,0.4,0.58,0.89,0.7,0.72,2.5038634059313677e7
0.97,0.05,0.37,0.08,0.5,0.43,0.01,0.06,2.506123537129779e7
0.91,0.05,0.03,0.92,0.88,0.89,0.15,0.95,2.506913297238595e7
0.17,0.04,0.29,0.86,0.86,0.73,0.36,0.49,2.5059365145624906e7
0.02,0.06,0.89,0.96,0.73,0.45,0.83,0.79,2.530937869916769e7
0.13,0.84,0.21,0.58,0.39,0.02,0.99,0.21,2.52171819782314e7
0.95,0.26,0.2,0.1,0.92,0.45,0.5,0.05,2.5088206381483175e7
0.98,0.07,0.73,0.81,0.81,0.36,0.97,0.35,2.5086809217402086e7
0.21,0.84,0.81,0.64,0.3,0.44,0.51,0.76,2.5009947080056958e7
0.14,0.11,0.38,0.08,0.19,0.19,0.54,0.91,2.5091255961750098e7
0.34,0.36,0.66,0.96,0.49,0.78,1.0,0.39,2.501874564273353e7
0.28,0.46,0.89,0.15,0.88,0.78,0.01,0.24,2.5041387194492877e7
0.86,0.28,0.36,0.13,0.86,0.5,0.82,0.72,2.507391743614219e7
0.83,0.13,0.25,0.47,0.77,0.42,0.87,0.84,2.5074770120407544e7
0.44,0.17,0.07,0.86,0.47,0.94,0.23,0.54,2.5052778355274945e7
0.91,0.92,0.06,0.45,0.79,0.94,0.84,0.06,2.5071514633164134e7
0.71,0.83,0.68,0.3,0.97,0.94,0.08,0.36,2.5065883793969683e7
0.69,0.33,0.03,0.35,0.44,0.04,0.77,0.23,2.513151809959808e7
0.34,0.08,0.22,0.39,1.0,0.72,0.87,0.99,2.510099811047361e7
0.35,0.12,0.4,0.74,0.56,0.23,0.86,0.25,2.5023432296828516e7
0.68,0.9,0.62,0.33,0.94,0.37,0.53,0.85,2.506442614413378e7
0.17,0.3,0.07,0.3,0.69,0.45,0.63,0.32,2.5073407032004923e7
0.65,0.73,0.3,0.89,0.29,0.11,0.71,0.26,2.514914822399461e7
0.04,0.4,0.97,0.03,0.36,0.69,0.73,0.11,2.5213621333443753e7
0.35,0.94,0.34,0.45,0.6,0.98,0.99,0.22,2.5052762383611515e7
0.94,0.88,0.28,0.2,0.43,0.9,0.59,0.6,2.509506111186578e7
0.22,0.91,0.46,0.18,0.79,0.3,0.21,0.31,2.5039906932423018e7
0.61,0.49,0.65,0.84,0.08,0.85,0.87,0.93,2.518655052635403e7
0.63,0.58,0.53,0.86,0.23,0.38,0.62,0.83,2.509552772195977e7
0.77,0.96,0.22,0.22,0.94,0.79,0.57,0.35,2.5060425868863504e7
0.59,0.65,0.74,0.05,0.67,0.53,0.39,0.89,2.5017237368941516e7
0.72,0.27,0.19,0.34,0.85,0.26,0.56,0.03,2.508572863319548e7
0.26,0.85,0.2,0.43,0.33,0.31,0.23,0.6,2.5041292365574725e7
0.94,0.22,0.8,0.64,0.8,0.44,0.54,0.22,2.505562692267751e7
0.21,0.04,0.07,0.15,0.48,0.57,0.52,0.47,2.5172801169880312e7
0.48,0.06,0.33,0.94,0.81,0.9,0.09,0.49,2.5057853091198772e7
1.0,0.34,0.29,0.75,0.22,0.68,0.31,0.44,2.502591425745491e7
0.09,0.12,0.29,0.47,0.24,0.93,0.16,0.79,2.508727980163429e7
0.69,0.18,0.06,0.24,0.63,0.61,0.54,0.3,2.5083432199011516e7
0.84,0.5,1.0,0.66,0.32,0.79,0.68,0.39,2.507070316307503e7
0.77,0.39,0.61,0.93,0.91,0.34,0.37,0.39,2.5067755118306935e7
0.46,0.18,0.31,0.28,0.76,0.24,0.93,0.94,2.505370840013225e7
0.02,0.15,0.86,0.67,0.97,0.03,0.15,0.81,2.5084479430432662e7
0.77,0.68,0.22,0.07,0.11,0.95,0.81,0.95,2.5161220210999046e7
0.25,0.01,0.98,0.48,0.39,0.45,0.95,0.68,2.478540848506629e7
0.02,0.65,0.15,0.77,0.08,0.23,0.26,0.38,2.5302275393947892e7
0.91,0.94,0.39,0.66,0.57,0.4,0.04,0.29,2.5024116816853274e7
0.51,0.91,0.83,0.05,0.11,0.97,0.28,0.44,2.5106174180627316e7
0.02,0.51,0.15,0.62,0.77,0.05,0.88,0.12,2.533298732995267e7
0.18,0.73,0.51,0.81,0.39,0.31,0.45,0.96,2.5027635785488106e7
0.02,0.32,0.15,0.88,0.06,0.87,0.17,0.01,2.526925595447132e7
0.27,0.22,0.2,0.24,0.88,0.1,0.61,0.33,2.5120452593782786e7
0.15,0.39,0.4,0.72,0.15,0.7,0.13,0.61,2.5095156327323638e7
0.56,0.01,0.17,0.78,0.89,0.33,0.51,0.82,2.5114775609098278e7
0.18,0.78,0.35,0.93,0.05,0.24,0.86,0.48,2.51698337042667e7
0.65,0.46,0.13,0.64,0.28,0.16,0.13,0.33,2.503975784372136e7
0.77,0.5,0.41,0.4,0.64,0.09,0.42,0.85,2.507950601281495e7
0.26,0.31,0.83,0.73,0.9,0.74,0.97,0.57,2.5066922012941837e7
0.56,0.53,0.44,0.61,0.24,0.8,0.06,0.54,2.5034913437695477e7
0.93,0.28,0.56,0.9,0.37,0.39,0.63,0.35,2.510588493815742e7
0.77,0.58,0.87,0.66,0.96,0.21,0.84,0.31,2.5072981232852004e7
0.32,0.25,0.05,0.58,0.91,0.9,0.06,0.46,2.5068184670928035e7
0.68,0.35,0.91,0.48,0.73,0.69,0.38,0.31,2.5021319653172933e7
0.6,0.28,0.36,0.79,0.01,0.67,0.28,0.57,2.529185121356076e7
0.24,0.77,0.37,0.58,0.14,0.53,0.18,0.85,2.508913526141713e7
0.71,0.51,0.47,0.09,0.33,0.91,0.33,0.33,2.5075979544139177e7
0.6,0.88,0.32,0.53,0.48,0.41,0.72,0.41,2.504021304826455e7
0.44,0.12,0.91,0.53,0.41,0.12,0.46,0.85,2.5033450637022555e7
0.21,0.27,0.42,0.14,0.77,0.77,0.51,0.17,2.5018073896926034e7
0.05,0.53,0.6,0.83,0.77,0.38,0.04,0.05,2.5040518023479175e7
0.47,0.92,0.58,0.4,0.41,0.63,0.5,1.0,2.501926363940507e7
0.11,0.28,0.58,0.84,0.71,0.89,0.94,0.55,2.5202065548419252e7
0.91,0.57,0.18,0.53,0.82,0.5,0.11,0.41,2.5053251449620314e7
0.2,0.84,0.61,0.14,0.88,0.24,0.22,0.57,2.5071483399239663e7
0.7,0.38,0.17,0.25,0.88,0.95,0.67,0.93,2.5073968514397055e7
0.37,0.08,0.14,0.33,0.41,0.46,0.91,0.65,2.506194065888314e7
0.21,0.32,0.43,0.36,0.49,0.3,0.54,0.14,2.500023304413149e7
0.76,0.08,0.47,0.73,0.28,0.78,0.64,0.48,2.5224778678483248e7
0.02,1.0,0.13,0.19,0.9,0.92,0.91,0.03,2.527441864034549e7
0.45,0.83,0.55,0.75,0.8,0.69,0.64,0.2,2.5029931765882388e7
0.91,0.78,0.71,0.01,0.89,0.86,0.05,0.89,2.5049213182516217e7
0.56,0.71,0.47,0.52,0.96,0.18,0.62,0.02,2.508694293237313e7
0.24,0.31,0.87,0.26,0.61,0.88,0.27,0.58,2.5071697340573013e7
0.83,0.9,0.79,0.62,0.87,0.36,0.76,0.22,2.5049449272166483e7
0.25,0.69,0.3,0.21,0.42,0.69,0.78,0.53,2.5018685244200416e7
0.22,0.16,0.85,0.96,0.91,0.88,0.14,0.84,2.505308983035019e7
0.77,0.52,0.95,0.97,0.35,0.84,0.48,0.38,2.5051278042436644e7
0.71,0.91,0.03,0.29,0.29,0.26,0.91,0.94,2.514270709671115e7
0.85,0.14,0.76,0.61,0.68,0.39,1.0,0.71,2.50799718764655e7
0.91,0.07,0.94,0.09,0.6,0.5,0.52,0.58,2.5127235652796168e7
0.33,0.26,0.13,0.02,0.08,0.41,0.24,0.34,2.5241800468707304e7
0.53,0.92,0.93,0.2,0.78,0.28,0.87,0.13,2.5034299959561557e7
0.01,0.69,0.24,0.4,0.24,0.05,0.92,0.85,2.5318315709979557e7
0.84,0.58,0.58,0.11,0.43,0.14,0.88,0.11,2.511128116922438e7
0.16,0.29,0.82,0.13,0.42,0.62,0.48,0.92,2.50351275374085e7
0.62,0.58,0.74,0.01,0.45,0.9,0.39,0.02,2.5038369679056346e7
0.99,0.79,0.12,0.57,0.57,0.09,0.67,0.41,2.5204267667078298e7
0.18,0.87,0.56,0.41,0.86,0.04,0.08,0.53,2.511776645169573e7
0.93,0.82,0.51,0.59,0.17,0.47,0.72,0.46,2.5131382232011866e7
0.5,0.21,0.85,0.2,0.42,0.35,0.85,0.36,2.5056607612507798e7
0.91,0.58,0.49,0.4,0.38,0.49,0.58,0.83,2.5087069168768898e7
0.33,0.46,0.63,0.96,0.96,0.91,0.87,0.36,2.5038354755913198e7
0.48,0.56,0.73,0.79,0.9,0.93,0.48,0.71,2.5045081231041387e7
0.99,0.26,0.36,0.82,0.19,0.71,0.09,0.15,2.510471686648205e7
0.77,0.86,0.92,0.26,0.94,0.86,0.36,0.61,2.50519987812056e7
0.73,0.47,0.76,0.99,0.17,0.86,0.26,0.82,2.5036460736718535e7
0.9,0.07,0.6,0.53,0.39,0.7,0.81,0.91,2.508740948561057e7
0.95,0.17,0.52,0.1,0.02,0.36,0.17,0.73,2.5301280399452083e7
0.52,0.39,0.86,0.84,0.54,0.2,0.77,0.06,2.504116908556323e7
0.49,0.27,0.82,0.24,0.09,0.25,0.17,0.27,2.5149865273217544e7
0.71,0.92,0.77,0.6,0.88,0.87,0.09,0.43,2.504726560243932e7
0.99,0.29,0.69,0.1,1.0,0.55,0.46,0.69,2.5091657693198454e7
0.76,0.17,0.26,0.95,0.64,0.96,0.82,0.69,2.5080177562251344e7
0.66,0.22,0.22,0.31,0.42,0.59,0.32,0.11,2.5090186355618056e7
0.17,0.23,0.02,0.59,0.74,0.84,0.09,0.73,2.505324549014698e7
0.61,0.74,0.29,0.13,0.77,0.92,0.53,0.72,2.505791895896343e7
0.75,0.12,0.36,0.29,0.63,0.46,0.63,0.2,2.5091408408657573e7
0.78,0.15,0.58,0.79,0.63,0.42,0.86,0.78,2.5113610500385333e7
0.3,0.42,0.54,0.06,0.61,0.28,0.99,0.15,2.5021386591206826e7
0.83,0.51,0.9,0.66,0.26,0.64,0.7,0.67,2.5071396835241415e7
0.29,1.0,0.97,0.17,0.8,0.18,0.65,0.56,2.5039863160307836e7
0.64,0.15,0.97,0.56,0.99,0.73,0.06,0.88,2.5054794337974302e7
0.3,0.45,0.61,0.02,0.46,0.43,0.72,0.7,2.500532261444389e7
