α_v,α_s,α_v_error,α_s_error,decay,MSE
0.1,0.85,0.71,0.35,0.65,1.1147821892205115e7
0.56,0.37,0.03,0.63,0.53,1.1207105477318607e7
0.32,0.44,0.36,0.31,0.01,1.1205796819914695e7
0.11,0.27,0.68,0.29,0.48,1.124042408601188e7
0.76,0.75,0.46,0.33,0.42,1.1148099713324267e7
0.57,0.46,0.64,0.03,0.35,1.1200568771881595e7
0.94,0.85,0.49,0.68,0.94,1.1143945167097002e7
0.25,0.27,0.85,0.42,0.61,1.1241691284673296e7
0.1,0.23,0.02,0.22,0.3,1.1204651792420171e7
0.25,0.35,0.98,0.58,0.62,1.1238223990562178e7
0.61,0.56,0.13,0.99,0.83,1.1179834427248696e7
0.36,0.49,0.57,0.18,0.12,1.1201447293134132e7
1.0,0.66,0.98,0.38,0.86,1.1181943126169102e7
0.59,0.62,0.55,0.1,0.21,1.117118360260725e7
0.54,0.89,0.33,0.54,0.05,1.1122107225360285e7
0.07,0.49,0.95,0.65,0.49,1.123663154097667e7
0.72,0.12,0.03,0.7,0.81,1.1226096858928636e7
0.69,0.24,0.09,0.47,0.12,1.1218916141507903e7
0.1,0.71,0.7,0.66,0.69,1.1171931860202339e7
0.76,0.99,0.23,0.6,0.66,1.1113242117687985e7
0.79,0.07,0.05,0.38,0.45,1.122099073107561e7
0.34,0.16,0.61,0.08,0.89,1.1236007808225071e7
0.73,0.32,0.2,0.36,0.66,1.1213362757228605e7
0.64,0.17,0.82,0.41,0.43,1.1227926019424897e7
0.91,0.84,0.38,0.44,0.89,1.1141819759360302e7
0.71,0.69,0.81,0.49,0.77,1.116076703684588e7
0.34,0.61,0.21,0.07,0.3,1.1172235183155537e7
0.73,0.84,0.16,0.04,0.5,1.1131078468020879e7
0.59,0.49,0.21,0.27,0.01,1.118985619333532e7
0.55,0.26,0.22,0.63,0.2,1.1220806012766622e7
0.92,0.33,0.91,0.94,0.4,1.1225651349461494e7
0.78,0.22,0.2,0.7,0.96,1.1223778480957389e7
0.54,0.48,0.72,0.66,0.69,1.1199601135103865e7
0.94,0.79,0.35,0.01,0.17,1.1152925582376089e7
0.33,0.14,0.69,0.18,0.29,1.1237791675293818e7
0.42,0.52,0.01,0.77,0.33,1.1185317110419901e7
0.6,0.42,0.51,0.73,0.05,1.1205459674188165e7
0.79,0.63,0.16,0.14,0.5,1.1168777605564162e7
0.79,0.86,0.19,0.4,0.36,1.1129793880140452e7
0.66,0.45,0.65,0.64,0.63,1.1201254996440971e7
0.4,0.86,0.92,0.89,0.18,1.1143604827466846e7
0.76,0.68,0.01,0.65,0.37,1.1157549561999772e7
0.22,0.57,0.48,0.61,0.88,1.118701518518013e7
0.04,0.29,1.0,0.41,0.4,1.1277990879461695e7
0.95,0.43,0.2,0.12,0.86,1.120939637610593e7
0.58,0.67,0.99,0.03,0.07,1.1168627950836875e7
0.41,0.21,0.61,0.03,0.83,1.1232207440303057e7
0.66,0.34,0.19,0.25,0.5,1.1210555079156822e7
0.63,0.61,0.6,0.11,0.2,1.1173227334303997e7
0.09,0.23,0.75,0.63,0.78,1.1251783059419075e7
0.35,0.1,0.76,0.55,0.33,1.1242541249532793e7
0.45,0.1,0.27,0.04,0.23,1.1222143652775992e7
0.58,0.7,0.1,0.27,0.4,1.1150445255802847e7
0.57,0.53,0.61,0.99,0.25,1.1191163662564147e7
0.27,0.05,0.8,0.82,0.16,1.1268295916183162e7
0.76,0.4,0.43,0.94,0.46,1.1209470922052853e7
0.02,0.41,0.25,0.43,0.64,1.1254895232126756e7
0.57,0.14,0.91,0.52,0.13,1.1232482541969497e7
0.24,0.46,0.3,0.74,0.74,1.1202346345925566e7
0.64,0.83,0.43,1.0,0.92,1.1134629051335745e7
0.95,0.91,0.14,0.62,0.11,1.1134897664137963e7
0.82,0.17,0.49,0.19,0.81,1.1224707260519698e7
0.41,0.57,0.13,0.14,0.84,1.1177143717371771e7
0.37,0.41,0.77,0.72,0.7,1.1219252679538291e7
0.24,0.19,0.9,0.29,0.8,1.1247582840807969e7
0.36,0.72,0.08,0.29,0.41,1.114732325907109e7
0.65,0.92,0.17,0.99,0.45,1.1119583203949558e7
0.42,0.68,0.47,0.39,0.18,1.1161940740724336e7
0.07,0.31,0.6,0.93,0.22,1.1245594853537334e7
0.48,0.56,0.71,0.41,0.72,1.1186769359300828e7
0.36,0.35,0.24,0.2,0.09,1.1215182155093342e7
0.54,0.63,0.35,0.24,0.49,1.1166884315545004e7
1.0,0.79,0.94,0.46,0.16,1.1160796790864572e7
0.89,0.14,0.37,0.84,0.98,1.1233728272382453e7
0.02,0.13,0.42,0.04,0.75,1.1284925051633384e7
0.85,0.71,0.6,1.0,0.26,1.1162438862765616e7
0.15,0.45,0.49,0.84,0.28,1.1209622137034014e7
0.74,0.64,0.26,0.19,0.49,1.1165667550446637e7
0.43,0.39,0.39,0.3,0.18,1.1210853689072747e7
0.16,0.56,0.05,0.45,0.06,1.116555408051586e7
0.48,0.27,0.72,0.94,0.11,1.1231832153268468e7
0.48,0.98,0.55,0.46,0.38,1.1116041023367181e7
0.35,0.43,0.07,0.48,0.35,1.1200913269901488e7
0.96,0.06,0.05,0.6,0.4,1.1237657861348893e7
0.56,0.44,0.6,0.56,0.54,1.1203369275792945e7
0.36,0.95,0.48,0.9,0.92,1.1123533067422766e7
0.54,0.97,0.85,0.4,0.27,1.112036881928213e7
0.34,0.13,0.27,0.34,0.36,1.1228878749111872e7
0.58,0.61,0.17,0.94,0.4,1.1170385302834239e7
0.28,0.51,0.67,0.79,0.43,1.1204934160799999e7
0.68,0.61,0.75,0.65,0.21,1.1174855028237619e7
0.4,0.2,0.36,0.99,0.21,1.1236262958566297e7
0.57,0.38,0.04,0.1,0.99,1.1204962728792306e7
0.58,0.17,0.8,0.81,0.26,1.123427979885486e7
0.09,0.7,0.19,1.0,0.28,1.1141867161619022e7
0.87,0.07,0.77,0.89,0.6,1.1245423253935661e7
0.96,0.97,0.77,0.74,0.05,1.1132769814083338e7
0.81,0.74,0.51,0.99,0.51,1.1154515917447865e7
0.13,0.32,0.87,0.82,0.49,1.124608866246324e7
0.67,0.75,0.78,0.33,1.0,1.1149483276535403e7
0.79,0.47,0.96,0.09,0.85,1.1201468972708259e7
0.64,0.5,0.82,0.86,0.56,1.1196592963255184e7
0.07,0.5,0.07,0.08,0.73,1.1174111005810922e7
0.66,0.05,0.42,0.72,0.94,1.1242352755166586e7
0.03,0.28,0.6,0.24,0.86,1.127349296401501e7
0.3,0.89,0.18,0.75,0.25,1.1122079094601914e7
0.32,0.34,0.83,0.85,0.97,1.1233593230453933e7
0.22,0.51,0.21,0.4,0.6,1.118794129472162e7
0.05,0.4,0.16,0.37,0.6,1.12105594024372e7
0.65,0.5,0.24,0.55,0.75,1.1188810437872507e7
0.03,0.9,0.33,0.3,0.97,1.1155501535535209e7
0.79,0.87,0.87,0.74,0.56,1.113472412813969e7
0.37,0.61,0.52,0.29,0.96,1.1177970608219562e7
0.48,0.79,0.39,0.46,0.37,1.1139115766385458e7
0.9,0.66,0.22,0.38,0.1,1.1169742279878207e7
0.85,0.51,0.36,0.11,0.29,1.119305046318635e7
0.34,0.57,0.67,0.85,0.02,1.1192021127112813e7
0.86,0.81,0.69,0.57,0.94,1.1145006461895797e7
0.46,0.34,0.71,0.91,0.16,1.1224768971314847e7
0.31,0.15,0.93,0.95,0.58,1.1254303159155019e7
0.83,0.15,0.54,0.04,0.84,1.1225110717030805e7
0.21,0.35,0.86,0.17,0.93,1.123556299189551e7
0.48,0.15,0.85,0.25,0.05,1.1233296919278812e7
0.92,0.8,0.94,0.01,0.11,1.1153504103674263e7
0.23,0.97,0.61,0.46,0.63,1.1125220756214228e7
0.15,0.33,0.91,0.83,0.04,1.1245358748571403e7
0.3,0.85,0.69,0.09,0.09,1.1142888715377074e7
0.46,0.85,0.35,0.1,0.75,1.1130188322483933e7
0.73,0.58,0.76,0.05,0.75,1.118092322882956e7
0.83,0.16,0.05,0.92,0.81,1.123063355887387e7
0.74,0.87,0.56,0.55,0.14,1.112936460179859e7
0.94,0.98,0.86,0.83,0.29,1.1131158237337226e7
0.75,0.69,0.41,0.12,0.64,1.1158454885312062e7
0.27,0.46,0.07,0.52,0.24,1.1195007695265552e7
0.18,0.17,0.39,0.55,0.07,1.1233601176092198e7
0.88,0.36,0.15,0.9,0.08,1.1216417827151543e7
0.59,0.61,0.95,0.24,0.29,1.1177884784188129e7
0.13,0.19,0.78,0.14,0.96,1.1247840066132052e7
0.42,0.98,0.92,0.82,0.15,1.1127490214936126e7
0.57,0.05,0.52,0.27,0.87,1.1221329811202046e7
0.7,0.14,0.06,0.58,0.35,1.1223218066792754e7
0.19,0.54,0.01,0.09,0.77,1.1172671136118747e7
0.09,0.48,0.17,0.12,0.93,1.1182061681875207e7
0.22,0.97,0.35,0.14,0.99,1.1115502292890998e7
0.18,0.82,0.39,0.83,0.44,1.1135760274481036e7
0.33,0.89,0.66,0.15,0.98,1.1134844115406018e7
0.99,0.72,0.21,0.5,0.86,1.1167215049894147e7
0.94,0.48,0.33,0.86,0.91,1.1204175157149542e7
0.01,0.52,0.8,0.45,0.33,1.1275549978815237e7
0.78,0.27,0.69,0.91,0.71,1.1225660237409081e7
0.03,0.41,0.87,0.21,0.64,1.1269850919037022e7
0.86,0.17,0.63,0.87,0.58,1.1232977239047945e7
0.98,0.57,0.4,0.46,0.15,1.1191849630841775e7
0.74,0.85,0.49,0.73,0.61,1.1132223945959743e7
0.16,0.52,0.46,0.64,0.52,1.1194150721162694e7
0.54,0.71,0.08,0.65,0.87,1.1148583794197952e7
0.6,0.84,0.77,0.31,0.4,1.1134875318648472e7
0.88,0.04,0.05,0.76,0.68,1.1249387458690384e7
0.91,0.88,0.66,0.72,0.11,1.1138501791850038e7
0.66,0.19,0.73,0.9,0.06,1.1231890404881068e7
0.95,0.56,0.47,0.92,0.75,1.1193291478251189e7
0.01,0.94,0.83,0.33,0.79,1.1217183317604274e7
0.29,0.45,0.79,0.64,0.04,1.1217144843058659e7
0.12,0.54,0.22,0.06,0.6,1.1174963832544742e7
0.24,0.78,0.29,0.61,0.28,1.1140270698573384e7
0.54,0.45,0.14,0.75,0.57,1.119762300163092e7
0.69,0.7,0.98,0.75,0.05,1.1161537231652604e7
0.03,0.94,0.49,0.05,0.6,1.1163550454027202e7
0.32,0.74,0.97,0.3,0.33,1.116774102461659e7
0.96,0.83,0.4,0.34,0.82,1.1147808366269365e7
0.1,0.02,0.81,0.16,0.2,1.1254907809453662e7
0.4,0.65,0.66,0.06,0.1,1.1173218316941801e7
0.44,0.29,1.0,0.53,0.26,1.1232688451534199e7
0.53,0.63,0.41,0.98,0.93,1.1170468559268877e7
0.63,0.13,0.43,0.01,0.57,1.1222531044226471e7
0.86,0.97,0.64,0.72,0.54,1.1124059250877574e7
0.24,0.8,0.34,0.85,0.9,1.1140071884518448e7
0.14,1.0,0.67,0.62,0.08,1.1125539477040585e7
0.26,1.0,0.28,0.6,0.12,1.1111526955704935e7
0.99,1.0,0.63,0.89,0.79,1.113275906677451e7
0.88,0.37,0.92,0.89,0.22,1.1219360525458163e7
0.07,0.09,0.28,0.08,0.24,1.1220895860991128e7
0.32,0.98,0.85,0.1,0.49,1.1130205100042582e7
0.92,0.41,0.96,0.96,0.81,1.121691501733931e7
0.57,0.81,0.79,0.4,0.5,1.1140251038719041e7
0.08,0.92,0.73,0.9,0.28,1.1146362688564658e7
0.43,0.6,0.93,0.28,0.55,1.1185886060817907e7
0.69,0.68,0.94,1.0,0.09,1.1166372164368398e7
0.47,0.85,0.76,0.94,0.82,1.1138760764948817e7
0.16,1.0,0.48,0.33,0.35,1.1115083579433152e7
0.62,0.63,0.4,0.09,0.73,1.1167429908531003e7
0.41,0.53,0.12,0.71,0.89,1.1185061674199812e7
0.99,0.25,0.55,0.24,0.94,1.1230054200951347e7
0.1,0.43,0.76,0.79,0.05,1.1228887617730143e7
0.46,0.14,0.21,0.54,0.24,1.1227339929485459e7
0.64,0.68,0.93,0.64,0.52,1.1164229452157695e7
0.66,0.29,0.22,0.25,0.14,1.1215633319257487e7
0.05,0.94,0.45,0.49,0.35,1.113620269550432e7
0.6,0.57,0.13,0.79,0.38,1.1176319041128654e7
0.8,0.88,0.95,0.72,0.21,1.1134429206935395e7
0.07,0.78,0.39,0.82,0.58,1.114420092697327e7
0.11,0.63,0.19,0.67,1.0,1.115342066387146e7
0.94,0.19,0.91,0.63,0.15,1.123361689655544e7
0.4,0.63,0.86,0.71,0.21,1.1181206597863171e7
0.53,0.15,0.7,0.11,0.3,1.122875989230194e7
0.32,0.92,0.77,0.31,0.09,1.11339036034342e7
0.35,0.83,0.02,0.15,0.84,1.1127322016462913e7
0.19,0.93,0.7,0.23,0.3,1.1133719534537748e7
0.38,0.51,0.98,0.85,0.13,1.1207970708294008e7
0.08,0.33,0.8,0.76,0.98,1.1248757467676653e7
0.48,0.94,0.73,0.62,0.76,1.1123936959994745e7
0.91,0.3,0.57,0.97,0.87,1.1226542127390763e7
0.6,0.22,0.38,0.09,0.77,1.1222268880595177e7
0.52,0.59,0.01,0.56,0.84,1.1170247073389556e7
0.96,0.62,0.57,0.95,0.23,1.1184700916113092e7
0.43,0.02,0.84,0.52,0.43,1.126965697160749e7
0.75,0.64,0.7,0.28,0.67,1.1169444887781125e7
0.31,0.58,0.95,0.38,0.88,1.1197200196061019e7
0.43,0.6,0.98,0.38,0.43,1.1186834470357405e7
0.07,0.95,0.85,0.23,0.55,1.1153036024611246e7
0.99,0.91,0.99,1.0,0.33,1.1145447170801548e7
0.21,0.04,0.86,0.63,0.05,1.1268869830144513e7
0.46,0.11,0.08,0.99,0.57,1.1239070966677804e7
0.55,0.91,0.99,0.07,0.02,1.1130340366387585e7
0.26,0.01,0.71,0.14,0.38,1.1263409549801974e7
0.59,0.1,0.69,0.09,0.97,1.122342963030378e7
0.85,0.16,0.35,0.09,0.23,1.1224732190688424e7
0.48,0.84,0.66,0.78,0.42,1.113685656601483e7
0.26,0.73,0.82,0.97,0.03,1.1170370222390901e7
0.96,0.38,0.6,0.63,0.88,1.1218619866603866e7
0.39,0.62,0.89,0.81,0.94,1.1184906186802559e7
0.2,0.77,0.46,0.92,0.64,1.1149215925135428e7
0.89,0.09,0.09,0.58,0.22,1.1229583814029478e7
0.91,0.38,0.93,0.23,0.5,1.1216832376634464e7
0.56,0.46,0.64,0.09,0.6,1.1200590836765718e7
0.58,0.78,0.95,0.79,0.03,1.1148471741214396e7
0.26,0.64,0.69,0.4,0.21,1.1180239290110199e7
0.44,0.74,0.14,0.02,0.83,1.1145740346151896e7
0.89,0.24,0.68,0.32,0.18,1.1226328594743863e7
0.04,0.46,0.78,0.93,0.36,1.1252708443729788e7
0.94,0.79,1.0,0.68,0.39,1.1156383236346435e7
0.59,0.93,0.45,0.17,0.82,1.1118659014281502e7
0.61,0.74,0.29,0.49,0.94,1.1145283647753816e7
0.13,0.51,0.6,0.69,0.93,1.120307586168624e7
0.58,0.72,0.83,0.88,0.12,1.1157770447999787e7
0.65,0.3,0.97,0.07,0.63,1.1222139588437928e7
0.14,0.51,0.35,0.96,0.36,1.1192524222716942e7
0.39,0.14,0.17,0.58,0.34,1.1229189742363341e7
0.09,0.06,0.92,0.7,0.22,1.1274549821210526e7
0.95,0.87,0.1,0.09,0.25,1.1140444367565855e7
0.15,0.72,0.23,0.73,0.21,1.1142165740445139e7
0.65,0.07,0.02,0.88,0.99,1.1239226372175578e7
0.59,0.77,0.77,0.95,0.65,1.1148463640946161e7
0.42,0.82,0.9,0.82,0.25,1.1147616736680664e7
0.01,0.53,0.65,0.54,0.52,1.1268530293043088e7
0.53,0.73,0.77,0.77,0.04,1.1155603528649028e7
0.41,0.85,0.29,0.7,0.52,1.112968110318733e7
0.53,0.65,0.01,0.78,0.06,1.1159753052037116e7
0.24,0.11,0.12,0.5,0.32,1.1226466601339724e7
0.43,0.54,0.4,0.19,0.72,1.1186929171107445e7
0.38,0.2,0.07,0.87,0.84,1.122978023707265e7
0.33,0.37,0.67,0.94,0.72,1.1226584101520777e7
0.69,0.66,0.25,0.22,0.76,1.1160618457452714e7
0.42,0.12,0.86,0.26,0.32,1.1236001632677782e7
0.52,0.73,0.82,0.23,0.35,1.11560589022451e7
0.66,0.02,0.27,0.1,0.67,1.1215994259089801e7
0.66,0.99,0.5,0.81,0.88,1.1114218723439643e7
0.25,0.18,0.92,0.39,0.44,1.1248380847665878e7
0.6,0.13,0.22,0.19,0.11,1.122080891291439e7
0.85,0.18,0.59,0.22,0.61,1.1226130303051267e7
0.61,0.61,0.06,0.72,1.0,1.1167717949808983e7
0.1,0.92,0.74,0.47,0.61,1.1140234705343086e7
0.41,0.04,0.85,0.92,0.16,1.127160519589984e7
0.74,0.85,0.76,0.97,0.65,1.113640646529224e7
0.16,0.15,0.56,0.7,0.65,1.1243257393447567e7
0.81,0.12,0.13,0.15,0.17,1.1220952455364179e7
0.58,0.46,0.52,0.56,0.34,1.1198836682546657e7
0.04,0.49,0.32,0.82,0.59,1.1219474869554352e7
0.91,0.54,0.2,0.83,0.5,1.1192069007597703e7
0.26,0.7,0.4,0.13,0.22,1.1159797842479821e7
0.3,0.37,0.14,0.79,0.47,1.1213346106549887e7
0.38,0.26,0.72,0.58,0.32,1.1233854229148393e7
0.77,0.61,0.61,0.35,0.21,1.117446749631469e7
0.17,0.55,0.3,0.38,0.98,1.118056449942958e7
0.96,0.94,0.14,0.07,0.92,1.1132577356952917e7
0.24,0.42,0.53,0.01,0.08,1.1215211874480076e7
0.38,0.47,0.28,0.37,0.03,1.1198026258291455e7
0.84,1.0,0.23,0.42,0.37,1.111619023567319e7
0.36,0.42,0.21,0.77,0.58,1.1206947278222974e7
0.07,0.35,0.12,0.28,0.84,1.1203064538720384e7
0.33,0.35,0.41,0.11,0.03,1.1219579735007476e7
0.14,0.37,0.22,0.9,0.02,1.1209667313875943e7
0.98,0.79,0.84,0.47,0.67,1.1158261426410783e7
0.31,0.96,0.78,0.2,0.05,1.1130279531228377e7
0.28,0.5,0.97,0.55,0.3,1.1214134537310658e7
0.56,0.92,0.43,0.53,0.69,1.1119432267056927e7
0.14,0.94,0.39,0.03,0.68,1.11164036813129e7
0.24,0.14,0.23,0.29,0.64,1.1227576490991347e7
0.28,0.49,0.56,0.89,0.7,1.1206187578626173e7
1.0,0.05,0.75,0.99,0.7,1.1260028259627236e7
0.07,0.12,0.33,0.68,0.11,1.123907349215946e7
0.03,0.34,0.11,0.73,1.0,1.1243264339951549e7
0.81,0.29,0.57,0.75,0.79,1.1222112256649453e7
0.22,0.86,0.09,0.65,0.81,1.1118750933454297e7
0.61,0.68,0.72,0.87,0.76,1.1163041625016067e7
0.28,0.79,0.46,0.47,0.62,1.1144711140898902e7
0.83,0.85,0.24,0.04,0.41,1.113492512660074e7
0.29,0.04,0.09,0.93,0.8,1.1264734914096305e7
0.96,0.68,0.84,0.29,0.74,1.1174455722168818e7
0.89,0.67,0.33,0.72,0.48,1.1168525124554913e7
0.17,0.15,0.06,0.34,0.36,1.1216932184988176e7
0.66,0.91,0.46,0.82,0.96,1.1122492654408995e7
0.04,0.74,0.87,0.17,0.1,1.1207085371963393e7
0.95,0.38,0.35,0.48,0.22,1.1216313909920283e7
0.45,0.83,0.41,0.09,0.77,1.1134632651959954e7
0.78,0.59,0.21,1.0,0.92,1.1178129737309424e7
0.6,0.59,0.53,0.33,0.02,1.1175735791804247e7
0.45,0.25,0.82,0.43,0.53,1.1231839839702014e7
0.67,0.22,0.75,0.12,0.23,1.1224734239347525e7
0.95,0.32,0.02,0.77,0.26,1.1222801286473941e7
0.99,0.79,0.3,0.47,0.24,1.1156321458593957e7
0.27,0.38,0.33,0.62,0.08,1.1215374474152673e7
0.73,0.98,0.35,0.47,0.71,1.1113678975816151e7
0.32,0.38,1.0,0.57,0.09,1.1230594664893106e7
0.96,0.14,0.88,0.26,0.68,1.1232276116979267e7
0.92,0.36,0.36,0.07,0.02,1.121654480250964e7
0.45,0.81,0.4,0.76,0.28,1.1137575581137838e7
0.08,0.1,0.35,0.4,0.14,1.1229079953596527e7
0.88,0.07,0.06,0.33,0.8,1.1223019834281081e7
0.18,0.15,0.88,0.95,0.85,1.1259658700436644e7
0.46,0.15,0.83,0.84,0.64,1.1241585913260989e7
0.33,0.59,0.64,0.09,0.74,1.1186661831684643e7
0.82,0.4,0.93,0.39,0.73,1.121140594515037e7
0.77,0.91,0.78,0.22,0.86,1.1127211189585976e7
0.79,0.61,0.65,0.04,0.44,1.1176194147455141e7
0.78,0.56,0.83,0.17,0.53,1.1185569709442258e7
0.97,0.69,0.38,0.79,0.75,1.1171860937514713e7
0.72,0.39,0.33,0.51,0.91,1.1206604871457001e7
1.0,0.27,0.83,0.77,0.97,1.1233110128061581e7
0.8,0.11,0.43,0.76,0.74,1.1231703852389444e7
0.87,0.68,0.75,0.17,0.27,1.116792550812319e7
0.41,0.24,0.05,0.37,0.14,1.1221287748063346e7
0.02,0.55,0.04,0.77,0.33,1.1218561305574048e7
0.9,0.47,0.09,0.07,0.81,1.1200521904796444e7
0.35,0.88,0.84,0.2,0.08,1.1140021593915213e7
0.64,0.32,0.89,0.87,0.96,1.122274677749344e7
0.36,0.72,0.54,0.04,0.89,1.1159139157343905e7
0.27,0.29,0.12,1.0,0.04,1.1225082050548524e7
0.18,0.11,0.44,0.17,0.71,1.1230675319576053e7
0.32,0.3,0.73,0.99,0.64,1.1237414418220468e7
0.1,0.67,0.71,0.82,0.77,1.1181354418150734e7
0.08,0.67,0.89,0.42,0.48,1.1196216793638285e7
0.72,0.47,0.29,1.0,0.67,1.1197912207450498e7
0.19,0.57,0.9,0.28,0.54,1.1203655464050304e7
0.36,0.42,0.16,0.61,0.76,1.1204820688480783e7
0.12,0.75,0.66,0.72,0.01,1.1160385654819854e7
0.98,0.2,0.87,0.22,0.7,1.1232901841941409e7
0.32,0.57,0.56,0.12,0.82,1.1188520497817688e7
0.88,0.15,0.77,0.69,0.32,1.1232506704228923e7
0.6,0.61,0.68,0.28,0.37,1.1173993419527553e7
0.05,0.76,0.34,0.34,0.83,1.1154173012737378e7
0.09,0.24,0.07,0.98,0.68,1.1216413682483945e7
0.89,0.39,0.56,0.01,0.9,1.1212871891411206e7
0.32,0.63,0.64,0.22,0.28,1.1179017508973815e7
0.91,0.03,0.28,0.44,0.34,1.1242204654231701e7
0.17,0.52,0.04,0.86,0.25,1.1177189287424365e7
0.55,0.08,0.36,0.16,0.45,1.121848656495151e7
0.71,0.73,0.46,0.67,0.24,1.1150522224504283e7
0.27,0.84,0.08,0.74,0.13,1.1125287657789245e7
0.91,0.75,0.29,0.33,0.99,1.1155576533546107e7
0.11,0.15,0.07,0.01,0.94,1.1210696401269857e7
0.97,0.49,0.15,0.36,0.24,1.1202300697791114e7
0.24,0.1,0.34,0.52,0.57,1.123397368208692e7
0.69,0.17,0.11,0.58,0.96,1.1222888668327171e7
0.83,0.53,0.88,0.6,0.15,1.1192775321009235e7
0.22,0.33,0.48,0.91,0.42,1.1228986374994166e7
0.69,0.43,0.41,0.48,0.32,1.1201363482563168e7
0.2,0.87,0.8,0.55,0.61,1.1145890877604572e7
0.67,0.39,0.05,0.3,0.54,1.1203509735854417e7
0.92,0.58,0.29,0.15,0.72,1.1185355978469893e7
0.73,0.41,0.6,0.75,0.23,1.1207447672480736e7
0.45,0.63,0.59,0.52,0.86,1.1172848188933622e7
0.88,0.67,0.57,0.2,0.55,1.1168903527812362e7
0.75,0.91,0.79,0.31,0.61,1.1126469108485004e7
0.93,0.17,0.9,0.93,0.88,1.123775922638784e7
0.54,0.68,0.54,0.05,0.98,1.1161054364225548e7
0.35,0.09,0.74,0.95,0.82,1.1255713227027018e7
0.79,0.96,0.94,0.72,0.51,1.1124190598967474e7
0.17,0.07,0.98,0.85,0.7,1.1271576180538751e7
0.99,0.51,0.96,0.36,0.91,1.120468890569286e7
0.6,0.69,0.26,0.93,0.84,1.1156127299876686e7
0.11,0.7,0.69,0.42,0.44,1.1171460078071438e7
0.8,0.83,0.57,0.67,0.12,1.1138014297188496e7
0.4,0.77,1.0,0.99,0.04,1.1160651952647232e7
0.25,0.18,0.91,0.57,0.66,1.1249612606107494e7
1.0,0.51,0.95,0.47,0.48,1.1205502592821032e7
0.12,0.84,0.3,0.23,0.61,1.1121674155103331e7
0.53,0.87,0.73,0.69,0.87,1.1131675727076262e7
0.25,0.87,0.43,0.97,0.78,1.1133789014923738e7
0.98,0.74,0.25,0.12,0.39,1.1163610028428638e7
0.71,0.15,0.55,0.31,0.87,1.1224049788221886e7
