α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.02,0.15,0.65,0.07,0.54,0.59,0.24,0.57,1.5345787084404463e7
0.56,0.78,0.77,0.37,0.14,0.59,0.83,0.4,1.5335620062942538e7
0.07,0.32,0.29,0.15,0.94,0.12,0.34,0.99,1.5212490055276085e7
0.63,0.49,0.37,0.61,0.24,0.21,0.02,0.89,1.5326298753252214e7
0.61,0.89,0.47,0.27,0.46,0.47,0.86,0.05,1.5312637877574755e7
0.84,0.51,0.36,0.94,0.27,0.94,0.96,0.74,1.5313662020630155e7
0.47,0.52,0.46,0.97,0.04,0.42,0.63,0.77,1.5348599155495958e7
0.11,0.64,0.17,0.44,0.43,0.31,0.24,0.44,1.5330919443680234e7
0.53,0.26,0.93,0.74,0.89,0.61,0.95,0.32,1.5292255491352933e7
0.01,0.27,0.54,0.42,0.58,0.29,0.31,0.23,1.534735958969565e7
0.32,0.29,0.96,0.17,0.14,0.73,0.19,0.63,1.5348725035156574e7
0.85,0.34,0.34,0.28,0.14,0.7,0.92,0.73,1.5332224548202673e7
0.04,0.44,0.6,0.05,0.7,0.32,0.57,0.15,1.5353243601644287e7
0.61,0.84,0.92,0.73,0.48,0.96,0.44,0.05,1.5297006446444962e7
0.79,0.38,0.23,0.98,0.81,0.76,0.6,0.1,1.5244189813496858e7
0.26,0.73,0.85,0.71,0.4,0.17,0.62,0.32,1.5344744819427142e7
0.73,0.44,0.46,0.14,0.48,0.47,0.51,0.81,1.5299203467500076e7
0.33,0.95,0.54,0.95,0.19,0.68,0.76,0.5,1.5336525738432877e7
0.17,0.15,0.58,0.92,0.87,0.64,0.38,0.11,1.5251223630394999e7
0.19,0.56,0.38,0.48,0.74,0.88,0.66,0.45,1.5303788117679238e7
0.97,0.66,0.57,0.93,0.68,0.11,0.34,0.78,1.5254305348019123e7
0.91,0.12,0.46,0.47,0.03,0.39,0.38,0.84,1.5281463883041248e7
0.91,0.21,0.91,1.0,0.39,0.97,0.74,0.85,1.530398459262199e7
0.66,0.47,0.84,0.41,0.05,0.51,0.32,0.05,1.5352081247932939e7
0.27,0.18,0.94,0.66,0.79,0.4,0.84,0.92,1.5316283660357894e7
0.8,0.5,0.13,0.42,0.42,0.54,0.65,0.92,1.5299180209608069e7
0.23,0.48,0.76,0.81,0.16,0.83,0.01,0.68,1.5342764498651486e7
0.18,0.49,0.94,0.36,0.74,0.29,0.53,0.07,1.5306589778171387e7
0.77,0.82,0.63,0.42,0.21,0.42,0.31,0.03,1.5342150891369637e7
0.77,0.19,0.95,0.47,0.5,0.78,0.09,0.04,1.5305527017551608e7
0.84,0.49,0.12,0.08,0.15,0.91,0.93,0.76,1.5325699294535877e7
0.8,0.29,0.61,0.92,0.38,0.76,0.34,0.64,1.5306813712440575e7
0.54,0.34,0.06,0.63,0.47,0.56,0.5,0.06,1.5288590280749181e7
0.7,0.37,0.07,0.59,0.08,0.52,0.16,0.48,1.5345579563753316e7
1.0,0.49,0.62,0.34,0.07,0.09,0.73,0.82,1.535106508045709e7
0.59,0.01,0.01,0.09,0.23,0.38,0.52,0.05,1.5326301031209711e7
0.51,0.54,0.03,0.22,0.22,0.85,0.55,0.12,1.5312536153094517e7
0.65,0.33,0.87,0.09,0.64,0.75,1.0,0.74,1.528613153674311e7
0.25,0.85,0.25,0.95,0.37,0.11,0.59,0.41,1.5345804938842924e7
0.82,0.71,0.33,0.27,0.87,0.29,0.75,0.33,1.5271932646294393e7
0.79,0.81,0.73,0.41,0.69,0.31,0.38,0.1,1.5303437727591177e7
0.74,0.78,0.42,0.57,0.8,0.72,0.39,0.63,1.5249273358291183e7
0.67,0.72,0.48,0.04,0.33,0.65,0.15,0.47,1.531769917689788e7
0.27,0.27,0.21,0.36,0.47,0.5,1.0,0.33,1.5327402236081906e7
0.03,0.59,0.62,0.63,0.54,0.96,0.21,0.47,1.5293946658996081e7
0.15,0.2,0.38,0.36,0.49,0.18,0.98,0.89,1.534189481962642e7
0.65,0.29,1.0,0.51,0.22,0.68,0.13,0.46,1.5338918677448468e7
0.57,0.59,0.44,0.53,0.95,0.01,0.16,0.46,1.5190640928003e7
0.94,0.13,0.53,0.32,0.07,0.24,0.26,0.67,1.5345867931239938e7
0.15,0.64,0.47,0.89,0.54,0.43,0.76,0.87,1.5340565428392151e7
0.33,0.29,0.81,0.45,0.02,0.26,0.62,0.43,1.535190824774133e7
0.6,0.72,0.01,0.63,0.29,0.05,0.19,0.54,1.524584998595807e7
0.53,0.08,0.56,0.3,0.53,0.59,0.27,0.75,1.530081015637014e7
0.06,0.98,0.67,0.65,0.14,0.24,0.79,0.79,1.5350931867216362e7
0.75,0.19,0.91,0.25,0.03,0.9,0.94,0.68,1.5346371427637096e7
0.85,0.44,0.81,0.13,0.77,0.85,0.85,0.45,1.5277354421776203e7
0.88,0.84,0.23,0.74,0.33,0.27,0.71,0.78,1.5329612593101218e7
0.64,0.03,0.79,0.94,0.19,0.59,0.78,0.18,1.5325340712367e7
0.15,1.0,0.31,0.12,0.05,0.5,0.84,0.17,1.5350297758558273e7
0.54,0.12,0.33,0.2,0.11,0.02,0.99,0.61,1.5298581245180758e7
0.57,0.59,0.07,0.23,0.2,0.91,0.97,0.37,1.5310090703758504e7
0.98,0.9,0.7,0.87,0.07,0.83,0.72,0.11,1.5343793240863085e7
0.77,0.58,0.14,0.85,0.08,0.92,0.7,0.81,1.5326328628101997e7
0.55,0.9,0.76,0.44,0.27,0.55,0.16,0.06,1.533630636676236e7
0.92,0.47,0.73,0.9,0.06,0.86,0.23,0.11,1.535106808062025e7
0.4,0.23,0.31,0.2,0.8,0.12,0.97,0.31,1.5283842400863852e7
0.08,0.98,0.35,0.6,0.04,0.88,0.47,0.03,1.5342119575702628e7
0.53,0.57,0.76,0.09,0.84,0.93,0.56,0.71,1.525068715718902e7
0.35,0.75,0.68,0.07,0.34,0.12,0.4,0.17,1.532552921710964e7
0.45,0.03,0.4,0.1,0.99,0.31,0.04,0.96,1.522974609586417e7
0.23,0.11,0.98,0.65,0.25,0.85,0.35,0.74,1.5336620724429976e7
0.64,0.59,0.85,1.0,0.22,0.75,0.55,0.12,1.5329550933703711e7
0.76,0.05,0.23,0.29,0.97,0.17,0.78,0.9,1.5196554027334014e7
0.45,0.15,0.55,0.13,0.56,0.7,0.47,0.42,1.5315173190741973e7
0.51,0.16,0.43,0.5,0.27,0.1,0.93,0.27,1.5306977847265156e7
0.13,0.07,0.9,0.8,0.38,0.85,0.92,0.04,1.5346770210035939e7
0.15,0.54,0.15,0.92,0.19,0.15,0.04,0.05,1.5325912867806826e7
0.38,0.95,0.41,0.77,0.78,0.93,0.76,0.34,1.5276771233636867e7
0.08,0.68,0.62,0.67,0.1,0.03,0.34,0.09,1.5315851380188992e7
0.65,0.1,0.42,0.84,0.5,0.39,0.68,0.06,1.5295745020548578e7
0.19,0.24,0.16,0.03,0.16,0.86,0.64,0.13,1.533020695923091e7
0.77,0.99,0.14,0.44,0.74,0.93,1.0,0.22,1.5240025773714194e7
0.25,0.27,0.21,0.9,0.9,0.14,0.47,0.94,1.523568015889867e7
0.29,0.37,0.52,0.56,0.81,0.07,0.15,0.84,1.5221123729827419e7
0.35,0.8,0.18,0.54,0.05,0.22,1.0,0.48,1.5307668918848772e7
0.38,0.95,0.38,0.44,0.55,0.33,0.59,0.81,1.5325757511962458e7
0.33,0.28,0.15,0.06,0.73,0.68,0.42,0.44,1.5254347808549244e7
1.0,0.9,0.2,0.11,0.99,0.21,0.74,0.87,1.5276276964591e7
0.41,0.14,0.06,0.54,0.64,0.86,0.8,0.68,1.532445468481925e7
0.87,0.83,0.25,0.96,0.36,0.15,0.94,0.66,1.5325612796185214e7
0.3,0.43,0.15,0.74,0.54,0.43,0.42,0.61,1.5302863607656844e7
0.69,0.19,0.25,0.38,0.06,0.56,0.8,0.55,1.5344042484650075e7
0.54,0.61,0.41,0.35,0.34,0.99,0.05,0.38,1.5307390075112585e7
0.93,0.81,0.94,0.5,0.02,0.41,0.35,0.62,1.5350422697839757e7
0.02,0.31,0.03,0.97,0.74,0.89,0.22,0.35,1.5246839247757215e7
0.86,0.34,0.2,0.22,0.65,0.93,0.77,0.11,1.525918927055554e7
0.99,0.43,0.84,0.04,0.33,0.9,0.03,0.94,1.5324359121492837e7
0.35,0.16,0.03,0.09,0.11,0.7,0.41,0.28,1.5344555501906168e7
0.27,0.39,0.7,0.79,0.73,0.49,0.32,0.81,1.5264936331426477e7
0.32,0.52,0.36,0.06,0.52,0.85,0.16,0.02,1.5284239356886216e7
0.35,0.17,0.84,0.69,0.72,0.61,0.35,0.3,1.5284121377126502e7
0.45,0.04,1.0,0.01,0.55,0.63,0.11,0.92,1.5303618978363933e7
0.74,0.9,0.72,0.06,0.3,0.05,0.06,0.14,1.522638241948377e7
0.97,0.01,0.39,0.84,0.76,0.86,0.86,0.49,1.5250023169213964e7
0.84,0.23,0.69,0.58,0.69,0.33,0.12,0.68,1.5271634940227458e7
0.43,0.47,0.37,0.39,0.08,0.98,0.08,0.3,1.5339948222865414e7
0.11,0.71,0.39,0.67,0.54,0.11,0.41,0.32,1.531705730425264e7
0.27,0.5,0.55,0.79,0.75,0.86,0.35,0.2,1.5261363176444136e7
0.82,0.37,1.0,0.14,0.92,0.05,0.23,0.21,1.52190262478348e7
0.79,0.33,0.69,0.15,0.3,0.71,0.34,0.41,1.5323065994650967e7
0.66,0.55,0.43,0.82,0.63,0.86,0.41,0.4,1.5269666343399405e7
0.68,0.43,0.92,0.86,0.31,0.18,0.11,0.43,1.533491953264414e7
0.53,0.99,0.93,0.15,0.45,0.48,0.58,0.74,1.5326993082660807e7
0.15,0.76,0.1,0.9,0.07,0.78,0.64,0.66,1.5336908611919954e7
0.75,0.88,0.77,0.07,0.28,0.34,0.87,0.76,1.5331314975332376e7
0.31,0.14,0.45,0.79,0.75,0.67,0.53,0.21,1.53031088383693e7
0.32,0.5,0.49,0.99,0.26,0.21,0.72,0.75,1.5347095875955634e7
0.37,0.99,0.31,0.85,0.35,0.41,0.32,0.45,1.533464616788661e7
0.27,0.14,0.69,0.09,0.35,0.78,0.34,0.62,1.5324104878081787e7
0.62,0.7,0.24,0.72,0.79,0.61,0.19,0.68,1.5250678230467957e7
0.89,0.16,0.03,0.25,0.37,0.58,0.47,0.95,1.530342398245596e7
0.88,0.51,0.65,0.6,0.54,0.68,0.01,0.55,1.5294659291399198e7
0.76,0.87,0.3,0.79,0.14,0.56,0.6,0.01,1.5333450741505578e7
0.82,0.31,0.8,0.89,0.77,0.48,0.92,0.1,1.5271632732607823e7
0.24,0.53,0.59,0.06,0.74,0.23,0.69,0.07,1.5326491233338214e7
0.38,0.07,0.01,0.5,0.54,0.65,0.81,0.57,1.5295171525652668e7
0.99,0.88,0.23,0.6,0.42,0.86,0.13,0.48,1.5294033879558511e7
0.17,0.86,0.96,0.84,0.43,1.0,0.22,0.72,1.5312090181635903e7
0.69,0.83,0.23,0.21,0.15,0.47,0.75,0.18,1.5333703570276419e7
0.29,0.81,0.57,0.58,0.94,0.21,0.92,0.31,1.5325600027734691e7
0.66,0.76,0.15,0.48,0.8,0.68,0.64,0.92,1.5248301107328407e7
0.4,0.54,0.72,0.95,0.46,0.61,0.28,0.91,1.5310396503827317e7
0.33,0.58,0.71,0.86,0.03,0.9,0.36,0.44,1.5347218767965566e7
0.19,0.71,0.62,0.97,0.23,0.65,0.41,0.32,1.5340304323832544e7
0.83,0.52,0.89,0.8,0.87,0.28,0.46,0.06,1.5271709433614789e7
0.65,0.28,0.55,0.63,0.22,0.74,0.42,0.99,1.5330312098804455e7
0.01,0.96,0.17,0.98,0.35,0.59,0.86,0.7,1.5353360615070393e7
0.36,0.53,0.62,0.97,0.08,0.29,0.11,0.22,1.535357008979875e7
0.21,0.53,0.53,0.39,0.43,0.42,0.84,0.46,1.5335842052341988e7
0.27,0.69,0.95,0.42,0.42,0.75,0.14,0.49,1.531739893434391e7
0.55,0.76,0.79,0.75,0.67,0.91,0.67,0.91,1.5271962014153797e7
0.15,0.42,0.67,1.0,0.54,0.45,0.58,0.13,1.5335791435596175e7
0.95,0.43,0.4,0.1,0.08,0.94,0.18,0.18,1.5341126069986379e7
0.94,0.31,0.91,0.49,0.57,0.36,0.97,0.46,1.5283664134813167e7
0.74,0.81,0.38,0.3,0.9,0.67,0.98,0.03,1.5249291601883493e7
0.34,0.12,0.28,0.84,0.19,0.1,0.87,0.22,1.5320155468612673e7
0.08,0.16,0.02,0.35,0.04,0.55,0.8,0.38,1.5350742552612223e7
0.92,0.59,0.84,0.27,0.42,0.71,0.17,0.67,1.5307441264952369e7
0.92,0.84,0.16,0.91,0.91,0.84,0.68,0.25,1.5226683334199877e7
0.57,0.82,0.61,0.21,0.95,0.34,0.26,0.45,1.5273532309542108e7
0.3,0.48,0.21,0.94,0.29,0.27,0.68,0.35,1.5336394471690757e7
0.88,0.05,0.09,0.87,0.9,0.25,0.41,0.59,1.519100852938727e7
0.43,0.25,0.78,0.85,0.88,0.07,0.6,0.69,1.5246613737663986e7
0.58,0.06,0.33,0.54,0.86,0.31,0.48,0.7,1.5218332891480755e7
0.32,0.49,0.25,0.45,0.16,0.3,0.68,0.96,1.5344315440028658e7
0.38,0.25,0.94,0.28,0.33,0.23,0.19,0.9,1.5331351923292294e7
0.02,0.13,0.4,0.64,0.55,0.57,0.8,0.37,1.5348460959118064e7
0.24,0.54,0.54,0.64,0.46,0.44,0.76,0.84,1.5332469738116816e7
0.16,0.91,0.92,0.78,0.1,0.08,0.38,0.71,1.53492290400764e7
0.65,0.88,0.22,0.77,0.66,0.34,0.25,0.65,1.530362041855755e7
0.59,0.67,0.18,0.89,0.54,0.3,0.04,0.2,1.5292819115980128e7
0.64,0.69,0.24,0.4,0.2,0.18,1.0,0.25,1.5269415951222826e7
0.78,0.98,0.81,0.22,0.08,0.4,0.19,0.31,1.5353610064947024e7
0.38,0.78,0.27,0.21,0.39,0.6,0.71,0.53,1.5315832594279176e7
0.15,0.1,0.55,0.99,0.94,0.85,0.72,0.67,1.529190020285105e7
0.58,0.53,0.46,0.63,0.54,0.66,0.67,0.89,1.5286429703150926e7
0.38,0.33,0.74,0.49,0.58,0.33,0.73,0.22,1.5308296443845117e7
0.25,0.39,0.17,0.25,0.85,0.57,0.95,0.5,1.5325980029373156e7
0.83,0.76,0.85,0.52,0.65,0.32,0.07,0.34,1.527866597020767e7
0.93,0.25,0.04,0.2,0.63,0.77,0.47,0.17,1.526297446494151e7
0.37,0.45,0.57,0.59,0.66,0.41,0.93,0.17,1.531218428069338e7
0.44,0.01,0.85,0.71,0.04,0.25,0.94,0.33,1.5351756512398759e7
0.87,0.42,0.02,0.62,0.75,0.83,0.21,0.31,1.5245995226696394e7
0.77,0.82,0.72,0.21,0.23,0.3,0.63,0.33,1.5342036939217007e7
0.97,0.98,0.22,0.28,0.59,0.42,0.91,0.97,1.5299381435155025e7
0.04,0.62,0.85,0.26,0.22,0.13,0.11,0.54,1.5344639153222587e7
0.65,0.65,0.79,0.15,0.59,0.87,0.34,0.92,1.5282333872351855e7
0.9,0.9,0.03,0.43,0.74,0.76,0.06,0.39,1.5246889095373614e7
0.19,0.08,0.26,0.09,0.9,0.92,0.22,0.72,1.5233460550090678e7
1.0,0.83,0.65,0.92,0.45,0.24,0.05,0.55,1.5294025423469847e7
0.17,0.03,0.59,0.14,0.51,0.18,0.84,0.03,1.533122807953858e7
0.08,0.85,0.27,0.73,0.94,0.52,0.42,0.24,1.5251465095560402e7
0.55,0.63,0.54,0.24,0.33,0.68,0.24,0.95,1.5317222080061138e7
0.52,0.38,0.51,0.74,0.46,0.27,0.11,0.69,1.5305000733697139e7
0.46,0.69,0.97,0.71,0.65,0.88,0.66,0.59,1.5281237822853947e7
0.14,0.74,0.47,0.19,0.6,0.37,0.42,0.76,1.5332779317452405e7
0.34,0.11,0.95,0.69,0.53,0.18,0.34,0.38,1.5291652058526222e7
0.92,1.0,0.38,0.65,0.71,0.32,0.12,0.17,1.5284300182421837e7
0.71,0.64,0.83,0.23,0.48,0.26,0.55,0.9,1.5324470822078628e7
0.97,0.68,0.28,0.31,0.77,0.52,0.8,0.32,1.5260825949926186e7
0.13,0.3,0.12,0.58,0.72,0.77,0.43,0.98,1.5254677500750441e7
0.2,0.97,0.93,0.17,0.21,0.37,0.04,0.1,1.5347939629403504e7
0.69,0.11,0.04,1.0,0.64,0.09,0.9,0.43,1.5237716461162908e7
0.3,0.94,0.8,0.99,0.89,0.99,0.64,0.08,1.5248547372198438e7
0.2,0.05,0.48,0.19,0.85,0.8,0.15,0.41,1.5247664214908468e7
0.35,0.77,0.02,0.88,0.89,0.37,0.43,0.37,1.5261088869430408e7
0.15,0.14,0.03,0.99,0.94,0.18,0.22,0.13,1.5207420184359575e7
0.65,0.86,0.38,0.26,0.08,0.49,0.93,0.34,1.5334715555210955e7
0.74,0.69,0.01,0.96,0.59,0.1,0.59,0.48,1.5286888929876938e7
0.95,0.92,1.0,0.35,0.89,0.52,0.02,0.12,1.5255385799604889e7
0.16,0.99,0.31,0.58,0.82,0.85,0.75,0.2,1.5298936398531828e7
0.62,0.67,0.81,0.65,0.47,0.39,0.43,0.42,1.5321105022013145e7
0.81,0.37,0.6,0.65,0.49,0.62,0.95,0.24,1.5302816225459773e7
0.56,0.15,0.66,0.27,0.39,0.33,0.79,0.2,1.5313948466916937e7
0.97,0.3,0.03,0.2,0.5,0.45,0.15,0.74,1.52806508745756e7
0.06,0.24,0.84,0.76,0.2,0.62,0.54,0.23,1.5352971803597393e7
0.38,0.7,0.74,0.19,0.17,0.11,0.5,0.61,1.5344091957863592e7
0.13,0.01,0.77,0.3,0.19,0.44,0.71,0.84,1.5353176104548324e7
0.22,0.87,0.19,0.02,0.75,0.34,0.74,0.83,1.5335358096760508e7
0.77,0.48,0.77,0.63,0.1,0.89,0.14,0.66,1.534280427410627e7
0.32,0.29,0.78,0.76,0.19,0.37,0.45,0.91,1.5341021599049801e7
0.22,0.2,0.84,0.95,0.62,0.02,0.55,0.01,1.530426722640369e7
0.13,0.89,0.15,0.21,0.16,0.34,0.59,0.79,1.5349715040070513e7
0.68,0.94,0.59,0.3,0.08,0.38,0.62,0.21,1.5349466633026306e7
0.29,0.27,0.75,0.9,0.02,0.2,0.21,0.7,1.5352695908636378e7
0.21,0.63,0.4,0.32,0.09,0.09,0.44,0.4,1.5341356131196572e7
0.79,0.86,0.3,0.58,0.16,0.44,0.63,0.83,1.5337506925279457e7
0.09,0.2,0.49,0.91,0.95,0.55,0.62,0.34,1.5257820583033074e7
0.95,0.39,0.77,0.37,0.88,0.39,0.88,0.29,1.5253719095301578e7
0.81,0.04,0.04,0.09,0.5,0.88,0.93,0.44,1.5253821051046012e7
0.18,0.36,0.17,0.04,1.0,0.96,0.26,0.95,1.5219568594458612e7
0.97,0.05,0.32,0.27,0.49,0.58,0.96,0.14,1.5265376857873416e7
0.9,0.11,0.76,0.95,0.79,0.95,0.2,0.81,1.5254904034480877e7
0.58,0.81,0.84,0.64,0.52,0.13,0.59,0.55,1.5322251268527642e7
0.74,0.77,0.69,0.69,0.47,0.68,0.34,0.89,1.5301123374842994e7
0.68,0.12,0.85,0.73,0.14,0.45,0.59,0.83,1.534562836942695e7
0.68,0.75,0.05,0.22,0.5,0.97,0.94,0.55,1.5268023627619544e7
0.19,0.38,0.33,0.29,0.73,0.38,0.98,0.96,1.5341891681875493e7
0.76,0.85,0.37,0.68,0.75,0.14,0.33,0.56,1.5256361546480479e7
