α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.97,0.27,0.54,0.16,0.26,0.75,0.43,0.23,4.316745431657835e7
0.69,0.29,0.84,0.5,0.74,0.86,0.89,0.61,4.2954659978544615e7
0.31,0.78,0.33,0.12,0.11,0.99,0.26,0.43,4.318508366792235e7
0.47,0.62,0.12,0.51,0.42,0.68,0.36,0.18,4.307319270728457e7
0.49,0.95,0.97,0.16,0.26,0.41,0.41,0.76,4.328911222712201e7
0.63,0.83,0.64,0.02,0.75,0.09,0.16,0.11,4.3211141511114836e7
0.08,0.86,0.46,0.59,0.58,0.19,0.09,0.37,4.3224379024606675e7
0.92,0.02,0.88,0.8,0.11,0.91,0.65,0.54,4.307234037079039e7
0.56,0.61,0.51,0.36,0.04,0.23,0.62,0.05,4.330692057336001e7
0.33,0.39,0.86,0.66,0.79,0.49,0.72,0.84,4.3154286908284314e7
0.66,0.76,0.84,0.37,0.3,0.12,0.63,0.2,4.329334156434292e7
0.85,0.21,0.9,0.46,0.3,0.02,0.21,0.93,4.321316984877756e7
0.84,0.86,0.33,0.36,0.84,0.64,0.92,0.7,4.300475227553375e7
0.24,0.19,0.92,0.12,0.85,0.38,0.2,0.1,4.3073588339133486e7
0.65,0.99,0.75,0.86,1.0,0.72,0.77,0.92,4.301874448632959e7
0.25,0.18,0.38,0.82,0.32,0.53,0.53,0.26,4.317780103131442e7
0.17,0.97,0.3,0.57,0.2,0.53,0.02,0.43,4.323170806610601e7
0.42,0.13,0.67,0.79,0.6,0.17,0.29,0.19,4.317304750572658e7
0.42,0.69,0.12,0.36,0.32,0.65,0.46,0.54,4.311010397115995e7
0.37,0.47,0.58,0.03,0.92,0.36,1.0,0.77,4.32113493278005e7
0.46,0.14,0.89,0.06,0.66,0.54,0.27,0.6,4.309786023949767e7
0.12,0.14,0.65,0.37,0.15,0.37,0.92,0.02,4.329517531470007e7
0.32,0.24,0.98,0.12,0.01,0.07,0.46,0.08,4.280674615291713e7
0.16,0.42,1.0,0.09,0.03,0.35,0.29,0.89,4.3172144946328826e7
0.74,0.73,0.15,0.7,0.34,0.35,0.95,0.91,4.314580638853917e7
0.51,0.12,0.81,0.77,0.57,0.45,0.25,0.07,4.313750414286677e7
0.86,0.68,0.33,0.02,0.5,0.02,0.25,0.87,4.316265576974043e7
0.13,0.04,0.67,0.41,0.22,0.08,0.99,0.89,4.3303790127545506e7
0.7,0.66,0.36,0.61,0.73,0.38,0.11,0.06,4.311724637499129e7
0.97,0.15,0.13,0.59,0.76,0.32,0.33,0.92,4.297533386959678e7
0.27,0.66,0.56,0.93,0.91,0.36,0.21,0.87,4.312427439904025e7
0.1,0.27,0.71,0.32,0.16,0.4,0.77,0.65,4.330183270060311e7
0.96,0.05,0.27,0.34,0.45,0.46,0.54,0.16,4.30186687814501e7
0.13,0.07,0.85,0.67,0.72,0.24,0.09,0.31,4.315704372039302e7
0.66,0.59,0.47,0.28,0.05,0.79,0.76,0.95,4.311834234583808e7
0.2,0.09,0.82,0.36,0.39,0.53,0.75,0.58,4.32899236342542e7
0.43,0.5,0.63,0.63,0.43,0.53,0.18,0.72,4.3168792690617844e7
0.72,0.23,0.59,0.86,0.49,0.05,0.37,0.03,4.318117575875157e7
0.57,0.76,0.8,0.21,0.24,0.8,0.22,0.45,4.319637750100783e7
0.14,0.36,0.52,0.31,0.43,0.15,0.23,0.46,4.328260626818297e7
0.8,0.63,0.61,0.3,0.4,0.22,0.5,0.79,4.3248005393335275e7
