α_v,α_s,decay,MSE
0.52,0.05,0.67,8.923620567733295e6
0.29,0.57,0.06,8.823138612623716e6
0.26,0.57,0.28,8.823548296489595e6
0.44,0.36,0.84,8.849833449758537e6
0.8,0.11,0.26,8.936172112513881e6
0.01,0.86,0.44,8.992374478242354e6
0.05,0.56,0.78,8.893164150953108e6
0.59,0.44,0.94,8.854578348698907e6
0.6,0.89,0.18,8.842824776658878e6
0.66,0.16,0.68,8.909533963226803e6
0.71,0.37,0.21,8.876670372519687e6
0.73,0.67,0.82,8.853785200156977e6
0.87,0.74,0.37,8.867452682380844e6
0.97,0.95,0.88,8.879825611783672e6
0.42,0.73,0.92,8.82513145950701e6
0.11,0.28,0.91,8.878773596577588e6
0.99,0.12,0.8,8.955222145584691e6
0.16,0.16,0.02,8.894125178626943e6
0.7,0.54,0.4,8.857674825402394e6
0.56,0.31,0.08,8.868989180463549e6
0.75,0.77,0.68,8.853782526212223e6
0.85,0.2,0.05,8.92177080006468e6
0.81,0.34,0.85,8.89295328092594e6
0.92,0.27,0.94,8.917878210552907e6
0.9,0.73,0.7,8.871338802989738e6
0.83,0.44,0.33,8.882662702228464e6
0.62,0.43,0.06,8.858944106822725e6
0.64,0.12,1.0,8.917471175088834e6
0.75,0.01,0.36,8.949191210248698e6
0.75,0.52,0.04,8.865051410153138e6
0.87,0.03,1.0,8.96118888991617e6
0.88,0.54,0.94,8.879473789650299e6
0.08,0.05,0.18,8.954129243041184e6
0.34,0.78,0.94,8.822763364386458e6
0.61,0.69,0.93,8.840882909407403e6
0.36,0.76,0.57,8.822750803391272e6
0.23,0.49,1.0,8.829491354283318e6
0.52,0.81,0.15,8.833475437207118e6
0.02,0.55,0.17,8.962207514642723e6
0.28,0.04,0.77,8.912163492141811e6
0.49,0.61,0.25,8.832257191499192e6
0.81,0.28,0.28,8.90236030340413e6
0.5,0.77,0.13,8.831082626341116e6
0.8,0.92,0.15,8.861321041353624e6
0.55,0.8,0.59,8.835561143962005e6
0.14,0.68,0.82,8.836730657150751e6
0.85,0.65,0.84,8.868424367445955e6
0.67,0.86,0.6,8.847349484374152e6
0.54,0.5,0.63,8.843671442911956e6
0.93,0.85,0.01,8.873339555014707e6
0.14,0.38,0.13,8.853377417342171e6
0.45,0.64,0.73,8.828026060735743e6
0.79,0.77,0.41,8.857966858736679e6
0.95,0.28,0.41,8.92025654712471e6
0.81,0.15,0.75,8.927770467283636e6
0.3,0.82,0.22,8.82415908018085e6
0.15,0.69,0.62,8.834363350260936e6
0.18,0.57,0.78,8.830242366185103e6
0.76,0.79,0.57,8.854745243898133e6
0.33,0.26,0.89,8.859940233530212e6
0.59,0.93,0.2,8.84446480732843e6
0.8,0.22,0.39,8.911996428911498e6
0.79,0.42,0.48,8.87995074419056e6
0.18,0.05,0.77,8.92019139665094e6
0.68,0.11,0.05,8.923975753510373e6
1.0,0.17,0.72,8.9462197956752e6
0.34,0.46,0.89,8.831620860217914e6
0.26,0.65,0.7,8.821480776777957e6
0.3,0.64,0.11,8.82107918993324e6
0.02,0.37,0.56,8.978470475250272e6
0.1,0.08,0.59,8.937217583289433e6
0.26,0.97,0.19,8.837920091454223e6
0.53,0.02,0.1,8.926103050058698e6
0.47,0.51,0.32,8.836298184396185e6
0.84,0.02,0.98,8.959093043289794e6
0.71,0.37,0.32,8.876670372519687e6
0.64,0.64,1.0,8.845404142535295e6
0.15,0.66,0.9,8.834207986399576e6
0.51,0.08,0.11,8.916396057188196e6
0.54,0.19,0.94,8.890597205792552e6
0.47,0.25,0.92,8.871208407413047e6
0.01,0.3,0.08,9.023823702162348e6
0.81,0.12,0.36,8.934785880431168e6
0.15,0.86,0.25,8.841733678915344e6
0.42,0.38,0.35,8.84547988027843e6
0.33,0.31,0.99,8.850646531434704e6
0.8,0.48,0.78,8.874725624536075e6
0.08,0.98,0.23,8.881985073287334e6
0.19,0.96,0.96,8.843630252503106e6
0.22,0.22,0.02,8.87022389219831e6
0.63,0.73,0.59,8.842192624992318e6
0.27,0.23,0.7,8.865645147122374e6
0.3,1.0,0.08,8.840072431954809e6
0.62,0.57,0.29,8.8468642421062e6
0.02,0.79,0.69,8.960055209881332e6
0.96,0.98,0.23,8.879924581520382e6
0.34,0.42,0.99,8.835674094381355e6
0.78,0.57,0.78,8.864774887139976e6
0.59,0.21,0.7,8.891069243182525e6
0.03,0.65,0.37,8.931328136683667e6
0.78,0.08,0.83,8.941639396519192e6
0.94,0.45,0.13,8.896171534833945e6
0.91,0.4,0.54,8.897840883953638e6
0.47,0.33,0.67,8.856936132494653e6
0.87,0.71,0.45,8.86833508866278e6
0.08,0.29,0.02,8.891477788543299e6
0.46,0.47,0.23,8.838781238157308e6
0.36,0.24,0.59,8.865375085907875e6
0.61,0.52,0.84,8.849301696435317e6
0.62,0.96,0.82,8.848824741696894e6
0.63,0.3,0.41,8.8781656775636e6
0.09,0.82,0.17,8.860725278215865e6
0.29,0.37,0.38,8.84054286300822e6
0.84,0.41,0.6,8.887417558247393e6
0.36,0.36,0.08,8.844213943496276e6
0.01,0.53,0.47,8.996717331722967e6
0.31,0.13,0.52,8.891416427333433e6
0.97,0.77,0.26,8.879113612591173e6
0.25,0.69,0.68,8.821777453398364e6
