α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.95,0.31,0.43,0.23,0.56,0.8,0.1,0.81,1.6378390477720913e7
0.25,0.3,0.36,0.99,0.06,0.67,0.79,0.46,1.636272099256135e7
0.21,0.99,0.95,0.37,0.53,0.03,0.18,0.81,1.6204994004827498e7
0.48,0.89,0.34,0.79,0.54,0.37,0.46,0.88,1.6352296919834802e7
0.34,0.25,0.46,0.87,0.04,0.91,0.58,0.26,1.6378374717137607e7
0.74,0.92,0.06,0.05,0.42,0.43,0.97,0.2,1.6367425281099495e7
0.27,0.93,0.11,0.41,0.78,0.36,0.38,0.07,1.6361417567485673e7
0.46,0.84,0.5,0.67,0.74,0.86,0.48,0.6,1.6377443619323306e7
0.04,0.31,0.29,0.2,0.08,0.04,0.11,0.91,1.6098209288135333e7
0.06,1.0,0.93,0.68,0.15,0.2,0.03,0.51,1.6217538683552971e7
0.25,0.22,0.52,0.22,0.56,0.95,0.37,0.62,1.6377645600297e7
0.73,0.61,0.76,0.82,0.25,0.32,0.1,0.74,1.6330468432729209e7
0.51,0.05,0.2,0.3,0.42,0.07,0.65,0.57,1.6336069750674436e7
0.26,0.12,0.9,0.56,0.66,0.69,0.99,0.88,1.6302928261569131e7
0.85,0.77,0.31,0.13,0.6,0.05,0.04,0.94,1.6289243797975915e7
0.13,0.86,0.98,0.48,0.11,0.31,0.32,0.1,1.6284165405850483e7
0.93,0.3,0.03,0.54,0.18,0.63,0.61,0.77,1.6376610082523948e7
0.98,0.84,0.18,0.41,0.98,0.8,0.49,0.42,1.6377388127209362e7
0.88,0.24,0.55,0.95,0.67,0.86,0.87,0.89,1.6378399497080192e7
0.71,0.25,0.54,0.66,0.45,1.0,0.81,0.38,1.6373068439165449e7
0.75,0.86,0.02,0.99,0.42,0.75,0.17,0.13,1.6378120505549004e7
0.99,0.32,0.36,0.73,0.33,0.63,0.47,0.55,1.6377581857421905e7
0.89,0.72,0.23,0.12,0.78,0.36,0.69,0.08,1.6366482936667928e7
0.61,0.11,0.82,0.06,0.58,0.69,0.22,0.03,1.6378141209067332e7
0.53,0.22,0.71,0.27,0.82,0.96,0.01,0.81,1.6373993055090224e7
0.09,0.9,1.0,0.64,0.65,0.72,0.07,0.51,1.6377897378454804e7
0.07,0.49,0.85,0.62,0.57,0.31,0.71,0.38,1.6290225495146153e7
0.86,0.91,0.64,0.23,0.19,0.41,0.51,0.99,1.6369908361094499e7
0.58,0.59,0.11,0.15,0.33,0.46,0.15,0.29,1.6363080514005905e7
0.59,0.79,0.89,0.53,0.56,0.47,0.07,0.72,1.6364485343428439e7
0.13,0.82,0.45,0.64,0.12,0.2,0.73,0.13,1.6282895109512901e7
0.35,0.74,0.64,0.17,0.79,0.77,0.59,0.36,1.637719368844822e7
0.97,0.34,0.9,0.48,0.39,0.19,0.47,0.74,1.635662160802276e7
0.64,0.62,0.34,0.37,0.4,0.02,0.11,0.89,1.6337912086564155e7
0.56,0.03,0.33,0.26,0.79,0.09,0.8,0.13,1.6354954702686416e7
0.33,0.23,0.01,0.64,0.17,0.95,0.16,0.94,1.6378253378997805e7
0.34,0.85,0.69,0.29,0.46,0.8,0.58,0.99,1.6377950746617598e7
0.6,0.92,0.86,0.69,0.79,0.42,0.61,0.28,1.6360470117643652e7
0.59,0.28,0.27,0.77,0.91,0.11,0.05,0.45,1.635341021436528e7
0.72,0.45,0.61,0.73,0.65,0.13,0.1,0.8,1.6331173446016135e7
0.37,0.25,0.72,0.04,0.79,0.58,0.59,0.05,1.637532921006108e7
0.45,0.87,0.04,0.09,0.26,0.55,0.35,0.73,1.6368587188825842e7
0.61,0.43,0.61,0.09,0.63,0.23,0.09,0.33,1.6339901721151382e7
0.49,0.32,0.91,0.47,0.81,0.31,0.31,0.79,1.6361839497509569e7
0.46,0.58,0.28,0.5,0.05,0.29,0.63,0.86,1.6335796763347752e7
0.74,0.09,0.67,0.97,0.62,0.04,0.79,0.16,1.6339604494775819e7
0.16,0.32,0.72,0.89,0.75,0.51,0.14,0.63,1.6372808962049996e7
0.45,0.56,0.67,0.13,0.17,0.51,0.98,0.16,1.6366719920264125e7
0.32,0.64,0.06,0.48,0.93,0.21,0.09,0.22,1.6350644563064639e7
0.5,0.24,0.1,0.29,0.58,0.05,0.43,0.05,1.6307959661538765e7
0.31,0.65,0.45,0.63,0.65,0.47,0.68,1.0,1.6359049810542826e7
0.89,0.43,0.54,0.05,0.59,0.6,0.84,0.58,1.637734358334158e7
0.53,0.8,0.57,0.04,0.69,0.03,0.99,0.14,1.6350550124303412e7
0.98,0.54,0.55,0.24,0.15,0.14,0.26,0.65,1.6255057596756566e7
0.84,0.64,0.34,0.53,0.71,0.08,0.73,0.72,1.6303272035889857e7
0.4,0.88,0.93,0.94,0.6,0.25,0.01,0.18,1.6338954232524913e7
0.57,0.35,0.59,0.94,0.89,0.99,1.0,0.52,1.6357983663197747e7
0.31,0.08,0.41,0.92,0.19,0.62,0.81,0.45,1.6313336404514283e7
0.97,0.03,0.08,0.02,0.69,1.0,0.72,0.69,1.6370408983641261e7
0.7,0.53,0.48,0.78,0.12,0.67,0.97,0.19,1.6377323220045485e7
0.54,0.8,0.01,0.67,0.21,0.62,0.63,0.67,1.6376606518982938e7
0.12,0.75,0.5,0.88,0.64,0.06,0.93,0.42,1.624325792942273e7
0.79,0.41,0.96,0.16,0.35,0.62,0.36,0.25,1.637819412425018e7
0.19,0.37,0.96,0.42,0.44,0.19,0.25,0.45,1.6275456437208658e7
0.79,0.2,0.45,0.15,0.28,0.23,0.66,0.35,1.6361215580112774e7
0.41,0.78,0.02,0.03,1.0,0.68,0.83,0.32,1.6378407907937976e7
1.0,0.51,0.9,0.46,0.63,0.06,0.79,0.7,1.6324434337442202e7
0.78,0.92,0.93,0.57,0.8,0.44,0.03,0.72,1.636924972537019e7
0.4,0.04,1.0,0.34,0.88,0.74,0.6,0.36,1.6376643946388062e7
0.15,0.65,0.57,0.62,0.77,0.22,0.03,0.87,1.6346485420476723e7
0.62,0.38,0.53,0.15,0.01,0.72,0.55,0.09,1.6261547595579408e7
0.54,0.77,0.92,0.4,0.64,0.78,0.16,0.8,1.6378411418736922e7
0.67,0.56,0.09,0.54,0.43,0.13,0.96,0.45,1.6356336114629552e7
0.31,0.46,0.38,0.36,0.88,0.78,0.25,0.69,1.6377613041870184e7
0.95,0.14,0.27,0.68,0.76,0.9,0.26,0.65,1.6375128809145167e7
0.04,0.79,0.88,0.65,0.58,0.62,0.8,0.93,1.633107822114718e7
0.82,0.37,0.61,0.59,0.75,0.07,0.66,0.32,1.6311524468125476e7
0.46,0.11,0.84,0.04,0.99,0.16,0.16,0.93,1.6361162751601618e7
0.88,0.71,0.35,0.05,0.16,0.34,0.93,0.12,1.6373136251429997e7
0.43,0.62,0.15,0.01,0.03,0.89,0.85,0.06,1.6378406256961355e7
1.0,0.85,0.9,0.98,0.71,0.83,0.26,0.55,1.637814329643263e7
0.03,0.01,0.45,0.65,0.64,0.77,0.18,0.23,1.6377785721164515e7
0.94,0.16,0.63,0.47,0.43,0.7,0.69,0.08,1.6377388023126226e7
0.38,0.22,0.54,0.63,0.23,0.8,0.98,0.37,1.6331802924628565e7
0.53,0.03,0.69,0.62,0.38,0.12,0.59,0.51,1.6342635321583156e7
0.36,0.2,0.3,0.33,0.96,0.09,0.5,1.0,1.635094208058208e7
0.66,0.05,0.68,0.3,0.97,0.94,0.36,0.73,1.637360782275407e7
0.27,0.17,0.93,0.08,0.27,0.07,1.0,0.87,1.6309206259715455e7
0.48,0.09,0.19,0.54,1.0,0.25,0.28,0.62,1.6371002401853621e7
1.0,0.32,0.3,0.15,0.51,0.9,0.04,0.92,1.6370864014477583e7
0.3,0.67,0.46,0.05,0.27,0.15,0.57,0.15,1.6268567507280681e7
0.76,0.15,0.76,0.65,0.04,0.58,0.29,0.73,1.6315705361841423e7
0.97,0.43,0.57,0.75,0.88,0.75,0.19,0.87,1.6378148562083976e7
0.61,0.05,0.88,0.98,0.78,0.78,0.75,0.53,1.6347709282005353e7
0.77,0.99,0.68,0.84,0.66,0.24,0.25,0.73,1.6340341759326158e7
0.03,0.79,0.02,0.8,0.92,0.93,0.99,0.4,1.634765406922067e7
0.03,0.17,0.73,0.02,0.96,0.83,0.44,0.44,1.6376104643316654e7
0.54,0.99,0.87,0.4,0.03,1.0,0.73,0.82,1.637510975144068e7
0.4,0.91,0.56,0.06,0.28,0.02,0.07,0.41,1.6242554312669704e7
0.57,0.8,0.83,0.65,0.36,0.9,0.14,0.05,1.6377921583267594e7
0.67,0.33,0.18,0.05,0.72,0.71,0.58,0.14,1.6377996426155677e7
0.75,0.16,0.21,0.59,0.31,0.23,0.67,0.27,1.63614962047402e7
0.61,0.23,0.39,0.58,0.48,0.96,0.26,0.74,1.6373280172469592e7
0.35,0.12,0.41,0.43,0.71,0.73,0.54,0.38,1.637825503571052e7
0.88,0.85,0.51,0.12,0.9,0.74,0.53,0.09,1.6378337610791408e7
0.61,0.63,0.96,0.16,0.6,0.38,0.69,0.31,1.636000518031567e7
0.84,0.71,0.18,0.02,0.93,0.34,0.04,0.89,1.6362693840384744e7
0.82,0.59,0.77,0.06,0.96,0.7,0.55,0.62,1.637841979910292e7
0.59,0.39,0.89,0.53,0.72,0.59,0.73,0.09,1.637389550224492e7
0.35,0.49,0.22,0.13,0.48,0.52,0.76,0.76,1.6363585907221373e7
0.9,0.04,0.21,0.25,0.72,0.8,0.34,0.8,1.6377611273408007e7
0.83,0.16,0.28,0.41,0.35,0.9,0.34,0.2,1.6370264230621161e7
0.4,0.96,0.99,0.57,0.79,0.86,0.32,0.81,1.6377715208505949e7
1.0,0.88,0.93,0.87,0.61,0.82,0.97,0.61,1.6376002675316123e7
0.4,0.03,0.26,0.98,0.95,0.14,0.46,0.84,1.6372451708675444e7
0.37,0.63,0.17,0.01,0.58,0.7,0.37,0.99,1.637472125586975e7
0.12,0.28,0.03,0.54,0.22,0.45,0.67,0.68,1.63341153215648e7
0.99,0.03,0.78,0.06,0.91,0.37,0.94,0.17,1.6368194679612009e7
0.8,0.13,0.75,0.71,0.21,0.33,0.66,0.71,1.6371022563282866e7
0.89,0.43,0.1,0.93,0.64,0.27,0.71,0.23,1.6365514175604995e7
0.41,0.42,0.93,0.59,0.44,0.66,0.27,1.0,1.6375386909317419e7
0.04,0.37,0.2,0.28,0.42,0.96,0.5,0.82,1.6377469507460047e7
0.87,0.77,0.52,0.88,0.1,0.63,0.06,0.46,1.6371090790825158e7
