α_v,α_s,α_v_error,α_s_error,decay,MSE
0.37,0.04,0.5,0.04,0.97,2.9836711371883582e7
0.46,0.47,0.29,0.41,0.58,2.9849864309448164e7
1.0,0.62,0.71,0.19,0.05,2.9706471900618386e7
0.44,0.15,0.26,0.26,0.12,2.977095886978133e7
0.95,0.9,0.59,0.6,0.02,2.975088285912856e7
0.22,0.32,0.1,0.77,0.74,2.9879845136054132e7
0.51,0.7,0.85,0.35,0.87,2.9886184424924985e7
0.63,0.38,0.33,0.62,0.97,2.9784363439759944e7
0.49,0.81,0.3,0.56,0.11,2.986958951591965e7
0.75,0.73,0.2,0.51,0.05,2.9774714594765875e7
0.47,0.64,0.24,0.73,0.8,2.9859859605045084e7
0.27,0.7,0.84,0.35,0.57,2.9942949509838305e7
0.1,0.89,0.43,0.32,0.02,2.9971313923539296e7
0.63,0.25,0.67,0.01,0.24,2.980253974585579e7
0.46,0.03,0.84,0.26,0.93,2.982373530486523e7
0.48,0.74,0.9,0.1,0.22,2.989983340026393e7
0.89,0.08,0.07,0.07,0.72,2.960846314772055e7
0.32,0.02,0.54,0.22,0.43,2.9896320666092306e7
0.36,0.63,0.11,0.9,0.49,2.9891448942205083e7
0.11,0.46,0.89,0.61,0.8,2.9977362997537173e7
0.16,0.79,0.58,0.24,0.87,2.995269235123179e7
0.17,0.88,0.49,0.19,0.15,2.9953924734275583e7
0.28,0.79,0.17,0.69,0.03,2.992481058156457e7
0.02,0.92,0.1,0.92,0.29,2.997983381139906e7
0.77,0.37,0.15,0.8,0.9,2.972450604725943e7
0.88,0.22,0.13,0.58,0.54,2.9637473587898523e7
0.82,0.13,0.74,0.51,0.66,2.9646861410729155e7
0.28,0.21,0.03,0.3,0.35,2.9843877372310966e7
0.15,0.2,0.38,0.66,0.6,2.983547252880091e7
0.58,0.49,0.83,0.31,0.91,2.985393999256241e7
0.06,0.15,0.91,0.46,0.33,2.994368362125038e7
0.53,0.5,0.55,0.04,0.61,2.9851953800420046e7
0.18,0.43,0.85,0.71,0.74,2.994575956375509e7
0.66,0.25,0.21,0.14,0.53,2.97511728418759e7
0.79,0.17,0.4,0.9,0.44,2.9637120349956557e7
0.05,0.37,0.58,0.32,0.48,2.9959003301651523e7
0.52,0.25,0.2,0.98,0.93,2.976645382320205e7
0.14,0.24,0.48,0.72,0.73,2.986416135834699e7
0.45,0.87,0.32,0.96,0.88,2.989970998945925e7
0.37,0.97,0.25,0.7,0.95,2.9925666093214925e7
0.1,0.16,0.2,0.23,0.74,2.983168149974883e7
0.72,0.45,0.41,0.03,0.02,2.9779298723986465e7
0.47,0.34,0.59,0.23,0.11,2.9852845699039217e7
0.96,0.93,0.8,0.88,0.52,2.977404888738318e7
0.92,0.66,0.65,0.3,0.71,2.9734264373325504e7
0.4,0.38,0.75,0.1,0.84,2.9893613817854196e7
0.84,0.85,0.98,0.06,0.38,2.9800998495461095e7
0.85,0.23,0.59,0.01,0.4,2.971338488555539e7
0.26,0.45,0.22,0.27,0.62,2.9901330739365228e7
0.82,0.86,0.55,0.66,0.06,2.978887239212511e7
0.05,0.48,0.73,0.08,0.26,2.9998608990093164e7
0.24,0.31,0.12,0.88,0.41,2.9871217696622293e7
0.51,0.46,0.11,0.72,0.81,2.9825005577048887e7
0.6,0.91,0.81,0.23,0.41,2.987239011719984e7
0.19,0.35,0.97,0.28,0.92,2.995597956803717e7
0.32,0.99,0.2,0.24,1.0,2.992886288894894e7
0.37,0.72,0.22,0.61,0.55,2.989347633089407e7
0.99,0.48,0.96,0.99,0.6,2.9720251375593085e7
0.39,0.21,0.97,0.84,0.64,2.985014381164741e7
0.89,0.64,0.5,0.25,0.57,2.973412998752741e7
0.49,0.48,0.55,0.23,0.29,2.985895169434146e7
0.82,0.95,0.36,0.52,0.32,2.9789177795005113e7
0.59,0.19,0.89,0.66,0.49,2.977648445184313e7
0.79,0.88,0.67,0.87,0.9,2.9815447121407438e7
0.87,0.39,0.72,0.21,0.6,2.9738551945878483e7
0.18,0.44,0.85,0.41,0.81,2.9949172908656392e7
0.56,0.59,0.33,0.01,1.0,2.9833501723465e7
0.88,0.78,0.55,0.23,0.33,2.9751721305217423e7
0.53,0.43,0.1,0.59,0.76,2.9814401281528633e7
0.27,0.35,0.44,0.83,0.01,2.9881600128246773e7
0.05,0.54,0.2,0.31,0.14,2.9936403019567385e7
0.32,0.93,0.31,0.96,0.36,2.9941774847662564e7
0.12,0.24,0.27,0.85,0.65,2.985196927478686e7
0.5,0.35,0.3,0.15,0.81,2.9829929485305253e7
0.55,0.3,0.39,0.79,0.16,2.979122184077729e7
0.93,0.78,0.65,0.94,0.2,2.975349833866432e7
0.04,0.11,0.11,0.75,1.0,2.9715337434999455e7
0.85,0.24,0.6,0.98,0.48,2.9675610783258412e7
0.64,0.36,0.27,0.35,0.46,2.97787581740926e7
0.4,0.99,0.03,0.2,0.76,2.990386451597883e7
0.69,0.2,0.68,0.16,0.49,2.9756618579225693e7
0.38,0.09,0.91,0.65,0.77,2.976607169931833e7
0.41,0.89,0.55,0.6,0.97,2.9912467677429702e7
0.31,0.03,0.09,0.21,0.93,2.982333833446407e7
0.18,0.7,0.33,0.51,0.14,2.9935457895599008e7
0.12,0.39,0.78,0.04,0.87,2.99611226319314e7
0.44,0.76,0.1,0.65,0.18,2.98746232025174e7
0.72,0.95,0.26,1.0,0.72,2.9833021679623853e7
0.4,0.93,0.71,0.86,0.53,2.993560727151535e7
0.51,0.85,0.44,0.6,0.28,2.9875651978937536e7
0.47,0.26,0.7,0.5,0.51,2.983278104974097e7
