α_v,α_s,α_v_error,α_s_error,decay,MSE
0.78,0.55,0.65,0.03,0.31,8.859362079604596e6
0.67,0.67,0.89,0.9,0.06,8.858303370335884e6
0.34,0.22,0.73,0.37,0.47,8.872023228952102e6
0.13,0.66,0.99,0.97,0.93,8.84607756097263e6
0.94,0.83,0.09,0.44,0.75,8.843997106506286e6
0.84,0.85,0.78,0.11,0.15,8.845480676824281e6
0.52,0.16,0.29,0.25,0.11,8.889889034451786e6
0.2,0.28,0.6,0.77,0.59,8.858041004608687e6
0.78,0.16,0.86,0.04,0.65,8.926961803988516e6
0.83,0.25,0.26,0.15,0.47,8.896032096756876e6
0.87,0.2,0.93,0.24,1.0,8.925433211098026e6
0.91,0.45,0.62,0.43,0.13,8.883535666357975e6
0.59,0.18,0.56,0.06,0.97,8.899692086798951e6
0.82,0.58,0.36,0.64,0.29,8.857407729387067e6
0.87,0.94,0.56,0.41,0.26,8.846131581322884e6
0.48,0.93,0.72,0.09,0.84,8.817748481077185e6
0.82,0.01,0.8,0.31,0.2,8.994199893373558e6
0.43,0.37,0.68,0.06,0.53,8.854211201677803e6
0.15,0.06,0.25,0.17,0.02,8.920470356688216e6
0.55,0.39,0.75,0.67,0.61,8.862191014726551e6
0.54,1.0,0.57,0.25,0.43,8.823515921328936e6
0.62,0.23,0.52,0.78,0.85,8.885778034500789e6
0.77,0.87,0.77,0.4,0.89,8.844649486799536e6
0.6,0.08,0.29,0.21,0.65,8.914703373491246e6
0.94,0.62,0.63,0.03,0.9,8.86699013665678e6
0.78,0.93,0.35,0.91,0.76,8.849050633143399e6
0.24,0.85,0.44,0.78,0.54,8.825935649328366e6
0.87,0.24,0.59,0.25,0.51,8.908627842339166e6
0.56,0.42,0.03,0.02,0.66,8.845251943349378e6
0.11,0.54,0.72,0.59,0.76,8.840003648329353e6
0.7,0.39,0.53,0.72,0.3,8.870015440096948e6
0.89,0.78,0.24,0.12,0.73,8.839725072183607e6
0.67,0.85,0.09,0.01,0.14,8.815784250216223e6
0.42,0.6,0.67,0.04,0.4,8.825890625286337e6
0.43,0.51,0.03,0.02,0.31,8.826996300904343e6
0.49,0.26,0.09,0.06,0.95,8.868101788333256e6
0.26,0.56,0.45,0.17,0.41,8.820964772666737e6
0.6,0.26,0.17,0.33,0.38,8.872454623610137e6
0.95,0.9,0.28,0.97,0.9,8.861165709867466e6
0.18,0.59,0.18,0.26,0.12,8.825363890860002e6
0.38,0.75,0.32,0.93,0.04,8.828009081641324e6
0.86,0.68,0.09,0.65,0.54,8.848105577073384e6
0.83,0.23,0.4,0.51,0.69,8.899970509935733e6
0.04,0.54,0.73,0.46,0.61,8.869817672837509e6
0.81,0.89,0.35,0.57,0.4,8.840906970210936e6
0.07,0.53,0.9,0.19,0.56,8.849950099363606e6
0.72,0.61,0.08,0.28,0.93,8.836385639070686e6
0.63,0.97,0.71,0.24,0.52,8.830165733484559e6
0.57,1.0,0.18,0.91,0.3,8.838960350705298e6
0.14,0.63,0.57,0.13,0.32,8.82470043894913e6
0.8,0.27,0.06,0.7,0.41,8.883444789040849e6
0.81,0.11,0.11,0.54,0.16,8.914645983280113e6
0.52,0.62,0.6,0.25,0.47,8.831171987640616e6
0.55,0.2,0.94,0.51,0.72,8.895657888777966e6
0.66,0.68,0.63,0.99,0.22,8.852630594763838e6
0.89,0.3,0.66,0.12,0.31,8.903809119261466e6
0.97,0.36,0.83,0.94,0.67,8.909993765528066e6
0.47,0.22,0.23,0.24,0.96,8.873461730903622e6
0.94,0.23,0.25,0.21,0.59,8.908921838778289e6
0.89,0.87,0.3,0.33,0.92,8.84073477310854e6
0.25,0.36,0.96,0.79,0.1,8.852168614126192e6
0.68,0.5,0.89,0.81,0.24,8.868204984347906e6
0.36,0.68,0.21,0.65,0.04,8.820155408641623e6
0.94,0.41,0.78,0.52,0.99,8.896345300657168e6
0.75,0.03,0.84,0.82,0.4,8.991569317798331e6
0.25,0.59,0.98,0.21,0.1,8.826477044044718e6
0.45,0.6,0.91,0.44,0.68,8.836469480863906e6
0.12,0.13,0.46,0.84,0.34,8.90231414304392e6
0.79,0.98,0.35,0.66,0.87,8.843001750677627e6
0.15,0.15,0.28,0.28,0.78,8.893376449675512e6
0.77,0.83,0.99,0.49,0.88,8.853740266540598e6
0.84,0.45,0.47,0.52,0.55,8.872909705520429e6
0.91,0.83,0.58,0.96,0.4,8.865497226468638e6
0.45,0.14,0.69,0.94,0.54,8.897740227726866e6
0.47,1.0,0.9,0.41,0.83,8.83113052842798e6
0.61,0.33,0.75,0.6,0.23,8.874609288516134e6
0.09,0.5,0.35,0.41,0.88,8.848676586683419e6
0.42,0.75,0.95,0.16,0.79,8.823256427016763e6
0.21,0.19,0.31,0.39,0.68,8.87432113153635e6
0.42,0.57,0.52,0.29,0.21,8.826946800925888e6
0.29,0.81,0.54,0.2,0.4,8.810100890952436e6
0.07,0.17,0.48,0.37,0.55,8.902438472073037e6
0.72,0.08,0.32,0.23,0.72,8.922823143889386e6
0.84,0.19,0.97,0.92,0.32,8.924625423835477e6
0.93,0.18,0.61,0.98,0.3,8.924827703877535e6
0.12,0.41,0.87,0.16,0.56,8.850634983864564e6
0.71,0.93,0.22,0.32,0.31,8.825603972321697e6
0.43,0.54,0.44,0.35,0.53,8.829213352298323e6
0.82,0.26,0.99,0.64,0.97,8.910843781247951e6
1.0,0.72,0.88,0.32,0.6,8.874766601558119e6
1.0,0.43,0.89,0.06,0.14,8.903694915147686e6
0.56,0.85,0.07,1.0,0.73,8.834529207796765e6
0.22,0.96,0.96,0.56,0.52,8.83016235285208e6
0.46,0.12,0.87,0.55,0.59,8.904161364005357e6
0.39,0.08,0.12,0.78,0.83,8.907212729988657e6
0.85,0.6,0.83,0.73,0.86,8.872650354344286e6
0.38,0.13,0.11,0.83,0.47,8.887607528422864e6
0.58,0.81,0.5,0.92,0.95,8.83987434789379e6
0.15,0.97,0.31,0.19,0.06,8.824503041175898e6
0.41,0.2,0.81,0.98,0.71,8.884087570711628e6
0.74,0.32,0.94,0.33,0.13,8.893296315097574e6
0.76,0.92,0.02,0.15,0.34,8.820934000742402e6
0.07,0.06,0.36,0.26,0.15,8.939010593582254e6
0.13,0.34,0.7,0.73,0.84,8.856078944406435e6
0.21,0.73,0.83,0.76,0.81,8.828734624907926e6
0.36,0.92,1.0,0.39,0.39,8.824506918493101e6
0.76,0.75,0.38,0.32,0.68,8.836849778290804e6
0.08,0.21,0.34,0.74,0.74,8.89262318028784e6
0.24,0.51,0.88,0.92,0.77,8.83973982502251e6
0.18,0.6,0.4,0.55,0.71,8.82645327412282e6
0.72,0.07,0.09,0.19,0.24,8.921122833177418e6
0.32,0.79,0.15,0.92,0.57,8.826247052330157e6
0.49,0.46,0.74,0.98,0.45,8.854536260572588e6
0.19,0.37,0.49,0.07,0.94,8.846393090579106e6
0.17,0.02,0.03,0.22,0.96,8.942352126546333e6
0.25,0.15,0.5,0.31,0.96,8.883503106753651e6
0.81,0.22,0.86,0.79,0.02,8.91273572886752e6
0.72,0.3,0.05,0.58,0.08,8.872000152368508e6
0.73,0.97,0.8,0.58,0.68,8.847427398265595e6
0.7,0.27,0.01,0.32,0.19,8.875150208565822e6
0.45,0.72,0.16,0.63,0.27,8.821045306435404e6
0.15,0.3,0.5,0.69,0.26,8.858231334827073e6
0.6,0.43,0.15,0.31,0.49,8.847276525801897e6
0.49,0.43,0.98,0.67,0.85,8.85862216635377e6
0.34,0.25,0.47,0.27,0.07,8.863389613620974e6
0.03,0.95,0.19,0.74,0.75,8.921975288954303e6
0.26,0.61,0.02,0.7,0.31,8.825010437033575e6
0.47,0.15,0.78,0.79,0.91,8.896192540435106e6
0.54,0.52,0.9,0.21,0.3,8.848753001400638e6
0.11,0.53,0.88,0.04,0.59,8.839785159594297e6
0.89,0.66,0.32,0.84,0.6,8.860939897342205e6
0.26,0.12,0.8,0.39,0.65,8.89382436852866e6
0.34,0.52,0.99,0.99,0.43,8.8459117331387e6
0.55,0.04,0.59,0.9,0.71,8.964724593755644e6
0.53,0.55,0.55,0.66,0.45,8.840999424621684e6
0.27,0.48,0.89,0.47,0.96,8.835474581026956e6
0.12,0.41,0.8,0.6,0.86,8.849412123683793e6
0.48,0.95,0.87,0.45,0.72,8.830072482960263e6
0.48,0.9,0.6,0.86,0.12,8.835762491083048e6
0.9,0.43,0.57,0.92,0.5,8.887534225894542e6
0.67,0.42,0.75,0.44,0.4,8.867919364250168e6
0.24,0.39,0.47,0.62,0.63,8.839907658820033e6
0.79,0.87,0.83,0.19,0.79,8.843540406386096e6
0.51,0.49,0.11,0.97,0.38,8.842222002886793e6
0.6,0.98,0.25,0.84,0.85,8.837530440846855e6
0.53,0.63,0.1,0.7,0.93,8.829180347041782e6
0.06,0.06,0.09,0.17,0.45,8.9645272697879e6
0.36,0.27,0.39,0.81,0.07,8.859276737831645e6
0.65,0.33,0.64,0.52,0.39,8.8750388220982e6
0.35,0.19,0.02,0.65,0.33,8.870485837575516e6
0.24,0.9,0.21,0.15,0.58,8.81004481409625e6
0.12,0.77,0.41,0.88,0.71,8.842526392139174e6
0.74,0.13,0.8,0.3,0.32,8.923614960002791e6
0.77,0.39,0.28,0.9,0.02,8.872026028064303e6
0.79,0.12,0.75,0.03,0.49,8.933717301592883e6
0.66,0.97,0.92,0.59,0.24,8.846487330838487e6
0.62,0.43,0.42,0.32,0.8,8.854056808980465e6
0.49,0.2,0.48,0.81,0.71,8.880700195808757e6
0.38,0.98,0.29,0.64,0.65,8.824601080431815e6
0.44,0.2,0.07,0.83,0.14,8.872474879858889e6
0.34,0.88,0.64,0.55,0.91,8.820741646774922e6
0.23,0.47,0.05,0.56,0.69,8.833395391618207e6
0.08,0.38,0.02,0.88,0.68,8.88552045509266e6
0.54,0.29,0.97,0.62,0.41,8.8802290270951e6
0.35,0.18,0.77,0.05,0.71,8.888401721840207e6
0.39,0.99,0.42,0.25,0.83,8.814995558352564e6
0.8,0.61,0.99,0.96,0.06,8.876480873927139e6
0.64,0.56,0.22,0.47,0.17,8.839251477306195e6
0.65,0.16,0.67,0.11,0.77,8.910098163879754e6
0.83,0.42,0.75,0.81,0.34,8.88535102491146e6
0.82,0.08,0.94,0.38,0.93,8.94535924626702e6
0.54,0.2,0.65,0.83,0.19,8.888193346176786e6
0.5,0.69,0.92,0.82,0.17,8.843272107375383e6
0.25,0.29,0.07,0.46,0.76,8.853698050155904e6
0.81,0.68,0.29,0.1,0.03,8.840701053612553e6
0.16,0.77,0.91,0.54,0.38,8.827995996801123e6
0.33,0.38,0.2,0.46,0.14,8.839436379013069e6
0.23,0.27,0.07,0.64,0.24,8.858409106592089e6
0.14,0.56,0.86,0.48,0.64,8.834620167827854e6
0.15,0.56,0.74,0.33,0.56,8.83019098885648e6
0.1,0.89,0.74,0.33,0.72,8.833090926558187e6
0.85,0.06,0.93,0.72,0.92,8.960151183743987e6
0.13,0.32,0.21,0.81,0.61,8.864137197671019e6
0.57,0.25,0.5,0.03,0.42,8.882780495331757e6
0.53,0.52,0.93,0.61,0.01,8.851750643032987e6
0.34,0.33,0.68,0.13,0.84,8.854051621635929e6
0.01,0.48,0.28,0.88,0.3,8.967393848233588e6
0.04,0.28,0.46,0.1,0.28,8.90790410058545e6
0.66,0.4,0.41,0.6,0.3,8.8616776673004e6
0.52,0.6,0.69,0.83,0.21,8.843356700427301e6
0.83,0.84,0.43,0.32,0.82,8.83965116665683e6
0.64,0.6,0.59,0.43,0.88,8.843684846603312e6
0.2,0.93,0.47,0.01,0.46,8.811051692203583e6
0.52,0.91,0.52,0.74,0.26,8.83260267128358e6
0.75,0.86,0.73,0.95,0.63,8.856794647942701e6
0.43,0.28,0.4,0.1,0.57,8.864084221291084e6
0.77,0.83,0.37,0.66,0.27,8.841623486360764e6
0.4,0.81,0.76,0.48,0.41,8.822565637950163e6
0.81,0.94,0.01,0.6,0.96,8.834698483215872e6
0.38,0.31,0.27,0.21,0.95,8.85297256207005e6
0.03,0.13,0.82,0.3,0.38,8.950233212683946e6
0.19,0.62,0.97,0.06,0.03,8.824972837727256e6
0.89,0.01,0.38,0.9,0.29,9.059752463448506e6
0.5,0.49,0.34,0.56,0.32,8.838427945219303e6
0.54,0.25,1.0,0.33,0.98,8.888533499245618e6
0.57,0.19,0.27,0.67,0.63,8.88353757678783e6
1.0,0.68,0.22,0.68,0.46,8.865664062913796e6
0.02,0.16,0.54,0.52,0.23,8.962451458004558e6
0.5,0.56,0.51,0.81,0.31,8.840002461924758e6
0.3,0.61,0.15,0.65,0.88,8.822190869292479e6
0.84,0.71,0.93,0.45,0.58,8.862692302807145e6
0.14,0.16,0.91,0.68,0.47,8.890890277388766e6
0.02,0.77,0.32,0.66,0.4,8.92397047327456e6
0.14,0.99,0.38,0.1,0.78,8.824868022066351e6
0.42,0.6,0.57,1.0,0.85,8.83834714903634e6
0.36,0.08,0.65,0.08,0.33,8.910825296058334e6
0.8,0.73,0.52,0.7,0.3,8.851590670309834e6
0.03,0.13,0.31,0.98,0.51,8.969753809682345e6
0.61,0.26,0.65,0.77,0.35,8.883158893936887e6
0.11,0.58,0.01,0.46,1.0,8.849534145525752e6
0.51,0.36,0.19,0.37,0.81,8.85073495596103e6
0.49,0.97,0.78,0.1,0.87,8.820536140849914e6
0.37,0.48,0.53,0.1,0.26,8.83257087289951e6
0.2,0.63,0.02,0.94,0.2,8.836039237672139e6
0.24,0.4,0.42,0.18,0.83,8.838305972674362e6
0.8,0.29,0.46,0.79,0.23,8.890330942974336e6
0.93,0.28,0.44,0.6,0.41,8.903024561279345e6
0.08,0.89,0.7,0.39,0.75,8.840425444435963e6
0.64,0.19,0.59,0.67,0.54,8.895659042476902e6
0.96,0.27,0.9,0.22,0.02,8.92179528264149e6
0.78,0.7,0.77,0.68,0.92,8.857590105768658e6
0.63,0.93,0.77,0.53,0.85,8.838327070541346e6
0.89,0.59,0.76,0.6,0.19,8.873333990523279e6
0.8,0.87,0.36,0.01,0.21,8.829250024682697e6
0.3,0.68,0.5,0.22,0.17,8.813940937233951e6
0.26,0.72,0.33,0.81,0.62,8.824244344178446e6
0.37,0.64,0.06,0.2,0.19,8.81434359081804e6
0.85,0.9,0.35,0.78,0.8,8.849399551762264e6
0.78,0.46,0.73,0.22,0.65,8.872161173371218e6
0.91,0.59,0.18,0.43,0.23,8.85822488874784e6
0.05,0.83,0.29,0.33,0.46,8.866346205717597e6
0.84,0.62,0.79,0.91,0.76,8.872527168228958e6
0.86,0.19,0.72,0.48,0.56,8.918114661580786e6
0.09,0.25,0.38,0.14,0.53,8.884377119000714e6
0.59,0.25,0.92,0.47,0.62,8.889777559204087e6
0.53,0.39,0.15,0.9,0.43,8.851562025890453e6
0.23,0.15,0.59,0.69,0.17,8.882575588380624e6
0.15,0.32,0.7,0.42,0.97,8.855409505216435e6
0.4,0.41,0.81,0.1,0.04,8.848551606195595e6
0.67,0.06,0.3,0.12,0.51,8.925650464050569e6
1.0,0.49,0.47,0.52,0.85,8.885887276071018e6
0.87,0.85,0.28,0.98,0.2,8.855325611372773e6
0.94,0.39,0.73,0.98,0.49,8.901020404699862e6
0.22,0.27,0.91,0.3,0.43,8.864068397684772e6
0.9,0.75,0.62,0.81,0.24,8.86433973801824e6
0.8,0.25,0.26,0.05,0.17,8.89490495757751e6
0.06,0.98,0.53,0.93,0.24,8.877270285709862e6
0.81,0.57,0.35,0.41,0.74,8.85433381407369e6
0.38,0.77,0.61,0.71,0.49,8.825147074691862e6
0.75,0.53,0.09,0.26,0.22,8.846197813990973e6
0.87,0.58,0.39,0.66,0.14,8.863046683268562e6
0.17,0.82,0.66,1.0,0.02,8.839255544899631e6
0.76,0.39,0.09,0.7,0.14,8.864902390276026e6
0.62,0.4,1.0,0.63,0.76,8.873891095844503e6
0.76,0.13,0.71,0.02,0.31,8.92837079722253e6
0.85,0.86,0.66,0.25,0.51,8.845129405937472e6
0.91,0.08,0.44,0.14,0.99,8.941424872376818e6
0.76,0.92,0.97,0.77,0.11,8.85866281137589e6
0.42,1.0,0.1,0.62,0.59,8.82410948696556e6
0.81,0.55,0.41,0.21,0.97,8.856305594855059e6
0.34,0.04,0.68,0.43,0.58,8.92522134355893e6
0.15,0.67,0.14,0.68,0.11,8.834672344749717e6
0.48,0.98,0.11,0.67,0.74,8.825755695681982e6
0.39,0.17,0.93,0.3,0.63,8.890977696673512e6
0.32,0.2,0.66,0.41,0.57,8.873549270393245e6
0.67,0.21,0.91,0.03,0.58,8.909254749091586e6
0.15,0.76,0.2,0.65,0.18,8.831978638885193e6
0.1,0.15,0.67,0.51,0.07,8.896253705365438e6
0.73,0.2,0.88,0.69,0.12,8.909283036304567e6
0.61,0.51,0.05,0.69,0.47,8.841050873810139e6
0.81,0.75,0.49,0.45,0.97,8.845728496473901e6
0.12,0.04,0.42,0.23,0.34,8.928106498690452e6
0.13,0.17,0.18,0.96,0.15,8.89615442537212e6
0.96,0.72,0.85,0.71,0.55,8.875929847201917e6
0.31,0.93,0.81,0.38,0.89,8.81960556974512e6
0.6,0.18,0.67,0.68,0.98,8.896384030246511e6
0.79,0.19,0.1,0.11,0.17,8.901117430494359e6
0.94,0.27,0.86,0.67,0.01,8.917288848539833e6
0.7,0.15,0.03,0.67,0.71,8.896106473103687e6
0.71,0.01,0.42,0.88,0.96,9.05910632674399e6
0.28,0.89,0.67,0.33,0.09,8.814926313511215e6
0.6,0.1,0.42,0.3,0.7,8.910807610728245e6
0.85,0.47,0.65,0.11,0.4,8.875380610706564e6
0.75,0.25,0.63,0.13,0.72,8.898694792392205e6
0.75,0.98,0.44,0.94,0.82,8.851751063337404e6
0.81,0.91,0.51,0.72,0.27,8.848668323172921e6
0.08,0.02,0.26,0.56,0.05,9.012060100321908e6
0.29,0.81,0.37,0.99,0.48,8.830231018734606e6
0.3,0.75,0.14,0.29,0.38,8.810597715589322e6
0.85,0.62,0.68,0.32,0.05,8.861400758974828e6
0.35,0.25,0.34,0.96,0.12,8.863750426362067e6
0.85,0.71,0.02,0.87,0.27,8.848919632507473e6
0.47,0.67,0.32,0.56,0.75,8.824275183696114e6
0.78,0.25,0.25,0.71,0.74,8.888953548676603e6
0.27,0.4,0.89,0.78,0.47,8.846388710126812e6
0.82,0.24,0.89,0.45,0.73,8.911137933917478e6
0.26,0.01,1.0,0.24,0.12,8.97427530350792e6
0.15,0.23,0.69,0.34,0.14,8.872148153950963e6
0.22,0.96,0.24,0.94,0.98,8.838981693822194e6
0.51,0.57,0.53,0.28,0.06,8.833226218022931e6
0.84,0.12,0.01,0.94,0.65,8.91554673607602e6
0.24,0.02,0.5,0.3,0.21,8.937917426837472e6
0.9,0.27,0.71,0.25,0.5,8.909899009443125e6
0.93,0.31,0.65,0.04,0.4,8.906751934201472e6
0.33,0.11,0.57,0.71,0.89,8.895082579650922e6
0.47,0.33,0.55,0.28,0.61,8.858729737023234e6
0.35,0.87,0.84,0.81,0.41,8.832050691558095e6
0.44,0.73,0.17,0.56,0.68,8.818896344187798e6
0.44,0.9,0.41,0.64,0.3,8.823899996052418e6
0.42,0.03,0.39,0.95,0.12,8.983520416565543e6
0.55,0.4,0.34,0.16,0.61,8.851299754493361e6
0.65,0.23,0.16,0.57,0.24,8.879881458322259e6
0.73,0.24,0.54,0.79,0.52,8.893722579688337e6
0.21,0.99,0.56,0.46,0.74,8.825176167661572e6
0.68,0.71,0.15,0.85,0.37,8.838985965595853e6
0.61,0.57,0.62,0.66,0.57,8.847387102379039e6
0.2,0.88,0.28,0.5,0.99,8.821436698860671e6
0.2,0.43,0.87,0.42,0.89,8.840244272459446e6
0.03,0.99,0.08,0.47,0.64,8.925409806298457e6
0.27,0.77,0.58,0.87,0.42,8.827402301009547e6
0.94,0.76,0.46,0.34,0.79,8.854373123980802e6
0.8,0.88,0.98,0.06,0.21,8.845997617932126e6
0.56,0.81,0.37,0.65,0.04,8.828494094133504e6
0.35,0.76,0.09,0.93,0.87,8.826061952565767e6
0.03,0.23,0.1,0.11,0.74,8.968207284289956e6
0.32,0.17,0.84,0.49,0.78,8.882742638797477e6
0.32,0.31,0.34,1.0,0.1,8.854459055125825e6
0.77,0.89,0.77,0.33,0.64,8.842769974400528e6
0.82,0.54,0.7,0.01,0.22,8.86554804014209e6
0.56,0.28,0.82,0.53,0.1,8.879323684261704e6
0.99,0.5,0.01,0.18,0.59,8.87087068778029e6
0.3,0.92,0.84,0.14,0.8,8.813860486578874e6
0.51,0.33,0.43,0.53,0.96,8.858838783239614e6
0.23,0.35,0.11,0.59,0.43,8.845868045697276e6
0.19,0.34,0.9,0.87,0.29,8.855565756025095e6
0.24,0.26,0.05,0.25,0.75,8.861662420072895e6
0.75,0.69,0.57,0.21,0.17,8.842898721149366e6
0.63,0.47,0.12,0.25,0.94,8.844154304663867e6
0.36,0.78,0.65,0.71,0.45,8.824947723139495e6
0.69,0.84,0.63,0.64,0.25,8.841612454204865e6
0.12,0.64,0.66,0.83,0.37,8.839554857494926e6
0.64,0.93,0.17,0.92,0.26,8.838597657606723e6
0.43,0.73,0.11,0.63,0.32,8.819583382279882e6
0.68,0.71,0.66,0.47,0.31,8.842134581212113e6
0.56,0.92,0.98,0.28,0.96,8.8326209795603e6
0.95,0.11,0.99,0.84,0.3,8.950961645545622e6
0.42,0.13,0.74,0.15,0.11,8.901212381993579e6
0.36,0.4,0.28,0.43,0.67,8.83827706726352e6
0.87,0.61,0.74,0.73,0.98,8.87123684353926e6
0.23,0.72,0.54,0.06,1.0,8.811509164297642e6
0.63,0.37,0.11,0.16,0.14,8.85729676544277e6
0.91,0.87,0.88,0.18,0.28,8.854779860454768e6
0.96,0.61,0.21,0.41,0.36,8.862303013969835e6
0.07,0.04,0.95,0.04,0.09,8.943705821209002e6
0.22,0.11,0.36,0.06,0.11,8.901586104196591e6
0.1,0.26,0.83,0.37,0.91,8.874760877077699e6
0.63,0.51,0.01,0.37,0.89,8.83850681665356e6
0.57,0.2,0.49,0.87,0.29,8.887342696192004e6
0.7,0.02,0.47,0.5,0.44,8.974669738728872e6
0.79,0.99,0.67,0.92,0.57,8.859007913424093e6
0.77,0.14,0.37,0.86,0.26,8.911941701676574e6
0.28,0.04,0.23,0.25,0.84,8.913383146586526e6
0.61,0.26,0.85,0.5,0.74,8.88781069882349e6
0.12,0.88,0.07,0.88,0.56,8.853456465272216e6
0.96,0.22,0.69,0.4,0.09,8.922466455556978e6
0.37,0.67,0.62,0.39,0.42,8.82058089917398e6
0.63,0.84,0.63,0.87,0.39,8.844165832807776e6
0.93,0.73,0.17,0.38,0.84,8.848784924667533e6
0.98,0.81,0.69,0.55,0.99,8.865820608019166e6
0.53,0.79,0.02,0.18,0.72,8.812060720103312e6
0.59,0.3,0.59,0.63,0.37,8.873241463442681e6
0.79,0.43,0.49,0.38,0.43,8.870410127407126e6
0.29,0.36,0.7,0.74,0.77,8.847362956582315e6
0.49,0.61,0.74,0.71,0.13,8.839239673308142e6
0.08,0.89,0.13,0.45,0.75,8.855460892820612e6
0.14,0.99,0.03,0.77,0.34,8.851277888040226e6
