α_v,α_s,α_v_error,α_s_error,decay,MSE
0.41,0.96,0.92,0.01,0.37,1.94977154320636e7
0.48,0.67,0.8,0.3,0.38,1.9497107900611088e7
0.97,0.09,0.56,0.35,0.71,1.957175245866047e7
0.3,0.61,0.01,0.43,0.47,1.9455044981111683e7
0.61,0.09,0.52,0.81,0.04,1.952028381861751e7
0.32,0.23,0.08,0.39,0.73,1.946216725526443e7
0.12,0.55,0.83,0.87,0.47,1.9403486112527385e7
0.51,0.02,0.24,0.37,0.93,1.9505116433008723e7
0.45,0.27,1.0,1.0,0.4,1.949600801627054e7
0.04,0.7,0.1,0.84,0.79,1.948272711085339e7
0.4,0.62,0.98,0.47,0.91,1.9479514985419605e7
0.82,0.99,0.11,0.9,0.17,1.955471068324443e7
0.61,0.58,0.14,0.71,0.19,1.9521012175050613e7
0.09,0.26,0.85,0.47,0.68,1.940321885321127e7
0.33,0.82,0.15,0.24,0.97,1.9472367568727724e7
0.29,0.22,0.15,0.13,0.57,1.945260230996712e7
0.11,0.34,0.15,0.75,0.05,1.9399947939180348e7
0.4,0.82,0.21,0.29,0.12,1.948677666879533e7
0.93,0.19,0.37,0.78,0.98,1.957103357728769e7
0.98,0.29,0.32,0.43,0.1,1.957397308746311e7
0.94,0.89,0.01,0.01,0.82,1.956396718214928e7
0.77,0.88,0.97,0.86,0.69,1.9546811180203483e7
0.39,0.38,0.83,0.44,0.7,1.947928505857336e7
0.61,0.37,0.33,0.13,0.93,1.95258530069335e7
0.69,0.8,0.88,0.32,0.57,1.953493584910803e7
0.32,0.07,0.38,0.36,0.08,1.9437018562626805e7
0.99,0.64,0.48,0.75,0.95,1.9568028900067326e7
0.33,0.74,0.42,0.8,0.6,1.9467601772778578e7
0.12,0.12,0.13,0.06,0.74,1.9376302648101747e7
0.47,0.42,0.15,0.04,0.29,1.9496643387333408e7
0.59,0.97,0.74,0.96,0.7,1.9526298962208275e7
0.98,0.6,0.77,0.96,0.49,1.95676792659879e7
0.19,0.83,0.6,0.79,0.46,1.9439007461054478e7
0.12,0.52,0.07,0.35,0.93,1.940237401046871e7
0.11,0.18,0.56,0.32,0.32,1.939100071228277e7
0.94,0.29,0.51,0.85,0.95,1.9570869465803135e7
0.36,0.51,0.2,0.99,0.22,1.9469535849472716e7
0.5,0.26,0.88,0.38,0.5,1.9507177721938547e7
0.45,0.23,0.71,0.91,0.44,1.949602272041425e7
0.25,0.39,0.69,0.59,0.72,1.943959275062972e7
0.07,0.67,0.87,0.62,0.58,1.9430244948445514e7
0.84,0.76,0.28,0.45,0.88,1.9553376154170122e7
0.81,0.33,0.93,0.53,0.95,1.9556840345409196e7
0.77,0.82,0.65,0.33,0.39,1.9545779907531932e7
0.33,0.69,0.11,0.98,0.4,1.9465294383828755e7
0.88,1.0,0.81,0.34,0.31,1.9560524837102093e7
0.75,0.09,0.69,0.19,0.48,1.9545758608471513e7
0.38,0.6,0.22,0.82,0.67,1.9474680756816223e7
0.96,0.04,1.0,0.04,0.46,1.9572573982651584e7
0.02,0.52,0.93,0.82,0.14,1.9547893207682397e7
0.15,0.1,0.33,0.05,0.47,1.9376443893529523e7
0.03,0.95,0.11,0.38,0.24,1.9524298018114798e7
0.87,0.57,0.6,0.07,0.17,1.9557764291940928e7
0.99,0.93,0.74,0.38,0.43,1.9568218812158e7
0.96,0.46,0.53,0.87,0.55,1.9568529808292735e7
0.04,0.97,0.96,0.32,0.24,1.95032511150804e7
0.27,0.21,0.07,0.84,0.01,1.9445515693081576e7
0.61,0.65,0.27,0.03,0.12,1.9520812745964494e7
0.79,0.15,0.23,0.78,0.17,1.9555337418548584e7
0.97,0.69,0.59,0.16,0.28,1.9566021134700965e7
0.72,0.04,0.68,0.19,0.41,1.9541806706633218e7
0.53,0.43,0.7,0.94,0.41,1.9508867185935576e7
0.69,0.86,0.85,0.73,0.54,1.9536233330057934e7
0.7,0.83,0.27,0.41,0.93,1.9536906338211704e7
0.67,0.09,0.53,0.34,0.02,1.9532106417235333e7
0.79,0.63,0.56,0.97,0.17,1.954765755545308e7
0.21,0.51,0.12,0.16,0.65,1.9426028332449242e7
0.84,0.82,0.91,0.28,0.67,1.9553801108492658e7
0.54,0.32,0.44,0.58,0.8,1.9514186465637803e7
1.0,0.56,0.43,0.86,0.55,1.956982121642891e7
0.68,0.96,0.74,0.99,0.95,1.9537972050459493e7
0.81,0.77,0.84,0.81,0.04,1.955003318607955e7
0.8,0.19,0.03,0.73,0.92,1.9557605652438473e7
0.6,0.06,0.89,0.22,0.47,1.951555244976736e7
0.99,0.95,0.17,0.25,0.6,1.9568430355674487e7
0.43,0.53,0.46,0.52,0.82,1.9485851551667195e7
0.66,0.6,0.32,0.79,0.71,1.9529216033406846e7
0.69,0.5,0.32,0.5,0.26,1.953550534225824e7
0.75,0.26,0.72,0.53,0.72,1.9550861975035142e7
0.4,0.99,0.6,0.51,0.07,1.9498318820696335e7
0.71,0.15,0.12,0.32,0.25,1.9543904283855237e7
0.92,0.68,0.93,0.72,0.43,1.9561650014581565e7
0.93,0.84,0.28,0.82,0.17,1.9562693616757773e7
0.27,0.69,0.12,0.73,0.29,1.9450060026172303e7
0.07,0.55,0.31,0.27,0.94,1.942341726926567e7
0.9,0.89,0.43,0.99,0.06,1.956049957315887e7
0.81,0.5,0.74,0.47,0.32,1.9552193172408372e7
0.42,0.84,0.8,0.81,0.73,1.9491726095606744e7
0.05,0.4,0.12,0.13,0.75,1.9452614195517004e7
0.57,0.66,0.09,0.58,0.28,1.9513894134896953e7
0.23,0.53,0.21,0.45,0.62,1.9432851560528804e7
0.05,0.87,0.69,0.85,0.33,1.9475299627559364e7
0.44,0.15,0.72,0.83,0.86,1.9489122559935287e7
0.28,0.73,0.79,0.92,0.9,1.945487913673524e7
0.07,0.26,0.76,0.07,0.27,1.9419092231420252e7
0.69,0.95,0.85,0.76,0.39,1.9538892156423554e7
0.52,0.91,0.51,0.99,0.26,1.9512810045289103e7
0.93,0.68,0.76,0.03,0.36,1.95625816696293e7
0.64,0.04,0.69,0.13,0.76,1.952642354924031e7
0.33,0.63,0.03,0.24,0.26,1.9463280212728497e7
0.56,1.0,0.51,0.35,0.42,1.9523596698093683e7
0.78,0.73,0.97,0.27,0.82,1.9546191545230996e7
0.8,0.21,0.11,0.17,0.84,1.955772748671641e7
0.67,0.13,0.87,0.79,0.61,1.9535971391764145e7
0.58,0.22,1.0,0.67,0.17,1.9523415795379188e7
0.71,0.48,0.6,0.91,0.2,1.9539033409045212e7
0.26,0.09,0.12,0.52,0.72,1.941977600388062e7
0.46,0.26,0.62,0.96,0.05,1.949837813632363e7
0.11,0.47,0.15,0.06,0.8,1.9401128656750612e7
0.31,0.93,0.63,0.35,0.48,1.9476761909187585e7
0.85,0.52,0.45,0.17,0.61,1.9556465857450034e7
0.57,0.55,0.84,0.04,0.21,1.951413091188017e7
0.2,0.28,0.44,0.82,0.06,1.942284682224922e7
0.8,0.05,0.06,0.09,0.16,1.9552781895238865e7
0.32,0.16,0.03,0.57,0.33,1.9456955733773325e7
0.74,0.16,0.95,0.15,0.03,1.9548874722598888e7
0.06,0.57,0.31,0.36,0.4,1.943705461516039e7
0.02,0.25,0.49,0.97,0.95,1.9555017946121603e7
0.27,0.92,0.75,0.08,1.0,1.9467374043866165e7
0.53,0.42,0.77,0.79,0.18,1.9509150827594023e7
0.57,0.24,0.55,0.31,0.11,1.952153407486857e7
0.01,0.9,0.04,0.56,0.08,1.958844623157695e7
0.77,0.55,0.05,0.35,0.52,1.954606508026659e7
0.31,0.66,0.46,0.37,0.17,1.9459207873038474e7
0.6,0.77,0.13,0.4,0.35,1.9520681418234672e7
0.97,0.66,0.26,0.32,0.97,1.9566228227004264e7
0.04,0.07,0.13,0.53,0.43,1.9450769269531876e7
0.27,0.4,0.39,0.53,0.02,1.9445831831997253e7
0.4,0.12,0.72,0.95,0.29,1.947406496998155e7
0.57,0.1,0.12,0.22,0.53,1.9513027130823594e7
0.59,0.09,0.45,0.1,0.06,1.9516038262130983e7
0.82,0.76,0.5,0.38,0.73,1.9551128827401552e7
0.49,0.02,0.81,0.77,0.35,1.9499529598941658e7
0.79,0.99,0.49,0.23,0.06,1.9551659651742753e7
0.28,0.81,0.56,0.7,0.72,1.9460236599343333e7
0.41,0.33,0.89,0.54,0.01,1.9485455773120023e7
0.23,0.44,0.99,0.32,0.41,1.943245239246403e7
0.86,0.19,0.99,0.6,0.27,1.9564415245936956e7
0.23,0.74,0.55,0.91,0.31,1.94421073735816e7
0.16,0.2,0.89,0.6,0.51,1.9404046055372074e7
0.61,0.44,0.37,0.53,0.65,1.9523700458884683e7
0.23,0.96,0.77,0.44,0.03,1.946258114142552e7
0.19,0.42,0.15,0.61,0.92,1.9418824053239387e7
0.75,0.69,0.59,0.91,0.63,1.9542199289982747e7
0.86,0.33,0.06,0.43,0.96,1.9562443183283385e7
0.66,0.43,1.0,0.01,0.57,1.9532542219974037e7
0.15,0.8,0.35,0.91,0.55,1.9426533268721804e7
0.64,0.48,0.51,0.29,0.26,1.952785487071261e7
0.84,0.3,0.43,0.5,0.9,1.956105269718216e7
0.2,0.93,0.58,0.65,0.37,1.9452273544747878e7
0.11,0.43,0.87,0.07,0.14,1.9400520744161446e7
0.71,0.47,0.52,0.67,0.99,1.9539286527208135e7
0.55,1.0,0.94,0.85,0.48,1.9522174493678614e7
0.85,0.69,0.5,0.44,0.73,1.9554440565936513e7
0.52,0.69,0.54,0.16,0.94,1.95051296153822e7
0.09,0.68,0.69,0.44,0.99,1.9416750687332593e7
0.18,0.14,0.37,0.1,0.48,1.9401268501636367e7
0.17,0.34,0.38,0.36,0.54,1.941228256578457e7
0.81,0.01,0.66,0.85,0.26,1.9571486302832294e7
0.03,0.56,0.48,0.54,0.8,1.9507924982686177e7
0.2,0.68,0.15,0.73,0.26,1.9429385970009957e7
0.27,0.74,0.21,0.22,0.47,1.9452901465438355e7
0.11,0.3,0.76,0.77,0.51,1.939950843866172e7
0.95,0.76,0.18,0.83,0.6,1.9564137818263866e7
0.87,0.79,0.31,0.51,0.21,1.9556706815721504e7
0.92,0.43,0.71,0.07,0.54,1.9565722574700702e7
0.18,0.31,0.43,0.65,0.5,1.941577005021073e7
0.12,0.87,0.51,0.03,0.73,1.9431291282524716e7
0.59,0.01,0.88,0.81,0.09,1.953599250441767e7
0.13,0.93,0.99,0.94,0.13,1.943937385446224e7
0.08,0.12,0.46,0.04,0.3,1.9387653089507915e7
0.89,0.78,0.5,0.05,0.15,1.955866069147946e7
0.71,0.78,0.87,0.58,0.48,1.9537403007840008e7
0.22,0.38,0.33,0.26,0.87,1.942958142026245e7
0.31,0.69,0.41,0.97,0.41,1.9460415621807147e7
0.37,0.54,0.92,0.65,0.04,1.947191183328723e7
0.99,0.04,0.11,0.68,0.34,1.9575019543250695e7
0.17,0.32,0.59,0.34,0.65,1.9412289822121546e7
0.26,0.33,0.14,0.99,0.27,1.944375875919983e7
0.79,0.51,0.93,0.21,0.32,1.954946247377257e7
0.78,0.51,0.99,0.31,0.96,1.9548166937868465e7
0.78,0.13,0.89,0.17,0.34,1.9553023556868453e7
0.17,0.64,0.61,0.87,0.03,1.9418119512017015e7
0.55,0.09,0.14,0.44,0.09,1.950708841820319e7
0.72,0.73,0.3,0.28,0.35,1.953825064839735e7
0.17,0.45,0.74,0.23,0.19,1.9412155942243144e7
0.44,0.98,0.92,0.76,0.33,1.950415171935375e7
0.08,0.29,0.94,0.43,0.55,1.9410285537287515e7
0.32,0.89,0.51,0.21,0.21,1.9475426963247467e7
0.13,0.5,0.13,0.38,0.35,1.9402795021723304e7
0.94,1.0,0.55,0.48,0.32,1.9565441593547575e7
0.23,0.36,0.36,0.61,0.46,1.9433282015272845e7
0.26,0.64,0.93,0.36,0.6,1.9445010613913976e7
0.04,0.65,0.1,0.34,0.27,1.9480344336377308e7
0.16,0.24,0.54,0.55,0.93,1.940717090415861e7
0.4,0.71,0.57,0.15,1.0,1.9481784811615802e7
1.0,0.9,0.2,0.73,0.35,1.956866232830248e7
0.84,0.4,0.97,0.25,0.27,1.9558325019990727e7
0.94,0.94,0.68,0.73,0.67,1.956454513170235e7
0.25,0.65,0.93,0.48,0.14,1.944256881038939e7
0.07,0.45,0.15,0.6,0.21,1.942089292543342e7
0.52,0.17,0.79,1.0,0.46,1.9509565224709496e7
0.45,0.91,0.61,0.02,0.73,1.9501200802013442e7
0.08,0.74,0.33,0.68,0.64,1.9427705917689845e7
