α_v,α_s,α_v_error,α_s_error,decay,MSE
0.32,0.31,0.5,0.23,0.09,1.7412185785245072e7
0.47,0.11,0.65,0.89,0.37,1.742912638492991e7
0.58,0.58,0.67,0.39,0.53,1.7360815177710693e7
0.98,0.17,0.11,0.4,0.61,1.7310959806762487e7
0.86,0.43,0.27,0.46,0.18,1.7311411980012983e7
0.34,0.84,0.74,0.58,0.16,1.7406117013575636e7
0.54,0.16,0.2,0.66,0.38,1.7407990999649897e7
0.89,0.82,0.3,0.37,0.79,1.7310794572142676e7
0.13,0.14,0.44,0.46,0.58,1.7441530826782905e7
0.69,0.18,0.41,0.04,0.71,1.7356946761528857e7
0.69,0.93,0.69,0.53,0.81,1.736035417180468e7
0.56,0.91,0.8,0.37,0.93,1.7378632639123026e7
0.03,0.59,0.94,0.03,0.17,1.7424356783378832e7
0.31,0.29,0.86,0.08,0.18,1.7409392765661653e7
0.14,0.72,0.65,0.61,0.89,1.742364793783545e7
0.24,0.24,0.65,0.04,0.87,1.7421002159908693e7
0.51,0.04,0.67,0.08,0.45,1.7397832481385194e7
0.94,0.56,0.32,0.15,0.87,1.728184410012257e7
0.53,0.85,0.06,0.89,0.75,1.7388136760354035e7
0.53,0.04,0.55,0.77,0.9,1.7437151793111518e7
0.87,0.12,0.53,0.86,0.29,1.7365383308841385e7
0.4,0.65,0.64,0.88,0.66,1.7399218815504886e7
0.17,0.79,0.25,0.65,0.04,1.7425878611075625e7
0.56,0.19,0.38,0.03,0.47,1.7381382388793997e7
0.87,0.57,0.19,0.55,0.52,1.7307331071145765e7
0.05,0.91,0.91,1.0,1.0,1.7433969077653654e7
0.82,0.45,0.06,0.55,0.15,1.7323271682809893e7
0.6,0.78,0.37,0.52,0.77,1.736615245193837e7
0.05,0.84,0.98,1.0,0.68,1.7432533287273653e7
0.23,0.49,0.59,1.0,0.08,1.7424751611180525e7
0.16,0.32,1.0,0.03,0.99,1.7420599601135284e7
0.98,0.99,0.61,0.44,0.95,1.731419269135251e7
0.27,0.42,0.37,0.96,0.43,1.742523301794272e7
0.12,0.36,0.6,0.73,1.0,1.74353443284908e7
0.47,0.86,0.07,0.88,0.17,1.7397254859731343e7
0.58,0.09,0.1,0.03,0.52,1.7388299667052776e7
0.31,0.18,0.6,0.68,0.92,1.7430939958257202e7
0.49,0.4,0.42,0.75,0.28,1.739414498280468e7
0.78,0.74,0.96,0.39,0.24,1.7324495848288238e7
0.45,0.94,0.19,0.67,0.98,1.7401810671500936e7
0.55,0.27,0.06,0.08,0.09,1.7379779702984065e7
0.79,0.16,0.84,0.95,0.24,1.73746720990062e7
0.46,0.21,0.19,0.37,0.37,1.7406368231182016e7
0.83,0.41,0.42,0.58,0.76,1.7322259076768085e7
0.05,0.56,0.73,0.35,0.95,1.742905907644309e7
0.68,0.03,0.35,0.02,0.02,1.7355697592670314e7
0.13,0.1,0.6,0.13,0.44,1.7438961232047617e7
0.9,0.32,0.03,0.68,0.08,1.73216654727043e7
0.47,0.58,0.73,0.21,0.26,1.7376949674742296e7
0.51,0.24,0.57,0.67,0.51,1.7401843487201624e7
0.71,0.21,0.74,0.62,0.33,1.7367676173539124e7
0.53,0.01,0.09,0.05,0.58,1.7367419383984547e7
0.03,0.41,0.4,0.67,0.22,1.7439178798888173e7
0.83,0.37,0.11,0.46,0.25,1.732351737918348e7
0.55,0.77,0.6,0.44,0.95,1.7372044220353745e7
0.66,0.52,0.49,0.13,0.31,1.734130690969948e7
0.62,0.7,0.93,0.4,0.98,1.7354159852712654e7
0.57,0.26,0.56,0.76,0.38,1.739298245275901e7
0.75,0.45,0.31,0.75,0.15,1.734265416655424e7
0.47,0.06,0.34,0.93,0.22,1.7440096645258494e7
0.25,0.07,0.69,0.26,0.28,1.7435570619819194e7
0.58,0.07,0.49,0.19,0.34,1.739378200506793e7
0.36,0.68,0.06,0.72,0.35,1.7406125279220663e7
0.66,0.26,0.5,0.06,0.48,1.7355219612980023e7
0.56,0.84,0.74,0.53,0.94,1.73748130832855e7
0.58,0.55,0.82,0.94,0.02,1.73733134445451e7
0.67,0.13,0.41,0.39,0.47,1.7378562788896292e7
0.6,0.36,0.01,0.47,0.57,1.737341460981942e7
0.78,0.64,0.09,0.87,0.52,1.73353028754107e7
0.38,0.71,0.86,0.99,0.62,1.7402260268870667e7
0.09,0.24,0.21,0.75,0.07,1.7442596037506435e7
0.2,0.27,0.98,0.77,0.92,1.7432531566355042e7
0.38,0.82,0.74,0.29,0.28,1.7398016917557355e7
0.93,0.82,0.23,0.93,0.33,1.7311805575030003e7
0.87,0.44,0.09,0.51,0.21,1.731143969644042e7
0.53,0.79,0.25,0.02,0.56,1.737476779554385e7
0.97,0.43,0.59,0.46,0.03,1.7286306485106103e7
0.61,0.48,0.14,0.63,0.11,1.736695063808078e7
0.26,0.41,0.41,0.04,0.27,1.7411136568568528e7
0.79,0.94,0.48,0.48,0.21,1.734383292995935e7
0.23,0.46,0.17,0.88,0.87,1.742736706042574e7
0.71,0.37,0.23,0.03,0.58,1.733665254185869e7
0.43,0.6,0.55,0.33,0.86,1.7386498011297826e7
0.25,0.84,0.15,0.49,0.66,1.741904526884179e7
0.62,0.63,0.04,0.3,0.47,1.7356126280782044e7
0.22,0.05,0.31,0.37,0.07,1.7442059956268877e7
0.54,0.6,0.11,0.3,0.53,1.737056138544705e7
0.81,0.37,0.63,0.66,0.8,1.733158994162845e7
0.1,0.36,0.29,0.95,0.07,1.7440600595599834e7
0.25,0.9,0.47,0.21,0.1,1.741768204994519e7
0.03,0.39,0.61,0.05,0.03,1.7431323493718542e7
0.2,0.05,0.75,0.45,0.9,1.7442469712018088e7
0.19,0.26,0.77,0.94,0.76,1.743704341859914e7
0.47,0.77,0.56,0.32,0.22,1.738402288969162e7
0.49,0.06,0.98,0.85,0.27,1.7435886165930793e7
0.15,0.38,0.08,0.05,0.38,1.7428523027189877e7
0.44,0.59,0.42,0.11,0.58,1.7382425955606814e7
0.81,0.85,0.67,0.46,0.21,1.7329283660656553e7
0.79,0.74,0.47,0.42,0.73,1.7324700160477046e7
0.42,0.06,0.45,0.54,0.7,1.7433263018899973e7
0.79,0.61,0.24,0.88,0.29,1.733255905624655e7
0.37,0.29,0.06,0.96,0.01,1.7425341944815114e7
0.97,0.02,0.33,0.76,0.64,1.7396035574768446e7
0.48,0.39,0.25,0.21,0.46,1.7384828670746725e7
0.42,0.09,0.23,1.0,0.6,1.7439461297412902e7
0.5,0.08,0.91,0.43,0.7,1.741412685865412e7
0.8,0.71,0.12,0.62,0.75,1.7326777949025653e7
0.22,0.89,0.83,0.07,0.12,1.7416828774855785e7
0.86,0.64,0.8,0.61,0.11,1.730854671194326e7
1.0,0.77,0.35,0.84,0.56,1.7291834249132838e7
0.07,0.04,0.14,0.11,0.01,1.7442226326781422e7
0.34,0.47,0.37,0.19,0.97,1.740133479776254e7
0.92,0.65,0.77,0.8,0.88,1.7301216034829214e7
0.39,0.7,0.87,0.93,0.14,1.740000614240633e7
0.9,0.91,0.61,0.16,1.0,1.7316526034686185e7
0.63,0.37,0.81,0.78,0.26,1.7370956988528132e7
0.68,0.54,0.36,0.9,0.46,1.735635564141777e7
0.86,0.75,0.77,0.2,0.14,1.7306696567512266e7
0.15,0.76,0.26,0.48,0.78,1.7426034065220367e7
0.32,0.22,0.66,0.58,0.87,1.74247230385263e7
0.03,0.56,0.49,0.44,0.12,1.7432332371927015e7
0.67,0.26,0.01,0.89,0.53,1.738333933225114e7
0.45,0.56,0.91,0.24,0.36,1.737992935612984e7
0.92,0.19,0.08,0.96,0.13,1.734774852280263e7
0.47,0.15,0.06,0.04,0.35,1.7402841113688797e7
0.11,0.05,0.29,0.3,0.89,1.7442282897887714e7
0.1,0.97,0.87,0.88,0.03,1.7431735030343216e7
0.3,0.14,0.41,0.43,0.98,1.7430998729917437e7
0.22,0.7,0.13,0.8,0.22,1.742254262237324e7
0.84,0.35,0.63,0.1,0.43,1.7308993667628974e7
0.48,0.93,0.3,0.45,0.33,1.7395154727913927e7
0.09,0.18,0.01,0.45,0.78,1.7442747384922363e7
0.55,0.65,0.71,0.74,0.11,1.7372948609821416e7
0.08,0.63,0.91,0.64,0.02,1.7427083518660583e7
0.18,0.82,0.9,0.72,0.05,1.74206719470806e7
0.53,0.55,0.04,0.77,0.35,1.7383001734382883e7
0.42,0.58,0.27,0.92,0.4,1.7400754945631877e7
0.21,0.01,0.96,0.22,0.63,1.7439980021240085e7
0.26,0.74,0.59,0.94,0.69,1.74165727008687e7
0.42,0.24,0.42,0.72,0.56,1.741647046195502e7
0.22,0.28,0.3,0.09,0.85,1.7424304160332125e7
0.1,0.35,0.79,0.55,0.65,1.7433576716799594e7
0.98,0.63,0.97,0.12,0.4,1.7273259147357237e7
0.93,0.81,0.65,0.58,0.32,1.73032687262168e7
0.89,0.38,0.03,0.41,0.08,1.7308514963727422e7
0.45,0.85,0.23,0.51,0.84,1.7395067842784956e7
