α_v,α_s,α_v_error,α_s_error,decay,MSE
0.2,0.45,0.93,0.22,0.65,1.3129518918543411e7
0.12,0.12,0.31,0.13,0.21,1.3143954019850127e7
0.92,0.3,0.94,0.74,0.69,1.3086995868657175e7
0.17,0.34,0.72,0.43,0.22,1.3132270065800158e7
0.84,0.48,0.71,0.59,0.56,1.3067275194548544e7
0.7,0.71,0.94,0.91,0.2,1.307173209617323e7
0.02,0.2,0.26,0.59,0.84,1.3146527960712418e7
0.52,0.43,0.87,0.28,0.38,1.3088910709745612e7
0.74,0.43,0.62,0.32,0.26,1.3068153850621793e7
0.86,0.48,0.44,0.69,0.38,1.3060668876751844e7
0.55,0.84,0.34,0.62,0.71,1.3057225924982801e7
0.85,0.14,0.51,0.16,0.93,1.3093210668982154e7
0.3,0.71,0.66,0.32,0.09,1.3094693234795026e7
0.59,0.56,0.03,0.26,0.04,1.3046592510311507e7
0.5,0.8,0.32,0.65,0.2,1.3059369967918508e7
0.43,0.81,0.33,0.69,0.94,1.3064882103892263e7
0.35,0.94,0.34,0.73,0.39,1.3073305311724562e7
0.76,0.29,0.85,0.05,0.93,1.3084905053568589e7
0.06,0.24,1.0,0.88,0.25,1.317589543968353e7
0.18,0.47,0.53,0.03,0.88,1.3112392115964431e7
0.26,0.8,0.91,0.25,0.19,1.3110237953735009e7
0.93,0.92,0.78,0.41,0.81,1.3060102841779578e7
0.08,0.39,0.7,0.28,0.95,1.3149328116148258e7
0.09,0.03,0.65,0.63,0.39,1.3177749177900076e7
0.96,0.51,0.4,0.74,0.31,1.3059137915286424e7
0.29,0.5,0.33,0.21,0.07,1.3084303606142595e7
0.45,0.2,0.15,0.84,0.71,1.3092402393081345e7
0.34,0.49,0.32,0.42,0.7,1.3078711338140357e7
0.72,0.46,0.21,0.53,0.23,1.3054460462761512e7
0.72,0.31,0.57,0.54,0.02,1.3077541846303985e7
0.73,0.06,0.83,0.91,0.04,1.3127496194545709e7
0.06,0.83,0.13,0.42,0.36,1.3099781004740536e7
0.54,0.48,0.99,0.59,0.06,1.3090379497498494e7
0.14,0.56,0.75,0.53,0.83,1.3129466142990477e7
0.88,0.89,0.09,0.1,0.94,1.304757503790528e7
0.72,0.88,0.54,0.98,0.21,1.3056808452555774e7
0.31,0.57,0.08,0.29,0.7,1.3066762610975571e7
0.29,0.79,0.15,0.03,0.47,1.3073279262054395e7
0.57,0.16,0.81,0.92,0.23,1.3115506320913477e7
0.93,0.17,0.26,0.03,0.79,1.308425431079377e7
0.79,0.4,0.34,0.06,0.55,1.3060612186385475e7
0.04,0.31,0.69,0.31,0.43,1.3163053041717768e7
0.24,0.08,0.49,0.26,0.3,1.3141411801722504e7
0.65,0.73,0.58,0.89,0.81,1.3061888805379242e7
0.53,0.45,0.81,0.3,0.91,1.308489183166098e7
0.6,0.76,0.91,0.86,0.07,1.3075240863182614e7
0.36,0.78,0.59,0.48,0.31,1.308337824328214e7
0.83,0.6,0.79,0.79,0.14,1.3065685641010098e7
0.31,0.9,0.75,0.32,0.33,1.3096399987765852e7
0.94,0.18,0.34,0.16,0.95,1.3083084994458858e7
