,2a,1a1d,2a1d,2a1d1e,2a1d1e1CCC,2a1d1e2CCC
alpha,1.111713,1.001912,1.000233,1.000644,1.001739,16.097933,19.785827,
exp_r,0.027115,0.024437,0.024396,0.024406,0.024433,0.392633,0.482581,
xp,0.000000,0.000001,0.000000,0.000000,0.000000,0.265958,0.734041,
pxp,0.000000,0.000001,0.000000,0.000000,0.000000,0.265958,0.734041,
