,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-27.766627226122512,-11.297811513666126,3.1384919415420702,-9.447884357356621,202.87127462577592,223.82095165733506,222.09593682309816,219.94157567512366,223.4704025662432,228.70550868010315,237.63186703418023,232.26159018743158,244.9386992073556,235.6757575806193,239.54075441194487,240.9438213348206,233.744291542246,248.2909306698773,-27.766627226122775,-11.297811513666227,3.138491941541847,-9.447884357355845,202.87127462577672,223.8209516573348,222.09593682309847,219.9415756751236,223.47040256624342,228.7055086801031,237.63186703418012,232.2615901874315,244.9386992073556,235.67575758061935,239.54075441194485,240.94382133482114,233.7442915422467,248.2909306698775,0.00039480236036337253,0.002259189560795086,0.28183357475328913,0.18572101081778886,1.0431540065714172e-96,2.169308192297553e-116,6.839827903372634e-107,7.906094180248574e-169,3.8105527748597457e-101,1.216621664444528e-123,4.130128884859027e-161,7.64300642722509e-117,9.119242729665527e-129,1.1750433390718372e-127,2.3436615681315684e-202,9.477907331293866e-240,1.0486022602010168e-193,1.9572728400627013e-239,0.00039480236036331523,0.0022591895607948914,0.2818335747533236,0.18572101081782502,1.0431540065705563e-96,2.1693081922982944e-116,6.839827903371661e-107,7.906094180245427e-169,3.810552774860071e-101,1.216621664444528e-123,4.1301288848594975e-161,7.643006427227266e-117,9.119242729666565e-129,1.1750433390718372e-127,2.3436615681315684e-202,9.477907331291711e-240,1.0486022602003011e-193,1.957272840062479e-239,0.0860423687358951,-5316.598424166646,10639.196848333291,10653.617336414467,7513.891811432214,SR_Q_D_V_WOB,0.1654529809794629,0.0001,0.03610412174398571,sub_29
