,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-27.57175874304999,-1.8235656425169005,0.9059514981414942,28.115130751975634,194.31149448166184,188.6104510939392,186.47732175147485,180.51507376581145,188.6280635400562,181.84312211751305,196.90468415716367,185.33133050537882,187.62762816236182,184.58544818221577,179.42991936384644,182.00103103484147,178.6381435917662,-27.571758743050033,-1.8235656425165434,0.9059514981411603,28.115130751975514,194.31149448166119,188.61045109393922,186.4773217514753,180.51507376581188,188.6280635400559,181.84312211751302,196.9046841571637,185.3313305053791,187.62762816236176,184.5854481822156,179.42991936384652,182.00103103484162,178.63814359176607,1.2475950782296246e-16,0.42364156911762196,0.607879136479721,1.1369715284226632e-07,0.0,2.325945900232341e-291,0.0,2.76050140738177e-296,6.657900814198846e-207,5.60159321173781e-181,2.795963627104669e-298,7.251617496336485e-187,2.8608478835139193e-208,4.5738723120124944e-250,1.3132898163291301e-197,9.56556315479798e-177,1.16883599161525e-193,1.2475950782294538e-16,0.42364156911771267,0.6078791364798537,1.1369715284228509e-07,0.0,2.3259459002318124e-291,0.0,2.7605014073795724e-296,6.657900814201498e-207,5.601593211739404e-181,2.7959636271040338e-298,7.251617496333184e-187,2.860847883513106e-208,4.573872312013534e-250,1.3132898163298025e-197,9.565563154794715e-177,1.168835991615649e-193,0.14266297850112186,-4969.888897560871,9947.777795121741,9967.083976015967,2815.2124076504333,SR_Q_D_E_V_WOB,0.36957368952871694,0.0001,0.2814414721328734,0.20994987712066138,sub_36
