,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-65.26037100942258,-18.12704692830217,-6.053256722175764,17.24834963531541,204.16214760298232,226.01060091967693,235.10500801571683,216.1481184289372,222.10906339211004,206.99083479409228,216.24914896180744,214.29710562532858,202.9699091675152,199.22714229111017,203.78530893178424,200.77020874037154,203.89622737878994,206.69741919343463,-65.26037100942246,-18.127046928302207,-6.053256722176098,17.2483496353157,204.1621476029817,226.01060091967707,235.1050080157167,216.1481184289373,222.1090633921101,206.99083479409225,216.24914896180718,214.29710562532858,202.96990916751497,199.22714229111006,203.7853089317841,200.77020874037157,203.8962273787893,206.6974191934346,5.841826776555088e-34,7.588279760917386e-10,0.008845618949673667,0.17225395582412692,7.76912898603695e-150,8.384422369159155e-182,8.837540577749557e-182,4.6513552502029275e-241,6.376978756080989e-169,2.1782834766018098e-162,6.11146890745654e-218,5.01905983727825e-166,2.4467492559901423e-147,2.2351653717122643e-159,3.517730470695983e-223,5.834918515976018e-258,3.9261036047955003e-224,9.568642766468649e-266,5.841826776556677e-34,7.588279760916723e-10,0.008845618949670002,0.17225395582412034,7.769128986046675e-150,8.384422369161062e-182,8.837540577749557e-182,4.6513552502029275e-241,6.376978756080989e-169,2.1782834766023055e-162,6.111468907459668e-218,5.0190598372793925e-166,2.446749255990421e-147,2.2351653717127727e-159,3.517730470697584e-223,5.834918515976018e-258,3.9261036047979564e-224,9.568642766466474e-266,0.2314725376028498,-5284.332069901743,10580.664139803486,10609.694571008571,4864.587643775356,SR_Q_D_E_alphaCCC_V_WOB,0.32174780578065937,0.29112799781662463,0.9999999733614535,-0.9377586436998689,0.022941656004552998,0.5449085384582055,sub_1
