,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-57.25831535431977,-5.910504408982714,-10.14914102175279,4.057578648257042,222.40185228208634,265.8844060772496,247.1884785600822,263.68484780900843,242.3955353256138,280.6611694085863,232.23777520585838,235.14174604245358,259.3608813387931,241.45131273250723,257.3212687547649,268.8891163495349,257.5934375548001,271.83374500370115,-57.25831535431907,-5.9105044089824705,-10.149141021752712,4.057578648257099,222.40185228208597,265.8844060772492,247.18847856008261,263.6848478090085,242.3955353256137,280.6611694085855,232.23777520585855,235.14174604245324,259.36088133879343,241.45131273250738,257.3212687547649,268.8891163495346,257.59343755480023,271.8337450037011,1.1385740051454935e-10,0.28176106971798975,0.017441384200310307,0.8254659802039749,5.836443124310146e-72,5.731280232663224e-107,6.109211819704632e-84,5.357928700687886e-147,1.4329021242174903e-79,2.8792809916788574e-107,4.339247421437948e-102,3.9121940275622235e-81,3.2310668523224964e-76,1.2162090759307013e-74,1.4111701769898715e-128,2.4428149237272934e-158,2.632322598810353e-131,8.631498047475347e-163,1.1385740051460977e-10,0.2817610697180094,0.01744138420031119,0.8254659802039728,5.836443124312475e-72,5.731280232663224e-107,6.109211819701327e-84,5.357928700687581e-147,1.4329021242174903e-79,2.879280991680169e-107,4.339247421437948e-102,3.9121940275641172e-81,3.23106685232222e-76,1.216209075930909e-74,1.4111701769898715e-128,2.4428149237278493e-158,2.6323225988100534e-131,8.631498047475347e-163,0.12482371005763393,-4822.812699233381,9655.625398466762,9678.92186806518,13743.336149023127,SR_Q_D_alphaCCC_V_WOB,0.5837108361286044,0.4152479314974501,-0.5896384674317416,0.0001,0.4781709791435743,sub_33
