,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-30.11602055479313,10.093032992280804,2.679862817967047,31.28435817768654,230.17316003242422,221.71552999451868,226.81847957350377,203.3889441044014,222.61032793467348,211.630834648204,207.0041005464307,203.67498237715793,199.44264704365327,206.2167149156517,195.36194013906095,193.6253298546419,175.80120522796608,190.960813582222,-30.11602055479293,10.093032992280452,2.6798628179669866,31.284358177686755,230.17316003242502,221.71552999451904,226.8184795735037,203.3889441044011,222.6103279346733,211.63083464820386,207.0041005464307,203.67498237715787,199.44264704365332,206.21671491565195,195.3619401390613,193.6253298546419,175.8012052279659,190.96081358222247,1.6952287218345193e-08,0.022688196687154768,0.43735949930978,0.01574864684094381,3.7904453674037835e-102,6.156238359045775e-102,1.328445349302153e-97,1.584879884583954e-147,6.31729417465892e-95,5.143522537306907e-94,8.481333287375728e-124,4.9602882209301865e-89,4.49832390957728e-82,2.1782609248719022e-93,1.40134617918251e-139,3.916208969924736e-169,1.7891317889513513e-116,1.109939678518327e-161,1.6952287218348597e-08,0.022688196687159497,0.43735949930979046,0.01574864684094296,3.790445367401087e-102,6.156238359045426e-102,1.328445349301926e-97,1.584879884584585e-147,6.317294174659461e-95,5.143522537306907e-94,8.481333287375728e-124,4.960288220929481e-89,4.49832390957792e-82,2.1782609248725844e-93,1.4013461791820316e-139,3.916208969924736e-169,1.7891317889511476e-116,1.1099396785175693e-161,0.1182788904648232,-5567.760269070513,11139.520538141025,11149.167110385737,10712.003935313049,SR_Q_V_WOB,0.5044017335407408,0.4900931299421027,sub_17
