,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-162.1918230437821,-14.414236168894158,-12.404440946495054,1.98832033074439,233.04239211029474,209.72015108351565,217.3624708761907,247.02935280929947,215.67514129621614,220.3364798375254,223.91431807886693,260.34599001185165,249.8895585745424,258.12392905111193,248.0819525875676,259.62033127729444,272.95440566071477,-162.1918230437833,-14.414236168892876,-12.404440946495477,1.988320330747861,233.04239211029767,209.7201510835148,217.36247087618943,247.02935280930006,215.67514129621634,220.33647983752502,223.91431807886653,260.3459900118529,249.88955857454266,258.1239290511145,248.0819525875675,259.62033127729404,272.9544056607138,0.0005362813037654631,0.004004032720639608,0.0020226923372128397,0.9012192540246673,4.541452892027557e-22,2.795120950609907e-19,5.678352182721272e-20,1.7516800450973475e-25,1.1428996090343098e-16,1.4032170415408715e-17,2.484318431986742e-19,1.0245082090827743e-23,1.6487910195855264e-21,2.713019219365633e-25,2.242001938679755e-21,5.152901354580588e-24,1.8617085274247457e-25,0.0005362813037653826,0.004004032720642772,0.0020226923372121384,0.9012192540244957,4.541452892029254e-22,2.7951209506098466e-19,5.678352182720374e-20,1.7516800450975358e-25,1.1428996090343345e-16,1.403217041540902e-17,2.4843184319866526e-19,1.0245082090828112e-23,1.6487910195856214e-21,2.7130192193662942e-25,2.242001938679755e-21,5.152901354580477e-24,1.8617085274244523e-25,0.13058518783424433,-5751.796596512668,11513.593193025335,11537.747564198566,14545.104433471442,SR_Q_D_alphaCCC_V_WOB,0.07199403731884428,0.37954682170207255,-0.017918126861537265,0.10906412402245541,0.022264027793462034,sub_23
