,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-33.16545552787152,-16.426792178796934,4.8768828845829395,9.228410847684911,188.8655417435331,182.1103598684248,179.98170413396548,173.96816781000612,175.67099210120148,188.9702368178573,185.56509225470342,193.79733312006948,180.38037838913039,188.11463907296815,171.46585635710485,175.88046708855921,179.75963015952806,-33.16545552787137,-16.426792178797,4.876882884583514,9.22841084768496,188.86554174353336,182.1103598684246,179.9817041339657,173.96816781000612,175.67099210120145,188.97023681785728,185.5650922547034,193.79733312006965,180.38037838913044,188.11463907296798,171.46585635710488,175.88046708855927,179.75963015952783,1.890835232312212e-33,1.2771150635095541e-14,0.0021592011503807555,0.027605569401093533,2.3148e-319,0.0,2.821346638670903e-306,0.0,4.7434510935006415e-203,9.003142834655385e-235,6.346195919464386e-280,1.6427354402773992e-251,4.1588479143233465e-207,4e-323,1.8391258947740433e-190,6.792194194267593e-220,4.559215173931257e-207,1.8908352323134292e-33,1.2771150635093558e-14,0.00215920115037812,0.02760556940109276,2.3148e-319,0.0,2.8213466386696203e-306,0.0,4.7434510935006415e-203,9.003142834657434e-235,6.34619591946655e-280,1.6427354402770259e-251,4.1588479143212184e-207,4e-323,1.8391258947740433e-190,6.792194194264116e-220,4.5592151739343686e-207,0.2749147253800651,-4755.18309676623,9514.36619353246,9523.975422572585,2221.11847080331,SR_Q_V_WOB,0.374631620690541,0.44194187180668326,sub_34
