,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-110409.77151393097,-12.713077852646073,-3.8758540218797575,5.792818865641902,-54985.35716336219,-54976.81268646504,-54971.45482798672,-54973.19396784184,-54988.21528688754,-54961.971031566136,-54967.3577364058,-54967.3016554274,-54966.09133999252,-54974.71938345178,-54970.97192131393,-54972.503926619334,-54979.12716122033,-54986.32127769168,-110409.77151384298,-12.713077747423053,-3.875853983799161,5.792819036240804,-54985.35716354611,-54976.812686481266,-54971.454827876296,-54973.19396796677,-54988.215286734914,-54961.97103146147,-54967.357736281396,-54967.301655696385,-54966.09134003123,-54974.71938348255,-54970.97192112874,-54972.50392661331,-54979.127161422475,-54986.32127760814,7.695386716594563e-17,1.845820995988984e-05,0.0965165271020554,0.4582150677190785,1.0032230196483475e-16,1.0139607941893543e-16,1.0200315284273909e-16,1.0194173346196448e-16,9.993345993566878e-17,1.0330126667791833e-16,1.0239524233783374e-16,1.027194752103465e-16,1.0309514831951031e-16,1.0171741286862196e-16,1.019521474387505e-16,1.0169929643379741e-16,1.0094069785588155e-16,9.985335626980385e-17,7.695386716593176e-17,1.8458212822204584e-05,0.0965165303575146,0.4582150544554552,1.0032230196481523e-16,1.0139607941893252e-16,1.0200315284275455e-16,1.0194173346195272e-16,9.993345993568174e-17,1.0330126667793395e-16,1.0239524233785662e-16,1.0271947521030951e-16,1.0309514831950508e-16,1.0171741286861975e-16,1.0195214743877697e-16,1.016992964337974e-16,1.0094069785586043e-16,9.985335626980816e-17,0.14127305288993353,-5157.009791682599,10322.019583365198,10341.277754954237,4835.641213476826,SR_Q_D_E_V_WOB,0.0001588098179930648,0.5875769961391039,0.00019051201401594685,0.0001,sub_9
