trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1,1, T_Sinc, T_Sinc_URRR,431.6, hit,2,0
2,1, T_Scon, T_Scon_DRRR,507, hit,2,0
3,1, T_Scon, T_Scon_DRRR,442.4, hit,2,0
4,1, T_Scon, T_Scon_DRRR,405.9, hit,2,0
5,1, T_Scon, T_Scon_DRRR,369.3, hit,2,0
6,1, T_Sinc, T_Sinc_DGLG,440.8, hit,1,0
7,1, T_Sinc, T_Sinc_URRR,376.2, hit,2,0
8,1, T_Scon, T_Scon_DRRR,363.5, hit,2,0
9,1, T_Sinc, T_Sinc_URRR,455, hit,2,0
10,1, T_Sinc, T_Sinc_URRR,558.5, hit,2,0
11,1, T_Scon, T_Scon_DRRR,441.9, hit,2,0
12,1, T_Scon, T_Scon_DRRR,277.3, hit,2,0
13,1, T_Scon, T_Scon_UGLG,352.8, hit,1,0
14,1, T_Scon, T_Scon_UGLG,384.3, hit,1,0
15,1, T_Scon, T_Scon_DRRR,355.6, hit,2,0
16,1, T_Scon, T_Scon_DRRR,319.1, hit,2,0
17,1, T_Sinc, T_Sinc_URRR,842.5, hit,2,2
18,1, T_Scon, T_Scon_DRRR,350, hit,2,0
19,1, T_Scon, T_Scon_DRRR,345.4, hit,2,0
20,1, T_Sinc, T_Sinc_DGLG,324.8, hit,1,0
21,1, T_Scon, T_Scon_DRRR,368.3, hit,2,0
22,1, T_Sinc, T_Sinc_DGLG,603.7, hit,1,0
23,1, T_Scon, T_Scon_UGLG,503.1, hit,1,0
24,1, T_Scon, T_Scon_UGLG,402.6, hit,1,0
25,1, T_Scon, T_Scon_DRRR,330.1, hit,2,0
26,1, T_Scon, T_Scon_UGLG,501.4, hit,1,0
27,1, T_Scon, T_Scon_DRRR,272.9, hit,2,0
28,1, T_Scon, T_Scon_UGLG,456.4, hit,1,0
29,1, T_Scon, T_Scon_DRRR,219.7, hit,2,0
30,1, T_Scon, T_Scon_DRRR,375.2, hit,2,0
31,1, T_Scon, T_Scon_DRRR,382.7, hit,2,0
32,1, T_Sinc, T_Sinc_DGLG,318.1, hit,1,0
33,1, T_Scon, T_Scon_UGLG,397.6, hit,1,0
34,1, T_Scon, T_Scon_UGLG,337, hit,1,0
35,1, T_Scon, T_Scon_UGLG,304.4, hit,1,0
36,1, T_Sinc, T_Sinc_URRR,359.8, hit,2,0
37,1, T_Scon, T_Scon_DRRR,431, hit,2,0
38,1, T_Scon, T_Scon_DRRR,310.5, hit,2,0
39,1, T_Scon, T_Scon_UGLG,357.8, hit,1,0
40,1, T_Scon, T_Scon_UGLG,377.3, hit,1,0
41,1, T_Scon, T_Scon_UGLG,324.8, hit,1,0
42,1, T_Scon, T_Scon_UGLG,388.1, hit,1,0
43,1, T_Scon, T_Scon_DRRR,367.6, hit,2,0
44,1, T_Scon, T_Scon_DRRR,507.1, hit,2,0
45,1, T_Scon, T_Scon_UGLG,358.6, hit,1,0
