trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1,1, T_Sinc, T_Sinc_DGLG,449.8, hit,1,0
2,1, T_Scon, T_Scon_UGLG,373.2, hit,1,0
3,1, T_Scon, T_Scon_DRRR,372.7, hit,2,0
4,1, T_Sinc, T_Sinc_DGLG,368.1, hit,1,0
5,1, T_Sinc, T_Sinc_DGLG,367.5, hit,1,0
6,1, T_Scon, T_Scon_DRRR,387, hit,2,0
7,1, T_Scon, T_Scon_DRRR,406.3, hit,2,0
8,1, T_Sinc, T_Sinc_URRR,357.8, hit,2,0
9,1, T_Sinc, T_Sinc_DGLG,357.3, hit,1,0
10,1, T_Scon, T_Scon_DRRR,348.7, hit,2,0
11,1, T_Scon, T_Scon_UGLG,288.1, hit,1,0
12,1, T_Sinc, T_Sinc_URRR,387.5, hit,2,0
13,1, T_Scon, T_Scon_UGLG,303, hit,1,0
14,1, T_Sinc, T_Sinc_URRR,314.4, hit,2,0
15,1, T_Sinc, T_Sinc_URRR,365.8, hit,2,0
16,1, T_Sinc, T_Sinc_DGLG,361.3, hit,1,0
17,1, T_Sinc, T_Sinc_URRR,380.7, hit,2,0
18,1, T_Scon, T_Scon_UGLG,320.2, hit,1,0
19,1, T_Sinc, T_Sinc_DGLG,451.7, hit,1,0
20,1, T_Sinc, T_Sinc_URRR,355, hit,2,0
21,1, T_Sinc, T_Sinc_URRR,334.5, hit,2,0
22,1, T_Scon, T_Scon_DRRR,305.9, hit,2,0
23,1, T_Scon, T_Scon_DRRR,405.3, hit,2,0
24,1, T_Sinc, T_Sinc_URRR,404.8, hit,2,0
25,1, T_Sinc, T_Sinc_DGLG,392.2, hit,1,0
26,1, T_Sinc, T_Sinc_DGLG,351.7, hit,1,0
27,1, T_Sinc, T_Sinc_DGLG,411, hit,1,0
28,1, T_Sinc, T_Sinc_DGLG,446.5, hit,1,0
29,1, T_Scon, T_Scon_UGLG,474, incorrect,2,1
30,1, T_Sinc, T_Sinc_URRR,333.4, hit,2,0
31,1, T_Sinc, T_Sinc_DGLG,416.9, hit,1,0
32,1, T_Sinc, T_Sinc_URRR,388.2, hit,2,0
33,1, T_Scon, T_Scon_UGLG,375.7, hit,1,0
34,1, T_Scon, T_Scon_DRRR,507.1, hit,2,0
35,1, T_Sinc, T_Sinc_DGLG,350.6, hit,1,0
36,1, T_Sinc, T_Sinc_DGLG,350, hit,1,0
37,1, T_Sinc, T_Sinc_DGLG,437.2, hit,1,0
38,1, T_Scon, T_Scon_DRRR,360.5, hit,2,0
39,1, T_Sinc, T_Sinc_URRR,360, hit,2,0
40,1, T_Scon, T_Scon_DRRR,315.5, hit,2,0
41,1, T_Sinc, T_Sinc_DGLG,310.9, hit,1,0
42,1, T_Scon, T_Scon_DRRR,378.3, hit,2,0
43,1, T_Scon, T_Scon_DRRR,369.8, hit,2,0
44,1, T_Scon, T_Scon_UGLG,301.2, hit,1,0
45,1, T_Scon, T_Scon_UGLG,384.6, hit,1,0
46,1, T_Scon, T_Scon_UGLG,340.1, hit,1,0
47,1, T_Sinc, T_Sinc_DGLG,395.5, hit,1,0
48,1, T_Scon, T_Scon_UGLG,327, hit,1,0
49,1, T_Sinc, T_Sinc_URRR,490.4, hit,2,0
50,1, T_Scon, T_Scon_DRRR,533.8, hit,2,0
51,1, T_Scon, T_Scon_DRRR,377.3, hit,2,0
52,1, T_Sinc, T_Sinc_DGLG,464.7, hit,1,0
53,1, T_Sinc, T_Sinc_DGLG,372.2, hit,1,0
54,1, T_Scon, T_Scon_UGLG,375.7, hit,1,0
55,1, T_Sinc, T_Sinc_URRR,383, hit,2,0
56,1, T_Sinc, T_Sinc_DGLG,426.5, hit,1,0
57,1, T_Scon, T_Scon_DRRR,405.9, hit,2,0
58,1, T_Scon, T_Scon_DRRR,377.3, hit,2,0
59,1, T_Scon, T_Scon_UGLG,364.8, hit,1,0
60,1, T_Sinc, T_Sinc_DGLG,268.2, hit,1,0
61,1, T_Scon, T_Scon_DRRR,399.7, hit,2,0
62,1, T_Scon, T_Scon_DRRR,503.1, hit,2,0
63,1, T_Scon, T_Scon_UGLG,314.5, hit,1,0
64,1, T_Scon, T_Scon_UGLG,298, hit,1,0
65,1, T_Sinc, T_Sinc_URRR,353.4, hit,2,0
66,1, T_Scon, T_Scon_DRRR,396.9, hit,2,0
67,1, T_Sinc, T_Sinc_URRR,384.3, hit,2,0
68,1, T_Scon, T_Scon_DRRR,411.7, hit,2,0
69,1, T_Scon, T_Scon_UGLG,303.2, hit,1,0
70,1, T_Scon, T_Scon_DRRR,434.6, hit,2,0
71,1, T_Sinc, T_Sinc_URRR,386, hit,2,0
72,1, T_Sinc, T_Sinc_DGLG,329.5, hit,1,0
73,1, T_Scon, T_Scon_UGLG,360.7, hit,1,0
74,1, T_Scon, T_Scon_DRRR,332, hit,2,0
75,1, T_Scon, T_Scon_DRRR,315.5, hit,2,0
76,1, T_Sinc, T_Sinc_URRR,367, hit,2,0
77,1, T_Scon, T_Scon_DRRR,362.3, incorrect,1,1
78,1, T_Scon, T_Scon_UGLG,313.8, hit,1,0
79,1, T_Scon, T_Scon_UGLG,353.2, hit,1,0
80,1, T_Scon, T_Scon_DRRR,336.7, hit,2,0
81,1, T_Scon, T_Scon_DRRR,324.1, hit,2,0
82,1, T_Sinc, T_Sinc_URRR,375.5, hit,2,0
83,1, T_Sinc, T_Sinc_DGLG,411, hit,1,0
84,1, T_Scon, T_Scon_UGLG,334.5, hit,1,0
85,1, T_Sinc, T_Sinc_URRR,369.8, hit,2,0
86,1, T_Sinc, T_Sinc_DGLG,393.3, hit,1,0
87,1, T_Scon, T_Scon_UGLG,336.7, hit,1,0
88,1, T_Sinc, T_Sinc_URRR,396.2, hit,2,0
89,1, T_Scon, T_Scon_UGLG,383.6, hit,1,0
90,1, T_Scon, T_Scon_DRRR,359, hit,2,0
91,1, T_Sinc, T_Sinc_DGLG,362.5, hit,1,0
92,1, T_Sinc, T_Sinc_DGLG,334, hit,1,0
93,1, T_Scon, T_Scon_DRRR,329.3, hit,2,0
94,1, T_Scon, T_Scon_UGLG,348.8, hit,1,0
95,1, T_Sinc, T_Sinc_URRR,384.2, hit,2,0
96,1, T_Sinc, T_Sinc_URRR,443.7, hit,2,0
97,1, T_Scon, T_Scon_DRRR,375.2, hit,2,0
98,1, T_Sinc, T_Sinc_URRR,398.5, hit,2,0
99,1, T_Sinc, T_Sinc_URRR,402, hit,2,0
100,1, T_Sinc, T_Sinc_DGLG,389.4, hit,1,0
101,1, T_Scon, T_Scon_DRRR,324.9, hit,2,0
102,1, T_Sinc, T_Sinc_URRR,332.3, hit,2,0
103,1, T_Scon, T_Scon_UGLG,359.7, hit,1,0
104,1, T_Sinc, T_Sinc_DGLG,391.2, hit,1,0
105,1, T_Scon, T_Scon_UGLG,506.6, hit,1,0
106,1, T_Sinc, T_Sinc_DGLG,422.1, hit,1,0
107,1, T_Scon, T_Scon_DRRR,317.5, hit,2,0
108,1, T_Sinc, T_Sinc_URRR,240.9, hit,2,0
109,1, T_Scon, T_Scon_UGLG,340.1, hit,1,0
110,1, T_Sinc, T_Sinc_URRR,335.5, hit,2,0
111,1, T_Scon, T_Scon_DRRR,347, hit,2,0
112,1, T_Scon, T_Scon_UGLG,298.3, hit,1,0
113,1, T_Scon, T_Scon_DRRR,373.8, hit,2,0
114,1, T_Sinc, T_Sinc_DGLG,433.2, hit,1,0
115,1, T_Sinc, T_Sinc_DGLG,316.7, hit,1,0
116,1, T_Sinc, T_Sinc_URRR,356.1, hit,2,0
117,1, T_Scon, T_Scon_UGLG,351.5, hit,1,0
118,1, T_Sinc, T_Sinc_URRR,427, hit,2,0
119,1, T_Sinc, T_Sinc_DGLG,486.5, hit,1,0
120,1, T_Scon, T_Scon_UGLG,361.8, hit,1,0
121,1, T_Scon, T_Scon_DRRR,329.3, hit,2,0
122,1, T_Scon, T_Scon_DRRR,392.7, hit,2,0
123,1, T_Sinc, T_Sinc_URRR,352.2, hit,2,0
124,1, T_Sinc, T_Sinc_URRR,295.7, hit,2,0
125,1, T_Sinc, T_Sinc_URRR,335, hit,2,0
126,1, T_Scon, T_Scon_DRRR,366.5, hit,2,0
127,1, T_Sinc, T_Sinc_DGLG,457.9, hit,1,0
128,1, T_Scon, T_Scon_UGLG,393.4, hit,1,0
129,1, T_Sinc, T_Sinc_URRR,340.8, hit,2,0
130,1, T_Scon, T_Scon_UGLG,312.2, hit,1,0
131,1, T_Scon, T_Scon_UGLG,383.7, hit,1,0
132,1, T_Scon, T_Scon_UGLG,359.2, hit,1,0
133,1, T_Sinc, T_Sinc_DGLG,434.5, hit,1,0
134,1, T_Sinc, T_Sinc_DGLG,378, hit,1,0
135,1, T_Sinc, T_Sinc_DGLG,321.4, hit,1,0
136,1, T_Sinc, T_Sinc_URRR,340.9, hit,2,0
137,1, T_Scon, T_Scon_UGLG,472.3, hit,1,0
138,1, T_Scon, T_Scon_UGLG,387.7, hit,1,0
139,1, T_Scon, T_Scon_UGLG,279.2, hit,1,0
140,1, T_Sinc, T_Sinc_URRR,378.7, hit,2,0
141,1, T_Scon, T_Scon_DRRR,426, hit,2,0
142,1, T_Scon, T_Scon_UGLG,401.5, hit,1,0
143,1, T_Sinc, T_Sinc_URRR,348.9, incorrect,1,1
144,1, T_Sinc, T_Sinc_DGLG,472.4, hit,1,0
145,2, T_Scon, T_Scon_UGLG,383.4, hit,1,0
146,2, T_Sinc, T_Sinc_URRR,274.8, hit,2,0
147,2, T_Scon, T_Scon_DRRR,334.2, hit,2,0
148,2, T_Sinc, T_Sinc_DGLG,369.7, hit,1,0
149,2, T_Sinc, T_Sinc_DGLG,381, hit,1,0
150,2, T_Sinc, T_Sinc_URRR,276.5, hit,2,0
151,2, T_Scon, T_Scon_DRRR,324, hit,2,0
152,2, T_Sinc, T_Sinc_URRR,383.4, hit,2,0
153,2, T_Sinc, T_Sinc_DGLG,418.9, hit,1,0
154,2, T_Scon, T_Scon_UGLG,378.2, hit,1,0
155,2, T_Sinc, T_Sinc_URRR,281.7, hit,2,0
156,2, T_Sinc, T_Sinc_DGLG,481.2, hit,1,0
157,2, T_Scon, T_Scon_UGLG,360.6, hit,1,0
158,2, T_Sinc, T_Sinc_DGLG,388, hit,1,0
159,2, T_Scon, T_Scon_UGLG,287.4, hit,1,0
160,2, T_Scon, T_Scon_UGLG,338.9, hit,1,0
161,2, T_Sinc, T_Sinc_URRR,254.4, hit,2,0
162,2, T_Scon, T_Scon_DRRR,345.7, hit,2,0
163,2, T_Scon, T_Scon_DRRR,369.2, hit,2,0
164,2, T_Sinc, T_Sinc_DGLG,328.6, hit,1,0
165,2, T_Sinc, T_Sinc_URRR,332, hit,2,0
166,2, T_Scon, T_Scon_UGLG,259.5, hit,1,0
167,2, T_Scon, T_Scon_DRRR,366.9, hit,2,0
168,2, T_Sinc, T_Sinc_DGLG,342.4, hit,1,0
169,2, T_Scon, T_Scon_DRRR,329.8, hit,2,0
170,2, T_Scon, T_Scon_UGLG,257.2, hit,1,0
171,2, T_Sinc, T_Sinc_DGLG,324.8, incorrect,2,1
172,2, T_Sinc, T_Sinc_URRR,288.1, incorrect,1,1
173,2, T_Scon, T_Scon_DRRR,363.6, hit,2,0
174,2, T_Sinc, T_Sinc_DGLG,391, hit,1,0
175,2, T_Sinc, T_Sinc_DGLG,386.4, hit,1,0
176,2, T_Scon, T_Scon_DRRR,341.9, hit,2,0
177,2, T_Sinc, T_Sinc_DGLG,325.3, hit,1,0
178,2, T_Sinc, T_Sinc_URRR,344.8, hit,2,0
179,2, T_Scon, T_Scon_DRRR,348.1, incorrect,1,1
180,2, T_Scon, T_Scon_UGLG,335.6, hit,1,0
