stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6
red,1,1,0,460.1,1,3,0,378,0,0,0,0,1,0,0,0
green,0,1,1,547,1,3,1,379,0,0,0,0,1,0,0,0
green,0,1,1,481.9,1,3,1,380,0,0,0,0,1,0,0,0
green,1,1,1,1094.9,0,3,1,381,0,0,0,0,1,0,0,0
red,1,1,0,483.8,1,3,0,382,0,0,0,0,1,0,0,0
red,1,1,0,578.8,1,3,0,383,0,0,0,0,1,0,0,0
red,1,1,0,471.8,1,3,0,384,0,0,0,0,1,0,0,0
green,0,1,1,532.8,1,3,1,385,0,0,0,0,1,0,0,0
red,0,1,0,601.8,0,3,0,386,0,0,0,0,1,0,0,0
red,1,1,0,430.8,1,3,0,387,0,0,0,0,1,0,0,0
green,0,1,1,451.7,1,3,1,388,0,0,0,0,1,0,0,0
green,0,1,1,512.8,1,3,1,389,0,0,0,0,1,0,0,0
red,0,1,0,477.7,0,3,0,390,0,0,0,0,1,0,0,0
red,1,1,0,718.7,1,3,0,391,0,0,0,0,1,0,0,0
red,1,1,0,419.6,1,3,0,392,0,0,0,0,1,0,0,0
green,0,1,1,424.7,1,3,1,393,0,0,0,0,1,0,0,0
green,0,1,1,799.6,1,3,1,394,0,0,0,0,1,0,0,0
red,1,1,0,404.7,1,3,0,395,0,0,0,0,1,0,0,0
green,0,1,1,361.6,1,3,1,396,0,0,0,0,1,0,0,0
red,1,1,0,478.7,1,3,0,397,0,0,0,0,1,0,0,0
green,1,1,1,587.7,0,3,1,398,0,0,0,0,1,0,0,0
green,0,1,1,438.6,1,3,1,399,0,0,0,0,1,0,0,0
green,0,1,1,411.6,1,3,1,400,0,0,0,0,1,0,0,0
green,1,1,1,360.6,0,3,1,401,0,0,0,0,1,0,0,0
red,0,1,0,615.6,0,3,0,402,0,0,0,0,1,0,0,0
red,0,1,0,340.5,0,3,0,403,0,0,0,0,1,0,0,0
green,1,1,1,399.5,0,3,1,404,0,0,0,0,1,0,0,0
green,1,1,1,366.5,0,3,1,405,0,0,0,0,1,0,0,0
red,0,1,0,531.5,0,3,0,406,0,0,0,0,1,0,0,0
green,1,1,1,442.5,0,3,1,407,0,0,0,0,1,0,0,0
green,0,1,1,423.4,1,3,1,408,0,0,0,0,1,0,0,0
red,1,1,0,452.5,1,3,0,409,0,0,0,0,1,0,0,0
green,1,1,1,345.5,0,3,1,410,0,0,0,0,1,0,0,0
red,0,1,0,374.5,0,3,0,411,0,0,0,0,1,0,0,0
green,0,1,1,493.5,1,3,1,412,0,0,0,0,1,0,0,0
red,0,1,0,586.5,0,3,0,413,0,0,0,0,1,0,0,0
red,1,1,0,553.4,1,3,0,414,0,0,0,0,1,0,0,0
red,0,1,0,408.4,0,3,0,415,0,0,0,0,1,0,0,0
red,0,1,0,357.3,0,3,0,416,0,0,0,0,1,0,0,0
red,0,1,0,338.6,0,3,0,417,0,0,0,0,1,0,0,0
red,1,1,0,539.3,1,3,0,418,0,0,0,0,1,0,0,0
red,0,1,0,352.4,0,3,0,419,0,0,0,0,1,0,0,0
red,0,1,0,341.4,0,3,0,420,0,0,0,0,1,0,0,0
green,1,1,1,458.4,0,3,1,421,0,0,0,0,1,0,0,0
green,1,1,1,337.3,0,3,1,422,0,0,0,0,1,0,0,0
red,0,1,0,398.3,0,3,0,423,0,0,0,0,1,0,0,0
red,0,1,0,387.3,0,3,0,424,0,0,0,0,1,0,0,0
green,1,1,1,392.2,0,3,1,425,0,0,0,0,1,0,0,0
green,0,1,1,503.2,1,3,1,426,0,0,0,0,1,0,0,0
green,1,1,1,308.2,0,3,1,427,0,0,0,0,1,0,0,0
green,1,1,1,323.2,0,3,1,428,0,0,0,0,1,0,0,0
green,1,1,1,336.2,0,3,1,429,0,0,0,0,1,0,0,0
red,0,1,0,453.2,0,3,0,430,0,0,0,0,1,0,0,0
red,0,1,0,338.2,0,3,0,431,0,0,0,0,1,0,0,0
green,0,1,1,473.2,1,3,1,432,0,0,0,0,1,0,0,0
green,1,1,1,518.2,0,3,1,433,0,0,0,0,1,0,0,0
green,1,1,1,531.3,0,3,1,434,0,0,0,0,1,0,0,0
green,1,1,1,408.1,0,3,1,435,0,0,0,0,1,0,0,0
red,1,1,0,485.1,1,3,0,436,0,0,0,0,1,0,0,0
red,0,1,0,348.1,0,3,0,437,0,0,0,0,1,0,0,0
green,1,1,1,453.1,0,3,1,438,0,0,0,0,1,0,0,0
red,0,1,0,516,0,3,0,439,0,0,0,0,1,0,0,0
green,1,1,1,391,0,3,1,440,0,0,0,0,1,0,0,0
green,0,1,1,406,1,3,1,441,0,0,0,0,1,0,0,0
red,1,1,0,462.9,1,3,0,442,0,0,0,0,1,0,0,0
red,0,1,0,579.9,0,3,0,443,0,0,0,0,1,0,0,0
green,1,1,1,432.9,0,3,1,444,0,0,0,0,1,0,0,0
red,1,1,0,536,1,3,0,445,0,0,0,0,1,0,0,0
red,1,1,0,524.9,1,3,0,446,0,0,0,0,1,0,0,0
red,1,1,0,369.9,1,3,0,447,0,0,0,0,1,0,0,0
green,0,1,1,366.9,1,3,1,448,0,0,0,0,1,0,0,0
red,0,1,0,477.8,0,3,0,449,0,0,0,0,1,0,0,0
green,0,1,1,458.9,1,3,1,450,0,0,0,0,1,0,0,0
red,1,1,0,487.8,1,3,0,451,0,0,0,0,1,0,0,0
red,1,1,0,478.7,1,3,0,452,0,0,0,0,1,0,0,0
red,1,1,0,395.8,1,3,0,453,0,0,0,0,1,0,0,0
red,1,1,0,424.8,1,3,0,454,0,0,0,0,1,0,0,0
red,1,1,0,407.7,1,3,0,455,0,0,0,0,1,0,0,0
red,1,1,0,326.8,1,3,0,456,0,0,0,0,1,0,0,0
green,0,1,1,443.7,1,3,1,457,0,0,0,0,1,0,0,0
green,0,1,1,336.7,1,3,1,458,0,0,0,0,1,0,0,0
green,0,1,1,347.7,1,3,1,459,0,0,0,0,1,0,0,0
green,0,1,1,398.6,1,3,1,460,0,0,0,0,1,0,0,0
green,0,1,1,317.6,1,3,1,461,0,0,0,0,1,0,0,0
green,0,1,1,316.6,1,3,1,462,0,0,0,0,1,0,0,0
red,1,1,0,513.7,1,3,0,463,0,0,0,0,1,0,0,0
red,1,1,0,400.6,1,3,0,464,0,0,0,0,1,0,0,0
green,0,1,1,397.6,1,3,1,465,0,0,0,0,1,0,0,0
red,1,1,0,426.6,1,3,0,466,0,0,0,0,1,0,0,0
green,1,1,1,527.5,0,3,1,467,0,0,0,0,1,0,0,0
green,0,1,1,620.6,1,3,1,468,0,0,0,0,1,0,0,0
green,0,1,1,441.6,1,3,1,469,0,0,0,0,1,0,0,0
green,0,1,1,338.5,1,3,1,470,0,0,0,0,1,0,0,0
green,0,1,1,359.6,1,3,1,471,0,0,0,0,1,0,0,0
green,1,1,1,358.5,0,3,1,472,0,0,0,0,1,0,0,0
green,1,1,1,315.5,0,3,1,473,0,0,0,0,1,0,0,0
red,1,1,0,466.5,1,3,0,474,0,0,0,0,1,0,0,0
green,0,1,1,431.5,1,3,1,475,0,0,0,0,1,0,0,0
red,1,1,0,380.4,1,3,0,476,0,0,0,0,1,0,0,0
green,0,1,1,353.4,1,3,1,477,0,0,0,0,1,0,0,0
red,0,1,0,576.4,0,3,0,478,0,0,0,0,1,0,0,0
red,1,1,0,471.5,1,3,0,479,0,0,0,0,1,0,0,0
red,0,1,0,580.4,0,3,0,480,0,0,0,0,1,0,0,0
green,0,1,1,554.8,1,4,1,481,0,0,0,0,0,1,0,0
green,0,1,1,381.7,1,4,1,482,0,0,0,0,0,1,0,0
red,0,1,0,530.7,0,4,0,483,0,0,0,0,0,1,0,0
red,0,1,0,423.7,0,4,0,484,0,0,0,0,0,1,0,0
red,0,1,0,348.7,0,4,0,485,0,0,0,0,0,1,0,0
red,0,1,0,311.7,0,4,0,486,0,0,0,0,0,1,0,0
green,1,1,1,356.7,0,4,1,487,0,0,0,0,0,1,0,0
red,0,1,0,369.6,0,4,0,488,0,0,0,0,0,1,0,0
green,1,1,1,310.7,0,4,1,489,0,0,0,0,0,1,0,0
red,0,1,0,323.6,0,4,0,490,0,0,0,0,0,1,0,0
green,0,0,0,344.6,1,4,0,491,0,0,0,0,0,1,0,0
green,1,1,1,727.5,0,4,1,492,0,0,0,0,0,1,0,0
red,0,1,0,462.5,0,4,0,493,0,0,0,0,0,1,0,0
red,0,1,0,467.5,0,4,0,494,0,0,0,0,0,1,0,0
green,1,1,1,386.5,0,4,1,495,0,0,0,0,0,1,0,0
green,1,1,1,425.4,0,4,1,496,0,0,0,0,0,1,0,0
red,0,1,0,392.5,0,4,0,497,0,0,0,0,0,1,0,0
red,1,1,0,495.4,1,4,0,498,0,0,0,0,0,1,0,0
green,1,1,1,494.5,0,4,1,499,0,0,0,0,0,1,0,0
green,1,1,1,427.3,0,4,1,500,0,0,0,0,0,1,0,0
green,1,1,1,824.4,0,4,1,501,0,0,0,0,0,1,0,0
green,0,1,1,521.3,1,4,1,502,0,0,0,0,0,1,0,0
green,1,1,1,352.3,0,4,1,503,0,0,0,0,0,1,0,0
red,0,1,0,397.3,0,4,0,504,0,0,0,0,0,1,0,0
red,0,1,0,364.3,0,4,0,505,0,0,0,0,0,1,0,0
red,0,1,0,393.3,0,4,0,506,0,0,0,0,0,1,0,0
green,1,1,1,414.2,0,4,1,507,0,0,0,0,0,1,0,0
red,1,1,0,571.2,1,4,0,508,0,0,0,0,0,1,0,0
green,1,1,1,368.3,0,4,1,509,0,0,0,0,0,1,0,0
green,1,1,1,415.2,0,4,1,510,0,0,0,0,0,1,0,0
red,0,1,0,468.2,0,4,0,511,0,0,0,0,0,1,0,0
red,1,1,0,473.3,1,4,0,512,0,0,0,0,0,1,0,0
green,1,1,1,382.2,0,4,1,513,0,0,0,0,0,1,0,0
red,0,1,0,355.2,0,4,0,514,0,0,0,0,0,1,0,0
green,1,1,1,376.3,0,4,1,515,0,0,0,0,0,1,0,0
red,0,1,0,431.2,0,4,0,516,0,0,0,0,0,1,0,0
red,0,1,0,484.2,0,4,0,517,0,0,0,0,0,1,0,0
green,1,1,1,451.3,0,4,1,518,0,0,0,0,0,1,0,0
red,1,1,0,506.4,1,4,0,519,0,0,0,0,0,1,0,0
green,1,1,1,515.1,0,4,1,520,0,0,0,0,0,1,0,0
red,0,1,0,336.1,0,4,0,521,0,0,0,0,0,1,0,0
red,1,1,0,429.1,1,4,0,522,0,0,0,0,0,1,0,0
green,1,1,1,388.1,0,4,1,523,0,0,0,0,0,1,0,0
green,1,1,1,561.1,0,4,1,524,0,0,0,0,0,1,0,0
red,1,1,0,546,1,4,0,525,0,0,0,0,0,1,0,0
red,0,1,0,457.2,0,4,0,526,0,0,0,0,0,1,0,0
red,0,1,0,420.1,0,4,0,527,0,0,0,0,0,1,0,0
green,1,1,1,587.1,0,4,1,528,0,0,0,0,0,1,0,0
green,0,1,1,513.9,1,4,1,529,0,0,0,0,0,1,0,0
green,1,1,1,407,0,4,1,530,0,0,0,0,0,1,0,0
red,0,1,0,380,0,4,0,531,0,0,0,0,0,1,0,0
green,0,1,1,465,1,4,1,532,0,0,0,0,0,1,0,0
red,0,1,0,496,0,4,0,533,0,0,0,0,0,1,0,0
red,0,1,0,486.9,0,4,0,534,0,0,0,0,0,1,0,0
green,1,1,1,339.9,0,4,1,535,0,0,0,0,0,1,0,0
green,1,1,1,432.9,0,4,1,536,0,0,0,0,0,1,0,0
green,1,1,1,382.2,0,4,1,537,0,0,0,0,0,1,0,0
green,1,1,1,412.9,0,4,1,538,0,0,0,0,0,1,0,0
red,0,1,0,409.9,0,4,0,539,0,0,0,0,0,1,0,0
red,0,1,0,440.8,0,4,0,540,0,0,0,0,0,1,0,0
red,0,1,0,421.8,0,4,0,541,0,0,0,0,0,1,0,0
red,0,1,0,354.7,0,4,0,542,0,0,0,0,0,1,0,0
red,0,1,0,345.8,0,4,0,543,0,0,0,0,0,1,0,0
green,1,1,1,470.8,0,4,1,544,0,0,0,0,0,1,0,0
red,0,1,0,389.8,0,4,0,545,0,0,0,0,0,1,0,0
green,0,1,1,458.8,1,4,1,546,0,0,0,0,0,1,0,0
red,1,1,0,463.7,1,4,0,547,0,0,0,0,0,1,0,0
green,1,1,1,484.6,0,4,1,548,0,0,0,0,0,1,0,0
green,1,1,1,503.6,0,4,1,549,0,0,0,0,0,1,0,0
green,1,1,1,844.5,0,4,1,550,0,0,0,0,0,1,0,0
red,0,1,0,371.6,0,4,0,551,0,0,0,0,0,1,0,0
red,1,1,0,416.6,1,4,0,552,0,0,0,0,0,1,0,0
red,0,1,0,377.5,0,4,0,553,0,0,0,0,0,1,0,0
green,1,1,1,334.5,0,4,1,554,0,0,0,0,0,1,0,0
green,0,1,1,491.5,1,4,1,555,0,0,0,0,0,1,0,0
green,1,1,1,352.5,0,4,1,556,0,0,0,0,0,1,0,0
green,1,1,1,407.5,0,4,1,557,0,0,0,0,0,1,0,0
red,0,1,0,380.5,0,4,0,558,0,0,0,0,0,1,0,0
green,1,1,1,403.5,0,4,1,559,0,0,0,0,0,1,0,0
red,0,1,0,472.5,0,4,0,560,0,0,0,0,0,1,0,0
red,0,1,0,437.4,0,4,0,561,0,0,0,0,0,1,0,0
green,0,1,1,516.4,1,4,1,562,0,0,0,0,0,1,0,0
green,1,1,1,353.4,0,4,1,563,0,0,0,0,0,1,0,0
green,0,1,1,478.5,1,4,1,564,0,0,0,0,0,1,0,0
green,1,1,1,339.4,0,4,1,565,0,0,0,0,0,1,0,0
red,0,1,0,530.4,0,4,0,566,0,0,0,0,0,1,0,0
red,0,1,0,479.4,0,4,0,567,0,0,0,0,0,1,0,0
green,1,1,1,334.5,0,4,1,568,0,0,0,0,0,1,0,0
green,1,1,1,363.4,0,4,1,569,0,0,0,0,0,1,0,0
green,1,1,1,384.4,0,4,1,570,0,0,0,0,0,1,0,0
red,0,1,0,445.4,0,4,0,571,0,0,0,0,0,1,0,0
green,1,1,1,356.4,0,4,1,572,0,0,0,0,0,1,0,0
red,0,1,0,411.3,0,4,0,573,0,0,0,0,0,1,0,0
red,0,1,0,368.3,0,4,0,574,0,0,0,0,0,1,0,0
red,0,1,0,319.3,0,4,0,575,0,0,0,0,0,1,0,0
green,1,1,1,402.4,0,4,1,576,0,0,0,0,0,1,0,0
red,0,1,0,343.2,0,4,0,577,0,0,0,0,0,1,0,0
green,1,1,1,350.2,0,4,1,578,0,0,0,0,0,1,0,0
red,1,0,1,355.2,1,4,1,579,0,0,0,0,0,1,0,0
green,1,1,1,552.2,0,4,1,580,0,0,0,0,0,1,0,0
red,0,1,0,357.2,0,4,0,581,0,0,0,0,0,1,0,0
red,1,1,0,458.1,1,4,0,582,0,0,0,0,0,1,0,0
red,0,1,0,433.2,0,4,0,583,0,0,0,0,0,1,0,0
green,1,1,1,514.1,0,4,1,584,0,0,0,0,0,1,0,0
red,0,1,0,313.1,0,4,0,585,0,0,0,0,0,1,0,0
red,0,1,0,294,0,4,0,586,0,0,0,0,0,1,0,0
green,1,1,1,523.1,0,4,1,587,0,0,0,0,0,1,0,0
green,1,1,1,532,0,4,1,588,0,0,0,0,0,1,0,0
red,0,1,0,489,0,4,0,589,0,0,0,0,0,1,0,0
green,1,1,1,414,0,4,1,590,0,0,0,0,0,1,0,0
green,1,1,1,459,0,4,1,591,0,0,0,0,0,1,0,0
green,1,1,1,446,0,4,1,592,0,0,0,0,0,1,0,0
red,1,1,0,476.9,1,4,0,593,0,0,0,0,0,1,0,0
green,0,1,1,522,1,4,1,594,0,0,0,0,0,1,0,0
red,0,1,0,566.9,0,4,0,595,0,0,0,0,0,1,0,0
green,1,1,1,355.9,0,4,1,596,0,0,0,0,0,1,0,0
red,0,1,0,392.9,0,4,0,597,0,0,0,0,0,1,0,0
red,0,1,0,351.8,0,4,0,598,0,0,0,0,0,1,0,0
red,1,0,1,470.8,1,4,1,599,0,0,0,0,0,1,0,0
green,0,1,1,501.8,1,4,1,600,0,0,0,0,0,1,0,0
green,0,1,1,426.8,1,4,1,601,0,0,0,0,0,1,0,0
red,1,1,0,415.8,1,4,0,602,0,0,0,0,0,1,0,0
green,0,1,1,404.8,1,4,1,603,0,0,0,0,0,1,0,0
red,1,1,0,635.8,1,4,0,604,0,0,0,0,0,1,0,0
red,1,1,0,400.9,1,4,0,605,0,0,0,0,0,1,0,0
green,0,1,1,429.8,1,4,1,606,0,0,0,0,0,1,0,0
red,1,1,0,458.8,1,4,0,607,0,0,0,0,0,1,0,0
green,1,1,1,512.2,0,4,1,608,0,0,0,0,0,1,0,0
red,0,1,0,420.8,0,4,0,609,0,0,0,0,0,1,0,0
red,1,1,0,451.8,1,4,0,610,0,0,0,0,0,1,0,0
red,1,1,0,402.9,1,4,0,611,0,0,0,0,0,1,0,0
green,0,1,1,463.8,1,4,1,612,0,0,0,0,0,1,0,0
green,0,1,1,574.7,1,4,1,613,0,0,0,0,0,1,0,0
red,0,1,0,539.7,0,4,0,614,0,0,0,0,0,1,0,0
green,0,1,1,688.7,1,4,1,615,0,0,0,0,0,1,0,0
red,1,1,0,493.8,1,4,0,616,0,0,0,0,0,1,0,0
green,0,1,1,352.7,1,4,1,617,0,0,0,0,0,1,0,0
green,1,1,1,437.7,0,4,1,618,0,0,0,0,0,1,0,0
green,1,1,1,410.7,0,4,1,619,0,0,0,0,0,1,0,0
red,1,1,0,447.7,1,4,0,620,0,0,0,0,0,1,0,0
green,0,1,1,454.6,1,4,1,621,0,0,0,0,0,1,0,0
green,0,1,1,365.7,1,4,1,622,0,0,0,0,0,1,0,0
green,0,1,1,322.6,1,4,1,623,0,0,0,0,0,1,0,0
red,1,1,0,441.6,1,4,0,624,0,0,0,0,0,1,0,0
green,0,1,1,482.9,1,4,1,625,0,0,0,0,0,1,0,0
green,0,1,1,367.6,1,4,1,626,0,0,0,0,0,1,0,0
green,0,1,1,404.6,1,4,1,627,0,0,0,0,0,1,0,0
red,1,1,0,491.6,1,4,0,628,0,0,0,0,0,1,0,0
red,1,1,0,416.6,1,4,0,629,0,0,0,0,0,1,0,0
red,1,1,0,393.7,1,4,0,630,0,0,0,0,0,1,0,0
red,1,1,0,340.5,1,4,0,631,0,0,0,0,0,1,0,0
red,1,1,0,427.5,1,4,0,632,0,0,0,0,0,1,0,0
green,0,1,1,378.5,1,4,1,633,0,0,0,0,0,1,0,0
red,1,1,0,465.4,1,4,0,634,0,0,0,0,0,1,0,0
green,1,1,1,368.3,0,4,1,635,0,0,0,0,0,1,0,0
green,0,1,1,405.3,1,4,1,636,0,0,0,0,0,1,0,0
red,0,1,0,532.3,0,4,0,637,0,0,0,0,0,1,0,0
green,0,1,1,473.2,1,4,1,638,0,0,0,0,0,1,0,0
red,1,1,0,502.2,1,4,0,639,0,0,0,0,0,1,0,0
red,0,1,0,515.1,0,4,0,640,0,0,0,0,0,1,0,0
red,1,1,0,551.2,1,5,0,641,0,0,0,0,0,0,1,0
red,1,1,0,372.1,1,5,0,642,0,0,0,0,0,0,1,0
green,0,1,1,369.1,1,5,1,643,0,0,0,0,0,0,1,0
red,1,1,0,430.1,1,5,0,644,0,0,0,0,0,0,1,0
green,0,1,1,331.2,1,5,1,645,0,0,0,0,0,0,1,0
green,1,1,1,736.1,0,5,1,646,0,0,0,0,0,0,1,0
green,0,1,1,511,1,5,1,647,0,0,0,0,0,0,1,0
red,1,1,0,404,1,5,0,648,0,0,0,0,0,0,1,0
red,1,1,0,441,1,5,0,649,0,0,0,0,0,0,1,0
green,0,1,1,447.9,1,5,1,650,0,0,0,0,0,0,1,0
red,1,1,0,365.1,1,5,0,651,0,0,0,0,0,0,1,0
green,1,1,1,396.3,0,5,1,652,0,0,0,0,0,0,1,0
green,0,1,1,450.9,1,5,1,653,0,0,0,0,0,0,1,0
green,0,1,1,399.9,1,5,1,654,0,0,0,0,0,0,1,0
red,1,1,0,406.8,1,5,0,655,0,0,0,0,0,0,1,0
red,0,1,0,405.9,0,5,0,656,0,0,0,0,0,0,1,0
red,1,1,0,434.9,1,5,0,657,0,0,0,0,0,0,1,0
green,0,1,1,479.9,1,5,1,658,0,0,0,0,0,0,1,0
red,0,1,0,452.9,0,5,0,659,0,0,0,0,0,0,1,0
green,0,1,1,371.9,1,5,1,660,0,0,0,0,0,0,1,0
red,1,1,0,496.8,1,5,0,661,0,0,0,0,0,0,1,0
green,1,1,1,343.9,0,5,1,662,0,0,0,0,0,0,1,0
green,1,1,1,430.8,0,5,1,663,0,0,0,0,0,0,1,0
red,1,1,0,411.8,1,5,0,664,0,0,0,0,0,0,1,0
green,0,1,1,432.8,1,5,1,665,0,0,0,0,0,0,1,0
green,0,1,1,359.8,1,5,1,666,0,0,0,0,0,0,1,0
green,0,1,1,372.8,1,5,1,667,0,0,0,0,0,0,1,0
green,0,1,1,425.8,1,5,1,668,0,0,0,0,0,0,1,0
red,0,1,0,446.8,0,5,0,669,0,0,0,0,0,0,1,0
red,1,1,0,805.8,1,5,0,670,0,0,0,0,0,0,1,0
red,1,1,0,482.8,1,5,0,671,0,0,0,0,0,0,1,0
red,0,1,0,461.7,0,5,0,672,0,0,0,0,0,0,1,0
green,0,1,1,482.7,1,5,1,673,0,0,0,0,0,0,1,0
red,1,1,0,461.6,1,5,0,674,0,0,0,0,0,0,1,0
green,0,1,1,388.6,1,5,1,675,0,0,0,0,0,0,1,0
green,0,1,1,441.5,1,5,1,676,0,0,0,0,0,0,1,0
red,1,1,0,390.6,1,5,0,677,0,0,0,0,0,0,1,0
red,1,1,0,415.5,1,5,0,678,0,0,0,0,0,0,1,0
red,1,1,0,488.6,1,5,0,679,0,0,0,0,0,0,1,0
green,0,1,1,389.5,1,5,1,680,0,0,0,0,0,0,1,0
red,1,1,0,324.5,1,5,0,681,0,0,0,0,0,0,1,0
red,1,1,0,377.4,1,5,0,682,0,0,0,0,0,0,1,0
red,1,1,0,320.4,1,5,0,683,0,0,0,0,0,0,1,0
green,1,1,1,439.4,0,5,1,684,0,0,0,0,0,0,1,0
red,0,1,0,396.4,0,5,0,685,0,0,0,0,0,0,1,0
red,1,1,0,425.4,1,5,0,686,0,0,0,0,0,0,1,0
green,0,1,1,438.4,1,5,1,687,0,0,0,0,0,0,1,0
red,1,1,0,431.4,1,5,0,688,0,0,0,0,0,0,1,0
red,1,1,0,372.3,1,5,0,689,0,0,0,0,0,0,1,0
red,1,1,0,329.2,1,5,0,690,0,0,0,0,0,0,1,0
green,0,1,1,646.3,1,5,1,691,0,0,0,0,0,0,1,0
green,0,1,1,483.2,1,5,1,692,0,0,0,0,0,0,1,0
green,0,1,1,608.3,1,5,1,693,0,0,0,0,0,0,1,0
green,0,1,1,743.2,1,5,1,694,0,0,0,0,0,0,1,0
green,0,1,1,502.3,1,5,1,695,0,0,0,0,0,0,1,0
green,1,1,1,493.6,0,5,1,696,0,0,0,0,0,0,1,0
green,0,1,1,362.2,1,5,1,697,0,0,0,0,0,0,1,0
green,1,1,1,345.2,0,5,1,698,0,0,0,0,0,0,1,0
red,1,1,0,622.2,1,5,0,699,0,0,0,0,0,0,1,0
red,1,1,0,437.2,1,5,0,700,0,0,0,0,0,0,1,0
red,0,1,0,354.1,0,5,0,701,0,0,0,0,0,0,1,0
red,0,1,0,361.1,0,5,0,702,0,0,0,0,0,0,1,0
green,0,1,1,502.2,1,5,1,703,0,0,0,0,0,0,1,0
red,1,1,0,499.3,1,5,0,704,0,0,0,0,0,0,1,0
red,1,1,0,480.2,1,5,0,705,0,0,0,0,0,0,1,0
green,0,1,1,453.2,1,5,1,706,0,0,0,0,0,0,1,0
green,1,1,1,530.2,0,5,1,707,0,0,0,0,0,0,1,0
red,1,1,0,451.1,1,5,0,708,0,0,0,0,0,0,1,0
red,0,1,0,434.1,0,5,0,709,0,0,0,0,0,0,1,0
green,0,1,1,407,1,5,1,710,0,0,0,0,0,0,1,0
red,1,1,0,430,1,5,0,711,0,0,0,0,0,0,1,0
green,0,1,1,411.1,1,5,1,712,0,0,0,0,0,0,1,0
green,0,1,1,530,1,5,1,713,0,0,0,0,0,0,1,0
green,0,1,1,359,1,5,1,714,0,0,0,0,0,0,1,0
red,1,1,0,418,1,5,0,715,0,0,0,0,0,0,1,0
green,0,1,1,367,1,5,1,716,0,0,0,0,0,0,1,0
red,1,1,0,749.9,1,5,0,717,0,0,0,0,0,0,1,0
green,0,1,1,402.9,1,5,1,718,0,0,0,0,0,0,1,0
green,0,1,1,521.9,1,5,1,719,0,0,0,0,0,0,1,0
red,1,1,0,398.9,1,5,0,720,0,0,0,0,0,0,1,0
red,1,1,0,497.8,1,5,0,721,0,0,0,0,0,0,1,0
red,0,1,0,410.8,0,5,0,722,0,0,0,0,0,0,1,0
red,0,1,0,439.9,0,5,0,723,0,0,0,0,0,0,1,0
green,1,1,1,378.9,0,5,1,724,0,0,0,0,0,0,1,0
green,0,1,1,631.7,1,5,1,725,0,0,0,0,0,0,1,0
red,0,1,0,438.7,0,5,0,726,0,0,0,0,0,0,1,0
green,1,1,1,459.8,0,5,1,727,0,0,0,0,0,0,1,0
green,1,1,1,496.7,0,5,1,728,0,0,0,0,0,0,1,0
green,0,1,1,1037.7,1,5,1,729,0,0,0,0,0,0,1,0
green,1,1,1,370.8,0,5,1,730,0,0,0,0,0,0,1,0
red,1,1,0,505.7,1,5,0,731,0,0,0,0,0,0,1,0
green,1,1,1,406.7,0,5,1,732,0,0,0,0,0,0,1,0
green,1,1,1,371.7,0,5,1,733,0,0,0,0,0,0,1,0
red,0,1,0,552.7,0,5,0,734,0,0,0,0,0,0,1,0
green,1,1,1,517.7,0,5,1,735,0,0,0,0,0,0,1,0
red,0,1,0,396.8,0,5,0,736,0,0,0,0,0,0,1,0
green,0,1,1,513.7,1,5,1,737,0,0,0,0,0,0,1,0
red,0,1,0,432.7,0,5,0,738,0,0,0,0,0,0,1,0
red,0,1,0,479.7,0,5,0,739,0,0,0,0,0,0,1,0
red,0,1,0,436.7,0,5,0,740,0,0,0,0,0,0,1,0
green,1,1,1,463.5,0,5,1,741,0,0,0,0,0,0,1,0
red,1,1,0,500.5,1,5,0,742,0,0,0,0,0,0,1,0
red,0,1,0,355.5,0,5,0,743,0,0,0,0,0,0,1,0
red,1,1,0,432.5,1,5,0,744,0,0,0,0,0,0,1,0
green,1,1,1,565.5,0,5,1,745,0,0,0,0,0,0,1,0
green,1,1,1,382.5,0,5,1,746,0,0,0,0,0,0,1,0
red,0,1,0,547.4,0,5,0,747,0,0,0,0,0,0,1,0
green,1,1,1,370.4,0,5,1,748,0,0,0,0,0,0,1,0
green,1,1,1,353.4,0,5,1,749,0,0,0,0,0,0,1,0
red,0,1,0,350.4,0,5,0,750,0,0,0,0,0,0,1,0
red,0,1,0,323.3,0,5,0,751,0,0,0,0,0,0,1,0
red,0,1,0,336.3,0,5,0,752,0,0,0,0,0,0,1,0
green,1,1,1,495.7,0,5,1,753,0,0,0,0,0,0,1,0
green,1,1,1,390.3,0,5,1,754,0,0,0,0,0,0,1,0
green,1,1,1,411.2,0,5,1,755,0,0,0,0,0,0,1,0
red,0,1,0,402.2,0,5,0,756,0,0,0,0,0,0,1,0
red,0,1,0,353.2,0,5,0,757,0,0,0,0,0,0,1,0
green,0,1,1,494.2,1,5,1,758,0,0,0,0,0,0,1,0
red,0,1,0,371.4,0,5,0,759,0,0,0,0,0,0,1,0
green,1,1,1,362.2,0,5,1,760,0,0,0,0,0,0,1,0
green,1,1,1,439.2,0,5,1,761,0,0,0,0,0,0,1,0
green,1,1,1,356.1,0,5,1,762,0,0,0,0,0,0,1,0
red,0,1,0,411.1,0,5,0,763,0,0,0,0,0,0,1,0
red,1,1,0,472,1,5,0,764,0,0,0,0,0,0,1,0
green,1,1,1,415.1,0,5,1,765,0,0,0,0,0,0,1,0
