trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1, 1, T_Sinc, T_Sinc_UGRG, 668.9, hit, 2, 0
2, 1, T_Scon, T_Scon_DGRG, 408.2, hit, 2, 0
3, 1, T_Scon, T_Scon_DGRG, 351.6, hit, 2, 0
4, 1, T_Sinc, T_Sinc_UGRG, 327.1, hit, 2, 0
5, 1, T_Sinc, T_Sinc_UGRG, 326.5, hit, 2, 0
6, 1, T_Scon, T_Scon_DGRG, 342.0, hit, 2, 0
7, 1, T_Scon, T_Scon_URLR, 473.5, hit, 1, 0
8, 1, T_Scon, T_Scon_URLR, 340.8, hit, 1, 0
9, 1, T_Scon, T_Scon_URLR, 336.3, hit, 1, 0
10, 1, T_Sinc, T_Sinc_UGRG, 419.7, hit, 2, 0
11, 1, T_Scon, T_Scon_DGRG, 439.2, hit, 2, 0
12, 1, T_Scon, T_Scon_DGRG, 314.6, hit, 2, 0
13, 1, T_Scon, T_Scon_DGRG, 302.0, hit, 2, 0
14, 1, T_Sinc, T_Sinc_UGRG, 321.4, hit, 2, 0
15, 1, T_Scon, T_Scon_URLR, 400.9, hit, 1, 0
16, 1, T_Scon, T_Scon_URLR, 300.3, hit, 1, 0
17, 1, T_Scon, T_Scon_URLR, 359.7, hit, 1, 0
18, 1, T_Sinc, T_Sinc_DRLR, 411.2, hit, 1, 0
19, 1, T_Sinc, T_Sinc_DRLR, 294.6, hit, 1, 0
20, 1, T_Scon, T_Scon_DGRG, 414.1, hit, 2, 0
21, 1, T_Scon, T_Scon_URLR, 353.5, incorrect, 2, 1
22, 1, T_Scon, T_Scon_URLR, 356.9, incorrect, 2, 1
23, 1, T_Scon, T_Scon_DGRG, 560.4, hit, 2, 0
24, 1, T_Scon, T_Scon_DGRG, 583.8, hit, 2, 0
25, 1, T_Scon, T_Scon_URLR, 455.3, hit, 1, 0
26, 1, T_Scon, T_Scon_DGRG, 378.7, hit, 2, 0
27, 1, T_Sinc, T_Sinc_DRLR, 474.1, hit, 1, 0
28, 1, T_Scon, T_Scon_DGRG, 485.6, hit, 2, 0
29, 1, T_Sinc, T_Sinc_UGRG, 649.0, hit, 2, 0
30, 1, T_Sinc, T_Sinc_DRLR, 436.4, hit, 1, 0
