trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1,1, T_Scon, T_Scon_DGRG,373, incorrect,1,1
2,1, T_Sinc, T_Sinc_DRLR,472.5, hit,1,2
3,1, T_Scon, T_Scon_DGRG,323.8, hit,2,0
4,1, T_Sinc, T_Sinc_UGRG,423.3, hit,2,0
5,1, T_Scon, T_Scon_URLR,326.8, hit,1,0
6,1, T_Sinc, T_Sinc_UGRG,394.2, hit,2,0
7,1, T_Scon, T_Scon_DGRG,389.7, hit,2,0
8,1, T_Sinc, T_Sinc_UGRG,361, hit,2,0
9,1, T_Sinc, T_Sinc_DRLR,292.5, hit,1,0
10,1, T_Sinc, T_Sinc_DRLR,383.9, hit,1,0
11,1, T_Sinc, T_Sinc_UGRG,243.4, hit,2,0
12,1, T_Sinc, T_Sinc_DRLR,322.8, hit,1,0
13,1, T_Scon, T_Scon_URLR,278.2, hit,1,0
14,1, T_Sinc, T_Sinc_DRLR,345.6, hit,1,0
15,1, T_Sinc, T_Sinc_DRLR,301.1, hit,1,0
16,1, T_Scon, T_Scon_URLR,316.6, hit,1,0
17,1, T_Scon, T_Scon_URLR,303.9, hit,1,0
18,1, T_Sinc, T_Sinc_DRLR,323.4, hit,1,0
19,1, T_Scon, T_Scon_DGRG,290.8, hit,2,0
20,1, T_Sinc, T_Sinc_UGRG,314.3, hit,2,0
21,1, T_Sinc, T_Sinc_DRLR,345.7, hit,1,0
22,1, T_Scon, T_Scon_DGRG,465.1, hit,2,2
23,1, T_Sinc, T_Sinc_UGRG,404.6, hit,2,0
24,1, T_Scon, T_Scon_DGRG,360, hit,2,0
25,1, T_Sinc, T_Sinc_DRLR,319.5, hit,1,0
26,1, T_Sinc, T_Sinc_DRLR,290.9, hit,1,0
27,1, T_Scon, T_Scon_URLR,266.4, hit,1,0
28,1, T_Scon, T_Scon_DGRG,289.8, hit,2,0
29,1, T_Scon, T_Scon_URLR,285.2, hit,1,0
30,1, T_Scon, T_Scon_DGRG,256.6, hit,2,0
31,1, T_Scon, T_Scon_DGRG,308.1, hit,2,0
32,1, T_Scon, T_Scon_URLR,343.6, hit,1,0
33,1, T_Scon, T_Scon_DGRG,283, hit,2,0
