trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1,1, T_Sinc, T_Sinc_UGRG,524.3, hit,2,0
2,1, T_Sinc, T_Sinc_DRLR,387.7, hit,1,0
3,1, T_Sinc, T_Sinc_DRLR,399.1, incorrect,2,1
4,1, T_Sinc, T_Sinc_DRLR,482.6, hit,1,0
5,1, T_Sinc, T_Sinc_DRLR,394, hit,1,0
6,1, T_Sinc, T_Sinc_UGRG,369.5, hit,2,0
7,1, T_Scon, T_Scon_URLR,584.9, hit,1,0
8,1, T_Sinc, T_Sinc_UGRG,420.3, incorrect,1,1
9,1, T_Sinc, T_Sinc_DRLR,415.7, hit,1,0
10,1, T_Sinc, T_Sinc_DRLR,379.2, hit,1,0
11,1, T_Sinc, T_Sinc_UGRG,366.6, hit,2,0
12,1, T_Sinc, T_Sinc_DRLR,374.1, hit,1,0
13,1, T_Sinc, T_Sinc_UGRG,433.5, hit,2,0
14,1, T_Sinc, T_Sinc_DRLR,437, hit,1,0
15,1, T_Sinc, T_Sinc_DRLR,372.3, hit,1,0
16,1, T_Scon, T_Scon_URLR,527.8, hit,1,0
17,1, T_Sinc, T_Sinc_DRLR,351.2, hit,1,0
18,1, T_Sinc, T_Sinc_UGRG,474.7, hit,2,0
19,1, T_Scon, T_Scon_URLR,478.1, hit,1,0
20,1, T_Sinc, T_Sinc_UGRG,505.6, hit,2,0
21,1, T_Sinc, T_Sinc_DRLR,345.1, hit,1,0
22,1, T_Sinc, T_Sinc_DRLR,292.5, hit,1,0
23,1, T_Sinc, T_Sinc_DRLR,355.9, hit,1,0
24,1, T_Scon, T_Scon_URLR,383.3, incorrect,2,1
25,1, T_Sinc, T_Sinc_UGRG,450.8, hit,2,0
26,1, T_Sinc, T_Sinc_DRLR,410.2, hit,1,0
27,1, T_Sinc, T_Sinc_DRLR,453.6, hit,1,0
28,1, T_Sinc, T_Sinc_DRLR,529.1, hit,1,0
29,1, T_Sinc, T_Sinc_UGRG,380.5, hit,2,0
30,1, T_Sinc, T_Sinc_UGRG,504, hit,2,0
31,1, T_Sinc, T_Sinc_UGRG,367.4, hit,2,0
32,1, T_Sinc, T_Sinc_UGRG,354.8, hit,2,0
33,1, T_Scon, T_Scon_URLR,390.3, hit,1,0
34,1, T_Sinc, T_Sinc_UGRG,449.7, hit,2,0
35,1, T_Sinc, T_Sinc_UGRG,525.2, hit,2,0
36,1, T_Sinc, T_Sinc_DRLR,448.6, hit,1,0
37,1, T_Sinc, T_Sinc_DRLR,591.8, hit,1,0
38,1, T_Sinc, T_Sinc_DRLR,315.2, hit,1,0
39,1, T_Sinc, T_Sinc_DRLR,366.6, hit,1,0
40,1, T_Scon, T_Scon_URLR,498, hit,1,0
41,1, T_Sinc, T_Sinc_UGRG,445.5, hit,2,0
42,1, T_Scon, T_Scon_DGRG,333, hit,2,0
43,1, T_Sinc, T_Sinc_DRLR,640.3, incorrect,2,1
44,1, T_Sinc, T_Sinc_DRLR,303.7, hit,1,0
45,1, T_Scon, T_Scon_DGRG,363.2, incorrect,1,1
46,1, T_Scon, T_Scon_URLR,406.6, hit,1,0
47,1, T_Sinc, T_Sinc_UGRG,498.1, hit,2,0
48,1, T_Scon, T_Scon_DGRG,629.5, hit,2,0
49,1, T_Sinc, T_Sinc_UGRG,353, hit,2,0
50,1, T_Sinc, T_Sinc_UGRG,388.4, hit,2,0
51,1, T_Sinc, T_Sinc_UGRG,375.8, hit,2,0
52,1, T_Scon, T_Scon_URLR,435.3, hit,1,0
