trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1, 1, T_Scon, T_Scon_URLR, 633.0, hit, 1, 0
2, 1, T_Scon, T_Scon_DGRG, 436.5, hit, 2, 0
3, 1, T_Scon, T_Scon_URLR, 511.9, hit, 1, 0
4, 1, T_Scon, T_Scon_URLR, 419.2, hit, 1, 0
5, 1, T_Scon, T_Scon_DGRG, 370.7, hit, 2, 0
6, 1, T_Sinc, T_Sinc_UGRG, 806.2, incorrect, 1, 1
7, 1, T_Scon, T_Scon_DGRG, 521.6, hit, 2, 0
8, 1, T_Scon, T_Scon_DGRG, 409.0, hit, 2, 0
9, 1, T_Scon, T_Scon_DGRG, 396.5, hit, 2, 0
10, 1, T_Sinc, T_Sinc_DRLR, 408.0, hit, 1, 0
11, 1, T_Sinc, T_Sinc_UGRG, 439.4, hit, 2, 0
12, 1, T_Sinc, T_Sinc_DRLR, 418.8, hit, 1, 0
13, 1, T_Scon, T_Scon_DGRG, 266.2, hit, 2, 0
14, 1, T_Scon, T_Scon_URLR, 413.7, hit, 1, 0
15, 1, T_Scon, T_Scon_DGRG, 377.1, hit, 2, 0
16, 1, T_Sinc, T_Sinc_UGRG, 500.5, hit, 2, 0
17, 1, T_Scon, T_Scon_URLR, 376.0, hit, 1, 0
18, 1, T_Scon, T_Scon_DGRG, 339.3, hit, 2, 0
19, 1, T_Scon, T_Scon_URLR, 510.8, hit, 1, 0
20, 1, T_Scon, T_Scon_DGRG, 338.3, hit, 2, 0
21, 1, T_Scon, T_Scon_URLR, 381.8, hit, 1, 0
22, 1, T_Scon, T_Scon_URLR, 393.1, hit, 1, 0
23, 1, T_Sinc, T_Sinc_DRLR, 400.6, hit, 1, 0
24, 1, T_Sinc, T_Sinc_DRLR, 356.0, hit, 1, 0
25, 1, T_Scon, T_Scon_URLR, 343.5, hit, 1, 0
26, 1, T_Sinc, T_Sinc_UGRG, 294.9, hit, 2, 0
27, 1, T_Scon, T_Scon_DGRG, 298.3, hit, 2, 0
28, 1, T_Scon, T_Scon_DGRG, 277.8, hit, 2, 0
29, 1, T_Sinc, T_Sinc_DRLR, 405.3, hit, 1, 0
30, 1, T_Scon, T_Scon_URLR, 720.6, hit, 1, 2
31, 1, T_Sinc, T_Sinc_DRLR, 652.1, hit, 1, 0
32, 1, T_Sinc, T_Sinc_DRLR, 399.6, hit, 1, 0
33, 1, T_Scon, T_Scon_URLR, 467.0, hit, 1, 0
34, 1, T_Sinc, T_Sinc_UGRG, 414.5, hit, 2, 0
35, 1, T_Scon, T_Scon_DGRG, 341.8, hit, 2, 0
36, 1, T_Scon, T_Scon_URLR, 325.3, hit, 1, 0
37, 1, T_Scon, T_Scon_DGRG, 812.5, incorrect, 1, 1
38, 1, T_Scon, T_Scon_DGRG, 423.9, hit, 2, 0
39, 1, T_Scon, T_Scon_URLR, 371.3, hit, 1, 0
40, 1, T_Sinc, T_Sinc_UGRG, 630.8, hit, 2, 0
41, 1, T_Sinc, T_Sinc_DRLR, 466.3, hit, 1, 0
42, 1, T_Scon, T_Scon_URLR, 493.6, hit, 1, 0
43, 1, T_Scon, T_Scon_DGRG, 449.1, hit, 2, 0
44, 1, T_Scon, T_Scon_URLR, 428.6, hit, 1, 0
45, 1, T_Scon, T_Scon_URLR, 400.0, hit, 1, 0
46, 1, T_Sinc, T_Sinc_DRLR, 503.4, hit, 1, 0
47, 1, T_Scon, T_Scon_DGRG, 386.9, hit, 2, 0
48, 1, T_Sinc, T_Sinc_DRLR, 358.3, hit, 1, 0
49, 1, T_Scon, T_Scon_URLR, 421.7, hit, 1, 0
50, 1, T_Scon, T_Scon_URLR, 353.1, hit, 1, 0
51, 1, T_Scon, T_Scon_URLR, 388.6, hit, 1, 0
52, 1, T_Scon, T_Scon_URLR, 328.1, hit, 1, 0
53, 1, T_Scon, T_Scon_URLR, 283.5, hit, 1, 0
54, 1, T_Sinc, T_Sinc_UGRG, 442.9, hit, 2, 0
55, 1, T_Scon, T_Scon_URLR, 350.4, hit, 1, 0
56, 1, T_Scon, T_Scon_URLR, 409.8, incorrect, 2, 1
57, 1, T_Scon, T_Scon_URLR, 437.2, hit, 1, 0
58, 1, T_Sinc, T_Sinc_DRLR, 464.7, hit, 1, 0
59, 1, T_Scon, T_Scon_URLR, 316.1, hit, 1, 0
60, 1, T_Scon, T_Scon_DGRG, 359.6, hit, 2, 0
61, 1, T_Sinc, T_Sinc_UGRG, 335.0, hit, 2, 0
62, 1, T_Scon, T_Scon_DGRG, 378.4, hit, 2, 0
63, 1, T_Sinc, T_Sinc_DRLR, 373.9, hit, 1, 0
64, 1, T_Sinc, T_Sinc_UGRG, 441.3, hit, 2, 0
65, 1, T_Sinc, T_Sinc_UGRG, 376.7, hit, 2, 0
66, 1, T_Sinc, T_Sinc_UGRG, 360.2, hit, 2, 0
67, 1, T_Scon, T_Scon_DGRG, 359.6, hit, 2, 0
68, 1, T_Scon, T_Scon_DGRG, 303.1, hit, 2, 0
69, 1, T_Scon, T_Scon_DGRG, 294.5, hit, 2, 0
70, 1, T_Scon, T_Scon_URLR, 321.9, hit, 1, 0
71, 1, T_Scon, T_Scon_DGRG, 345.4, hit, 2, 0
72, 1, T_Scon, T_Scon_URLR, 324.9, hit, 1, 0
73, 1, T_Scon, T_Scon_URLR, 396.0, hit, 1, 0
74, 1, T_Scon, T_Scon_DGRG, 367.4, hit, 2, 0
75, 1, T_Scon, T_Scon_URLR, 378.9, hit, 1, 0
76, 1, T_Scon, T_Scon_URLR, 374.3, hit, 1, 0
77, 1, T_Scon, T_Scon_DGRG, 269.7, hit, 2, 0
78, 1, T_Scon, T_Scon_URLR, 321.2, hit, 1, 0
79, 1, T_Sinc, T_Sinc_UGRG, 424.6, hit, 2, 0
80, 1, T_Sinc, T_Sinc_DRLR, 380.0, hit, 1, 0
81, 1, T_Scon, T_Scon_URLR, 387.5, hit, 1, 0
82, 1, T_Scon, T_Scon_URLR, 498.9, hit, 1, 0
83, 1, T_Scon, T_Scon_DGRG, 378.4, hit, 2, 0
84, 1, T_Scon, T_Scon_URLR, 293.8, hit, 1, 0
85, 1, T_Sinc, T_Sinc_UGRG, 485.2, hit, 2, 0
86, 1, T_Scon, T_Scon_URLR, 352.7, hit, 1, 0
87, 1, T_Scon, T_Scon_URLR, 388.2, hit, 1, 0
88, 1, T_Scon, T_Scon_DGRG, 375.5, hit, 2, 0
89, 1, T_Scon, T_Scon_DGRG, 331.0, hit, 2, 0
90, 1, T_Scon, T_Scon_DGRG, 330.4, hit, 2, 0
91, 1, T_Sinc, T_Sinc_DRLR, 425.9, hit, 1, 0
92, 1, T_Sinc, T_Sinc_DRLR, 397.3, hit, 1, 0
93, 1, T_Scon, T_Scon_URLR, 384.8, incorrect, 2, 1
94, 1, T_Scon, T_Scon_DGRG, 404.2, hit, 2, 0
95, 1, T_Scon, T_Scon_DGRG, 491.7, hit, 2, 0
96, 1, T_Scon, T_Scon_DGRG, 295.0, hit, 2, 0
97, 1, T_Scon, T_Scon_URLR, 362.5, hit, 1, 0
98, 1, T_Scon, T_Scon_DGRG, 294.0, hit, 2, 0
99, 1, T_Scon, T_Scon_URLR, 253.4, hit, 1, 0
100, 1, T_Scon, T_Scon_URLR, 336.8, incorrect, 2, 1
101, 1, T_Scon, T_Scon_DGRG, 528.2, hit, 2, 0
102, 1, T_Scon, T_Scon_DGRG, 407.7, hit, 2, 0
103, 1, T_Scon, T_Scon_URLR, 399.1, hit, 1, 0
104, 1, T_Scon, T_Scon_URLR, 338.5, hit, 1, 0
105, 1, T_Scon, T_Scon_URLR, 346.0, hit, 1, 0
106, 1, T_Scon, T_Scon_URLR, 585.5, hit, 1, 0
107, 1, T_Scon, T_Scon_DGRG, 364.9, hit, 2, 0
108, 1, T_Scon, T_Scon_URLR, 320.3, hit, 1, 0
109, 1, T_Scon, T_Scon_DGRG, 551.5, incorrect, 1, 1
110, 1, T_Sinc, T_Sinc_UGRG, 339.0, hit, 2, 0
111, 1, T_Scon, T_Scon_URLR, 402.3, hit, 1, 0
112, 1, T_Sinc, T_Sinc_DRLR, 473.8, hit, 1, 0
113, 1, T_Scon, T_Scon_DGRG, 613.3, incorrect, 1, 1
114, 1, T_Sinc, T_Sinc_UGRG, 408.6, hit, 2, 0
115, 1, T_Sinc, T_Sinc_DRLR, 460.1, hit, 1, 0
116, 1, T_Scon, T_Scon_URLR, 595.6, hit, 1, 0
117, 1, T_Scon, T_Scon_DGRG, 391.0, hit, 2, 0
118, 1, T_Scon, T_Scon_DGRG, 862.4, hit, 2, 2
119, 1, T_Scon, T_Scon_URLR, 425.8, hit, 1, 0
120, 1, T_Sinc, T_Sinc_UGRG, 401.3, hit, 2, 0
121, 1, T_Scon, T_Scon_DGRG, 388.7, hit, 2, 0
122, 1, T_Scon, T_Scon_DGRG, 360.2, hit, 2, 0
123, 1, T_Scon, T_Scon_DGRG, 363.6, hit, 2, 0
124, 1, T_Scon, T_Scon_DGRG, 383.0, hit, 2, 0
125, 1, T_Scon, T_Scon_URLR, 386.4, hit, 1, 0
126, 1, T_Scon, T_Scon_URLR, 433.9, hit, 1, 0
127, 1, T_Scon, T_Scon_DGRG, 333.4, hit, 2, 0
128, 1, T_Scon, T_Scon_DGRG, 292.8, hit, 2, 0
129, 1, T_Scon, T_Scon_DGRG, 412.2, hit, 2, 0
130, 1, T_Scon, T_Scon_URLR, 367.7, hit, 1, 0
131, 1, T_Scon, T_Scon_URLR, 459.1, hit, 1, 0
132, 1, T_Sinc, T_Sinc_UGRG, 566.5, hit, 2, 0
133, 1, T_Scon, T_Scon_DGRG, 445.9, hit, 2, 0
134, 1, T_Scon, T_Scon_DGRG, 377.4, hit, 2, 0
135, 1, T_Scon, T_Scon_DGRG, 316.9, hit, 2, 0
136, 1, T_Scon, T_Scon_DGRG, 340.3, hit, 2, 0
137, 1, T_Sinc, T_Sinc_UGRG, 499.7, hit, 2, 0
138, 1, T_Scon, T_Scon_DGRG, 283.2, hit, 2, 0
139, 1, T_Scon, T_Scon_DGRG, 302.6, hit, 2, 0
140, 1, T_Scon, T_Scon_URLR, 322.0, hit, 1, 0
141, 1, T_Scon, T_Scon_DGRG, 233.5, hit, 2, 0
142, 1, T_Scon, T_Scon_DGRG, 324.9, hit, 2, 0
143, 1, T_Sinc, T_Sinc_DRLR, 392.3, hit, 1, 0
