trial_index, RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3, error_outlier,nblock,postError
1,366.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
2,478.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
3,329.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
4,361.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
5,380.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
6,308.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
7,299.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
8,270.9,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
9,438.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
10,529.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
11,405.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0
12,512.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1
13,372.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
14,407.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
15,402.9,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
16,470.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
17,361.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
18,393.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
19,376.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
20,356.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
21,335.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
22,371.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
23,366.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
24,569.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
25,277.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
26,560.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
27,360.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0
28,343.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
29,299.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
30,358.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0
