trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1, 1, T_Scon, T_Scon_DRRR, 366.8, hit, 2, 0
2, 1, T_Scon, T_Scon_DRRR, 478.3, hit, 2, 0
3, 1, T_Scon, T_Scon_UGLG, 329.7, hit, 1, 0
4, 1, T_Sinc, T_Sinc_DGLG, 361.1, hit, 1, 0
5, 1, T_Scon, T_Scon_UGLG, 380.6, hit, 1, 0
6, 1, T_Scon, T_Scon_DRRR, 308.1, hit, 2, 0
7, 1, T_Scon, T_Scon_UGLG, 299.4, hit, 1, 0
8, 1, T_Scon, T_Scon_DRRR, 270.9, hit, 2, 0
9, 1, T_Scon, T_Scon_UGLG, 438.3, hit, 1, 0
10, 1, T_Scon, T_Scon_DRRR, 529.7, hit, 2, 0
11, 1, T_Scon, T_Scon_DRRR, 405.2, incorrect, 1, 1
12, 1, T_Scon, T_Scon_UGLG, 512.6, hit, 1, 0
13, 1, T_Sinc, T_Sinc_URRR, 372.0, hit, 2, 0
14, 1, T_Scon, T_Scon_UGLG, 407.5, hit, 1, 0
15, 1, T_Scon, T_Scon_DRRR, 402.9, hit, 2, 0
16, 1, T_Scon, T_Scon_DRRR, 470.3, hit, 2, 0
17, 1, T_Scon, T_Scon_UGLG, 361.8, hit, 1, 0
18, 1, T_Scon, T_Scon_UGLG, 393.2, hit, 1, 0
19, 1, T_Scon, T_Scon_UGLG, 376.6, hit, 1, 0
20, 1, T_Sinc, T_Sinc_DGLG, 356.1, hit, 1, 0
21, 1, T_Scon, T_Scon_DRRR, 335.5, hit, 2, 0
22, 1, T_Sinc, T_Sinc_URRR, 371.0, hit, 2, 0
23, 1, T_Sinc, T_Sinc_DGLG, 366.3, hit, 1, 0
24, 1, T_Scon, T_Scon_DRRR, 569.8, hit, 2, 0
25, 1, T_Scon, T_Scon_UGLG, 277.3, hit, 1, 0
26, 1, T_Sinc, T_Sinc_URRR, 560.7, hit, 2, 0
27, 1, T_Scon, T_Scon_DRRR, 360.1, hit, 2, 0
28, 1, T_Scon, T_Scon_UGLG, 343.5, hit, 1, 0
29, 1, T_Scon, T_Scon_UGLG, 299.0, hit, 1, 0
30, 1, T_Sinc, T_Sinc_DGLG, 358.4, hit, 1, 0
31, 1, T_Sinc, T_Sinc_URRR, 397.9, hit, 2, 0
32, 1, T_Sinc, T_Sinc_URRR, 321.4, hit, 2, 0
33, 1, T_Scon, T_Scon_UGLG, 356.7, hit, 1, 0
34, 1, T_Scon, T_Scon_UGLG, 432.2, hit, 1, 0
35, 1, T_Scon, T_Scon_UGLG, 403.6, hit, 1, 0
36, 1, T_Sinc, T_Sinc_URRR, 367.0, hit, 2, 0
37, 1, T_Scon, T_Scon_DRRR, 538.2, hit, 2, 0
38, 1, T_Scon, T_Scon_DRRR, 533.7, hit, 2, 0
39, 1, T_Scon, T_Scon_DRRR, 353.0, hit, 2, 0
40, 1, T_Scon, T_Scon_DRRR, 344.5, hit, 2, 0
41, 1, T_Scon, T_Scon_DRRR, 364.0, hit, 2, 0
42, 1, T_Sinc, T_Sinc_DGLG, 411.4, hit, 1, 0
43, 1, T_Scon, T_Scon_DRRR, 342.8, hit, 2, 0
44, 1, T_Scon, T_Scon_UGLG, 374.3, hit, 1, 0
45, 1, T_Sinc, T_Sinc_URRR, 361.8, hit, 2, 0
46, 1, T_Scon, T_Scon_DRRR, 381.1, hit, 2, 0
47, 1, T_Scon, T_Scon_UGLG, 820.6, hit, 1, 2
48, 1, T_Scon, T_Scon_DRRR, 344.1, hit, 2, 0
49, 1, T_Scon, T_Scon_UGLG, 403.4, hit, 1, 0
50, 1, T_Scon, T_Scon_DRRR, 378.9, hit, 2, 0
51, 1, T_Scon, T_Scon_UGLG, 310.4, hit, 1, 0
52, 1, T_Scon, T_Scon_UGLG, 349.8, hit, 1, 0
53, 1, T_Sinc, T_Sinc_DGLG, 425.2, hit, 1, 0
54, 1, T_Scon, T_Scon_DRRR, 308.7, hit, 2, 0
55, 1, T_Scon, T_Scon_DRRR, 352.0, hit, 2, 0
56, 1, T_Scon, T_Scon_UGLG, 251.5, hit, 1, 0
57, 1, T_Scon, T_Scon_UGLG, 639.0, hit, 1, 0
58, 1, T_Scon, T_Scon_UGLG, 414.4, incorrect, 2, 1
59, 1, T_Scon, T_Scon_UGLG, 409.8, hit, 1, 0
60, 1, T_Scon, T_Scon_DRRR, 357.3, hit, 2, 0
61, 1, T_Sinc, T_Sinc_DGLG, 416.7, hit, 1, 0
62, 1, T_Sinc, T_Sinc_URRR, 452.1, hit, 2, 0
63, 1, T_Sinc, T_Sinc_DGLG, 431.6, hit, 1, 0
64, 1, T_Scon, T_Scon_DRRR, 379.0, hit, 2, 0
65, 1, T_Scon, T_Scon_UGLG, 430.5, hit, 1, 0
66, 1, T_Sinc, T_Sinc_DGLG, 393.9, hit, 1, 0
67, 1, T_Sinc, T_Sinc_DGLG, 393.3, hit, 1, 0
68, 1, T_Scon, T_Scon_DRRR, 420.8, hit, 2, 0
69, 1, T_Scon, T_Scon_UGLG, 340.1, hit, 1, 0
70, 1, T_Scon, T_Scon_UGLG, 431.6, incorrect, 2, 1
71, 1, T_Scon, T_Scon_DRRR, 379.1, hit, 2, 0
72, 1, T_Sinc, T_Sinc_DGLG, 306.5, hit, 1, 0
73, 1, T_Scon, T_Scon_DRRR, 541.7, hit, 2, 0
74, 1, T_Scon, T_Scon_DRRR, 325.1, hit, 2, 0
75, 1, T_Sinc, T_Sinc_URRR, 396.6, hit, 2, 0
76, 1, T_Scon, T_Scon_UGLG, 447.9, incorrect, 2, 1
77, 1, T_Scon, T_Scon_UGLG, 519.4, hit, 1, 0
78, 1, T_Scon, T_Scon_UGLG, 382.9, hit, 1, 0
79, 1, T_Sinc, T_Sinc_DGLG, 442.2, hit, 1, 0
80, 1, T_Scon, T_Scon_DRRR, 421.7, hit, 2, 0
81, 1, T_Scon, T_Scon_UGLG, 513.2, hit, 1, 0
82, 1, T_Scon, T_Scon_UGLG, 332.5, hit, 1, 0
83, 1, T_Scon, T_Scon_DRRR, 392.0, hit, 2, 0
84, 1, T_Scon, T_Scon_UGLG, 723.5, hit, 1, 0
85, 1, T_Scon, T_Scon_UGLG, 454.9, hit, 1, 0
86, 1, T_Sinc, T_Sinc_URRR, 386.3, hit, 2, 0
87, 1, T_Scon, T_Scon_UGLG, 485.8, hit, 1, 0
88, 1, T_Scon, T_Scon_DRRR, 369.2, hit, 2, 0
89, 1, T_Sinc, T_Sinc_DGLG, 432.6, incorrect, 2, 1
90, 1, T_Scon, T_Scon_DRRR, 572.1, hit, 2, 0
91, 1, T_Scon, T_Scon_DRRR, 923.5, hit, 2, 2
