trial_index, block, condition, full_condition_code, RT, response_type, response_key, error_outlier
1,1, T_Scon, T_Scon_UGLG,376.1, hit,1,0
2,1, T_Scon, T_Scon_UGLG,383.4, hit,1,0
3,1, T_Scon, T_Scon_DRRR,386.9, hit,2,0
4,1, T_Sinc, T_Sinc_URRR,414.3, hit,2,0
5,1, T_Scon, T_Scon_DRRR,397.7, hit,2,0
6,1, T_Sinc, T_Sinc_URRR,393.2, hit,2,0
7,1, T_Scon, T_Scon_UGLG,420.7, hit,1,0
8,1, T_Scon, T_Scon_DRRR,348.1, hit,2,0
9,1, T_Sinc, T_Sinc_DGLG,399.5, hit,1,0
10,1, T_Sinc, T_Sinc_URRR,383, hit,2,0
11,1, T_Scon, T_Scon_UGLG,278.3, hit,1,0
12,1, T_Sinc, T_Sinc_DGLG,285.8, incorrect,2,1
13,1, T_Sinc, T_Sinc_URRR,293.2, incorrect,1,1
14,1, T_Scon, T_Scon_DRRR,352.7, hit,2,0
15,1, T_Scon, T_Scon_UGLG,372.1, hit,1,0
16,1, T_Scon, T_Scon_UGLG,439.5, hit,1,0
17,1, T_Scon, T_Scon_DRRR,431.1, hit,2,0
18,1, T_Scon, T_Scon_UGLG,254.5, hit,1,0
19,1, T_Scon, T_Scon_DRRR,281.9, hit,2,0
20,1, T_Scon, T_Scon_UGLG,465.2, hit,1,0
21,1, T_Scon, T_Scon_DRRR,420.7, hit,2,0
22,1, T_Scon, T_Scon_UGLG,332.1, hit,1,0
23,1, T_Scon, T_Scon_UGLG,319.6, hit,1,0
24,1, T_Scon, T_Scon_DRRR,327, hit,2,0
25,1, T_Scon, T_Scon_DRRR,386.5, hit,2,0
26,1, T_Scon, T_Scon_UGLG,369.9, hit,1,0
27,1, T_Scon, T_Scon_DRRR,365.4, hit,2,0
28,1, T_Sinc, T_Sinc_DGLG,388.9, incorrect,2,1
29,1, T_Scon, T_Scon_UGLG,320.3, hit,1,0
30,1, T_Scon, T_Scon_DRRR,355.7, hit,2,0
31,1, T_Scon, T_Scon_DRRR,335.2, hit,2,0
32,1, T_Scon, T_Scon_DRRR,382.6, hit,2,0
33,1, T_Scon, T_Scon_DRRR,450.1, hit,2,0
34,1, T_Scon, T_Scon_UGLG,489.5, hit,1,0
35,1, T_Sinc, T_Sinc_DGLG,484.9, hit,1,0
36,1, T_Scon, T_Scon_UGLG,272.3, hit,1,0
37,1, T_Sinc, T_Sinc_DGLG,435.6, hit,1,0
38,1, T_Sinc, T_Sinc_URRR,375, hit,2,0
39,1, T_Scon, T_Scon_DRRR,338.4, hit,2,0
40,1, T_Scon, T_Scon_UGLG,357.9, hit,1,0
41,1, T_Scon, T_Scon_DRRR,333.2, hit,2,0
42,1, T_Scon, T_Scon_DRRR,332.7, incorrect,1,1
43,1, T_Scon, T_Scon_UGLG,320.1, hit,1,0
44,1, T_Scon, T_Scon_DRRR,499.6, hit,2,0
45,1, T_Scon, T_Scon_DRRR,367, hit,2,0
46,1, T_Sinc, T_Sinc_URRR,514.5, hit,2,0
47,1, T_Scon, T_Scon_DRRR,481.9, hit,2,0
48,1, T_Scon, T_Scon_UGLG,357.4, hit,1,0
49,1, T_Scon, T_Scon_UGLG,328.7, hit,1,0
50,1, T_Scon, T_Scon_UGLG,324.2, hit,1,0
51,1, T_Scon, T_Scon_DRRR,323.6, hit,2,0
52,1, T_Sinc, T_Sinc_URRR,443.1, hit,2,0
53,1, T_Scon, T_Scon_UGLG,406.5, hit,1,0
54,1, T_Scon, T_Scon_UGLG,409.9, hit,1,0
55,1, T_Scon, T_Scon_UGLG,337.4, hit,1,0
56,1, T_Scon, T_Scon_DRRR,340.8, hit,2,0
57,1, T_Scon, T_Scon_DRRR,260.2, hit,2,0
58,1, T_Sinc, T_Sinc_DGLG,583.6, hit,1,0
59,1, T_Scon, T_Scon_DRRR,363.1, hit,2,0
60,1, T_Scon, T_Scon_UGLG,390.5, hit,1,0
61,1, T_Scon, T_Scon_DRRR,338, hit,2,0
62,1, T_Scon, T_Scon_UGLG,369.4, hit,1,0
63,1, T_Sinc, T_Sinc_DGLG,408.9, hit,1,0
64,1, T_Scon, T_Scon_DRRR,344.2, hit,2,0
65,1, T_Sinc, T_Sinc_DGLG,459.7, hit,1,0
