,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-31.318550960006572,12.773412411968415,23.82984370236886,-2.6033380252020084,260.5330150705951,220.3242001381271,222.81510043988993,228.23213346120218,231.8838914478022,292.82466020291406,262.38210271915693,281.56560956965086,259.99554188172243,277.0685620389768,259.8905521456145,235.0667677274941,274.91963336962135,-31.31855096000656,12.773412411969037,23.82984370236868,-2.6033380252020013,260.53301507059507,220.32420013812657,222.8151004398901,228.23213346120247,231.88389144780223,292.82466020291395,262.38210271915693,281.56560956965086,259.99554188172226,277.0685620389766,259.89055214561466,235.0667677274942,274.9196333696214,0.0007717290800285928,0.04481978852308775,2.5149217525969447e-06,0.8291577187892243,5.325366067011282e-118,1.6175986080708153e-113,9.185180007235255e-90,3.796846588639874e-130,9.636825880660505e-51,2.239119525228921e-63,1.2605239276894438e-87,5.630461134080171e-51,1.748816485099789e-45,4.36263390788299e-124,1.571800828261579e-69,1.3900184009987659e-66,5.906474568641139e-74,0.0007717290800285966,0.044819788523077095,2.514921752597395e-06,0.8291577187892247,5.325366067012191e-118,1.6175986080721047e-113,9.185180007234468e-90,3.796846588639659e-130,9.636825880663118e-51,2.2391195252289846e-63,1.2605239276895157e-87,5.630461134079768e-51,1.748816485100039e-45,4.362633907883486e-124,1.5718008282613553e-69,1.390018400998647e-66,5.906474568641139e-74,0.13279007657393738,-5194.738617036286,10393.477234072572,10402.883610299054,20129.622405801198,SR_Q_V_WOB,0.139178234612201,0.4224072817642209,sub_3
