,stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,1,1,0,497.3,0,1,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5
1,0,1,1,448.1,0,2,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.7072286496232463,0.29277135037675367,-0.5,0.5,0.0,0.0
2,1,1,0,397.0,0,3,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7072079267582839,0.29277135037675367,0.7072286496232463,0.7072079267582839,0.29279207324171597,0.0,0.0,0.2927920732417161,-0.29279207324171597
3,0,1,1,450.0,0,4,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7072079267582839,0.29279207324171597,0.7072079267582839,0.8285577386748268,0.1714422613251731,-0.29279207324171597,0.2927920732417161,0.0,0.0
4,0,1,0,366.9,1,5,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1714422613251731,0.1714422613251731,0.8285577386748268,0.8285248829009594,0.1714751170990406,0.8285577386748268,-0.8285577386748268,0.0,0.0
5,1,1,0,379.9,0,6,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8284920304126693,0.5148440639661231,0.48515593603387686,0.8284920304126693,0.1715079695873307,0.0,0.0,0.17150796958733072,-0.1715079695873307
6,0,1,1,337.0,0,7,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4851574204402735,0.5148425795597266,0.4851574204402735,0.8995747602870839,0.10042523971291602,-0.5148425795597266,0.5148425795597265,0.0,0.0
7,0,1,1,398.1,0,8,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6985376855016953,0.30146231449830474,0.6985376855016953,0.8995348028110552,0.10046519718894473,-0.30146231449830474,0.30146231449830474,0.0,0.0
8,1,1,0,357.0,0,9,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8994948493307742,0.17651905780674057,0.8234809421932594,0.8994948493307742,0.10050515066922583,0.0,0.0,0.10050515066922583,-0.10050515066922583
9,1,1,0,337.9,0,10,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9411499426375033,0.17655140590095988,0.82344859409904,0.9411499426375033,0.05885005736249667,0.0,0.0,0.05885005736249671,-0.05885005736249667
10,1,1,0,423.0,0,11,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9655407784724649,0.17658375076036978,0.8234162492396301,0.9655407784724649,0.034459221527535125,0.0,0.0,0.03445922152753511,-0.034459221527535125
11,1,1,0,341.9,0,12,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9798226543609037,0.17661609238529374,0.8233839076147061,0.9798226543609037,0.020177345639096317,0.0,0.0,0.020177345639096345,-0.020177345639096317
12,0,1,0,340.9,1,13,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17664843077605522,0.17664843077605522,0.8233515692239447,0.9881853025404466,0.01181469745955346,0.8233515692239448,-0.8233515692239447,0.0,0.0
13,0,1,1,353.8,0,14,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48210750151302695,0.517892498486973,0.48210750151302695,0.9881364840101925,0.011863515989807505,-0.517892498486973,0.517892498486973,0.0,0.0
14,0,1,1,448.8,0,15,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6967518277359561,0.3032481722640439,0.6967518277359561,0.9880876703617915,0.011912329638208524,-0.3032481722640439,0.3032481722640439,0.0,0.0
15,1,1,0,337.8,0,16,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9880388615947553,0.1775647537860531,0.8224352462139469,0.9880388615947553,0.011961138405244702,0.0,0.0,0.011961138405244709,-0.011961138405244702
16,1,1,0,385.0,0,17,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9929962427141065,0.1775969973106745,0.8224030026893255,0.9929962427141065,0.007003757285893483,0.0,0.0,0.00700375728589353,-0.007003757285893483
17,1,1,0,365.8,0,18,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9958990010433958,0.17762923761094343,0.8223707623890566,0.9958990010433958,0.004100998956604124,0.0,0.0,0.004100998956604207,-0.004100998956604124
18,1,1,0,322.7,0,19,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9975986899951627,0.17766147468718232,0.8223385253128177,0.9975986899951627,0.002401310004837294,0.0,0.0,0.0024013100048373426,-0.002401310004837294
19,0,1,0,383.8,1,20,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1776937085397136,0.1776937085397136,0.8223062914602864,0.9985939304544211,0.0014060695455788469,0.8223062914602863,-0.8223062914602864,0.0,0.0
20,1,1,1,358.7,1,21,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.001455928938624289,0.5185045532517432,0.4814954467482569,0.9985440710613757,0.001455928938624289,0.0,0.0,-0.9985440710613757,0.9985440710613757
