,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-134.2028866092681,13.439224032862047,-12.915491749562303,84.78302853988569,231.21153560216698,197.10089224511492,194.2973249901072,171.92114246391108,167.62265965910473,167.4038533699994,177.32255379902784,169.68073530940362,179.5116017864877,179.2702210102082,191.76831227730958,187.3999144494098,177.96339625378494,-134.20288660926778,13.439224032861578,-12.915491749562282,84.78302853988598,231.21153560216732,197.1008922451144,194.29732499010748,171.92114246391108,167.62265965910473,167.40385336999938,177.3225537990278,169.68073530940353,179.5116017864877,179.27022101020845,191.76831227730946,187.39991444940995,177.96339625378494,5.5405251106125936e-24,0.00025509245546752123,1.1062144644104027e-05,0.0077742391475047,2.5129222321688653e-152,2.3481864017311787e-113,1.034504600617219e-117,2.545893107374246e-93,9.255693027806025e-60,1.1365130152651474e-56,2.1241333388530705e-86,5.784810537064847e-57,8.617751821042103e-67,1.6420287003308637e-76,1.1831127339066987e-75,4.451241178718018e-67,2.0540227552826663e-66,5.540525110614224e-24,0.00025509245546765383,1.1062144644104208e-05,0.007774239147504475,2.5129222321685796e-152,2.348186401729709e-113,1.0345046006175721e-117,2.545893107375117e-93,9.255693027804969e-60,1.1365130152652285e-56,2.1241333388538574e-86,5.784810537064351e-57,8.617751821043576e-67,1.642028700331238e-76,1.1831127339066987e-75,4.451241178716876e-67,2.0540227552826663e-66,0.23461140025919003,-5478.787682843887,10963.575365687773,10978.077691904215,7763.160845950815,SR_Q_D_V_WOB,0.19929748336963596,0.289786345705314,0.11334974880465178,sub_32
