,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-67.51696044765463,-16.936264948434165,-12.010191335725526,6.083298054297501,248.99120287595716,221.2403560064028,219.85224731092742,217.91404440970263,233.7456830261342,210.11723764244252,218.1676411576719,215.57498451369173,206.69914011670977,218.4013574778881,215.18011314963883,209.02547489251714,221.27870072702285,-67.51696044765416,-16.93626494843446,-12.010191335725182,6.0832980542986235,248.99120287595656,221.24035600640323,219.85224731092705,217.91404440970234,233.7456830261346,210.11723764244243,218.16764115767182,215.5749845136916,206.6991401167098,218.4013574778872,215.180113149639,209.02547489251708,221.27870072702288,1.0814240162043208e-16,2.312088016120652e-06,2.4707853427311516e-05,0.7122523848325178,2.430280166072203e-195,1.490792166473805e-189,1.2224624508784286e-166,1.694666035668629e-210,6.488826806526277e-125,4.0752948485400985e-115,1.9056196565726743e-157,2.033531458935075e-119,5.2886952885893156e-102,1.9800432091156132e-173,1.616339844648178e-110,5.363589502202326e-109,1.059317994985416e-107,1.0814240162048741e-16,2.3120880161198306e-06,2.470785342732407e-05,0.7122523848324664,2.4302801660728938e-195,1.4907921664735508e-189,1.2224624508786374e-166,1.6946660356690143e-210,6.488826806525169e-125,4.07529484853917e-115,1.905619656572783e-157,2.0335314589355383e-119,5.2886952885893156e-102,1.98004320911719e-173,1.6163398446474418e-110,5.363589502202632e-109,1.0593179949852956e-107,0.1629285156290735,-5457.397886274369,10926.795772548738,10955.806880065622,7320.709100871021,SR_Q_D_E_alphaCCC_V_WOB,0.22283953963156264,0.9030448544303958,0.026104466916108935,-0.2420492118651858,0.79762114486826,0.5444780548541175,sub_15
