,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-61.02802596872508,-50.331298633224534,14.147712292748743,81.40636904696903,310.14046633615084,348.0697866489893,302.34285018820276,285.0733282437434,298.7037740111558,254.81095979366364,282.2410777765431,310.85653504976233,306.804047724945,257.8696769225314,249.6527666785268,256.8016753261196,257.9964865511411,258.72339524676556,-61.02802596872441,-50.33129863322453,14.147712292748988,81.40636904696919,310.14046633614964,348.0697866489889,302.34285018820304,285.0733282437435,298.70377401115616,254.81095979366398,282.24107777654285,310.85653504976233,306.8040477249447,257.86967692253126,249.65276667852623,256.80167532611904,257.9964865511412,258.72339524676534,7.600429408741015e-11,1.5316053873059636e-13,0.008630201551039104,0.016294209985913858,3.3251328560466734e-79,8.480745159223233e-107,9.198072308104658e-76,3.27037224405386e-126,5.81308339058847e-72,1.364662907090162e-64,4.341477667214693e-103,1.173874392380984e-87,7.22203550530306e-79,1.453826569285205e-62,5.762285902507182e-96,6.110249062076638e-125,1.8480768795045725e-103,3.2125017391670664e-124,7.600429408744687e-11,1.5316053873059917e-13,0.008630201551037912,0.016294209985913567,3.325132856049704e-79,8.480745159223233e-107,9.198072308103611e-76,3.270372244053301e-126,5.81308339058847e-72,1.3646629070899282e-64,4.341477667214941e-103,1.1738743923812516e-87,7.22203550530306e-79,1.453826569285039e-62,5.76228590250997e-96,6.110249062080116e-125,1.8480768795045725e-103,3.2125017391674317e-124,0.18979210060831198,-6080.225704366049,12170.451408732099,12194.648790923242,26420.04256465567,SR_Q_D_alphaCCC_V_WOB,0.06815040958170993,0.08473674427062035,-0.9938844590041233,0.0001,0.8473221574778933,sub_13
