,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-91.45013776241719,-32.655628101963,26.589213328701348,44.90176847413767,218.59911861952241,209.1404157885902,200.06134245401984,189.24751112476258,201.3788283390736,203.7807670885614,192.48771098896995,195.68995506031723,210.1241190323792,211.3386367762185,210.68688221281366,214.96065716781092,202.0857671842587,-91.45013776241726,-32.65562810196277,26.589213328700843,44.901768474137185,218.5991186195223,209.14041578859073,200.06134245401938,189.24751112476247,201.37882833907366,203.7807670885615,192.4877109889704,195.68995506031712,210.1241190323792,211.33863677621872,210.6868822128135,214.96065716781055,202.08576718425894,2.0149077767672632e-21,1.2448365240294077e-13,9.429971988775126e-15,0.0003890248717385467,3.0446180651201073e-165,1.3795858169719323e-128,5.737577343032263e-144,4.339357936347073e-122,2.827953767363914e-83,8.488047428727517e-80,1.7515451267969327e-113,1.983105330258682e-72,1.1040247451271178e-87,4.4321778097441155e-114,6.065600125371977e-90,3.667451726522577e-88,1.4349324687416455e-85,2.0149077767670172e-21,1.2448365240298445e-13,9.429971988786599e-15,0.00038902487173859946,3.0446180651195877e-165,1.3795858169713042e-128,5.737577343037161e-144,4.339357936347567e-122,2.8279537673636724e-83,8.488047428726792e-80,1.7515451267967333e-113,1.9831053302582863e-72,1.1040247451270234e-87,4.4321778097428525e-114,6.065600125371977e-90,3.667451726522891e-88,1.4349324687415637e-85,0.2563680434304506,-5567.023799365362,11144.047598730724,11168.180324848507,10281.448851146972,SR_Q_D_alphaCCC_V_WOB,0.2143565779842046,0.26132384102545075,-0.8029728823589262,0.9211088640145068,0.3689173049726071,sub_24
