,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-64.17422229491677,-17.127466904404947,-6.452074946187107,27.894499885630957,203.78849544887817,225.47365103662932,234.8476639356558,216.5340195616581,221.8201452933609,206.6154942633924,215.49948559662582,214.74473706277726,202.77446032163255,199.55737342020007,204.2904098321178,201.30448574679704,204.5703992912272,207.14518197869882,-64.17422229491694,-17.12746690440472,-6.452074946186702,27.89449988563157,203.78849544887805,225.47365103662918,234.84766393565616,216.53401956165823,221.8201452933612,206.61549426339258,215.49948559662573,214.74473706277718,202.77446032163246,199.5573734202,204.29040983211746,201.3044857467969,204.57039929122698,207.14518197869944,2.1470503267565656e-32,6.4628335537861144e-09,0.005450532431393374,0.02739352109420052,4.026185153721458e-148,2.97861387462568e-179,6.283999775157986e-180,4.4500693461557966e-240,4.258365182288479e-167,4.903191428323888e-160,3.896536587498313e-214,2.0612022652927006e-165,1.0332265255756523e-145,1.020703335103445e-158,1.3324317959486145e-222,2.294232381905003e-257,4.298607967083649e-224,8.604150485482556e-265,2.1470503267556124e-32,6.462833553788831e-09,0.005450532431396239,0.027393521094197,4.026185153722374e-148,2.97861387462568e-179,6.283999775156199e-180,4.4500693461537714e-240,4.25836518228751e-167,4.90319142832082e-160,3.896536587498313e-214,2.0612022652935217e-165,1.033226525575946e-145,1.020703335103677e-158,1.3324317959489935e-222,2.294232381905003e-257,4.298607967084872e-224,8.604150485475705e-265,0.22543240880164872,-5287.984125515665,10581.96825103133,10596.483466633872,4902.8201567958595,SR_Q_D_V_WOB,0.35828869248281653,0.2922737227240413,0.537871117322027,sub_1
