,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-13.965846160524817,-10.921605708336408,-10.922564312650834,25.861710298261045,212.5931430997643,213.64088970240147,206.92334462973372,204.05571057934233,209.54464124623195,213.40457705618564,207.93499823864016,213.17080773568824,198.1589123036124,211.8916019171134,211.46640261416042,209.09193644025652,197.68237597386266,-13.965846160524602,-10.921605708336301,-10.922564312650898,25.86171029826157,212.5931430997643,213.64088970240084,206.92334462973372,204.05571057934247,209.54464124623203,213.4045770561857,207.9349982386404,213.17080773568796,198.15891230361214,211.89160191711312,211.46640261416036,209.09193644025652,197.68237597386263,3.1851809293211197e-06,7.478942940735527e-08,2.7280240730473985e-11,0.07375809944071197,0.0,0.0,0.0,0.0,8.987972549879868e-264,1.213406212488296e-243,0.0,5.043777445349852e-245,1.1464335702632987e-233,5.22504e-319,3.371018448417077e-262,3.004229732907285e-243,3.44011817758759e-244,3.1851809293221696e-06,7.478942940737665e-08,2.7280240730468637e-11,0.073758099440706,0.0,0.0,0.0,0.0,8.98797254987578e-264,1.213406212487882e-243,0.0,5.043777445352148e-245,1.1464335702638203e-233,5.22504e-319,3.371018448416694e-262,3.0042297329076267e-243,3.4401181775875904e-244,0.13253554624386332,-4982.781934886474,9973.563869772948,9992.938869568974,2407.613896222523,SR_Q_D_E_V_WOB,0.348932331293871,0.0060042763321678915,0.0001,0.2302742692327698,sub_28
