P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency.1,hand.1,postError.1,nblock_1.1,nblock_2.1,nblock_3.1,nblock_4.1,nblock_5.1,nblock_6.1,nblock_7.1,nblock_8.1,nblock_9.1,nblock_10.1,nblock_11.1,nblock_12.1,nblock_13.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,NBLOCK_1.1,NBLOCK_2.1,NBLOCK_3.1,NBLOCK_4.1,NBLOCK_5.1,NBLOCK_6.1,NBLOCK_7.1,NBLOCK_8.1,NBLOCK_9.1,NBLOCK_10.1,NBLOCK_11.1,NBLOCK_12.1,NBLOCK_13.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject,nblock_14,nblock_14.1,NBLOCK_14,NBLOCK_14.1
-69.20533427873497,-18.327263869542588,7.510288467825648,3.867293816074135,215.58152115758892,226.8989914797328,205.47965239498689,221.00558311150618,220.6907553011908,220.94116679145745,217.5172821667561,230.467118871695,220.66983639814754,233.7318645425104,223.66005694898567,230.2756338608046,214.46136536243145,-69.20533427873505,-18.327263869541923,7.510288467825278,3.8672938160745183,215.581521157589,226.89899147973358,205.47965239498643,221.00558311150596,220.69075530119085,220.94116679145702,217.51728216675625,230.46711887169488,220.6698363981477,233.73186454251115,223.66005694898547,230.27563386080448,214.4613653624313,1.4381771341821202e-08,0.0038110176353376743,0.12731072006646296,0.732974955943698,5.592665206391781e-83,1.136500160298209e-111,7.75813228934565e-73,1.4344864911472692e-115,3.061922443249574e-49,2.806259919364161e-56,1.6417210804442545e-69,8.336185729725023e-53,7.048733588326683e-48,2.4786860727243462e-86,2.8450282502326543e-46,2.120929880111029e-52,2.4399793174547404e-45,1.438177134182047e-08,0.0038110176353389055,0.12731072006648225,0.7329749559436728,5.592665206390506e-83,1.1365001602976269e-111,7.758132289347641e-73,1.4344864911476772e-115,3.061922443249442e-49,2.806259919364841e-56,1.641721080444348e-69,8.336185729725381e-53,7.048733588326683e-48,2.4786860727230757e-86,2.8450282502331837e-46,2.1209298801109373e-52,2.4399793174549156e-45,0.07886783679366992,-5319.895659705126,10645.791319410251,10659.977205249505,19715.216799581583,SR_Q_D_V_WOB,0.30847590390749396,0.2346627248626592,0.4071422847072275,sub_19,,,,
-1266.8191721919295,0.4473937699466468,11.673047945135451,-6.159402023150892e-11,-383.55872260418573,-401.6936099205163,-402.45669824776206,-393.82715277036766,-373.4258893705842,-371.7138082555532,-367.12487830160796,-383.68911326615716,-343.396585323958,-377.15960212420265,-359.99047687113267,-383.2340138150415,-369.3272611265182,-1266.8191721919545,0.44739376993481983,11.67304794512916,0.0,-383.558722604165,-401.6936099204325,-402.4566982478343,-393.82715277025545,-373.42588937048964,-371.7138082555692,-367.1248783015828,-383.68911326613465,-343.39658532395964,-377.15960212420174,-359.9904768711517,-383.2340138150655,-369.32726112653137,0.03392949577494719,0.9068813134055782,0.0001755562409604415,0.14263929363342326,0.1978544544640975,0.17847853479868622,0.17666421527328224,0.18667152781900626,0.21266719941207327,0.21134988510957764,0.21804106227473785,0.2005023094600316,0.2479021852106324,0.20615197241418787,0.2294155906745164,0.19713135654565625,0.21761122571934088,0.03392949577494883,0.9068813134080256,0.00017555624096250597,,0.19785445446410035,0.17847853479869435,0.17666421527327647,0.1866715278190186,0.21266719941209047,0.211349885109574,0.21804106227474274,0.2005023094600351,0.24790218521063184,0.2061519724141887,0.2294155906745119,0.19713135654565267,0.2176112257193387,0.12201064979478116,-5472.98347209632,10951.96694419264,10966.44657986331,8384.201455851013,SR_Q_D_V_WOB,0.0001,0.0001,0.001112324242566717,sub_20,,,,
-45.29909685249336,-10.701163811890908,24.228193499329056,-6.328957366817588,173.04816538618192,196.30169106944246,184.08864463393718,193.78256949269485,217.6816605529239,203.6220131151468,195.94167706185792,221.90983640823487,205.8139954595497,214.0959774157281,223.06217503973252,230.6409472360303,238.65005295044708,-45.29909685249329,-10.701163811891105,24.22819349932905,-6.328957366818197,173.0481653861811,196.30169106944282,184.08864463393718,193.7825694926949,217.68166055292403,203.62201311514664,195.94167706185797,221.90983640823472,205.81399545954983,214.095977415728,223.06217503973244,230.6409472360304,238.65005295044654,1.2854896052158672e-11,0.07316771896721258,3.188534989418897e-07,0.7009527550314667,2.6335729395294824e-39,1.1763324106633345e-51,3.86931834418005e-43,2.45790783117655e-85,2.4393231690413198e-58,2.4813116940859248e-57,2.3197450658722797e-70,1.0694788718679552e-65,2.0562033728442174e-47,1.3297376061507574e-57,2.942772405880584e-109,3.3311637676583525e-141,1.3126423694526082e-118,1.2854896052159373e-11,0.07316771896720754,3.188534989418885e-07,0.7009527550314392,2.6335729395307996e-39,1.1763324106631498e-51,3.86931834418005e-43,2.45790783117599e-85,2.4393231690410403e-58,2.4813116940862434e-57,2.3197450658722797e-70,1.0694788718681991e-65,2.0562033728442174e-47,1.3297376061507574e-57,2.942772405880584e-109,3.331163767657407e-141,1.312642369453131e-118,0.1517426948442424,-5720.979928385697,11447.959856771397,11462.367041061367,19446.291516530237,SR_Q_D_V_WOB,0.9230436818402776,0.0598144205102098,0.406357426115956,sub_21,242.0789030346052,242.07890303460587,6.584464096206886e-144,6.584464096201642e-144
-112.79628799931696,-15.332329248270982,10.463558586234292,-13.101877056915257,212.37229535011218,214.936847898156,224.75238070352532,225.51879238100742,214.9460353165007,251.4520404970023,226.26004590683658,269.48895228396844,283.9058209181068,246.98023234938043,267.985350711983,284.7067182973188,243.70291419156487,-112.79628799931736,-15.332329248271105,10.463558586235015,-13.10187705691477,212.37229535011207,214.93684789815552,224.75238070352557,225.5187923810078,214.94603531650085,251.45204049700226,226.2600459068369,269.48895228396844,283.905820918107,246.98023234938046,267.98535071198313,284.7067182973178,243.70291419156501,1.3807703175608956e-16,0.018869949579824487,0.04090722844902897,0.5373647354794322,3.758702146903981e-48,4.877811208650295e-45,2.0109410982129834e-52,4.7396520854727693e-67,1.2395947047398473e-47,1.019632895454874e-57,2.2933728380839746e-77,5.257018586940044e-60,8.004156362022476e-73,7.960032104557602e-54,2.2997140458484153e-124,1.526864737874992e-109,3.760036870908562e-101,1.3807703175604674e-16,0.018869949579823526,0.04090722844901491,0.5373647354794474,3.758702146903981e-48,4.8778112086516886e-45,2.0109410982125235e-52,4.739652085471958e-67,1.2395947047397586e-47,1.0196328954551064e-57,2.293372838083648e-77,5.257018586939743e-60,8.004156362021793e-73,7.960032104557604e-54,2.2997140458484153e-124,1.52686473787547e-109,3.760036870908133e-101,0.15231617565753494,-5622.677353822766,11251.354707645532,11265.677379304605,22336.04198330879,SR_Q_D_V_WOB,0.5860845325842997,0.6236696240139287,0.2694018967928458,sub_22,228.80783460568068,228.80783460568105,1.3860647505678182e-78,1.3860647505675023e-78
-51370.48986732474,-14.486999115084286,-12.291600848256751,2.4869181889666265,-25371.515251490026,-25394.715895321602,-25387.239083073888,-25356.982138372623,-25387.877734465917,-25384.22775690085,-25380.08665766901,-25343.245266521244,-25353.35767591916,-25345.502907393275,-25355.562183956958,-25344.91365894948,-25330.50706259468,-51370.489867305536,-14.486999188724079,-12.291600756131134,2.486918164298782,-25371.5152514772,-25394.715895235997,-25387.23908317713,-25356.98213835399,-25387.87773450815,-25384.2277569512,-25380.086657721742,-25343.2452664011,-25353.357676037558,-25345.50290727316,-25355.562183910322,-25344.91365884583,-25330.507062619294,0.0023298164536593342,0.0038842417942293646,0.002251902499463204,0.8767884984752241,0.0026301886348755843,0.0026052818683987965,0.0026131410394813737,0.002644277724462154,0.00261519102987618,0.0026192018700824547,0.002622749366982442,0.0026607157305320642,0.002649998642305618,0.002657897313318361,0.002647846721251019,0.0026590079140819717,0.002673491829076168,0.002329816453659255,0.0038842416190272406,0.002251902666194297,0.8767884996895953,0.002630188634875605,0.002605281868398943,0.002613141039481139,0.002644277724462213,0.002615191029876109,0.0026192018700823307,0.002622749366982307,0.002660715730532525,0.0026499986423052296,0.00265789731331878,0.002647846721251171,0.002659007914082373,0.002673491829076062,0.1279826983345398,-5753.180461580778,11512.360923161556,11526.853545865493,14588.643470387513,SR_Q_D_V_WOB,0.0001904355471448095,0.4673519391276533,0.0001,sub_23,,,,
-85.39157581035118,-32.58366981329634,26.675558152471446,44.41319963351208,221.60428072654784,212.09647557266263,203.04563685183743,192.39776676382496,204.31343571887768,206.82010438180515,196.17518475262762,198.47280904810032,213.10029563115768,214.08335262892749,213.66663644688808,217.92506383213677,207.96736019520554,-85.39157581035067,-32.583669813296076,26.675558152472085,44.41319963351189,221.6042807265477,212.09647557266283,203.04563685183732,192.3977667638244,204.3134357188777,206.820104381805,196.17518475262762,198.47280904810032,213.10029563115773,214.08335262892726,213.66663644688802,217.9250638321373,207.9673601952057,1.0489555018150423e-20,1.5426848097506076e-13,8.653992501231568e-15,0.00046153051596463466,3.966654815652575e-173,3.1607416712258e-134,2.8288130468246704e-151,1.4167109603763714e-128,2.216109832948224e-86,1.0943525486409678e-82,1.555800018903823e-120,8.164294336836635e-75,7.333029549962441e-91,3.596857198482324e-118,3.3060164180235326e-93,3.781352987328981e-91,2.347378693403529e-92,1.0489555018156525e-20,1.5426848097512038e-13,8.653992501218353e-15,0.00046153051596465764,3.966654815652575e-173,3.1607416712268805e-134,2.8288130468261196e-151,1.4167109603763714e-128,2.2161098329477197e-86,1.0943525486412174e-82,1.5558000189042646e-120,8.164294336835936e-75,7.333029549964739e-91,3.596857198482734e-118,3.3060164180235326e-93,3.7813529873276886e-91,2.3473786934031957e-92,0.2536800614764904,-5568.6871564565745,11143.374312913147,11157.853948583821,10318.612866888569,SR_Q_D_V_WOB,0.2497461202990908,0.2710622627464458,0.4142400259801859,sub_24,,,,
-31.258770227292228,-10.143328876512305,-11.654295584089985,-1.280198537026564,238.6602505288231,219.63652129372207,217.6906354041009,214.6238153449213,205.42320910435453,197.91390170699452,202.81177591983558,216.17773212430288,203.8142975922877,222.6475207317712,219.28706852938942,223.56299560911927,221.31738273689731,-31.258770227291446,-10.143328876512593,-11.654295584090107,-1.2801985370268412,238.66025052882324,219.63652129372215,217.6906354041012,214.62381534492187,205.42320910435453,197.91390170699455,202.81177591983575,216.17773212430282,203.8142975922877,222.647520731772,219.2870685293895,223.56299560911899,221.3173827368985,3.3434647536146802e-09,3.5841128188756876e-05,2.5954949990712503e-09,0.9319943302191156,5.583436633530547e-215,1.9067359739494038e-209,1.9089829366248976e-191,8.066492489483303e-273,1.0397391036114613e-182,6.487625553955807e-184,8.101512754885071e-230,5.624483958322946e-202,1.2562293823850066e-179,2.1195908508870045e-211,7.1050527308880115e-280,9.06e-321,1.7360335522205638e-285,3.343464753617914e-09,3.5841128188739325e-05,2.5954949990703318e-09,0.9319943302191008,5.583436633528644e-215,1.9067359739491874e-209,1.908982936624138e-191,8.066492489477798e-273,1.0397391036116977e-182,6.487625553953223e-184,8.101512754881386e-230,5.624483958324225e-202,1.2562293823852208e-179,2.119590850885438e-211,7.105052730885586e-280,9.06e-321,1.736033552217997e-285,0.17597701120733011,-5194.042564921911,10394.08512984382,10408.638684626303,3480.062772477432,SR_Q_D_V_WOB,0.4466945891446182,0.3366941398740945,0.2624123177926955,sub_25,223.75069054424188,223.7506905442416,0.0,0.0
-86.69697669034815,-14.523480071384453,4.2744821006534615,-9.486418171817704,182.47624594312143,181.90441961469952,183.16595714376584,186.72471202059268,183.5247839274313,203.49098147864618,185.11331685487582,192.439715888907,199.82308806076944,186.44957032559398,191.14817197600644,201.6913398563264,199.9960298146508,-86.69697669034849,-14.523480071384387,4.274482100653795,-9.486418171818285,182.47624594312225,181.9044196146984,183.16595714376442,186.72471202059296,183.52478392743114,203.49098147864655,185.1133168548756,192.43971588890736,199.8230880607696,186.44957032559398,191.1481719760067,201.6913398563266,199.9960298146506,2.017028327797353e-09,0.00012616069108077737,0.15212299227984658,0.46765584529380894,5.267922733448499e-67,7.159067410216068e-63,3.847778154614214e-66,1.4466817261568357e-80,3.1158134450626314e-67,1.6007117536061394e-69,4.3749326887649445e-82,7.766790837868141e-64,1.6637728349475504e-67,4.646620753872093e-46,4.1717289498415595e-95,3.6504525588382216e-91,2.134674906561097e-95,2.017028327796985e-09,0.00012616069108078702,0.15212299227981446,0.4676558452937818,5.267922733447749e-67,7.15906741021913e-63,3.8477781546171755e-66,1.446681726156753e-80,3.115813445062987e-67,1.6007117536056833e-69,4.374932688764571e-82,7.766790837868141e-64,1.6637728349474552e-67,4.646620753872093e-46,4.171728949842153e-95,3.6504525588382216e-91,2.134674906561462e-95,0.09218942872078296,-4785.220578269265,9576.44115653853,9590.561743548342,7058.08289101309,SR_Q_D_V_WOB,0.2379735146455303,0.93900256180926,0.2218785556556817,sub_26,194.6343429963894,194.63434299638982,2.519668334025468e-87,2.519668334025468e-87
-13.978942515212195,-10.92448986241842,-10.885870384442313,25.29865375747734,212.5667709341407,213.65171159709874,206.89562145892378,204.03244873449898,209.5098633187362,213.37176367521357,207.933796727582,213.12756800284552,198.13936007486146,211.81474214655262,211.42649574140975,209.0558748805413,197.6451214744936,-13.978942515212223,-10.924489862418287,-10.885870384442915,25.298653757477307,212.56677093414115,213.6517115970989,206.8956214589243,204.0324487344991,209.5098633187363,213.37176367521369,207.933796727582,213.12756800284527,198.1393600748613,211.814742146553,211.4264957414095,209.0558748805417,197.64512147449364,3.438824673998941e-06,7.437304764839075e-08,3.1714327085411926e-11,0.08029281909588461,0.0,0.0,0.0,0.0,1.835953576173438e-263,2.271975121266563e-243,0.0,1.0367679078183346e-244,1.801169569822541e-233,3.02806e-318,7.380611417271249e-262,5.915268614652739e-243,7.017663261806274e-244,3.438824673998754e-06,7.437304764841817e-08,3.171432708533676e-11,0.08029281909588545,0.0,0.0,0.0,0.0,1.835953576173438e-263,2.2719751212655295e-243,0.0,1.0367679078185702e-244,1.8011695698229503e-233,3.02806e-318,7.380611417273769e-262,5.915268614646686e-243,7.01766326180388e-244,0.13239703854937468,-4982.856813946831,9971.71362789366,9986.24487774068,2407.998318948481,SR_Q_D_V_WOB,0.34520990292055803,0.0062601406266252066,0.22583753143921415,sub_28,,,,
-27.766627226122512,-11.297811513666124,3.1384919415420702,-9.44788435735662,202.8712746257759,223.820951657335,222.09593682309816,219.94157567512366,223.47040256624317,228.70550868010315,237.63186703418026,232.2615901874316,244.93869920735557,235.67575758061932,239.54075441194487,240.9438213348206,233.744291542246,-27.766627226122772,-11.297811513666227,3.1384919415418464,-9.447884357355845,202.87127462577672,223.82095165733483,222.09593682309844,219.9415756751236,223.47040256624345,228.70550868010312,237.63186703418012,232.2615901874315,244.93869920735557,235.67575758061932,239.54075441194485,240.94382133482117,233.7442915422467,0.0003948023603633725,0.002259189560795086,0.28183357475328913,0.18572101081778888,1.0431540065714168e-96,2.1693081922975525e-116,6.839827903372634e-107,7.90609418024857e-169,3.810552774859745e-101,1.2166216644445277e-123,4.130128884859025e-161,7.643006427225089e-117,9.119242729665525e-129,1.175043339071837e-127,2.343661568131567e-202,9.477907331293863e-240,1.0486022602010162e-193,0.0003948023603633152,0.0022591895607948914,0.2818335747533236,0.18572101081782505,1.0431540065705563e-96,2.169308192298294e-116,6.83982790337166e-107,7.906094180245424e-169,3.81055277486007e-101,1.2166216644445277e-123,4.130128884859496e-161,7.643006427227264e-117,9.119242729666561e-129,1.175043339071837e-127,2.343661568131567e-202,9.477907331291708e-240,1.0486022602003008e-193,0.0860423687358951,-5316.5984241666465,10639.196848333293,10653.617336414467,7513.891811432214,SR_Q_D_V_WOB,0.1654529809794629,0.0001,0.03610412174398571,sub_29,248.29093066987733,248.2909306698775,1.9572728400627005e-239,1.957272840062478e-239
