,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-63.836667223200024,-10.199840296355196,-10.945378027124141,-7.809796469011687,222.01382698158523,202.60753809803762,201.02664499052844,197.8065015035342,188.1629521314039,180.9735485339289,185.1663917756651,196.77471641704363,186.82858245662678,205.73770336723646,203.59485477726764,207.54456179087927,205.07916159784145,207.80025628259497,-63.83666722320014,-10.199840296355234,-10.945378027123901,-7.809796469010223,222.01382698158514,202.60753809803762,201.02664499052784,197.80650150353426,188.16295213140367,180.97354853392898,185.166391775665,196.77471641704352,186.82858245662666,205.73770336723678,203.59485477726815,207.5445617908794,205.07916159784088,207.800256282595,4.438097256799139e-10,3.124313521719938e-05,2.151413178650024e-08,0.602980330215493,6.937084220117659e-146,1.5849132019213076e-134,2.8843866388903985e-126,1.2970919497402496e-160,8.746585491515464e-118,1.7708671909182248e-114,2.1541363180084188e-133,4.2954995263747667e-120,4.553640140180115e-116,1.7424592477699983e-136,3.4269677544224383e-172,4.2065573531469565e-187,6.472983300997821e-173,3.4457693161611327e-192,4.438097256798783e-10,3.124313521719769e-05,2.1514131786514612e-08,0.6029803302155617,6.937084220117659e-146,1.5849132019207662e-134,2.8843866388903985e-126,1.2970919497403974e-160,8.746585491515464e-118,1.7708671909182248e-114,2.1541363180084188e-133,4.295499526375011e-120,4.553640140181152e-116,1.7424592477697997e-136,3.4269677544226337e-172,4.2065573531469565e-187,6.472983300997821e-173,3.4457693161611327e-192,0.17947127156144693,-5192.03467367155,10392.0693473431,10411.474087053075,3465.305604848502,SR_Q_D_E_V_WOB,0.1692735457790006,0.3006205579863932,1.0,0.08004633008984291,sub_25
