,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-21.227480646896883,-9.783352450716666,-11.670086236028252,-3.8430070624099457,243.55494171740992,224.62774117544524,222.576477352815,219.83823897868314,210.25337124203656,203.10719929829108,207.51612879453717,221.11746940746843,208.44238618401346,227.46763933549022,224.76948671766556,229.64920605752008,226.66212026066472,229.16709937940894,-21.22748064689686,-9.783352450716293,-11.67008623602838,-3.8430070624095976,243.55494171741046,224.62774117544527,222.57647735281506,219.83823897868317,210.2533712420363,203.10719929829122,207.5161287945371,221.11746940746855,208.44238618401354,227.4676393354899,224.76948671766547,229.64920605751968,226.66212026066418,229.16709937940874,4.137706784140794e-11,6.190906852981886e-05,2.0925077106427563e-09,0.7970106941265214,3.000475979851188e-238,5.521671352415968e-235,8.388265351158746e-214,2.19487675e-315,2.7775787591233377e-202,9.108008707474069e-209,1.5681001144229946e-261,8.142158949006497e-227,4.865334699189193e-199,4.880369975962848e-237,0.0,0.0,0.0,0.0,4.137706784140945e-11,6.190906852985684e-05,2.092507710641932e-09,0.7970106941265399,3.0004759798498233e-238,5.5216713524159685e-235,8.388265351161607e-214,2.19487675e-315,2.7775787591244446e-202,9.108008707470445e-209,1.568100114423173e-261,8.142158949002793e-227,4.865334699188363e-199,4.880369975966179e-237,0.0,0.0,0.0,0.0,0.18356818809185815,-5189.66956216797,10391.33912433594,10420.446233900902,3448.0032639337196,SR_Q_D_E_alphaCCC_V_WOB,0.9001921001874682,0.20809215356194238,0.7793171282201837,-0.826377182304422,0.0930414655098167,0.3883485846284581,sub_25
