stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14
0,1,0,611.7,1,1,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,424.7,1,2,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,525.8,0,3,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,420.6,1,4,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,437.7,0,5,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,412.5,1,6,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,329.6,1,7,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,446.6,1,8,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,437.7,0,9,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,316.5,1,10,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,393.5,1,11,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,334.4,1,12,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,419.6,1,13,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,338.6,1,14,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,399.5,1,15,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,390.6,1,16,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,347.6,0,17,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,408.5,1,18,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,469.4,0,19,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,332.5,1,20,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,593.4,0,21,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,422.5,1,22,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,323.4,1,23,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,344.4,1,24,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,437.5,1,25,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,382.4,1,26,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,643.4,1,27,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,354.2,1,28,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,399.4,1,29,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,786.3,0,30,1,80,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,497.2,1,31,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,414.2,1,32,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,299.1,1,33,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,288.1,1,34,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,367.3,1,35,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,374.1,1,36,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,345.1,1,37,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,414.1,1,38,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,325.1,1,39,1,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,555.9,0,40,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,473,0,41,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,482.1,0,42,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,449.1,0,43,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,414,1,44,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,330.9,1,45,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,377.9,0,46,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,454.9,0,47,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,425.9,1,48,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,536.8,0,49,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,423.8,0,50,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,420.9,0,51,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,553.7,0,52,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,390.9,0,53,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,405.9,0,54,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,388.8,0,55,0,20,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,387.8,0,56,1,20,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,376.7,0,57,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,549.8,1,58,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,578.8,0,59,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,479.7,0,60,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,414.5,0,61,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,563.7,0,62,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,424.9,0,63,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,439.6,0,64,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,356.5,0,65,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,355.6,0,66,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,488.5,0,67,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,453.6,1,68,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,370.7,1,69,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,543.4,0,70,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,370.4,0,71,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,383.4,1,72,0,20,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,372.4,0,73,1,20,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,473.5,0,74,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,454.5,1,75,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,411.5,0,76,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,506.5,0,77,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,425.5,0,78,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,392.5,0,79,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,493.5,0,80,1,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,358.4,1,81,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,347.4,0,82,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,472.4,0,83,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,405.4,1,84,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,436.4,1,85,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,411.5,1,86,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,418.2,0,87,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,393.3,1,88,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,622.3,1,89,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,469.3,1,90,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1338.1,1,91,1,80,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,455.2,0,92,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,358.3,1,93,0,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,483.2,1,94,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,464.3,0,95,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,493.3,1,96,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,396.2,1,97,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,353.2,1,98,1,80,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
