stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14
1,1,0,640.2,0,1,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,861,0,2,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,684,1,3,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,658.9,1,4,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,677.8,0,5,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,666.9,1,6,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,689.9,0,7,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,726.8,0,8,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,685.9,0,9,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,818.8,1,10,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,698,0,11,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,934.9,0,12,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,683.8,0,13,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,720.9,0,14,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,910,1,15,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,787,0,16,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,800,0,17,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,780.9,0,18,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,684,0,19,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,786.9,0,20,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,809.8,0,21,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,680.7,0,22,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,631.7,0,23,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,732.8,0,24,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,605.6,0,25,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,690.7,0,26,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,551.8,0,27,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,564.7,1,28,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,531.7,0,29,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,720.7,1,30,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,855.8,0,31,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,820.7,0,32,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,671.8,0,33,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,700.7,0,34,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
