stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13
1,1,1,658.2,1,1,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,479.2,1,2,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,526.2,0,3,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,547.1,1,4,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,496.5,1,5,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,551.3,1,6,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,564.1,1,7,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,585.1,0,8,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,470.2,0,9,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,437,1,10,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,474.3,1,11,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,625,1,12,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,662.2,1,13,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,474.9,1,14,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,600.1,1,15,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,548.9,0,16,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,579.9,1,17,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,633.2,1,18,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,510.1,1,19,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,500.8,1,20,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,781.8,1,21,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,459.1,1,22,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,495.8,1,23,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,517.1,1,24,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,492,1,25,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,510.7,1,26,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1441.7,1,27,1,80,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,542.8,0,28,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,645.7,1,29,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,660.7,1,30,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,457.6,0,31,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1216.6,0,32,1,80,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,513.6,1,33,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,494.9,1,34,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,549.8,1,35,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,514.8,1,36,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,471.6,1,37,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,508.6,0,38,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,619.8,1,39,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,776.6,1,40,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,479.8,1,41,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,534.7,1,42,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,523.6,1,43,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,616.5,1,44,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,575.5,1,45,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,486.7,1,46,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,579.8,1,47,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,570.5,1,48,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,711.5,1,49,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,518.5,1,50,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1403.4,0,51,1,80,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,496.4,0,52,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,517.5,1,53,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,442.5,1,54,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,431.5,1,55,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,566.4,0,56,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,353.6,1,57,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,510.4,1,58,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,453.5,0,59,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,492.5,1,60,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,441.6,1,61,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,526.3,0,62,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,475.6,1,63,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,522.6,1,64,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,361.5,1,65,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,518.3,0,66,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,699.3,0,67,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,488.4,1,68,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,509.5,1,69,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1570.5,1,70,0,80,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,495.4,1,71,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,426.1,1,72,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,577.1,1,73,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,562.1,0,74,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,551.1,1,75,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,472,1,76,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,629.3,1,77,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,546.3,1,78,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,615,1,79,1,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,558,1,80,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,557,0,81,0,80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
